지점,일시,풍속,풍향,GUST풍속,현지기압,습도,기온
22106,2024-06-08 21:00:00,6.3,200.0,9.2,1010.0,99.0,20.0
22106,2024-06-09 00:00:00,2.8,210.0,6.3,1009.5,99.0,19.4
22106,2024-06-09 03:00:00,3.1,220.0,4.1,1008.8,99.0,18.8
22106,2024-06-09 06:00:00,2.2,220.0,3.7,1008.8,99.0,19.5
22106,2024-06-09 09:00:00,4.0,190.0,5.4,1008.7,97.0,21.0
22106,2024-06-09 12:00:00,5.2,190.0,6.3,1008.8,93.0,22.0
22106,2024-06-09 15:00:00,7.1,170.0,8.5,1007.5,91.0,22.0
22106,2024-06-09 18:00:00,6.2,180.0,8.6,1007.0,91.0,21.9
22106,2024-06-09 21:00:00,5.0,180.0,7.2,1007.2,98.0,20.8
22106,2024-06-10 00:00:00,6.1,190.0,8.9,1007.7,99.0,20.3
22106,2024-06-10 03:00:00,5.3,200.0,9.2,1007.4,99.0,20.2
22106,2024-06-10 06:00:00,5.0,210.0,7.0,1007.6,99.0,20.6
22106,2024-06-10 09:00:00,3.2,240.0,3.9,1007.9,79.0,23.5
22106,2024-06-10 12:00:00,4.4,200.0,5.2,1007.3,85.0,23.0
22106,2024-06-10 15:00:00,6.2,190.0,8.6,1005.8,88.0,23.1
22106,2024-06-10 18:00:00,7.4,190.0,10.9,1004.9,92.0,22.4
22106,2024-06-10 21:00:00,5.0,190.0,8.4,1005.6,99.0,20.8
22106,2024-06-11 00:00:00,2.5,210.0,4.8,1006.6,99.0,20.8
22106,2024-06-11 03:00:00,2.2,220.0,3.4,1006.8,99.0,21.0
22106,2024-06-11 06:00:00,2.4,230.0,4.0,1007.0,88.0,22.1
22106,2024-06-11 09:00:00,4.4,230.0,5.2,1007.2,73.0,23.8
22106,2024-06-11 12:00:00,4.4,190.0,5.8,1006.4,84.0,23.1
22106,2024-06-11 15:00:00,5.3,180.0,7.2,1005.1,85.0,23.2
22106,2024-06-11 18:00:00,5.2,190.0,8.5,1004.4,81.0,22.3
22106,2024-06-11 21:00:00,2.9,190.0,6.7,1004.5,95.0,20.4
22106,2024-06-12 00:00:00,1.4,200.0,4.6,1004.8,99.0,20.2
22106,2024-06-12 03:00:00,1.7,210.0,5.3,1003.9,99.0,20.6
22106,2024-06-12 06:00:00,1.4,210.0,4.1,1004.2,98.0,20.3
22106,2024-06-12 09:00:00,2.7,220.0,4.4,1005.3,81.0,22.6
22106,2024-06-12 12:00:00,3.3,200.0,4.6,1005.4,82.0,22.7
22106,2024-06-12 15:00:00,3.1,180.0,4.2,1004.7,87.0,22.5
22106,2024-06-12 18:00:00,4.0,190.0,6.2,1004.2,87.0,21.8
22106,2024-06-12 21:00:00,2.2,200.0,5.0,1003.7,98.0,20.2
22107,2024-06-06 00:00:00,6.9,90.0,8.4,1021.8,83.0,19.7
22107,2024-06-06 03:00:00,6.3,100.0,7.7,1020.7,84.0,19.9
22107,2024-06-06 06:00:00,6.1,90.0,7.5,1020.9,85.0,20.1
22107,2024-06-06 09:00:00,7.6,110.0,9.1,1021.4,86.0,19.1
22107,2024-06-06 12:00:00,5.0,130.0,6.4,1021.5,89.0,18.9
22107,2024-06-06 15:00:00,2.5,120.0,3.7,1021.2,88.0,19.0
22107,2024-06-06 18:00:00,1.9,50.0,2.6,1020.1,90.0,18.6
22107,2024-06-06 21:00:00,4.5,120.0,5.9,1019.9,91.0,18.0
22107,2024-06-07 00:00:00,5.1,130.0,6.3,1020.2,86.0,19.6
22107,2024-06-07 03:00:00,4.9,100.0,6.3,1019.2,86.0,19.4
22107,2024-06-07 06:00:00,4.7,100.0,6.0,1018.7,81.0,19.7
22107,2024-06-07 09:00:00,5.8,100.0,7.3,1018.7,78.0,20.3
22107,2024-06-07 12:00:00,7.5,100.0,9.2,1018.0,84.0,20.2
22107,2024-06-07 15:00:00,7.1,110.0,9.0,1017.0,86.0,20.4
22107,2024-06-07 18:00:00,6.3,110.0,7.7,1016.2,88.0,20.5
22107,2024-06-07 21:00:00,7.0,120.0,8.8,1015.9,90.0,20.6
22107,2024-06-08 00:00:00,6.6,120.0,7.9,1016.1,94.0,20.7
22107,2024-06-08 03:00:00,6.6,120.0,8.2,1014.9,94.0,20.8
22107,2024-06-08 06:00:00,6.1,140.0,8.1,1013.5,95.0,20.3
22107,2024-06-08 09:00:00,3.6,150.0,4.7,1013.6,97.0,20.1
22107,2024-06-08 12:00:00,2.8,170.0,3.7,1013.0,97.0,19.9
22107,2024-06-08 15:00:00,2.9,50.0,3.7,1011.4,97.0,20.1
22107,2024-06-08 18:00:00,6.0,10.0,7.4,1009.9,94.0,20.2
22107,2024-06-08 21:00:00,7.2,0.0,9.0,1010.2,97.0,19.5
22107,2024-06-09 00:00:00,8.4,10.0,10.3,1009.8,97.0,19.3
22107,2024-06-09 03:00:00,9.3,10.0,11.4,1009.4,98.0,19.3
22107,2024-06-09 06:00:00,10.5,10.0,13.6,1009.9,96.0,19.2
22107,2024-06-09 09:00:00,10.4,10.0,12.9,1011.2,93.0,19.4
22107,2024-06-09 12:00:00,9.1,360.0,11.1,1012.1,88.0,19.9
22107,2024-06-09 15:00:00,6.0,340.0,7.8,1013.0,90.0,20.2
22107,2024-06-09 18:00:00,6.8,340.0,8.6,1012.4,89.0,20.5
22107,2024-06-09 21:00:00,5.4,330.0,6.3,1013.4,90.0,20.4
22107,2024-06-10 00:00:00,1.8,350.0,3.2,1014.2,93.0,20.0
22107,2024-06-10 03:00:00,2.9,280.0,3.8,1013.9,94.0,20.2
22107,2024-06-10 06:00:00,2.2,250.0,2.7,1014.2,94.0,20.2
22107,2024-06-10 09:00:00,3.8,240.0,4.8,1014.9,93.0,20.3
22107,2024-06-10 12:00:00,3.0,230.0,3.8,1014.4,90.0,20.7
22107,2024-06-10 15:00:00,4.4,230.0,5.4,1013.3,84.0,21.1
22107,2024-06-10 18:00:00,4.5,230.0,5.6,1013.1,89.0,21.1
22107,2024-06-10 21:00:00,4.8,230.0,6.2,1013.3,93.0,20.5
22107,2024-06-11 00:00:00,3.8,230.0,5.2,1014.4,89.0,20.6
22107,2024-06-11 03:00:00,2.2,240.0,2.9,1013.9,90.0,20.3
22107,2024-06-11 06:00:00,1.6,270.0,2.4,1014.1,89.0,20.4
22107,2024-06-11 09:00:00,2.6,200.0,3.3,1013.8,91.0,20.1
22107,2024-06-11 12:00:00,0.4,160.0,1.2,1013.6,87.0,20.5
22107,2024-06-11 15:00:00,1.4,140.0,2.3,1012.4,84.0,21.5
22107,2024-06-11 18:00:00,2.2,140.0,2.8,1011.7,83.0,21.7
22107,2024-06-11 21:00:00,2.2,140.0,2.8,1011.7,85.0,21.7
22107,2024-06-12 00:00:00,1.7,120.0,2.3,1011.9,90.0,21.2
22107,2024-06-12 03:00:00,3.6,130.0,4.4,1010.4,91.0,20.9
22107,2024-06-12 06:00:00,4.3,110.0,5.1,1010.0,91.0,21.4
22107,2024-06-12 09:00:00,4.0,110.0,5.0,1010.9,92.0,21.5
22107,2024-06-12 12:00:00,3.9,100.0,4.9,1011.0,93.0,21.8
22107,2024-06-12 15:00:00,3.1,110.0,3.7,1010.0,94.0,21.8
22107,2024-06-12 18:00:00,3.1,100.0,3.9,1009.0,95.0,21.9
22107,2024-06-12 21:00:00,1.8,100.0,2.3,1009.4,92.0,22.1
22108,2024-06-06 00:00:00,1.3,270.0,1.6,1019.0,96.0,19.0
22108,2024-06-06 03:00:00,0.6,130.0,1.3,1018.1,98.0,18.4
22108,2024-06-06 06:00:00,0.4,10.0,0.9,1018.0,99.0,17.9
22108,2024-06-06 09:00:00,1.3,300.0,2.0,1018.5,99.0,18.5
22108,2024-06-06 12:00:00,2.1,340.0,2.6,1018.4,95.0,18.7
22108,2024-06-06 15:00:00,2.2,50.0,3.1,1017.2,97.0,18.2
22108,2024-06-06 18:00:00,2.2,270.0,3.0,1016.0,88.0,19.8
22108,2024-06-06 21:00:00,1.7,300.0,2.1,1016.2,87.0,20.0
22108,2024-06-07 00:00:00,1.1,220.0,1.4,1016.9,92.0,19.5
22108,2024-06-07 03:00:00,2.3,150.0,2.8,1016.0,95.0,18.8
22108,2024-06-07 06:00:00,2.1,190.0,2.6,1015.3,94.0,18.4
22108,2024-06-07 09:00:00,2.7,110.0,3.2,1015.7,92.0,18.7
22108,2024-06-07 12:00:00,2.2,110.0,2.6,1015.6,90.0,18.8
22108,2024-06-07 15:00:00,0.9,90.0,1.3,1013.5,71.0,20.8
22108,2024-06-07 18:00:00,0.9,300.0,1.5,1012.1,68.0,21.3
22108,2024-06-07 21:00:00,2.0,190.0,2.5,1012.4,76.0,20.6
22108,2024-06-08 00:00:00,2.7,150.0,3.4,1012.7,86.0,19.8
22108,2024-06-08 03:00:00,3.6,130.0,4.6,1010.9,90.0,19.1
22108,2024-06-08 06:00:00,4.1,140.0,5.2,1009.6,94.0,18.8
22108,2024-06-08 09:00:00,5.4,210.0,6.8,1009.6,91.0,20.2
22108,2024-06-08 12:00:00,4.1,230.0,5.3,1009.9,92.0,20.5
22108,2024-06-08 15:00:00,2.9,220.0,3.8,1008.8,91.0,20.5
22108,2024-06-08 18:00:00,0.9,240.0,1.4,1007.8,86.0,21.2
22108,2024-06-08 21:00:00,0.9,290.0,1.4,1008.2,88.0,20.5
22108,2024-06-09 00:00:00,0.5,100.0,1.0,1008.7,94.0,19.7
22108,2024-06-09 03:00:00,1.1,130.0,1.5,1008.2,98.0,19.0
22108,2024-06-09 06:00:00,1.7,100.0,2.5,1008.1,98.0,18.8
22108,2024-06-09 09:00:00,1.5,10.0,2.1,1008.8,94.0,19.0
22108,2024-06-09 12:00:00,1.3,50.0,1.8,1009.5,89.0,20.1
22108,2024-06-09 15:00:00,2.3,220.0,3.0,1008.8,82.0,21.4
22108,2024-06-09 18:00:00,2.0,230.0,3.0,1008.0,84.0,21.8
22108,2024-06-09 21:00:00,2.7,240.0,3.4,1008.5,88.0,21.6
22108,2024-06-10 00:00:00,3.3,220.0,4.1,1009.1,94.0,21.2
22108,2024-06-10 03:00:00,3.3,200.0,3.8,1008.5,94.0,20.9
22108,2024-06-10 06:00:00,4.1,190.0,4.9,1008.8,95.0,21.1
22108,2024-06-10 09:00:00,6.2,180.0,7.6,1008.7,94.0,21.2
22108,2024-06-10 12:00:00,7.4,180.0,9.4,1007.4,92.0,21.1
22108,2024-06-10 15:00:00,7.6,200.0,9.5,1006.5,91.0,21.5
22108,2024-06-10 18:00:00,6.6,220.0,8.2,1005.8,91.0,21.8
22108,2024-06-10 21:00:00,5.6,220.0,7.1,1006.8,92.0,21.6
22108,2024-06-11 00:00:00,5.3,220.0,6.8,1008.2,92.0,21.5
22108,2024-06-11 03:00:00,6.1,230.0,7.7,1008.0,93.0,21.3
22108,2024-06-11 06:00:00,5.6,220.0,6.8,1007.6,96.0,21.1
22108,2024-06-11 09:00:00,5.4,210.0,6.5,1008.5,97.0,20.5
22108,2024-06-11 12:00:00,5.7,180.0,7.2,1008.3,96.0,20.7
22108,2024-06-11 15:00:00,5.8,190.0,7.1,1007.8,93.0,20.9
22108,2024-06-11 18:00:00,5.7,210.0,6.9,1007.0,94.0,21.2
22108,2024-06-11 21:00:00,4.2,230.0,5.4,1006.8,95.0,21.3
22108,2024-06-12 00:00:00,3.6,230.0,4.5,1007.3,95.0,21.0
22108,2024-06-12 03:00:00,4.1,190.0,5.2,1006.0,95.0,20.6
22108,2024-06-12 06:00:00,3.0,230.0,4.2,1007.3,94.0,18.9
22108,2024-06-12 09:00:00,2.3,60.0,3.4,1008.5,93.0,20.0
22108,2024-06-12 12:00:00,5.0,150.0,6.2,1006.9,97.0,19.2
22108,2024-06-12 15:00:00,5.1,200.0,6.3,1005.8,80.0,21.4
22108,2024-06-12 18:00:00,4.3,290.0,5.3,1005.2,83.0,21.9
22108,2024-06-12 21:00:00,4.1,330.0,5.1,1005.6,89.0,21.6
22183,2024-06-06 00:00:00,1.2,310.0,1.9,1018.6,86.0,19.2
22183,2024-06-06 03:00:00,1.1,340.0,1.6,1017.8,89.0,18.8
22183,2024-06-06 06:00:00,1.6,60.0,3.4,1017.5,76.0,19.0
22183,2024-06-06 09:00:00,1.0,80.0,2.0,1018.2,59.0,19.7
22183,2024-06-06 12:00:00,1.2,190.0,2.0,1017.8,64.0,19.8
22183,2024-06-06 15:00:00,0.7,290.0,1.5,1017.3,69.0,20.6
22183,2024-06-06 18:00:00,1.3,170.0,2.0,1016.2,70.0,21.1
22183,2024-06-06 21:00:00,0.6,110.0,1.8,1016.0,75.0,20.9
22183,2024-06-07 00:00:00,1.4,120.0,1.9,1016.6,81.0,19.2
22183,2024-06-07 03:00:00,1.6,90.0,2.1,1015.7,84.0,18.6
22183,2024-06-07 06:00:00,1.2,80.0,1.7,1015.2,82.0,18.9
22183,2024-06-07 09:00:00,1.6,40.0,2.2,1015.5,80.0,19.6
22183,2024-06-07 12:00:00,2.2,10.0,3.1,1014.8,73.0,21.4
22183,2024-06-07 15:00:00,3.4,140.0,4.5,1013.0,63.0,21.9
22183,2024-06-07 18:00:00,4.3,120.0,6.2,1012.0,63.0,21.8
22183,2024-06-07 21:00:00,2.3,110.0,3.0,1012.5,68.0,21.3
22183,2024-06-08 00:00:00,2.8,80.0,3.6,1012.4,78.0,19.9
22183,2024-06-08 03:00:00,1.4,100.0,2.8,1011.2,79.0,20.0
22183,2024-06-08 06:00:00,3.2,90.0,4.4,1009.9,83.0,20.5
22183,2024-06-08 09:00:00,3.4,100.0,4.5,1010.2,88.0,20.2
22183,2024-06-08 12:00:00,3.0,130.0,3.9,1010.2,88.0,20.1
22183,2024-06-08 15:00:00,1.9,10.0,2.5,1008.8,91.0,20.2
22183,2024-06-08 18:00:00,2.4,0.0,2.9,1007.4,88.0,20.7
22183,2024-06-08 21:00:00,3.6,20.0,4.4,1007.5,84.0,21.4
22183,2024-06-09 00:00:00,2.2,40.0,2.8,1007.7,83.0,20.9
22183,2024-06-09 03:00:00,2.5,320.0,3.5,1007.3,88.0,20.1
22183,2024-06-09 06:00:00,2.4,340.0,2.8,1007.4,89.0,19.8
22183,2024-06-09 09:00:00,2.1,320.0,2.7,1008.3,89.0,20.1
22183,2024-06-09 12:00:00,2.8,280.0,3.6,1008.9,86.0,20.9
22183,2024-06-09 15:00:00,3.4,290.0,4.2,1008.8,83.0,21.2
22183,2024-06-09 18:00:00,3.0,300.0,3.6,1007.8,82.0,21.0
22183,2024-06-09 21:00:00,3.0,250.0,4.2,1008.6,79.0,21.3
22183,2024-06-10 00:00:00,1.9,180.0,2.3,1010.1,84.0,20.1
22183,2024-06-10 03:00:00,2.1,110.0,2.8,1009.1,89.0,18.6
22183,2024-06-10 06:00:00,3.2,140.0,3.9,1009.5,93.0,18.4
22183,2024-06-10 09:00:00,0.9,100.0,1.6,1010.4,87.0,19.3
22183,2024-06-10 12:00:00,2.4,170.0,3.2,1009.3,78.0,21.6
22183,2024-06-10 15:00:00,3.7,130.0,4.2,1008.3,75.0,22.1
22183,2024-06-10 18:00:00,3.9,160.0,4.9,1007.6,76.0,21.9
22183,2024-06-10 21:00:00,3.1,130.0,3.8,1008.3,81.0,21.1
22183,2024-06-11 00:00:00,2.3,130.0,2.9,1009.5,78.0,21.2
22183,2024-06-11 03:00:00,3.3,150.0,3.9,1009.5,87.0,19.9
22183,2024-06-11 06:00:00,3.8,130.0,4.9,1009.2,92.0,19.1
22183,2024-06-11 09:00:00,2.4,140.0,3.4,1009.5,90.0,18.9
22183,2024-06-11 12:00:00,0.8,200.0,1.4,1009.4,86.0,20.0
22183,2024-06-11 15:00:00,1.9,130.0,2.5,1007.9,83.0,21.1
22183,2024-06-11 18:00:00,1.0,140.0,2.0,1007.3,83.0,21.4
22183,2024-06-11 21:00:00,0.6,60.0,1.0,1007.2,86.0,20.8
22183,2024-06-12 00:00:00,0.9,100.0,1.6,1007.7,89.0,20.1
22183,2024-06-12 03:00:00,1.4,90.0,1.9,1006.3,91.0,19.2
22183,2024-06-12 06:00:00,1.4,260.0,2.3,1006.5,94.0,18.1
22183,2024-06-12 09:00:00,2.5,340.0,3.4,1007.4,94.0,18.6
22183,2024-06-12 12:00:00,4.0,290.0,4.7,1007.5,85.0,20.2
22183,2024-06-12 15:00:00,1.5,270.0,2.1,1005.9,78.0,22.1
22183,2024-06-12 18:00:00,2.3,110.0,3.0,1004.5,63.0,23.0
22183,2024-06-12 21:00:00,2.1,210.0,3.0,1005.1,77.0,22.0
22184,2024-06-06 00:00:00,6.3,80.0,7.8,1018.2,85.0,18.0
22184,2024-06-06 03:00:00,6.4,80.0,7.9,1017.5,88.0,17.2
22184,2024-06-06 06:00:00,6.2,80.0,7.4,1017.2,88.0,16.9
22184,2024-06-06 09:00:00,6.7,90.0,8.1,1017.7,88.0,18.9
22184,2024-06-06 12:00:00,6.0,90.0,7.3,1017.6,88.0,18.9
22184,2024-06-06 15:00:00,4.8,70.0,6.0,1017.6,88.0,19.0
22184,2024-06-06 18:00:00,5.3,70.0,6.7,1016.4,85.0,19.0
22184,2024-06-06 21:00:00,4.8,80.0,5.8,1015.9,84.0,19.0
22184,2024-06-07 00:00:00,5.4,110.0,6.5,1016.3,85.0,18.2
22184,2024-06-07 03:00:00,1.2,250.0,1.7,1015.7,84.0,17.2
22184,2024-06-07 06:00:00,2.6,20.0,3.3,1015.3,86.0,17.0
22184,2024-06-07 09:00:00,4.3,70.0,5.5,1015.1,88.0,18.8
22184,2024-06-07 12:00:00,5.7,80.0,7.0,1014.7,88.0,19.1
22184,2024-06-07 15:00:00,6.5,90.0,7.8,1013.5,88.0,19.4
22184,2024-06-07 18:00:00,5.9,90.0,7.5,1012.4,88.0,19.8
22184,2024-06-07 21:00:00,3.8,100.0,5.3,1012.3,86.0,19.9
22184,2024-06-08 00:00:00,3.9,80.0,4.8,1012.3,87.0,18.1
22184,2024-06-08 03:00:00,2.0,40.0,2.6,1011.4,89.0,18.6
22184,2024-06-08 06:00:00,2.0,50.0,2.8,1010.2,88.0,17.4
22184,2024-06-08 09:00:00,2.3,60.0,3.2,1010.2,92.0,19.2
22184,2024-06-08 12:00:00,2.5,70.0,3.1,1009.6,94.0,19.4
22184,2024-06-08 15:00:00,3.3,40.0,4.0,1008.4,94.0,19.5
22184,2024-06-08 18:00:00,5.9,40.0,7.1,1006.8,93.0,19.2
22184,2024-06-08 21:00:00,6.0,40.0,7.4,1006.8,92.0,17.9
22184,2024-06-09 00:00:00,8.2,40.0,10.0,1007.1,89.0,18.4
22184,2024-06-09 03:00:00,7.1,40.0,8.9,1006.5,87.0,18.3
22184,2024-06-09 06:00:00,4.8,20.0,6.2,1007.3,88.0,17.5
22184,2024-06-09 09:00:00,3.7,20.0,4.6,1008.0,89.0,19.5
22184,2024-06-09 12:00:00,3.3,340.0,4.5,1008.7,88.0,19.8
22184,2024-06-09 15:00:00,3.7,310.0,4.8,1009.3,90.0,19.8
22184,2024-06-09 18:00:00,4.2,290.0,5.2,1008.6,87.0,20.3
22184,2024-06-09 21:00:00,5.9,280.0,7.2,1009.0,89.0,20.1
22184,2024-06-10 00:00:00,3.2,250.0,4.0,1010.4,89.0,18.2
22184,2024-06-10 03:00:00,1.2,200.0,1.6,1009.6,91.0,18.0
22184,2024-06-10 06:00:00,3.2,210.0,3.9,1010.0,90.0,18.6
22184,2024-06-10 09:00:00,2.1,220.0,2.5,1010.5,92.0,20.0
22184,2024-06-10 12:00:00,4.2,190.0,4.9,1010.4,92.0,20.0
22184,2024-06-10 15:00:00,4.1,210.0,5.2,1009.1,91.0,20.6
22184,2024-06-10 18:00:00,4.3,220.0,5.2,1008.7,84.0,21.2
22184,2024-06-10 21:00:00,4.6,200.0,5.6,1008.9,89.0,21.0
22184,2024-06-11 00:00:00,5.4,220.0,6.6,1010.0,89.0,18.0
22184,2024-06-11 03:00:00,4.9,210.0,5.9,1009.7,87.0,18.5
22184,2024-06-11 06:00:00,2.8,210.0,3.4,1009.7,87.0,19.4
22184,2024-06-11 09:00:00,1.8,220.0,3.0,1009.9,86.0,20.6
22184,2024-06-11 12:00:00,1.0,220.0,2.0,1009.4,85.0,20.8
22184,2024-06-11 15:00:00,1.2,250.0,2.0,1008.5,83.0,21.7
22184,2024-06-11 18:00:00,0.4,300.0,1.0,1007.9,81.0,22.1
22184,2024-06-11 21:00:00,1.2,80.0,1.7,1007.6,82.0,21.7
22184,2024-06-12 00:00:00,2.0,170.0,2.5,1007.9,88.0,19.3
22184,2024-06-12 03:00:00,1.1,200.0,1.6,1006.4,81.0,19.2
22184,2024-06-12 06:00:00,1.1,110.0,1.6,1006.3,86.0,19.4
22184,2024-06-12 09:00:00,3.2,70.0,4.0,1007.3,94.0,19.2
22184,2024-06-12 12:00:00,2.7,60.0,3.4,1007.4,86.0,20.3
22184,2024-06-12 15:00:00,2.2,60.0,2.8,1006.4,86.0,20.8
22184,2024-06-12 18:00:00,1.6,50.0,2.0,1005.2,84.0,21.4
22184,2024-06-12 21:00:00,0.9,40.0,1.2,1005.4,87.0,21.3
