지점,일시,기온,강수량,풍속,풍향,습도,증기압,이슬점 온도,현지기압,해면기압,지면온도
152,2024-06-08 09:00:00,20.8,0.0,0.8,340.0,70.0,17.1,15.0,1001.8,1011.2,24.7
152,2024-06-08 12:00:00,21.9,2.0,2.3,160.0,70.0,17.9,15.8,1001.4,1010.7,28.0
152,2024-06-08 15:00:00,19.3,6.5,1.2,200.0,91.0,20.3,17.7,1001.2,1010.6,22.2
152,2024-06-08 18:00:00,18.9,5.6,1.8,190.0,93.0,20.2,17.7,1000.4,1009.8,22.0
152,2024-06-08 21:00:00,18.6,1.1,0.6,140.0,93.0,19.9,17.5,1000.2,1009.6,21.0
152,2024-06-09 00:00:00,18.5,1.2,0.7,130.0,94.0,20.1,17.6,999.8,1009.2,20.5
152,2024-06-09 03:00:00,18.4,0.2,0.0,0.0,94.0,19.9,17.4,999.0,1008.4,20.3
152,2024-06-09 06:00:00,18.3,2.2,0.0,0.0,96.0,20.1,17.6,998.9,1008.3,20.2
152,2024-06-09 09:00:00,19.5,0.7,0.0,0.0,95.0,21.5,18.6,998.8,1008.1,23.4
152,2024-06-09 12:00:00,20.5,0.5,0.4,30.0,90.0,21.6,18.7,998.7,1008.1,24.8
152,2024-06-09 15:00:00,21.3,0.1,0.3,110.0,86.0,21.7,18.8,998.0,1007.3,25.5
152,2024-06-09 18:00:00,22.8,0.0,1.1,180.0,77.0,21.4,18.6,997.2,1006.4,28.2
152,2024-06-09 21:00:00,19.7,0.0,0.4,0.0,87.0,20.0,17.5,997.9,1007.2,21.4
152,2024-06-10 00:00:00,19.3,0.0,0.5,330.0,94.0,20.9,18.2,998.7,1008.1,20.9
152,2024-06-10 03:00:00,18.9,0.0,0.3,10.0,94.0,20.4,17.8,998.6,1007.9,19.4
152,2024-06-10 06:00:00,17.2,0.0,0.7,0.0,97.0,19.0,16.7,998.8,1008.3,18.2
152,2024-06-10 09:00:00,22.0,0.0,0.3,350.0,84.0,22.0,19.0,999.0,1008.3,24.5
152,2024-06-10 12:00:00,28.4,0.0,1.0,210.0,46.0,17.7,15.6,997.8,1006.8,36.3
152,2024-06-10 15:00:00,29.0,0.0,1.8,150.0,53.0,21.1,18.4,996.4,1005.4,40.5
152,2024-06-10 18:00:00,26.3,0.0,1.4,150.0,60.0,20.3,17.7,995.6,1004.7,34.1
152,2024-06-10 21:00:00,24.4,0.0,1.1,220.0,67.0,20.5,17.9,996.5,1005.7,24.9
152,2024-06-11 00:00:00,21.7,0.0,0.8,190.0,77.0,20.0,17.5,997.8,1007.1,21.4
152,2024-06-11 03:00:00,20.2,0.0,1.1,350.0,86.0,20.2,17.7,997.7,1007.1,20.0
152,2024-06-11 06:00:00,19.8,0.0,0.6,300.0,88.0,20.2,17.6,998.4,1007.7,19.4
152,2024-06-11 09:00:00,24.5,0.0,1.8,330.0,69.0,20.8,18.2,998.4,1007.6,25.8
152,2024-06-11 12:00:00,29.4,0.0,2.2,290.0,45.0,18.2,16.0,996.9,1006.0,41.5
152,2024-06-11 15:00:00,30.7,0.0,1.6,150.0,43.0,18.9,16.6,995.2,1004.2,49.2
152,2024-06-11 18:00:00,27.9,0.0,1.3,180.0,53.0,20.0,17.5,994.8,1003.9,37.3
152,2024-06-11 21:00:00,24.2,0.0,0.2,340.0,65.0,19.6,17.2,995.6,1004.8,26.6
152,2024-06-12 00:00:00,23.8,0.0,0.7,300.0,66.0,19.5,17.1,996.1,1005.3,23.2
152,2024-06-12 03:00:00,22.1,0.0,0.5,340.0,71.0,19.0,16.7,995.4,1004.6,21.4
152,2024-06-12 06:00:00,20.9,0.0,1.0,330.0,77.0,19.0,16.7,995.6,1004.9,20.5
152,2024-06-12 09:00:00,24.9,0.0,1.3,290.0,66.0,20.5,17.9,996.2,1005.4,27.6
152,2024-06-12 12:00:00,29.9,0.0,1.7,30.0,51.0,21.3,18.5,995.5,1004.5,44.8
152,2024-06-12 15:00:00,29.2,0.0,1.9,170.0,50.0,20.2,17.7,994.3,1003.3,49.7
152,2024-06-12 18:00:00,26.0,0.0,0.4,160.0,60.0,20.2,17.6,994.1,1003.3,34.6
152,2024-06-12 21:00:00,24.3,0.0,0.3,20.0,65.0,19.7,17.3,994.3,1003.5,26.9
156,2024-06-06 00:00:00,20.7,0.0,0.8,300.0,91.0,22.1,19.1,1010.5,1018.7,20.5
156,2024-06-06 03:00:00,18.8,0.0,1.0,150.0,89.0,19.2,16.8,1010.2,1018.4,16.9
156,2024-06-06 06:00:00,18.5,0.0,0.7,20.0,94.0,20.0,17.5,1009.8,1018.0,17.8
156,2024-06-06 09:00:00,20.0,0.0,0.9,320.0,87.0,20.1,17.6,1010.2,1018.4,26.9
156,2024-06-06 12:00:00,23.9,0.0,1.2,230.0,63.0,18.5,16.3,1009.5,1017.5,47.1
156,2024-06-06 15:00:00,25.3,0.0,2.1,210.0,51.0,16.3,14.2,1008.7,1016.7,45.7
156,2024-06-06 18:00:00,25.9,0.0,1.6,200.0,47.0,15.8,13.8,1007.3,1015.3,41.2
156,2024-06-06 21:00:00,23.0,0.0,1.7,250.0,67.0,18.6,16.4,1007.5,1015.6,26.2
156,2024-06-07 00:00:00,20.9,0.0,0.3,330.0,77.0,18.9,16.6,1008.5,1016.7,20.7
156,2024-06-07 03:00:00,19.6,0.0,0.8,210.0,86.0,19.5,17.1,1007.8,1016.0,18.9
156,2024-06-07 06:00:00,18.8,0.0,0.4,0.0,96.0,20.9,18.2,1007.5,1015.7,17.6
156,2024-06-07 09:00:00,20.9,0.0,1.0,60.0,82.0,20.2,17.7,1007.4,1015.6,31.6
156,2024-06-07 12:00:00,24.8,0.0,1.0,360.0,61.0,19.1,16.8,1006.4,1014.4,42.6
156,2024-06-07 15:00:00,26.6,0.0,2.7,180.0,50.0,17.5,15.4,1004.8,1012.8,47.4
156,2024-06-07 18:00:00,25.0,0.0,3.0,210.0,58.0,18.1,16.0,1003.9,1011.9,34.9
156,2024-06-07 21:00:00,22.6,0.0,3.0,190.0,64.0,17.5,15.4,1004.6,1012.7,25.1
156,2024-06-08 00:00:00,20.9,0.0,0.3,20.0,78.0,19.1,16.8,1004.9,1013.0,22.5
156,2024-06-08 03:00:00,20.6,0.0,0.6,140.0,84.0,20.3,17.8,1003.6,1011.7,21.9
156,2024-06-08 06:00:00,19.6,0.0,1.0,50.0,95.0,21.6,18.7,1002.9,1011.0,20.8
156,2024-06-08 09:00:00,19.7,0.2,0.9,90.0,99.0,22.7,19.5,1002.5,1010.7,22.1
156,2024-06-08 12:00:00,20.2,4.8,0.8,240.0,99.0,23.4,20.0,1002.5,1010.6,23.3
156,2024-06-08 15:00:00,20.9,1.4,0.9,30.0,99.0,24.4,20.7,1001.3,1009.4,26.2
156,2024-06-08 18:00:00,20.9,0.1,1.2,60.0,99.0,24.5,20.7,1000.1,1008.2,25.0
156,2024-06-08 21:00:00,20.2,0.2,1.2,70.0,99.0,23.4,20.0,1000.0,1008.1,21.9
156,2024-06-09 00:00:00,19.7,0.0,0.9,60.0,99.0,22.6,19.5,1000.0,1008.2,20.9
156,2024-06-09 03:00:00,19.1,0.0,1.3,60.0,99.0,21.9,18.9,999.7,1007.8,19.3
156,2024-06-09 06:00:00,18.6,0.0,1.2,70.0,99.0,21.2,18.4,1000.0,1008.1,18.4
156,2024-06-09 09:00:00,21.3,0.0,0.8,40.0,98.0,24.8,21.0,1000.3,1008.4,26.8
156,2024-06-09 12:00:00,24.4,0.0,1.5,50.0,84.0,25.6,21.5,1000.4,1008.4,36.1
156,2024-06-09 15:00:00,26.9,0.0,1.1,340.0,65.0,22.8,19.6,999.9,1007.8,42.0
156,2024-06-09 18:00:00,27.9,0.0,1.1,290.0,63.0,23.5,20.1,999.0,1006.9,40.0
156,2024-06-09 21:00:00,24.5,0.0,0.9,310.0,80.0,24.5,20.7,1000.0,1007.9,23.3
156,2024-06-10 00:00:00,21.1,0.0,0.9,260.0,91.0,22.6,19.4,1001.6,1009.7,18.9
156,2024-06-10 03:00:00,19.5,0.0,0.6,220.0,98.0,22.2,19.2,1001.1,1009.2,17.3
156,2024-06-10 06:00:00,18.7,0.0,1.0,260.0,99.0,21.3,18.5,1002.2,1010.3,18.6
156,2024-06-10 09:00:00,21.1,0.0,0.6,20.0,96.0,23.9,20.3,1002.6,1010.7,28.6
156,2024-06-10 12:00:00,27.0,0.0,1.1,250.0,60.0,21.2,18.4,1000.9,1008.8,50.3
156,2024-06-10 15:00:00,30.5,0.0,2.0,250.0,50.0,21.9,19.0,999.5,1007.3,57.3
156,2024-06-10 18:00:00,30.2,0.0,2.2,250.0,51.0,21.8,18.9,998.9,1006.7,44.7
156,2024-06-10 21:00:00,26.0,0.0,2.1,260.0,63.0,21.1,18.4,1000.1,1008.1,25.7
156,2024-06-11 00:00:00,23.3,0.0,1.3,220.0,75.0,21.2,18.4,1001.5,1009.5,21.0
156,2024-06-11 03:00:00,21.6,0.0,1.0,200.0,91.0,23.3,20.0,1001.4,1009.5,19.1
156,2024-06-11 06:00:00,20.4,0.0,0.6,230.0,97.0,23.1,19.8,1001.5,1009.7,18.1
156,2024-06-11 09:00:00,22.6,0.0,0.6,230.0,90.0,24.4,20.7,1001.7,1009.7,31.0
156,2024-06-11 12:00:00,27.9,0.0,1.1,350.0,56.0,20.7,18.1,1000.4,1008.3,53.9
156,2024-06-11 15:00:00,30.6,0.0,1.7,260.0,50.0,22.1,19.1,998.8,1006.6,53.2
156,2024-06-11 18:00:00,29.6,0.0,2.0,280.0,58.0,24.0,20.4,998.3,1006.1,43.3
156,2024-06-11 21:00:00,25.7,0.0,1.1,270.0,74.0,24.2,20.6,998.9,1006.8,27.1
156,2024-06-12 00:00:00,23.3,0.0,0.5,280.0,90.0,25.7,21.5,999.4,1007.4,21.0
156,2024-06-12 03:00:00,21.2,0.0,0.4,330.0,98.0,24.7,20.9,998.3,1006.4,18.6
156,2024-06-12 06:00:00,20.1,0.0,0.5,280.0,99.0,23.3,19.9,999.0,1007.1,18.0
156,2024-06-12 09:00:00,22.8,0.0,0.4,360.0,93.0,25.7,21.5,999.6,1007.6,23.9
156,2024-06-12 12:00:00,27.6,0.0,1.1,10.0,57.0,20.9,18.1,998.7,1006.6,48.8
156,2024-06-12 15:00:00,31.4,0.0,0.9,320.0,43.0,19.7,17.3,996.8,1004.6,62.7
156,2024-06-12 18:00:00,31.9,0.0,1.4,310.0,40.0,18.9,16.6,995.6,1003.4,46.7
156,2024-06-12 21:00:00,26.1,0.0,1.1,310.0,63.0,21.3,18.5,997.1,1005.0,27.9
159,2024-06-06 00:00:00,18.4,0.0,2.1,70.0,78.0,16.4,14.4,1010.6,1018.8,18.6
159,2024-06-06 03:00:00,18.1,0.0,2.3,50.0,81.0,16.7,14.7,1009.7,1017.9,18.0
159,2024-06-06 06:00:00,17.9,0.0,2.1,60.0,79.0,16.2,14.2,1009.6,1017.8,17.8
159,2024-06-06 09:00:00,19.8,0.0,1.6,60.0,74.0,17.1,15.0,1009.8,1017.9,23.6
159,2024-06-06 12:00:00,22.1,0.0,2.4,110.0,70.0,18.5,16.3,1009.4,1017.4,32.1
159,2024-06-06 15:00:00,22.8,0.0,1.8,90.0,68.0,18.7,16.5,1008.6,1016.6,32.2
159,2024-06-06 18:00:00,21.6,0.0,3.4,180.0,73.0,18.8,16.5,1007.4,1015.4,27.1
159,2024-06-06 21:00:00,20.0,0.0,1.8,150.0,76.0,17.7,15.6,1007.6,1015.7,20.8
159,2024-06-07 00:00:00,19.2,0.0,1.3,40.0,82.0,18.1,16.0,1008.0,1016.1,18.0
159,2024-06-07 03:00:00,18.4,0.0,1.7,300.0,74.0,15.7,13.6,1007.1,1015.2,16.3
159,2024-06-07 06:00:00,17.7,0.0,0.2,0.0,71.0,14.4,12.4,1006.6,1014.8,15.1
159,2024-06-07 09:00:00,22.0,0.0,1.6,110.0,64.0,16.9,14.8,1006.9,1014.9,22.2
159,2024-06-07 12:00:00,24.8,0.0,3.0,170.0,57.0,17.9,15.7,1006.2,1014.1,43.8
159,2024-06-07 15:00:00,24.9,0.0,4.3,180.0,53.0,16.5,14.5,1005.2,1013.1,41.8
159,2024-06-07 18:00:00,23.3,0.0,3.7,190.0,61.0,17.5,15.4,1004.4,1012.3,29.4
159,2024-06-07 21:00:00,21.8,0.0,2.4,190.0,58.0,15.1,13.1,1004.7,1012.7,22.4
159,2024-06-08 00:00:00,20.6,0.0,1.7,190.0,66.0,16.0,14.0,1005.0,1013.1,20.2
159,2024-06-08 03:00:00,20.3,0.0,1.8,250.0,63.0,14.8,12.8,1004.2,1012.3,19.6
159,2024-06-08 06:00:00,19.7,0.0,0.3,350.0,71.0,16.3,14.3,1003.2,1011.3,19.3
159,2024-06-08 09:00:00,21.8,0.0,1.4,140.0,64.0,16.5,14.5,1002.9,1011.0,24.8
159,2024-06-08 12:00:00,21.7,1.1,2.1,180.0,79.0,20.2,17.6,1003.1,1011.1,24.8
159,2024-06-08 15:00:00,19.6,3.7,3.6,230.0,91.0,20.6,18.0,1002.3,1010.3,21.7
159,2024-06-08 18:00:00,19.3,7.4,1.0,160.0,93.0,20.6,18.0,1001.5,1009.5,21.1
159,2024-06-08 21:00:00,18.9,6.2,1.9,60.0,96.0,20.8,18.1,1000.9,1009.0,19.9
159,2024-06-09 00:00:00,18.8,16.2,2.9,90.0,95.0,20.6,17.9,1000.7,1008.8,19.4
159,2024-06-09 03:00:00,18.6,2.6,1.9,60.0,95.0,20.3,17.7,999.5,1007.6,19.4
159,2024-06-09 06:00:00,19.0,2.1,1.5,60.0,96.0,21.1,18.3,999.4,1007.4,19.7
159,2024-06-09 09:00:00,19.8,1.1,1.9,60.0,97.0,22.3,19.2,999.3,1007.4,21.6
159,2024-06-09 12:00:00,20.5,0.0,1.7,70.0,94.0,22.6,19.4,999.6,1007.6,23.4
159,2024-06-09 15:00:00,21.3,0.0,1.7,90.0,89.0,22.3,19.3,999.2,1007.2,24.9
159,2024-06-09 18:00:00,21.9,0.0,2.2,90.0,84.0,22.0,19.0,998.7,1006.7,25.3
159,2024-06-09 21:00:00,20.2,0.0,1.4,110.0,90.0,21.3,18.5,999.2,1007.2,21.3
159,2024-06-10 00:00:00,19.5,0.0,2.3,210.0,93.0,21.0,18.3,1000.4,1008.4,19.9
159,2024-06-10 03:00:00,19.9,0.0,3.5,250.0,92.0,21.3,18.5,1000.0,1008.1,20.0
159,2024-06-10 06:00:00,19.7,0.0,1.8,260.0,92.0,20.9,18.2,1000.1,1008.1,19.1
159,2024-06-10 09:00:00,21.5,0.0,4.0,240.0,86.0,21.8,18.9,1000.6,1008.6,22.9
159,2024-06-10 12:00:00,25.5,0.0,3.3,220.0,71.0,23.1,19.8,999.8,1007.7,35.9
159,2024-06-10 15:00:00,23.7,0.0,4.1,180.0,76.0,22.2,19.2,998.8,1006.7,36.6
159,2024-06-10 18:00:00,21.9,0.0,5.1,180.0,80.0,20.8,18.1,998.4,1006.4,26.6
159,2024-06-10 21:00:00,21.1,0.0,2.7,170.0,75.0,18.6,16.4,998.8,1006.8,21.3
159,2024-06-11 00:00:00,19.8,0.0,2.0,210.0,83.0,19.0,16.7,1000.0,1008.0,19.6
159,2024-06-11 03:00:00,19.8,0.0,3.3,200.0,85.0,19.6,17.2,999.6,1007.6,19.1
159,2024-06-11 06:00:00,19.9,0.0,2.7,230.0,85.0,19.7,17.3,999.9,1008.0,19.1
159,2024-06-11 09:00:00,22.9,0.0,2.9,220.0,74.0,20.6,18.0,1000.2,1008.1,22.9
159,2024-06-11 12:00:00,25.6,0.0,3.9,190.0,66.0,21.6,18.7,999.0,1006.9,37.4
159,2024-06-11 15:00:00,24.1,0.0,5.7,180.0,70.0,20.9,18.2,998.0,1005.9,35.6
159,2024-06-11 18:00:00,24.1,0.0,4.9,170.0,62.0,18.4,16.2,997.6,1005.4,27.1
159,2024-06-11 21:00:00,22.6,0.0,3.2,170.0,60.0,16.4,14.4,997.9,1005.8,21.7
159,2024-06-12 00:00:00,22.3,0.0,3.2,190.0,61.0,16.2,14.1,998.2,1006.2,20.1
159,2024-06-12 03:00:00,22.0,0.0,3.6,250.0,57.0,15.1,13.1,997.3,1005.2,19.3
159,2024-06-12 06:00:00,21.2,0.0,3.0,200.0,64.0,16.1,14.1,997.3,1005.3,18.8
159,2024-06-12 09:00:00,24.2,0.0,3.4,230.0,63.0,18.8,16.5,998.0,1005.9,23.1
159,2024-06-12 12:00:00,27.4,0.0,5.1,230.0,54.0,19.7,17.2,997.5,1005.3,42.9
159,2024-06-12 15:00:00,26.0,0.0,5.7,180.0,62.0,20.7,18.0,996.4,1004.2,41.6
159,2024-06-12 18:00:00,25.1,0.0,3.7,190.0,67.0,21.3,18.5,995.8,1003.7,30.1
159,2024-06-12 21:00:00,22.7,0.0,2.5,220.0,76.0,20.7,18.1,995.8,1003.8,22.8
165,2024-06-06 00:00:00,18.9,0.0,1.6,350.0,90.0,19.6,17.2,1013.7,1018.9,20.4
165,2024-06-06 03:00:00,18.4,0.0,1.9,90.0,90.0,18.9,16.6,1012.9,1018.1,19.6
165,2024-06-06 06:00:00,17.7,0.0,2.0,90.0,85.0,17.1,15.0,1012.5,1017.8,19.0
165,2024-06-06 09:00:00,19.8,0.0,1.7,230.0,67.0,15.4,13.4,1013.1,1018.3,22.0
165,2024-06-06 12:00:00,22.0,0.0,2.2,240.0,60.0,15.7,13.7,1012.7,1017.9,27.6
165,2024-06-06 15:00:00,23.0,0.0,2.9,260.0,56.0,15.8,13.8,1012.1,1017.3,30.4
165,2024-06-06 18:00:00,23.9,0.0,2.8,240.0,57.0,16.9,14.9,1010.8,1015.9,30.6
165,2024-06-06 21:00:00,21.7,0.0,1.6,270.0,68.0,17.6,15.5,1010.7,1015.9,23.7
165,2024-06-07 00:00:00,20.0,0.0,1.6,40.0,79.0,18.4,16.2,1011.5,1016.7,21.3
165,2024-06-07 03:00:00,19.2,0.0,1.0,330.0,86.0,19.1,16.8,1010.8,1016.0,19.8
165,2024-06-07 06:00:00,18.8,0.0,0.6,30.0,88.0,18.9,16.6,1010.3,1015.5,19.3
165,2024-06-07 09:00:00,20.6,0.0,1.7,120.0,79.0,19.1,16.7,1010.3,1015.5,22.4
165,2024-06-07 12:00:00,24.0,0.0,2.5,120.0,56.0,16.8,14.8,1009.4,1014.5,29.7
165,2024-06-07 15:00:00,25.1,0.0,3.6,160.0,51.0,16.3,14.3,1007.8,1012.9,32.7
165,2024-06-07 18:00:00,23.8,0.0,3.9,150.0,54.0,15.9,13.9,1007.2,1012.3,27.7
165,2024-06-07 21:00:00,21.8,0.0,4.2,130.0,63.0,16.3,14.3,1007.4,1012.6,23.2
165,2024-06-08 00:00:00,20.1,1.1,3.2,130.0,78.0,18.4,16.2,1007.5,1012.7,21.2
165,2024-06-08 03:00:00,20.2,0.0,3.3,140.0,80.0,19.0,16.7,1006.2,1011.4,20.2
165,2024-06-08 06:00:00,20.4,0.0,3.5,140.0,86.0,20.5,17.9,1005.3,1010.5,20.3
165,2024-06-08 09:00:00,19.9,1.8,3.5,150.0,95.0,22.1,19.1,1005.1,1010.3,21.2
165,2024-06-08 12:00:00,20.7,4.0,1.5,120.0,94.0,22.9,19.7,1005.0,1010.2,22.6
165,2024-06-08 15:00:00,21.4,2.2,2.7,110.0,93.0,23.6,20.2,1003.7,1008.9,25.7
165,2024-06-08 18:00:00,21.9,0.0,2.3,60.0,88.0,23.1,19.8,1002.5,1007.6,24.7
165,2024-06-08 21:00:00,21.1,0.0,2.0,60.0,91.0,22.6,19.5,1002.6,1007.8,22.2
165,2024-06-09 00:00:00,20.4,0.0,1.0,80.0,91.0,21.7,18.8,1002.7,1007.9,20.9
165,2024-06-09 03:00:00,19.8,0.0,2.6,20.0,94.0,21.6,18.7,1002.5,1007.7,20.2
165,2024-06-09 06:00:00,19.8,0.0,2.0,40.0,94.0,21.6,18.7,1002.7,1007.8,20.2
165,2024-06-09 09:00:00,21.5,0.0,1.9,330.0,86.0,22.1,19.1,1003.3,1008.4,22.3
165,2024-06-09 12:00:00,23.5,0.0,3.8,10.0,77.0,22.3,19.2,1003.6,1008.7,26.5
165,2024-06-09 15:00:00,24.1,0.0,4.2,270.0,76.0,22.7,19.5,1003.6,1008.7,28.9
165,2024-06-09 18:00:00,24.8,0.0,3.7,290.0,71.0,22.3,19.2,1002.8,1007.9,29.9
165,2024-06-09 21:00:00,22.0,0.0,2.7,280.0,84.0,22.1,19.1,1003.5,1008.6,22.4
165,2024-06-10 00:00:00,19.7,0.0,1.6,300.0,91.0,20.7,18.0,1004.8,1010.0,20.0
165,2024-06-10 03:00:00,18.7,0.0,1.4,170.0,94.0,20.1,17.6,1004.1,1009.3,18.6
165,2024-06-10 06:00:00,18.4,0.0,1.5,140.0,96.0,20.3,17.7,1004.9,1010.1,18.7
165,2024-06-10 09:00:00,20.9,0.0,1.5,130.0,88.0,21.7,18.8,1005.3,1010.5,21.7
165,2024-06-10 12:00:00,25.6,0.0,2.8,180.0,65.0,21.4,18.6,1003.9,1009.0,30.8
165,2024-06-10 15:00:00,27.7,0.0,3.3,260.0,54.0,20.1,17.6,1003.1,1008.1,37.8
165,2024-06-10 18:00:00,26.2,0.0,3.4,240.0,62.0,21.0,18.2,1002.6,1007.7,33.2
165,2024-06-10 21:00:00,23.9,0.0,2.8,210.0,64.0,18.9,16.6,1003.4,1008.5,24.5
165,2024-06-11 00:00:00,21.8,0.0,2.5,150.0,80.0,20.7,18.1,1004.4,1009.5,21.7
165,2024-06-11 03:00:00,20.4,0.0,1.8,180.0,91.0,21.7,18.8,1004.4,1009.6,20.4
165,2024-06-11 06:00:00,19.4,0.0,2.0,200.0,94.0,21.1,18.3,1004.5,1009.7,20.4
165,2024-06-11 09:00:00,20.3,0.0,2.1,190.0,88.0,20.9,18.2,1004.6,1009.8,22.4
165,2024-06-11 12:00:00,24.2,0.0,2.2,270.0,74.0,22.1,19.1,1003.9,1009.0,31.9
165,2024-06-11 15:00:00,26.2,0.0,3.1,280.0,66.0,22.2,19.2,1002.6,1007.7,37.5
165,2024-06-11 18:00:00,24.9,0.0,3.0,290.0,71.0,22.2,19.2,1002.3,1007.4,32.1
165,2024-06-11 21:00:00,22.6,0.0,1.4,310.0,77.0,21.1,18.3,1002.2,1007.3,24.7
165,2024-06-12 00:00:00,20.6,0.0,0.9,40.0,92.0,22.3,19.3,1002.4,1007.6,21.5
165,2024-06-12 03:00:00,19.8,0.0,0.4,30.0,97.0,22.3,19.3,1001.2,1006.3,20.0
165,2024-06-12 06:00:00,19.2,0.0,1.0,360.0,99.0,22.0,19.0,1001.9,1007.1,21.0
165,2024-06-12 09:00:00,19.7,0.0,2.5,10.0,96.0,22.1,19.1,1002.8,1008.0,23.1
165,2024-06-12 12:00:00,24.1,0.0,3.5,330.0,72.0,21.6,18.7,1002.0,1007.1,33.2
165,2024-06-12 15:00:00,27.2,0.0,3.2,280.0,57.0,20.5,17.9,1000.5,1005.5,40.9
165,2024-06-12 18:00:00,27.5,0.0,3.1,250.0,52.0,18.9,16.6,999.6,1004.6,34.9
165,2024-06-12 21:00:00,24.2,0.0,2.1,300.0,74.0,22.0,19.0,1000.3,1005.4,26.3
168,2024-06-06 00:00:00,18.9,0.0,1.7,270.0,75.0,16.3,14.3,1011.5,1019.2,18.8
168,2024-06-06 03:00:00,18.2,0.0,1.1,80.0,79.0,16.5,14.5,1010.9,1018.6,17.7
168,2024-06-06 06:00:00,17.7,0.0,1.7,10.0,81.0,16.3,14.3,1010.7,1018.5,17.2
168,2024-06-06 09:00:00,18.5,0.0,1.9,100.0,76.0,16.1,14.1,1010.7,1018.4,20.9
168,2024-06-06 12:00:00,21.0,0.0,2.6,130.0,67.0,16.4,14.4,1010.6,1018.3,32.1
168,2024-06-06 15:00:00,21.4,0.0,2.8,220.0,68.0,17.3,15.2,1009.9,1017.5,28.8
168,2024-06-06 18:00:00,20.8,0.0,2.3,170.0,71.0,17.3,15.3,1008.7,1016.4,24.7
168,2024-06-06 21:00:00,20.0,0.0,2.5,230.0,74.0,17.3,15.2,1008.6,1016.2,20.8
168,2024-06-07 00:00:00,19.0,0.0,0.8,0.0,79.0,17.3,15.2,1009.1,1016.8,18.1
168,2024-06-07 03:00:00,18.5,0.0,0.6,300.0,83.0,17.6,15.5,1008.4,1016.1,17.9
168,2024-06-07 06:00:00,18.0,0.0,1.1,60.0,86.0,17.6,15.5,1007.8,1015.5,16.9
168,2024-06-07 09:00:00,19.5,0.0,2.9,80.0,80.0,18.1,15.9,1008.1,1015.8,24.2
168,2024-06-07 12:00:00,23.5,0.0,2.5,130.0,59.0,17.0,15.0,1007.4,1014.9,39.5
168,2024-06-07 15:00:00,23.7,0.0,1.7,150.0,55.0,16.1,14.1,1006.4,1013.9,36.3
168,2024-06-07 18:00:00,23.1,0.0,2.0,100.0,59.0,16.6,14.6,1005.5,1013.0,32.9
168,2024-06-07 21:00:00,21.4,0.0,1.5,80.0,60.0,15.3,13.3,1005.7,1013.3,23.4
168,2024-06-08 00:00:00,20.4,0.0,2.4,110.0,76.0,18.1,16.0,1006.0,1013.7,20.9
168,2024-06-08 03:00:00,19.8,0.0,1.7,100.0,84.0,19.4,17.0,1005.0,1012.7,20.5
168,2024-06-08 06:00:00,19.6,0.0,2.4,90.0,84.0,19.1,16.8,1003.9,1011.5,19.9
168,2024-06-08 09:00:00,19.1,1.5,1.3,90.0,89.0,19.7,17.2,1004.0,1011.7,20.4
168,2024-06-08 12:00:00,19.2,12.2,3.5,140.0,93.0,20.6,18.0,1003.6,1011.2,21.4
168,2024-06-08 15:00:00,18.7,21.4,3.0,120.0,95.0,20.5,17.9,1002.5,1010.2,20.2
168,2024-06-08 18:00:00,19.0,13.2,3.8,100.0,96.0,21.0,18.3,1001.2,1008.8,19.9
168,2024-06-08 21:00:00,19.1,4.5,3.1,100.0,96.0,21.2,18.4,1000.8,1008.4,19.4
168,2024-06-09 00:00:00,19.0,1.7,2.8,90.0,96.0,21.0,18.3,1000.9,1008.5,19.2
168,2024-06-09 03:00:00,18.9,0.4,2.9,90.0,95.0,20.6,18.0,1000.1,1007.7,19.0
168,2024-06-09 06:00:00,19.2,0.0,3.6,80.0,93.0,20.6,18.0,1000.0,1007.6,18.9
168,2024-06-09 09:00:00,20.5,0.0,4.6,90.0,87.0,20.8,18.1,1000.2,1007.8,22.4
168,2024-06-09 12:00:00,22.3,0.0,3.4,90.0,80.0,21.5,18.6,1000.5,1008.0,28.6
168,2024-06-09 15:00:00,24.6,0.0,2.4,180.0,71.0,21.7,18.8,1000.3,1007.7,32.8
168,2024-06-09 18:00:00,24.7,0.0,2.5,220.0,72.0,22.2,19.2,999.5,1007.0,28.8
168,2024-06-09 21:00:00,22.1,0.0,2.1,130.0,83.0,22.0,19.0,1000.4,1008.0,21.4
168,2024-06-10 00:00:00,20.4,0.0,1.1,70.0,90.0,21.5,18.7,1001.7,1009.4,19.1
168,2024-06-10 03:00:00,19.7,0.0,1.6,70.0,94.0,21.6,18.7,1001.1,1008.7,19.5
168,2024-06-10 06:00:00,19.6,0.0,1.1,270.0,96.0,21.8,18.9,1001.8,1009.4,20.1
168,2024-06-10 09:00:00,21.3,0.0,2.4,240.0,87.0,21.9,19.0,1002.4,1010.0,25.4
168,2024-06-10 12:00:00,24.1,0.0,3.0,210.0,72.0,21.4,18.6,1001.3,1008.8,33.2
168,2024-06-10 15:00:00,25.5,0.0,4.6,230.0,64.0,20.7,18.0,1000.3,1007.8,36.0
168,2024-06-10 18:00:00,25.3,0.0,5.2,240.0,64.0,20.6,17.9,999.7,1007.2,31.4
168,2024-06-10 21:00:00,22.9,0.0,4.6,250.0,71.0,19.8,17.3,1000.5,1008.0,21.8
168,2024-06-11 00:00:00,21.5,0.0,3.6,250.0,81.0,20.8,18.1,1001.5,1009.1,19.6
