지점,일시,기온,강수량,풍속,풍향,습도,증기압,이슬점 온도,현지기압,해면기압,지면온도
168,2024-06-11 03:00:00,20.8,0.0,3.1,250.0,87.0,21.3,18.5,1001.4,1009.0,18.7
168,2024-06-11 06:00:00,20.4,0.0,2.6,240.0,87.0,20.8,18.1,1001.6,1009.2,18.4
168,2024-06-11 09:00:00,22.0,0.0,2.7,260.0,80.0,21.0,18.2,1001.7,1009.3,24.9
168,2024-06-11 12:00:00,24.8,0.0,3.5,230.0,66.0,20.6,18.0,1000.7,1008.2,36.2
168,2024-06-11 15:00:00,25.5,0.0,4.8,240.0,62.0,20.2,17.7,999.6,1007.1,38.4
168,2024-06-11 18:00:00,24.5,0.0,5.1,250.0,65.0,19.8,17.4,999.3,1006.8,31.9
168,2024-06-11 21:00:00,22.3,0.0,3.4,240.0,67.0,18.1,15.9,999.6,1007.1,22.4
168,2024-06-12 00:00:00,21.2,0.0,3.5,250.0,72.0,18.1,15.9,999.9,1007.5,19.5
168,2024-06-12 03:00:00,20.2,0.0,2.5,260.0,80.0,19.0,16.7,999.0,1006.6,18.0
168,2024-06-12 06:00:00,19.2,0.0,1.1,290.0,82.0,18.1,16.0,999.1,1006.7,17.0
168,2024-06-12 09:00:00,21.3,0.0,2.0,240.0,81.0,20.4,17.9,999.8,1007.4,25.1
168,2024-06-12 12:00:00,25.2,0.0,3.8,220.0,64.0,20.3,17.7,999.2,1006.7,40.3
168,2024-06-12 15:00:00,26.4,0.0,4.2,240.0,63.0,21.4,18.6,998.1,1005.5,41.3
168,2024-06-12 18:00:00,25.3,0.0,5.0,250.0,69.0,22.1,19.1,997.3,1004.8,33.2
168,2024-06-12 21:00:00,23.4,0.0,3.7,250.0,77.0,22.1,19.1,997.5,1005.0,24.0
184,2024-06-06 00:00:00,19.9,0.0,2.0,110.0,68.0,15.7,13.7,1015.4,1017.8,20.8
184,2024-06-06 03:00:00,19.9,0.0,2.5,90.0,72.0,16.7,14.7,1014.5,1016.9,20.5
184,2024-06-06 06:00:00,19.6,0.0,3.0,80.0,74.0,16.8,14.8,1014.3,1016.7,20.1
184,2024-06-06 09:00:00,20.8,0.0,3.0,80.0,69.0,16.7,14.7,1014.7,1017.1,22.7
184,2024-06-06 12:00:00,22.0,0.2,2.4,110.0,65.0,17.2,15.2,1014.5,1016.9,25.8
184,2024-06-06 15:00:00,21.1,0.0,3.0,50.0,77.0,19.2,16.8,1014.2,1016.6,26.2
184,2024-06-06 18:00:00,19.7,0.9,3.9,70.0,86.0,19.6,17.2,1013.1,1015.5,22.7
184,2024-06-06 21:00:00,19.7,0.0,2.4,90.0,85.0,19.4,17.0,1013.3,1015.7,20.0
184,2024-06-07 00:00:00,19.7,0.0,1.8,220.0,82.0,18.8,16.5,1013.4,1015.8,19.2
184,2024-06-07 03:00:00,19.3,0.0,1.4,340.0,79.0,17.7,15.6,1012.5,1014.9,18.9
184,2024-06-07 06:00:00,19.2,0.0,0.9,80.0,80.0,17.7,15.6,1012.2,1014.6,19.1
184,2024-06-07 09:00:00,21.1,0.0,1.7,110.0,65.0,16.1,14.1,1012.1,1014.5,23.2
184,2024-06-07 12:00:00,24.3,0.0,3.8,130.0,55.0,16.6,14.6,1011.3,1013.7,36.3
184,2024-06-07 15:00:00,25.1,0.0,4.4,130.0,55.0,17.4,15.3,1009.9,1012.3,41.0
184,2024-06-07 18:00:00,24.8,0.0,2.9,160.0,57.0,17.7,15.6,1008.9,1011.3,33.1
184,2024-06-07 21:00:00,23.2,0.0,2.7,190.0,66.0,18.6,16.4,1009.0,1011.4,25.1
184,2024-06-08 00:00:00,22.1,0.0,1.1,240.0,72.0,19.1,16.8,1009.2,1011.6,22.6
184,2024-06-08 03:00:00,21.8,0.0,1.1,240.0,73.0,19.0,16.7,1008.4,1010.8,21.8
184,2024-06-08 06:00:00,21.7,0.0,1.9,240.0,75.0,19.4,17.0,1006.8,1009.2,21.5
184,2024-06-08 09:00:00,20.8,4.6,1.3,280.0,87.0,21.3,18.5,1007.2,1009.6,22.8
184,2024-06-08 12:00:00,21.3,1.5,2.0,310.0,88.0,22.2,19.1,1006.5,1008.9,26.1
184,2024-06-08 15:00:00,22.0,1.5,1.2,0.0,87.0,23.0,19.8,1004.9,1007.3,27.9
184,2024-06-08 18:00:00,23.0,0.3,2.6,50.0,84.0,23.7,20.2,1003.3,1005.7,28.6
184,2024-06-08 21:00:00,20.5,0.0,2.4,330.0,90.0,21.6,18.7,1003.8,1006.2,23.2
184,2024-06-09 00:00:00,19.8,0.0,2.1,260.0,93.0,21.3,18.5,1003.5,1005.9,21.6
184,2024-06-09 03:00:00,19.7,0.3,2.5,50.0,93.0,21.3,18.5,1003.6,1006.0,21.1
184,2024-06-09 06:00:00,19.2,0.5,4.3,60.0,94.0,20.9,18.2,1004.4,1006.8,20.5
184,2024-06-09 09:00:00,19.7,0.0,2.4,60.0,91.0,20.7,18.1,1005.5,1007.9,21.4
184,2024-06-09 12:00:00,21.1,0.0,1.5,80.0,82.0,20.4,17.8,1006.2,1008.6,25.0
184,2024-06-09 15:00:00,23.8,0.0,2.1,350.0,69.0,20.3,17.7,1006.3,1008.7,32.7
184,2024-06-09 18:00:00,25.4,0.0,2.7,340.0,64.0,20.6,17.9,1005.6,1008.0,32.8
184,2024-06-09 21:00:00,21.8,0.0,3.5,280.0,79.0,20.4,17.8,1006.7,1009.1,22.6
184,2024-06-10 00:00:00,20.1,0.0,2.0,230.0,83.0,19.4,17.0,1007.8,1010.2,19.8
184,2024-06-10 03:00:00,19.1,0.0,2.2,190.0,75.0,16.5,14.5,1007.1,1009.5,18.1
184,2024-06-10 06:00:00,19.4,0.0,2.1,190.0,65.0,14.7,12.6,1007.4,1009.8,17.9
184,2024-06-10 09:00:00,22.5,0.0,2.1,250.0,57.0,15.2,13.2,1008.0,1010.4,23.9
184,2024-06-10 12:00:00,26.2,0.0,3.8,320.0,52.0,17.6,15.5,1007.2,1009.5,33.5
184,2024-06-10 15:00:00,28.3,0.0,3.7,330.0,47.0,17.8,15.5,1006.1,1008.4,42.6
184,2024-06-10 18:00:00,27.5,0.0,3.9,280.0,43.0,15.6,13.6,1005.7,1008.0,37.8
184,2024-06-10 21:00:00,23.8,0.0,2.0,320.0,62.0,18.1,15.9,1006.1,1008.5,25.7
184,2024-06-11 00:00:00,21.1,0.0,1.7,60.0,76.0,19.1,16.7,1007.2,1009.6,21.7
184,2024-06-11 03:00:00,19.9,0.0,0.8,310.0,77.0,17.8,15.7,1007.0,1009.4,19.8
184,2024-06-11 06:00:00,19.3,0.0,0.6,150.0,67.0,15.1,13.1,1007.2,1009.6,18.8
184,2024-06-11 09:00:00,21.8,0.0,1.6,60.0,63.0,16.5,14.5,1006.9,1009.3,24.3
184,2024-06-11 12:00:00,23.5,0.0,2.7,40.0,69.0,20.1,17.5,1006.4,1008.8,35.2
184,2024-06-11 15:00:00,24.0,0.0,2.9,30.0,74.0,22.1,19.1,1005.5,1007.9,41.5
184,2024-06-11 18:00:00,23.2,0.0,2.7,20.0,77.0,21.7,18.8,1004.9,1007.3,34.4
184,2024-06-11 21:00:00,21.9,0.0,1.8,60.0,78.0,20.3,17.7,1004.8,1007.2,25.6
184,2024-06-12 00:00:00,20.5,0.0,0.2,0.0,87.0,20.8,18.1,1004.9,1007.3,22.0
184,2024-06-12 03:00:00,19.8,0.0,0.4,40.0,87.0,20.0,17.5,1003.5,1005.9,20.3
184,2024-06-12 06:00:00,19.3,0.0,0.7,140.0,80.0,17.8,15.6,1004.0,1006.4,19.0
184,2024-06-12 09:00:00,20.9,0.0,1.9,70.0,80.0,19.6,17.2,1004.7,1007.1,23.8
184,2024-06-12 12:00:00,22.8,0.0,3.2,30.0,78.0,21.4,18.6,1004.3,1006.7,36.4
184,2024-06-12 15:00:00,23.7,0.0,2.4,30.0,78.0,22.6,19.5,1003.2,1005.6,35.2
184,2024-06-12 18:00:00,25.0,0.0,2.2,360.0,74.0,23.4,20.0,1002.1,1004.5,38.3
184,2024-06-12 21:00:00,23.8,0.0,1.9,260.0,75.0,22.1,19.1,1002.6,1005.0,26.6
201,2024-06-06 00:00:00,16.5,0.0,0.5,330.0,74.0,13.7,11.7,1013.0,1018.7,18.5
201,2024-06-06 03:00:00,16.2,0.0,0.9,360.0,83.0,15.3,13.3,1012.7,1018.4,17.6
201,2024-06-06 06:00:00,15.9,0.0,0.5,10.0,86.0,15.4,13.4,1012.6,1018.3,17.4
201,2024-06-06 09:00:00,20.6,0.0,0.9,160.0,73.0,17.4,15.3,1013.1,1018.6,23.4
201,2024-06-06 12:00:00,23.7,0.0,2.7,260.0,66.0,19.2,16.9,1012.8,1018.3,34.6
201,2024-06-06 15:00:00,25.8,0.0,3.0,260.0,62.0,20.4,17.8,1010.9,1016.4,41.9
201,2024-06-06 18:00:00,23.7,0.0,3.6,260.0,60.0,17.4,15.3,1009.7,1015.2,34.4
201,2024-06-06 21:00:00,19.9,0.0,3.3,270.0,68.0,15.7,13.7,1010.0,1015.6,23.1
201,2024-06-07 00:00:00,16.7,0.0,0.3,0.0,80.0,15.1,13.1,1010.9,1016.6,19.2
201,2024-06-07 03:00:00,17.0,0.0,2.1,270.0,91.0,17.5,15.4,1010.6,1016.2,17.9
201,2024-06-07 06:00:00,16.5,0.0,2.8,280.0,97.0,18.0,15.9,1010.3,1016.0,17.8
201,2024-06-07 09:00:00,18.7,0.0,1.5,260.0,82.0,17.4,15.4,1010.7,1016.3,22.1
201,2024-06-07 12:00:00,22.7,0.0,1.8,220.0,56.0,15.3,13.2,1009.9,1015.4,32.0
201,2024-06-07 15:00:00,23.4,0.0,2.5,270.0,56.0,16.1,14.1,1008.3,1013.8,34.0
201,2024-06-07 18:00:00,23.0,0.0,2.3,270.0,56.0,15.8,13.8,1006.8,1012.3,30.4
201,2024-06-07 21:00:00,20.5,0.0,1.3,290.0,55.0,13.2,11.0,1006.9,1012.4,23.0
201,2024-06-08 00:00:00,18.2,0.1,1.3,300.0,77.0,16.1,14.1,1007.3,1012.9,20.0
201,2024-06-08 03:00:00,17.5,0.0,0.7,350.0,87.0,17.3,15.3,1006.5,1012.1,19.4
201,2024-06-08 06:00:00,16.7,0.7,0.4,20.0,98.0,18.5,16.3,1005.4,1011.0,19.2
201,2024-06-08 09:00:00,17.3,1.1,0.7,20.0,96.0,18.8,16.5,1005.0,1010.6,19.8
201,2024-06-08 12:00:00,18.3,0.8,0.9,10.0,93.0,19.5,17.1,1004.5,1010.1,21.4
201,2024-06-08 15:00:00,21.7,0.0,3.4,250.0,81.0,20.9,18.2,1003.5,1009.0,30.1
201,2024-06-08 18:00:00,21.0,0.0,2.6,250.0,81.0,20.1,17.6,1002.9,1008.5,28.7
201,2024-06-08 21:00:00,17.9,0.0,2.0,290.0,96.0,19.6,17.2,1002.9,1008.5,20.9
201,2024-06-09 00:00:00,16.1,0.0,0.8,300.0,98.0,17.9,15.7,1003.5,1009.1,17.9
201,2024-06-09 03:00:00,14.9,0.0,0.8,20.0,99.0,16.7,14.7,1003.5,1009.1,16.5
201,2024-06-09 06:00:00,15.8,0.0,0.6,360.0,100.0,17.8,15.7,1003.7,1009.3,17.9
201,2024-06-09 09:00:00,17.7,0.0,0.4,340.0,93.0,18.8,16.5,1004.2,1009.8,21.5
201,2024-06-09 12:00:00,22.5,0.0,2.2,160.0,69.0,18.6,16.3,1003.9,1009.4,34.2
201,2024-06-09 15:00:00,24.1,0.0,3.7,260.0,64.0,19.2,16.9,1003.2,1008.6,40.2
201,2024-06-09 18:00:00,22.7,0.0,3.9,260.0,67.0,18.3,16.1,1002.9,1008.4,34.0
201,2024-06-09 21:00:00,19.5,0.0,2.1,290.0,83.0,18.8,16.5,1003.1,1008.6,23.7
201,2024-06-10 00:00:00,18.5,0.0,2.2,260.0,91.0,19.4,17.0,1003.7,1009.3,20.1
201,2024-06-10 03:00:00,16.7,0.0,0.9,360.0,97.0,18.4,16.2,1003.4,1009.0,18.4
201,2024-06-10 06:00:00,16.9,0.0,1.0,10.0,98.0,18.8,16.5,1003.9,1009.5,17.9
201,2024-06-10 09:00:00,20.4,0.0,0.9,100.0,87.0,20.7,18.1,1003.7,1009.3,22.6
201,2024-06-10 12:00:00,24.8,0.0,2.3,190.0,68.0,21.1,18.4,1002.6,1008.0,35.3
201,2024-06-10 15:00:00,26.4,0.0,3.4,260.0,61.0,21.0,18.3,1001.6,1007.0,41.2
201,2024-06-10 18:00:00,23.9,0.0,2.9,270.0,73.0,21.5,18.6,1000.9,1006.3,34.7
201,2024-06-10 21:00:00,20.6,0.0,1.4,290.0,90.0,21.7,18.8,1001.4,1006.9,24.5
201,2024-06-11 00:00:00,20.0,0.0,0.4,360.0,95.0,22.0,19.0,1002.8,1008.3,22.3
201,2024-06-11 03:00:00,20.5,0.0,1.1,170.0,92.0,22.1,19.1,1002.7,1008.2,22.2
201,2024-06-11 06:00:00,20.1,0.0,0.7,180.0,93.0,21.8,18.9,1003.3,1008.9,21.7
201,2024-06-11 09:00:00,21.6,0.0,1.5,180.0,82.0,21.1,18.3,1003.8,1009.3,24.8
201,2024-06-11 12:00:00,24.4,0.0,2.3,220.0,73.0,22.3,19.2,1002.9,1008.4,35.0
201,2024-06-11 15:00:00,25.0,0.0,3.8,270.0,74.0,23.3,20.0,1002.0,1007.4,41.6
201,2024-06-11 18:00:00,23.4,0.0,3.8,260.0,73.0,21.0,18.3,1001.6,1007.1,35.0
201,2024-06-11 21:00:00,20.1,0.0,2.0,270.0,87.0,20.4,17.8,1002.1,1007.6,24.4
201,2024-06-12 00:00:00,18.0,0.0,0.9,340.0,93.0,19.2,16.8,1002.0,1007.6,20.7
201,2024-06-12 03:00:00,16.3,0.0,0.5,10.0,96.0,17.8,15.6,1001.2,1006.8,18.3
201,2024-06-12 06:00:00,16.6,0.0,1.1,340.0,93.0,17.6,15.4,1002.9,1008.5,17.5
201,2024-06-12 09:00:00,20.9,0.0,1.1,120.0,80.0,19.7,17.3,1002.3,1007.8,23.2
201,2024-06-12 12:00:00,24.6,0.0,2.2,260.0,67.0,20.6,18.0,1001.4,1006.8,36.7
201,2024-06-12 15:00:00,26.1,0.0,3.0,280.0,55.0,18.5,16.2,1000.8,1006.2,40.1
201,2024-06-12 18:00:00,22.5,0.0,3.1,280.0,65.0,17.6,15.5,1000.4,1005.9,28.9
201,2024-06-12 21:00:00,20.9,0.0,1.2,360.0,73.0,17.8,15.7,1000.5,1006.0,23.6
232,2024-06-06 00:00:00,19.1,0.0,0.6,270.0,65.0,14.2,12.2,1008.7,1018.6,20.4
232,2024-06-06 03:00:00,16.6,0.0,0.5,120.0,83.0,15.6,13.6,1008.5,1018.6,18.7
232,2024-06-06 06:00:00,15.4,0.0,0.1,0.0,91.0,15.9,13.9,1008.1,1018.2,18.3
232,2024-06-06 09:00:00,19.2,0.0,0.7,130.0,71.0,15.7,13.7,1008.7,1018.6,25.0
232,2024-06-06 12:00:00,24.6,0.0,0.9,230.0,56.0,17.2,15.1,1007.9,1017.6,38.5
232,2024-06-06 15:00:00,27.2,0.0,1.2,20.0,44.0,15.6,13.6,1006.1,1015.7,40.8
232,2024-06-06 18:00:00,27.7,0.0,1.5,150.0,38.0,14.0,12.0,1004.6,1014.1,32.1
232,2024-06-06 21:00:00,23.3,0.0,1.8,290.0,57.0,16.3,14.2,1005.6,1015.4,23.9
232,2024-06-07 00:00:00,18.7,0.0,0.5,30.0,77.0,16.4,14.4,1006.7,1016.6,20.4
232,2024-06-07 03:00:00,15.9,0.0,0.3,30.0,90.0,16.2,14.2,1006.5,1016.5,18.5
232,2024-06-07 06:00:00,14.5,0.0,0.3,200.0,92.0,15.1,13.1,1006.0,1016.1,17.6
232,2024-06-07 09:00:00,18.8,0.0,0.4,10.0,73.0,15.7,13.7,1006.3,1016.2,23.6
232,2024-06-07 12:00:00,24.3,0.0,1.3,340.0,51.0,15.3,13.3,1004.9,1014.6,38.0
232,2024-06-07 15:00:00,25.9,0.0,1.2,240.0,46.0,15.3,13.3,1003.1,1012.8,35.7
232,2024-06-07 18:00:00,25.9,0.0,1.3,270.0,49.0,16.3,14.3,1001.6,1011.2,30.6
232,2024-06-07 21:00:00,23.3,0.0,0.7,240.0,64.0,18.1,15.9,1001.9,1011.6,24.6
232,2024-06-08 00:00:00,21.8,0.0,0.7,330.0,62.0,16.2,14.2,1002.7,1012.5,22.5
232,2024-06-08 03:00:00,19.2,0.0,0.6,270.0,78.0,17.3,15.2,1002.2,1012.0,21.2
232,2024-06-08 06:00:00,18.0,0.7,0.6,60.0,92.0,18.8,16.6,1001.3,1011.2,20.2
232,2024-06-08 09:00:00,18.4,0.9,1.0,90.0,93.0,19.5,17.1,1000.8,1010.6,21.2
232,2024-06-08 12:00:00,19.8,0.2,0.9,160.0,90.0,20.7,18.1,1000.5,1010.3,23.4
232,2024-06-08 15:00:00,21.8,0.0,2.0,150.0,82.0,21.2,18.5,999.4,1009.1,29.0
232,2024-06-08 18:00:00,24.6,0.0,1.7,190.0,66.0,20.4,17.8,997.9,1007.5,27.1
232,2024-06-08 21:00:00,22.6,0.0,1.1,200.0,77.0,20.8,18.1,998.1,1007.8,23.0
232,2024-06-09 00:00:00,20.6,0.0,0.4,240.0,88.0,21.2,18.4,998.7,1008.5,21.8
232,2024-06-09 03:00:00,18.9,0.0,0.4,0.0,96.0,20.9,18.2,998.6,1008.4,20.4
232,2024-06-09 06:00:00,18.2,0.0,0.1,0.0,97.0,20.2,17.7,999.0,1008.8,19.6
232,2024-06-09 09:00:00,20.5,0.0,0.8,90.0,85.0,20.4,17.8,999.1,1008.9,25.1
232,2024-06-09 12:00:00,24.9,0.0,1.5,130.0,61.0,19.1,16.8,998.9,1008.5,37.5
232,2024-06-09 15:00:00,27.8,0.0,1.6,250.0,50.0,18.5,16.2,997.8,1007.3,44.9
232,2024-06-09 18:00:00,28.1,0.0,2.1,340.0,50.0,18.7,16.5,997.4,1006.9,34.1
232,2024-06-09 21:00:00,23.1,0.0,1.0,330.0,73.0,20.4,17.8,998.3,1008.0,24.9
232,2024-06-10 00:00:00,19.3,0.0,0.4,330.0,88.0,19.6,17.2,999.4,1009.2,21.5
232,2024-06-10 03:00:00,17.5,0.0,0.1,0.0,95.0,19.0,16.7,999.2,1009.1,19.8
232,2024-06-10 06:00:00,16.4,0.0,0.1,0.0,97.0,18.1,16.0,1000.0,1010.0,18.7
232,2024-06-10 09:00:00,19.8,0.0,0.9,120.0,86.0,19.7,17.3,1000.2,1010.0,25.1
232,2024-06-10 12:00:00,25.6,0.0,2.0,160.0,58.0,19.0,16.7,998.7,1008.2,40.6
232,2024-06-10 15:00:00,29.2,0.0,2.1,220.0,50.0,20.0,17.5,996.7,1006.1,44.7
232,2024-06-10 18:00:00,29.1,0.0,1.8,210.0,51.0,20.4,17.8,996.3,1005.8,35.6
232,2024-06-10 21:00:00,25.7,0.0,1.3,200.0,59.0,19.3,17.0,997.2,1006.7,26.1
232,2024-06-11 00:00:00,22.5,0.0,1.0,220.0,70.0,19.0,16.7,998.5,1008.2,22.6
232,2024-06-11 03:00:00,18.6,0.0,0.5,90.0,90.0,19.1,16.8,998.8,1008.6,20.4
232,2024-06-11 06:00:00,17.1,0.0,0.4,60.0,95.0,18.4,16.2,999.3,1009.2,19.5
232,2024-06-11 09:00:00,21.2,0.0,0.4,330.0,81.0,20.2,17.7,999.7,1009.4,26.1
232,2024-06-11 12:00:00,26.3,0.0,1.3,250.0,60.0,20.2,17.7,998.6,1008.2,42.5
232,2024-06-11 15:00:00,30.1,0.0,1.7,280.0,46.0,19.7,17.3,996.9,1006.3,48.0
232,2024-06-11 18:00:00,29.8,0.0,1.6,270.0,45.0,18.7,16.4,996.3,1005.8,36.7
232,2024-06-11 21:00:00,25.2,0.0,1.0,270.0,57.0,18.1,15.9,997.0,1006.6,26.0
232,2024-06-12 00:00:00,21.3,0.0,0.2,0.0,75.0,18.9,16.6,997.6,1007.3,22.2
232,2024-06-12 03:00:00,18.0,0.0,0.2,0.0,90.0,18.4,16.2,996.6,1006.4,20.2
232,2024-06-12 06:00:00,16.2,0.0,0.3,0.0,94.0,17.2,15.2,997.7,1007.7,18.8
232,2024-06-12 09:00:00,21.6,0.0,1.0,110.0,69.0,17.4,15.3,998.8,1008.5,27.3
232,2024-06-12 12:00:00,26.4,0.0,1.5,140.0,43.0,14.8,12.8,997.4,1006.9,44.5
232,2024-06-12 15:00:00,30.0,0.0,1.5,200.0,32.0,13.4,11.4,995.3,1004.7,50.3
232,2024-06-12 18:00:00,30.8,0.0,1.9,280.0,33.0,14.5,12.4,994.5,1003.9,37.6
232,2024-06-12 21:00:00,23.9,0.0,1.7,260.0,55.0,16.2,14.1,995.4,1005.0,25.7
277,2024-06-06 00:00:00,14.9,0.0,1.2,180.0,92.0,15.6,13.6,1015.2,1020.1,17.1
277,2024-06-06 03:00:00,13.8,0.0,0.7,190.0,96.0,15.2,13.2,1014.1,1019.0,15.8
277,2024-06-06 06:00:00,13.5,0.0,1.9,200.0,96.0,14.9,12.9,1013.7,1018.6,14.7
277,2024-06-06 09:00:00,17.3,0.0,1.0,200.0,85.0,16.7,14.7,1014.0,1018.8,22.2
277,2024-06-06 12:00:00,22.1,0.0,1.4,180.0,61.0,15.9,13.9,1013.3,1018.1,36.9
277,2024-06-06 15:00:00,22.3,0.0,1.9,180.0,69.0,18.5,16.2,1012.3,1017.0,36.4
277,2024-06-06 18:00:00,21.1,0.0,2.2,200.0,73.0,18.1,15.9,1011.3,1016.0,33.7
277,2024-06-06 21:00:00,18.5,0.0,0.7,340.0,85.0,18.0,15.9,1011.2,1016.0,21.0
277,2024-06-07 00:00:00,16.3,0.0,0.7,260.0,91.0,16.8,14.8,1011.7,1016.5,17.3
277,2024-06-07 03:00:00,13.8,0.0,1.9,180.0,97.0,15.3,13.3,1010.8,1015.6,14.8
277,2024-06-07 06:00:00,13.0,0.0,2.2,190.0,94.0,14.0,12.0,1010.3,1015.2,14.0
277,2024-06-07 09:00:00,20.8,0.0,2.1,190.0,67.0,16.2,14.2,1010.3,1015.0,27.7
277,2024-06-07 12:00:00,25.9,0.0,2.5,170.0,51.0,16.8,14.8,1009.3,1013.9,47.1
277,2024-06-07 15:00:00,24.9,0.0,3.4,170.0,54.0,16.8,14.8,1008.3,1012.9,45.6
277,2024-06-07 18:00:00,22.3,0.0,2.3,160.0,67.0,17.9,15.8,1007.4,1012.1,33.3
277,2024-06-07 21:00:00,19.2,0.0,1.4,170.0,84.0,18.5,16.3,1007.7,1012.4,22.1
277,2024-06-08 00:00:00,18.1,0.0,1.2,210.0,87.0,18.0,15.9,1007.7,1012.5,20.1
277,2024-06-08 03:00:00,17.9,0.0,1.5,210.0,84.0,17.2,15.1,1006.7,1011.5,19.0
277,2024-06-08 06:00:00,19.5,0.0,1.9,200.0,71.0,16.0,14.0,1006.2,1010.9,19.3
277,2024-06-08 09:00:00,21.6,0.0,0.8,240.0,69.0,17.6,15.5,1006.0,1010.7,26.8
277,2024-06-08 12:00:00,22.1,0.0,2.8,170.0,70.0,18.5,16.3,1005.3,1010.0,31.3
277,2024-06-08 15:00:00,19.3,2.5,1.7,180.0,93.0,20.8,18.1,1005.0,1009.7,23.6
277,2024-06-08 18:00:00,19.2,4.1,1.0,180.0,96.0,21.2,18.4,1004.7,1009.4,22.1
277,2024-06-08 21:00:00,18.4,0.1,1.1,190.0,96.0,20.3,17.7,1004.8,1009.5,20.2
277,2024-06-09 00:00:00,18.1,0.2,1.0,220.0,97.0,20.1,17.6,1004.3,1009.0,19.5
277,2024-06-09 03:00:00,18.2,0.0,0.6,240.0,97.0,20.3,17.7,1003.9,1008.6,19.5
277,2024-06-09 06:00:00,17.3,0.0,1.2,170.0,99.0,19.5,17.1,1003.8,1008.6,18.0
277,2024-06-09 09:00:00,20.1,0.0,1.0,200.0,90.0,21.0,18.2,1003.6,1008.3,24.0
277,2024-06-09 12:00:00,22.8,0.0,2.5,180.0,77.0,21.4,18.6,1003.4,1008.1,31.8
277,2024-06-09 15:00:00,22.5,0.0,4.1,160.0,78.0,21.3,18.5,1002.3,1007.0,36.1
277,2024-06-09 18:00:00,21.8,0.0,3.1,180.0,80.0,20.9,18.2,1001.8,1006.5,31.9
277,2024-06-09 21:00:00,19.7,0.0,1.6,190.0,89.0,20.3,17.8,1002.1,1006.8,22.2
277,2024-06-10 00:00:00,17.8,0.0,1.0,230.0,96.0,19.6,17.2,1002.6,1007.3,18.9
277,2024-06-10 03:00:00,17.9,0.0,2.1,190.0,94.0,19.2,16.8,1002.3,1007.0,18.0
277,2024-06-10 06:00:00,20.2,0.0,2.6,260.0,79.0,18.5,16.3,1002.9,1007.6,18.2
277,2024-06-10 09:00:00,23.9,0.0,4.8,290.0,63.0,18.2,16.0,1003.2,1007.8,26.4
277,2024-06-10 12:00:00,29.0,0.0,1.8,320.0,46.0,18.4,16.1,1002.3,1006.8,44.5
277,2024-06-10 15:00:00,30.5,0.0,3.5,280.0,41.0,17.9,15.7,1000.7,1005.2,49.9
277,2024-06-10 18:00:00,29.6,0.0,2.3,190.0,44.0,18.3,16.1,999.8,1004.3,37.9
277,2024-06-10 21:00:00,24.3,0.0,1.3,320.0,66.0,19.7,17.3,1000.7,1005.3,25.6
277,2024-06-11 00:00:00,23.3,0.0,1.6,210.0,63.0,18.0,15.8,1001.7,1006.3,21.9
277,2024-06-11 03:00:00,23.4,0.0,1.5,230.0,62.0,17.7,15.6,1001.9,1006.6,20.7
277,2024-06-11 06:00:00,21.9,0.0,1.1,190.0,65.0,16.8,14.8,1002.3,1006.9,19.5
277,2024-06-11 09:00:00,25.4,0.0,3.1,280.0,56.0,18.1,15.9,1002.5,1007.1,30.2
277,2024-06-11 12:00:00,29.6,0.0,4.8,330.0,45.0,18.5,16.3,1001.5,1006.0,47.9
277,2024-06-11 15:00:00,32.3,0.0,2.3,250.0,37.0,18.0,15.8,999.8,1004.3,53.9
277,2024-06-11 18:00:00,29.8,0.0,2.8,180.0,46.0,19.1,16.8,999.2,1003.7,40.0
277,2024-06-11 21:00:00,26.1,0.0,2.5,180.0,59.0,19.6,17.2,999.5,1004.1,26.6
277,2024-06-12 00:00:00,24.4,0.0,2.1,180.0,58.0,17.8,15.6,999.9,1004.5,22.3
277,2024-06-12 03:00:00,24.3,0.0,1.9,210.0,61.0,18.5,16.3,999.1,1003.7,21.0
277,2024-06-12 06:00:00,23.6,0.0,2.6,230.0,67.0,19.6,17.2,999.5,1004.1,20.8
277,2024-06-12 09:00:00,26.6,0.0,2.8,280.0,56.0,19.5,17.1,1000.5,1005.1,32.5
277,2024-06-12 12:00:00,31.4,0.0,3.2,320.0,37.0,16.9,14.8,1000.1,1004.6,51.3
277,2024-06-12 15:00:00,29.5,0.0,3.2,100.0,40.0,16.4,14.4,999.8,1004.3,53.3
277,2024-06-12 18:00:00,28.3,0.0,2.7,180.0,41.0,15.5,13.5,999.2,1003.7,40.6
277,2024-06-12 21:00:00,24.5,0.0,1.5,200.0,60.0,18.2,16.0,998.7,1003.3,26.0
279,2024-06-06 00:00:00,22.6,0.0,1.4,80.0,47.0,12.9,10.7,1013.2,1018.9,21.8
279,2024-06-06 03:00:00,18.7,0.0,0.7,300.0,67.0,14.5,12.5,1012.8,1018.6,18.8
279,2024-06-06 06:00:00,16.7,0.0,0.9,270.0,76.0,14.3,12.3,1012.8,1018.6,16.5
279,2024-06-06 09:00:00,20.0,0.0,0.3,350.0,60.0,13.9,11.8,1013.3,1019.0,24.9
279,2024-06-06 12:00:00,24.3,0.0,1.2,100.0,44.0,13.2,11.0,1012.3,1018.0,42.5
279,2024-06-06 15:00:00,28.3,0.0,1.6,180.0,31.0,11.9,9.5,1010.7,1016.3,55.0
