,PM10,PM10,PM10,PM10,PM10
지역,강원 강릉시,광주 북구,대전 중구,부산 해운대구,서울 서대문구
일시,,,,,
2015-01-01 03:00:00,35.0,21.7,33.3,18.7,63.7
2015-01-01 06:00:00,45.3,21.0,61.3,19.0,113.3
2015-01-01 09:00:00,56.3,21.7,95.0,28.3,135.0
2015-01-01 12:00:00,68.7,41.0,124.0,53.5,85.0
2015-01-01 15:00:00,88.3,70.3,56.3,54.3,44.7
2015-01-01 18:00:00,87.3,28.3,35.7,41.3,47.7
2015-01-01 21:00:00,58.3,21.7,27.3,32.7,35.7
2015-01-02 00:00:00,43.7,18.3,20.3,23.3,25.3
2015-01-02 03:00:00,43.0,19.0,19.7,21.7,20.3
2015-01-02 06:00:00,33.3,21.0,23.7,14.0,22.0
2015-01-02 09:00:00,28.3,21.0,30.0,18.3,25.7
2015-01-02 12:00:00,28.3,25.0,34.0,23.7,27.3
2015-01-02 15:00:00,27.3,25.7,26.7,28.3,28.3
2015-01-02 18:00:00,25.7,31.0,28.7,41.7,35.0
2015-01-02 21:00:00,27.7,29.0,22.3,29.3,37.0
2015-01-03 00:00:00,29.7,32.3,33.7,19.7,31.3
2015-01-03 03:00:00,26.3,35.7,30.3,16.0,33.3
2015-01-03 06:00:00,25.3,27.0,27.7,9.7,33.0
2015-01-03 09:00:00,24.0,28.3,33.0,15.3,36.7
2015-01-03 12:00:00,26.0,34.3,41.7,18.7,42.7
2015-01-03 15:00:00,25.7,29.0,28.7,18.3,50.7
2015-01-03 18:00:00,19.7,25.7,32.7,20.3,39.3
2015-01-03 21:00:00,32.7,37.7,34.3,25.3,29.0
2015-01-04 00:00:00,39.0,44.3,39.3,28.7,25.0
2015-01-04 03:00:00,38.7,33.7,43.0,24.3,31.0
2015-01-04 06:00:00,31.3,31.7,33.3,21.0,33.0
2015-01-04 09:00:00,44.0,31.7,33.7,19.7,28.3
2015-01-04 12:00:00,56.0,36.3,38.7,35.7,26.0
2015-01-04 15:00:00,42.0,43.7,61.0,43.7,33.0
2015-01-04 18:00:00,57.0,83.7,58.7,49.0,52.7
2015-01-04 21:00:00,67.0,113.0,67.3,54.7,56.3
2015-01-05 00:00:00,69.0,103.7,89.0,58.7,52.3
2015-01-05 03:00:00,69.7,97.0,94.0,47.0,57.3
2015-01-05 06:00:00,70.7,74.3,81.7,45.3,53.7
2015-01-05 09:00:00,71.0,65.0,78.7,46.0,47.7
2015-01-05 12:00:00,74.3,81.7,86.3,69.0,66.0
2015-01-05 15:00:00,70.7,97.0,95.7,62.3,84.7
2015-01-05 18:00:00,65.7,85.7,89.3,61.7,100.7
2015-01-05 21:00:00,36.7,80.3,86.7,63.7,88.7
2015-01-06 00:00:00,39.7,57.7,71.0,63.0,86.3
2015-01-06 03:00:00,33.3,49.0,77.3,53.0,88.3
2015-01-06 06:00:00,30.0,41.0,68.3,23.7,50.3
2015-01-06 09:00:00,34.7,47.0,43.7,25.7,26.0
2015-01-06 12:00:00,49.7,47.7,34.0,29.0,47.0
2015-01-06 15:00:00,38.3,42.3,42.7,25.0,40.0
2015-01-06 18:00:00,26.0,29.7,25.3,18.3,32.0
2015-01-06 21:00:00,37.7,21.7,26.0,24.3,17.3
2015-01-07 00:00:00,28.7,18.3,19.0,21.3,17.0
2015-01-07 03:00:00,24.3,19.7,15.0,15.0,16.0
2015-01-07 06:00:00,21.3,15.7,19.0,11.0,21.0
2015-01-07 09:00:00,23.3,18.3,32.0,11.3,31.3
2015-01-07 12:00:00,28.0,31.7,34.7,15.3,41.3
2015-01-07 15:00:00,28.3,37.0,33.3,16.7,41.0
2015-01-07 18:00:00,37.3,25.7,50.7,27.7,46.3
2015-01-07 21:00:00,38.3,23.0,44.7,26.0,44.0
2015-01-08 00:00:00,33.7,21.7,47.7,31.3,44.7
2015-01-08 03:00:00,30.3,26.3,40.0,25.7,47.3
2015-01-08 06:00:00,30.3,27.0,38.7,24.3,39.7
2015-01-08 09:00:00,32.0,31.0,51.0,31.0,34.0
2015-01-08 12:00:00,37.0,48.3,53.0,43.3,40.3
2015-01-08 15:00:00,33.0,32.3,36.7,38.7,45.7
2015-01-08 18:00:00,43.3,30.3,43.3,28.3,53.7
2015-01-08 21:00:00,50.7,30.3,32.3,32.7,34.7
2015-01-09 00:00:00,51.0,27.7,32.3,37.3,36.7
2015-01-09 03:00:00,52.7,33.0,41.7,27.7,42.7
2015-01-09 06:00:00,42.3,31.0,30.7,22.7,30.0
2015-01-09 09:00:00,32.3,31.0,39.7,25.3,29.3
2015-01-09 12:00:00,32.3,46.3,65.3,25.3,44.0
2015-01-09 15:00:00,26.7,82.3,47.7,30.3,53.0
2015-01-09 18:00:00,24.7,102.3,49.0,44.0,53.0
2015-01-09 21:00:00,56.3,115.0,70.3,51.7,43.0
2015-01-10 00:00:00,60.0,125.0,92.0,55.0,43.7
2015-01-10 03:00:00,45.3,119.7,77.7,56.3,41.3
2015-01-10 06:00:00,38.0,90.3,56.3,54.7,36.7
2015-01-10 09:00:00,32.7,56.3,53.0,52.7,39.3
2015-01-10 12:00:00,25.0,64.3,42.7,43.7,47.3
2015-01-10 15:00:00,19.7,29.7,30.0,25.7,35.0
2015-01-10 18:00:00,33.7,27.7,34.7,18.0,30.7
2015-01-10 21:00:00,46.7,41.0,30.3,37.7,26.3
2015-01-11 00:00:00,52.0,53.0,35.0,59.3,25.3
2015-01-11 03:00:00,41.7,47.7,28.7,37.3,20.3
2015-01-11 06:00:00,42.0,47.0,36.0,31.7,32.3
2015-01-11 09:00:00,59.7,45.0,44.0,33.3,50.7
2015-01-11 12:00:00,54.7,69.0,64.0,45.0,45.0
2015-01-11 15:00:00,48.3,39.0,15.7,65.3,54.0
2015-01-11 18:00:00,35.7,21.7,20.3,47.3,48.3
2015-01-11 21:00:00,48.3,25.0,33.0,26.3,49.0
2015-01-12 00:00:00,53.3,27.7,32.7,18.7,50.3
2015-01-12 03:00:00,52.0,35.7,43.0,17.7,39.7
2015-01-12 06:00:00,53.3,34.3,41.7,24.7,31.3
2015-01-12 09:00:00,49.3,35.7,52.0,32.3,33.3
2015-01-12 12:00:00,49.7,35.0,63.3,42.7,40.0
2015-01-12 15:00:00,38.3,28.3,50.7,34.7,41.7
2015-01-12 18:00:00,39.3,27.0,53.3,39.3,57.3
2015-01-12 21:00:00,46.0,49.7,87.3,37.0,41.0
2015-01-13 00:00:00,39.7,61.7,77.7,25.0,45.7
2015-01-13 03:00:00,38.0,46.3,65.0,21.7,55.3
2015-01-13 06:00:00,37.0,44.3,57.0,19.0,47.0
2015-01-13 09:00:00,26.7,49.0,68.3,25.7,48.3
2015-01-13 12:00:00,36.0,59.0,67.3,29.0,43.7
2015-01-13 15:00:00,29.3,37.7,57.3,24.0,47.7
2015-01-13 18:00:00,36.7,29.0,65.5,19.3,39.0
2015-01-13 21:00:00,67.0,61.7,97.7,27.7,58.3
2015-01-14 00:00:00,66.0,55.7,69.7,36.3,61.3
2015-01-14 03:00:00,48.0,42.3,53.7,23.3,57.7
2015-01-14 06:00:00,28.3,38.3,48.7,21.0,50.7
2015-01-14 09:00:00,32.7,37.7,54.0,24.0,52.7
2015-01-14 12:00:00,49.0,49.0,72.7,32.3,62.0
2015-01-14 15:00:00,32.3,59.0,93.7,31.0,67.0
2015-01-14 18:00:00,38.7,62.3,100.7,26.3,84.0
2015-01-14 21:00:00,42.3,75.7,102.7,32.0,69.3
2015-01-15 00:00:00,48.0,55.7,94.0,31.3,69.0
2015-01-15 03:00:00,36.7,54.3,82.3,19.0,72.3
2015-01-15 06:00:00,38.7,47.7,72.7,18.0,57.7
2015-01-15 09:00:00,40.3,51.0,71.7,30.3,53.0
2015-01-15 12:00:00,72.3,78.3,91.7,29.0,72.7
2015-01-15 15:00:00,57.7,91.7,68.0,26.0,52.0
2015-01-15 18:00:00,58.3,79.0,76.7,33.0,55.7
2015-01-15 21:00:00,72.0,83.7,102.7,35.0,65.3
2015-01-16 00:00:00,68.7,89.0,87.7,52.3,76.0
2015-01-16 03:00:00,48.3,87.7,85.7,46.7,114.7
2015-01-16 06:00:00,62.3,89.0,90.3,41.7,104.3
2015-01-16 09:00:00,96.7,89.0,101.0,46.3,93.3
2015-01-16 12:00:00,78.3,104.3,89.3,56.3,78.0
2015-01-16 15:00:00,67.0,119.0,103.0,57.3,65.7
2015-01-16 18:00:00,74.7,114.3,79.0,59.0,65.3
2015-01-16 21:00:00,62.0,107.7,105.0,83.7,66.0
2015-01-17 00:00:00,68.0,75.7,97.3,84.3,81.0
2015-01-17 03:00:00,57.7,61.7,55.0,64.7,82.3
2015-01-17 06:00:00,70.7,43.7,54.3,52.7,35.0
2015-01-17 09:00:00,68.3,35.0,44.7,42.3,25.0
2015-01-17 12:00:00,59.3,23.0,22.3,35.7,22.0
2015-01-17 15:00:00,32.0,15.7,12.7,18.7,24.3
2015-01-17 18:00:00,23.0,15.0,23.0,16.7,40.0
2015-01-17 21:00:00,28.3,21.7,33.3,15.7,26.3
2015-01-18 00:00:00,26.7,25.0,41.7,14.3,28.7
2015-01-18 03:00:00,21.7,27.0,31.7,18.3,28.7
2015-01-18 06:00:00,24.7,30.3,28.0,16.3,22.7
2015-01-18 09:00:00,23.0,29.7,27.0,18.3,29.7
2015-01-18 12:00:00,24.0,35.0,35.0,24.3,30.7
2015-01-18 15:00:00,30.7,25.0,30.7,17.7,35.0
2015-01-18 18:00:00,38.3,26.3,28.0,18.0,32.7
2015-01-18 21:00:00,37.0,27.7,18.0,21.3,23.0
2015-01-19 00:00:00,30.3,30.3,19.7,20.0,53.7
2015-01-19 03:00:00,33.7,93.7,61.3,30.3,87.7
2015-01-19 06:00:00,46.7,99.0,90.0,46.3,82.0
2015-01-19 09:00:00,62.0,81.0,95.3,63.0,97.0
2015-01-19 12:00:00,64.0,99.0,101.0,83.0,70.7
2015-01-19 15:00:00,51.0,70.3,96.7,77.0,60.0
2015-01-19 18:00:00,53.7,82.3,69.0,74.0,50.3
2015-01-19 21:00:00,55.7,46.3,50.7,69.0,35.0
2015-01-20 00:00:00,55.7,39.0,39.0,62.7,29.7
2015-01-20 03:00:00,53.7,32.3,36.3,55.3,38.0
2015-01-20 06:00:00,46.7,34.3,36.7,47.3,31.0
2015-01-20 09:00:00,50.0,40.3,45.0,48.3,37.0
2015-01-20 12:00:00,57.0,41.0,53.3,57.0,45.0
2015-01-20 15:00:00,49.3,37.7,48.0,41.7,49.5
2015-01-20 18:00:00,53.0,48.3,54.0,52.7,41.5
2015-01-20 21:00:00,68.7,78.3,77.3,53.3,57.7
2015-01-21 00:00:00,53.0,67.0,71.0,49.0,51.7
2015-01-21 03:00:00,58.0,52.3,59.0,42.3,44.0
2015-01-21 06:00:00,52.3,52.3,55.0,42.7,48.0
2015-01-21 09:00:00,53.7,53.0,58.0,44.3,54.7
2015-01-21 12:00:00,70.0,61.0,89.0,60.3,46.7
2015-01-21 15:00:00,63.0,51.7,95.3,51.0,48.7
2015-01-21 18:00:00,62.0,51.7,55.7,64.3,47.7
2015-01-21 21:00:00,66.7,51.0,56.7,53.7,76.0
2015-01-22 00:00:00,64.7,51.7,51.0,52.7,75.0
2015-01-22 03:00:00,54.7,49.0,58.7,30.7,66.0
2015-01-22 06:00:00,40.0,38.3,54.3,20.0,54.0
2015-01-22 09:00:00,39.0,31.0,46.7,12.3,46.3
2015-01-22 12:00:00,35.7,57.0,61.3,21.0,64.0
2015-01-22 15:00:00,,59.0,54.7,17.7,41.7
2015-01-22 18:00:00,45.3,49.0,51.0,23.0,25.7
2015-01-22 21:00:00,40.3,51.7,65.0,33.7,22.0
2015-01-23 00:00:00,48.0,55.7,67.0,34.0,26.0
2015-01-23 03:00:00,46.7,54.3,59.7,34.0,28.3
2015-01-23 06:00:00,44.3,57.0,55.3,31.3,17.7
2015-01-23 09:00:00,37.3,60.3,67.3,28.7,23.3
2015-01-23 12:00:00,47.0,87.7,73.0,32.0,40.3
2015-01-23 15:00:00,41.7,66.3,47.3,28.7,70.0
2015-01-23 18:00:00,38.0,52.3,53.3,39.7,55.7
2015-01-23 21:00:00,56.7,37.0,74.0,47.3,30.7
2015-01-24 00:00:00,61.7,32.3,54.7,47.7,28.0
2015-01-24 03:00:00,54.3,47.0,47.7,53.0,39.0
2015-01-24 06:00:00,52.7,38.3,34.7,53.0,38.7
2015-01-24 09:00:00,39.7,37.7,31.0,60.3,36.0
2015-01-24 12:00:00,47.0,45.7,38.7,52.7,41.3
2015-01-24 15:00:00,56.0,41.0,43.0,41.3,54.3
2015-01-24 18:00:00,62.7,40.3,53.7,45.0,60.7
2015-01-24 21:00:00,73.3,47.0,73.7,60.3,57.0
2015-01-25 00:00:00,75.0,59.0,71.7,61.7,72.3
2015-01-25 03:00:00,63.7,59.7,67.3,59.7,76.0
2015-01-25 06:00:00,58.3,52.3,65.0,56.3,67.3
2015-01-25 09:00:00,62.7,55.0,60.0,57.3,65.3
2015-01-25 12:00:00,88.3,55.7,65.3,52.3,62.0
2015-01-25 15:00:00,77.3,58.3,56.7,40.0,53.3
2015-01-25 18:00:00,84.7,44.3,57.3,39.0,53.0
2015-01-25 21:00:00,86.7,44.3,62.3,48.7,37.0
2015-01-26 00:00:00,80.3,33.0,53.0,40.7,26.7
2015-01-26 03:00:00,78.7,25.7,51.0,37.0,30.3
2015-01-26 06:00:00,64.0,28.3,44.3,28.7,19.7
2015-01-26 09:00:00,49.7,29.0,37.7,21.0,28.3
2015-01-26 12:00:00,47.0,27.0,42.3,31.7,40.3
2015-01-26 15:00:00,52.0,22.3,52.0,33.7,34.3
2015-01-26 18:00:00,67.7,37.0,59.0,59.7,30.0
2015-01-26 21:00:00,77.7,33.0,44.7,60.7,69.3
2015-01-27 00:00:00,44.3,46.3,65.0,48.7,58.7
2015-01-27 03:00:00,51.0,67.0,78.0,38.7,64.7
2015-01-27 06:00:00,71.0,87.0,74.3,34.7,69.0
2015-01-27 09:00:00,63.0,59.7,77.7,42.0,53.3
2015-01-27 12:00:00,73.7,51.7,76.7,48.5,43.0
2015-01-27 15:00:00,52.3,30.3,56.3,51.3,33.0
2015-01-27 18:00:00,27.7,25.0,32.3,50.3,38.3
2015-01-27 21:00:00,22.3,30.3,33.3,47.3,36.7
2015-01-28 00:00:00,47.0,23.0,36.0,36.3,35.7
2015-01-28 03:00:00,71.0,29.0,38.0,30.3,32.3
2015-01-28 06:00:00,58.3,32.3,32.0,20.0,29.7
2015-01-28 09:00:00,47.7,30.3,40.3,16.3,36.3
2015-01-28 12:00:00,53.3,34.3,39.0,23.7,45.0
2015-01-28 15:00:00,24.0,25.7,44.7,24.0,52.3
2015-01-28 18:00:00,21.7,27.0,54.7,27.7,58.3
2015-01-28 21:00:00,31.7,40.3,68.0,24.0,44.3
2015-01-29 00:00:00,28.0,43.7,80.3,20.7,40.7
2015-01-29 03:00:00,31.0,44.3,69.3,19.0,40.3
2015-01-29 06:00:00,46.3,40.3,67.0,16.7,41.3
2015-01-29 09:00:00,45.0,40.3,73.7,19.7,35.0
2015-01-29 12:00:00,81.3,51.7,89.0,23.7,37.3
2015-01-29 15:00:00,80.3,48.3,56.0,17.0,46.0
2015-01-29 18:00:00,61.7,37.7,38.0,18.0,60.0
2015-01-29 21:00:00,42.0,36.3,42.7,21.3,42.3
2015-01-30 00:00:00,38.7,31.7,37.3,20.7,53.3
2015-01-30 03:00:00,35.3,29.7,62.3,20.3,48.3
2015-01-30 06:00:00,33.0,30.3,47.0,11.3,37.0
2015-01-30 09:00:00,42.7,22.3,40.7,18.0,39.7
2015-01-30 12:00:00,59.0,31.7,49.0,23.7,59.0
2015-01-30 15:00:00,43.0,39.7,52.3,33.7,39.3
2015-01-30 18:00:00,39.7,47.0,27.3,37.3,39.3
2015-01-30 21:00:00,51.3,31.7,27.0,37.7,24.0
2015-01-31 00:00:00,48.0,19.7,21.7,25.0,33.0
2015-01-31 03:00:00,45.3,23.0,24.0,23.7,34.3
2015-01-31 06:00:00,47.0,25.7,27.3,21.0,33.0
2015-01-31 09:00:00,47.0,26.3,36.3,23.0,28.0
2015-01-31 12:00:00,57.0,41.0,40.0,22.7,36.3
2015-01-31 15:00:00,53.3,27.0,36.3,27.7,48.3
2015-01-31 18:00:00,46.0,25.7,35.7,31.0,54.7
2015-01-31 21:00:00,53.7,25.0,39.0,36.3,45.0
2015-02-01 00:00:00,61.0,29.7,43.0,34.3,37.0
2015-02-01 03:00:00,47.7,31.0,51.7,38.7,39.7
2015-02-01 06:00:00,49.0,31.0,50.7,31.3,34.0
2015-02-01 09:00:00,50.7,33.0,48.0,33.3,34.3
2015-02-01 12:00:00,52.7,39.0,47.3,34.0,29.3
2015-02-01 15:00:00,46.0,23.0,24.3,25.0,19.0
2015-02-01 18:00:00,39.0,20.3,32.0,21.3,24.3
2015-02-01 21:00:00,47.7,29.0,48.0,32.7,26.0
2015-02-02 00:00:00,47.7,39.7,62.7,35.7,29.0
2015-02-02 03:00:00,48.7,39.0,52.7,42.0,28.0
2015-02-02 06:00:00,53.0,33.0,43.0,40.0,31.3
2015-02-02 09:00:00,56.3,41.7,60.0,39.7,35.3
2015-02-02 12:00:00,73.0,45.7,60.3,41.0,48.3
2015-02-02 15:00:00,58.7,41.7,55.7,29.0,52.3
2015-02-02 18:00:00,41.7,33.0,34.3,35.3,50.7
2015-02-02 21:00:00,51.3,42.3,77.0,48.3,47.0
2015-02-03 00:00:00,48.0,63.7,70.0,45.3,57.7
2015-02-03 03:00:00,37.3,54.3,59.7,41.3,51.7
2015-02-03 06:00:00,42.0,51.0,58.0,35.0,47.0
2015-02-03 09:00:00,45.0,54.3,76.0,50.0,50.7
2015-02-03 12:00:00,69.7,67.7,75.7,42.0,56.3
2015-02-03 15:00:00,51.0,58.3,58.7,30.3,54.7
2015-02-03 18:00:00,46.0,60.3,45.3,31.3,73.7
2015-02-03 21:00:00,44.7,39.0,61.0,44.3,67.0
2015-02-04 00:00:00,53.3,45.7,73.7,41.7,59.3
2015-02-04 03:00:00,36.0,55.7,65.0,32.3,62.3
2015-02-04 06:00:00,37.0,53.7,55.7,43.3,57.0
2015-02-04 09:00:00,47.0,64.3,59.3,37.0,61.3
2015-02-04 12:00:00,59.0,91.0,92.3,38.7,82.0
2015-02-04 15:00:00,56.0,117.7,109.3,42.0,73.7
2015-02-04 18:00:00,58.3,130.3,129.3,67.0,84.7
2015-02-04 21:00:00,55.0,143.7,120.0,75.7,99.3
2015-02-05 00:00:00,47.0,126.3,134.0,87.3,109.0
2015-02-05 03:00:00,47.3,95.7,125.3,89.0,95.0
2015-02-05 06:00:00,42.7,65.0,99.3,80.7,89.3
2015-02-05 09:00:00,34.0,67.7,107.3,72.7,107.7
2015-02-05 12:00:00,30.7,71.7,102.0,76.0,101.0
2015-02-05 15:00:00,34.3,66.3,87.7,54.0,111.0
2015-02-05 18:00:00,55.3,58.3,67.0,51.3,88.7
2015-02-05 21:00:00,55.3,54.3,64.7,57.3,67.7
2015-02-06 00:00:00,50.0,54.3,73.0,62.7,62.7
2015-02-06 03:00:00,93.0,42.3,79.0,60.7,61.0
2015-02-06 06:00:00,80.7,44.3,69.7,61.7,57.0
2015-02-06 09:00:00,74.7,45.0,71.0,51.3,56.0
2015-02-06 12:00:00,73.7,43.0,62.3,53.0,60.3
2015-02-06 15:00:00,62.7,37.0,40.3,47.0,71.5
2015-02-06 18:00:00,63.3,29.0,37.0,36.7,51.7
2015-02-06 21:00:00,77.0,35.0,43.0,44.7,38.0
2015-02-07 00:00:00,63.7,34.3,53.3,43.3,40.7
2015-02-07 03:00:00,62.0,37.7,52.3,47.0,41.0
2015-02-07 06:00:00,55.3,39.0,38.7,44.7,35.0
2015-02-07 09:00:00,47.0,47.0,45.7,47.0,43.3
2015-02-07 12:00:00,51.0,51.0,48.7,55.0,39.7
2015-02-07 15:00:00,45.3,44.3,37.0,46.3,45.0
2015-02-07 18:00:00,40.7,43.0,36.3,47.7,49.0
2015-02-07 21:00:00,56.0,53.0,35.0,46.7,38.3
2015-02-08 00:00:00,68.3,66.3,34.0,39.3,56.3
2015-02-08 03:00:00,72.7,79.7,70.3,40.3,80.0
2015-02-08 06:00:00,61.3,56.3,68.3,60.0,132.0
2015-02-08 09:00:00,63.3,90.3,96.7,86.7,160.0
2015-02-08 12:00:00,83.0,73.0,103.3,43.0,156.7
2015-02-08 15:00:00,94.7,42.3,65.3,65.0,144.0
2015-02-08 18:00:00,82.0,35.7,52.3,40.3,115.3
2015-02-08 21:00:00,93.3,24.3,44.0,31.7,66.7
2015-02-09 00:00:00,92.3,19.7,34.7,29.7,47.0
2015-02-09 03:00:00,71.0,21.0,29.7,29.0,39.3
2015-02-09 06:00:00,49.0,23.7,35.0,24.3,32.7
2015-02-09 09:00:00,35.3,27.0,49.0,21.3,31.0
2015-02-09 12:00:00,33.3,23.7,33.0,21.0,34.3
2015-02-09 15:00:00,44.0,13.0,21.3,17.7,46.3
2015-02-09 18:00:00,59.7,18.3,26.3,16.7,42.3
2015-02-09 21:00:00,58.7,23.7,22.7,25.3,39.7
2015-02-10 00:00:00,51.0,19.7,26.0,25.7,67.0
2015-02-10 03:00:00,58.7,31.7,48.3,26.7,69.3
2015-02-10 06:00:00,64.7,33.7,65.0,35.0,62.0
2015-02-10 09:00:00,62.0,42.3,79.3,49.0,73.0
2015-02-10 12:00:00,75.5,83.7,108.0,63.0,101.3
2015-02-10 15:00:00,135.0,113.7,116.3,72.0,128.3
2015-02-10 18:00:00,144.7,91.7,100.3,,134.0
2015-02-10 21:00:00,145.7,95.7,93.3,96.3,127.3
2015-02-11 00:00:00,130.3,91.7,87.3,86.0,127.3
2015-02-11 03:00:00,120.0,82.3,86.3,73.0,133.3
2015-02-11 06:00:00,128.0,86.3,80.3,73.7,111.0
2015-02-11 09:00:00,114.7,85.0,82.3,76.0,102.0
2015-02-11 12:00:00,97.3,103.0,98.3,70.0,136.0
2015-02-11 15:00:00,75.7,83.0,95.3,77.0,89.0
2015-02-11 18:00:00,77.0,87.0,101.7,75.0,63.3
2015-02-11 21:00:00,78.7,97.0,90.7,80.0,71.3
2015-02-12 00:00:00,80.7,96.3,112.7,75.0,63.0
2015-02-12 03:00:00,53.0,99.0,73.0,84.7,35.0
2015-02-12 06:00:00,50.7,67.0,44.0,86.0,33.3
2015-02-12 09:00:00,38.3,33.7,39.0,94.0,33.7
2015-02-12 12:00:00,46.3,39.0,37.0,86.3,40.7
2015-02-12 15:00:00,34.3,51.7,23.7,41.3,30.7
2015-02-12 18:00:00,38.3,50.3,24.7,30.3,51.3
2015-02-12 21:00:00,43.0,21.0,26.0,37.7,40.0
2015-02-13 00:00:00,47.0,17.7,24.7,38.7,28.0
2015-02-13 03:00:00,39.3,19.7,27.3,23.3,30.0
2015-02-13 06:00:00,26.7,21.7,30.3,22.7,33.0
2015-02-13 09:00:00,27.7,30.3,51.3,20.3,28.3
2015-02-13 12:00:00,25.0,47.0,35.7,27.0,37.0
2015-02-13 15:00:00,20.7,36.3,26.3,28.0,21.0
2015-02-13 18:00:00,29.7,29.7,24.3,23.3,37.3
2015-02-13 21:00:00,43.3,33.0,29.3,27.0,32.7
2015-02-14 00:00:00,35.0,40.3,34.3,28.3,34.0
2015-02-14 03:00:00,40.3,47.7,32.0,30.3,40.3
2015-02-14 06:00:00,54.0,42.3,31.7,32.0,38.7
2015-02-14 09:00:00,60.3,47.7,44.3,29.0,31.0
2015-02-14 12:00:00,60.0,47.0,60.0,37.7,39.7
2015-02-14 15:00:00,62.0,75.7,78.7,32.7,62.7
2015-02-14 18:00:00,99.3,87.7,99.0,40.3,68.0
2015-02-14 21:00:00,107.3,115.0,114.3,41.7,70.7
2015-02-15 00:00:00,122.7,138.3,112.3,78.7,72.3
2015-02-15 03:00:00,113.3,119.0,101.0,81.7,74.0
2015-02-15 06:00:00,95.0,100.3,101.0,87.0,74.7
2015-02-15 09:00:00,93.3,103.7,106.0,101.0,81.3
2015-02-15 12:00:00,122.0,113.7,121.0,114.0,75.7
2015-02-15 15:00:00,111.7,132.3,103.7,113.3,78.0
2015-02-15 18:00:00,114.3,138.3,94.7,99.0,68.3
2015-02-15 21:00:00,119.3,102.3,86.3,107.0,68.0
2015-02-16 00:00:00,82.3,46.3,97.3,98.3,81.7
2015-02-16 03:00:00,79.7,39.0,60.0,74.3,84.7
2015-02-16 06:00:00,85.7,39.0,26.3,68.7,65.7
2015-02-16 09:00:00,80.3,33.7,13.3,56.0,52.7
2015-02-16 12:00:00,61.7,27.7,15.3,47.3,43.3
2015-02-16 15:00:00,49.0,29.7,15.0,41.3,32.3
2015-02-16 18:00:00,35.3,31.7,11.0,39.7,23.7
2015-02-16 21:00:00,26.7,29.0,11.0,38.0,13.7
2015-02-17 00:00:00,37.0,25.0,9.0,28.7,11.0
2015-02-17 03:00:00,41.0,69.0,40.3,29.7,36.0
2015-02-17 06:00:00,27.0,81.0,65.7,30.0,41.7
2015-02-17 09:00:00,22.0,112.3,112.0,44.0,84.3
2015-02-17 12:00:00,47.3,102.3,98.0,82.7,99.7
2015-02-17 15:00:00,22.3,97.7,58.0,80.3,71.3
2015-02-17 18:00:00,16.3,67.7,84.0,67.0,67.7
2015-02-17 21:00:00,21.7,65.7,83.7,58.3,63.0
2015-02-18 00:00:00,32.0,57.0,72.0,62.7,68.0
2015-02-18 03:00:00,34.0,68.3,73.0,67.0,67.0
2015-02-18 06:00:00,28.0,57.7,83.0,62.7,60.7
2015-02-18 09:00:00,29.0,57.0,85.3,59.3,48.0
2015-02-18 12:00:00,37.3,69.0,79.3,50.3,63.3
2015-02-18 15:00:00,33.0,61.0,67.7,42.3,65.7
2015-02-18 18:00:00,43.7,42.3,63.3,50.3,61.7
2015-02-18 21:00:00,46.7,32.3,60.3,51.3,73.7
2015-02-19 00:00:00,48.7,33.7,51.7,42.0,74.0
2015-02-19 03:00:00,34.0,39.7,57.7,42.0,71.0
2015-02-19 06:00:00,36.3,44.3,70.7,33.7,68.7
2015-02-19 09:00:00,37.0,49.7,70.7,27.7,67.0
2015-02-19 12:00:00,33.0,52.3,63.3,28.7,73.3
2015-02-19 15:00:00,33.7,51.0,55.0,33.3,56.7
2015-02-19 18:00:00,41.0,41.0,47.7,26.3,58.3
2015-02-19 21:00:00,54.7,45.7,66.7,26.3,47.7
2015-02-20 00:00:00,35.3,48.3,72.3,34.3,49.0
2015-02-20 03:00:00,34.7,45.0,64.0,30.0,58.7
2015-02-20 06:00:00,27.7,51.7,61.7,31.0,55.0
2015-02-20 09:00:00,28.3,53.7,58.7,27.7,50.3
2015-02-20 12:00:00,36.7,55.0,53.3,29.0,59.7
2015-02-20 15:00:00,37.0,42.3,44.0,19.7,43.7
2015-02-20 18:00:00,36.7,34.3,38.7,14.0,41.0
2015-02-20 21:00:00,49.0,33.7,48.3,29.0,38.0
2015-02-21 00:00:00,52.3,32.3,50.0,24.3,50.3
2015-02-21 03:00:00,46.3,33.7,46.7,19.7,46.3
2015-02-21 06:00:00,51.3,31.7,37.0,16.3,38.0
2015-02-21 09:00:00,50.7,20.3,21.3,12.7,34.3
2015-02-21 12:00:00,66.0,20.3,10.0,28.7,24.3
2015-02-21 15:00:00,57.0,17.7,14.0,32.7,14.0
2015-02-21 18:00:00,40.3,12.3,11.7,26.3,17.0
2015-02-21 21:00:00,46.3,11.7,14.3,,6.3
2015-02-22 00:00:00,58.7,9.7,18.7,47.3,6.0
2015-02-22 03:00:00,53.7,18.3,24.7,53.5,7.0
2015-02-22 06:00:00,60.7,11.0,20.7,,8.3
2015-02-22 09:00:00,62.3,7.7,6.0,,11.3
2015-02-22 12:00:00,53.7,10.3,10.3,,62.0
2015-02-22 15:00:00,60.0,81.7,78.0,,163.3
2015-02-22 18:00:00,108.0,167.0,164.3,,326.0
2015-02-22 21:00:00,145.0,226.3,231.0,,709.0
