날짜,종가,시가,고가,저가,변동 %
2017-06-21,11194.04,11063.7,11196.57,11040.34,118.0
2017-06-20,11063.7,11090.65,11130.8,11032.26,-24.0
2017-06-19,11090.65,10975.45,11104.05,10967.37,105.0
2017-06-16,10975.45,11018.85,11053.09,10954.62,-39.0
2017-06-15,11018.85,11100.74,11116.98,10989.29,-74.0
2017-06-14,11100.74,11285.34,11285.34,11077.44,-164.0
2017-06-13,11285.34,11313.58,11315.0,11216.72,-25.0
2017-06-12,11313.58,11303.03,11427.47,11270.52,9.0
2017-06-09,11303.03,11229.53,11387.92,11228.33,65.0
2017-06-08,11229.53,11134.71,11239.46,11105.51,85.0
2017-06-07,11134.71,11022.55,11160.29,11021.09,102.0
2017-06-06,11022.55,10930.34,11024.58,10906.37,84.0
2017-06-05,10930.34,11047.97,11047.97,10895.04,-106.0
2017-06-02,11047.97,11131.53,11148.02,11032.27,-75.0
2017-06-01,11131.53,11032.11,11135.53,10983.69,90.0
2017-05-31,11032.11,10992.12,11122.9,10948.66,36.0
2017-05-30,10992.12,10992.12,10992.12,10992.12,0.0
2017-05-29,10992.12,10992.12,10992.12,10992.12,0.0
2017-05-26,10992.12,11007.51,11050.58,10944.31,-14.000000000000002
2017-05-25,11007.51,10727.1,11024.56,10686.07,261.0
2017-05-24,10727.11,10742.14,10751.72,10612.47,-14.000000000000002
2017-05-23,10742.14,10586.93,10742.68,10564.42,147.0
2017-05-22,10586.93,10496.74,10595.07,10479.82,86.0
2017-05-19,10496.74,10459.22,10504.83,10453.44,36.0
2017-05-18,10459.22,10481.41,10481.41,10417.37,-21.0
2017-05-17,10481.41,10576.05,10576.05,10471.35,-89.0
2017-05-16,10576.05,10572.48,10577.81,10480.37,3.0
2017-05-15,10572.48,10549.52,10633.02,10549.52,22.0
2017-05-12,10549.52,10379.73,10553.19,10360.32,164.0
2017-05-11,10379.73,10304.03,10388.69,10254.96,73.0
2017-05-10,10304.03,10260.85,10360.31,10250.23,42.0
2017-05-09,10260.85,10267.32,10270.42,10204.27,-6.0
2017-05-08,10267.32,10269.78,10270.2,10174.79,-2.0
2017-05-05,10269.78,10291.48,10291.48,10183.23,-21.0
2017-05-04,10291.48,10315.54,10325.3,10261.6,-23.0
2017-05-03,10315.54,10345.74,10368.88,10288.79,-28.999999999999996
2017-05-02,10345.74,10390.58,10395.09,10329.43,-43.0
2017-05-01,10390.58,10390.58,10390.58,10390.58,0.0
2017-04-28,10390.58,10412.08,10420.77,10312.2,-21.0
2017-04-27,10412.08,10389.54,10414.3,10306.08,22.0
2017-04-26,10389.54,10382.54,10458.39,10375.68,7.000000000000001
2017-04-25,10382.54,10327.27,10388.48,10312.63,54.0
2017-04-24,10327.27,10380.3,10380.3,10263.45,-51.0
2017-04-21,10380.3,10322.77,10391.87,10307.82,56.00000000000001
2017-04-20,10322.77,10266.77,10327.8,10262.21,55.00000000000001
2017-04-19,10266.77,10321.0,10321.06,10216.21,-53.0
2017-04-18,10321.0,10380.71,10381.26,10320.77,-57.99999999999999
2017-04-17,10380.71,10366.47,10387.52,10285.26,14.000000000000002
2017-04-14,10366.47,10435.13,10442.72,10323.26,-66.0
2017-04-13,10435.13,10465.09,10465.09,10416.12,-28.999999999999996
2017-04-12,10465.09,10472.66,10493.18,10393.06,-7.000000000000001
2017-04-11,10472.66,10468.53,10493.79,10345.32,4.0
2017-04-10,10468.53,10516.06,10527.54,10459.19,-45.0
2017-04-07,10516.06,10530.75,10544.45,10484.15,-14.000000000000002
2017-04-06,10530.75,10500.5,10548.58,10464.11,28.999999999999996
2017-04-05,10500.5,10407.13,10505.58,10406.09,90.0
2017-04-03,10407.13,10407.13,10407.13,10407.13,0.0
2017-03-31,10407.13,10341.59,10414.47,10321.2,63.0
2017-03-30,10341.59,10380.01,10397.01,10292.28,-37.0
2017-03-29,10380.01,10396.89,10427.41,10364.93,-16.0
2017-03-28,10396.89,10424.99,10444.98,10377.64,-27.0
2017-03-27,10424.99,10433.36,10506.42,10409.14,-8.0
2017-03-24,10433.36,10349.97,10469.9,10343.31,81.0
2017-03-23,10349.97,10315.71,10383.17,10289.1,33.0
2017-03-22,10315.71,10398.22,10398.22,10272.21,-79.0
2017-03-21,10398.22,10352.87,10400.16,10351.87,44.0
2017-03-20,10352.87,10346.3,10384.76,10299.21,6.0
2017-03-17,10346.3,10450.31,10465.93,10327.09,-100.0
2017-03-16,10450.31,10413.44,10494.05,10413.44,35.0
2017-03-15,10413.44,10403.97,10417.84,10367.48,9.0
2017-03-14,10403.97,10404.4,10422.99,10383.58,0.0
2017-03-13,10404.4,10326.07,10405.52,10286.85,76.0
2017-03-10,10326.07,10340.53,10350.17,10311.38,-14.000000000000002
2017-03-09,10340.53,10401.46,10401.46,10294.68,-59.0
2017-03-08,10401.46,10405.97,10423.07,10379.71,-4.0
2017-03-07,10405.97,10368.44,10407.52,10358.51,36.0
2017-03-06,10368.44,10348.62,10399.06,10333.48,19.0
2017-03-03,10348.62,10371.55,10371.55,10311.44,-22.0
2017-03-02,10371.55,10447.99,10481.06,10365.79,-73.0
2017-03-01,10447.99,10440.04,10498.89,10433.53,8.0
2017-02-28,10440.04,10433.74,10482.4,10418.47,6.0
2017-02-27,10433.74,10528.76,10529.12,10412.6,-90.0
2017-02-24,10528.76,10541.69,10541.69,10483.69,-12.0
2017-02-23,10541.69,10587.83,10608.33,10507.35,-44.0
2017-02-22,10587.83,10580.08,10596.8,10551.01,7.000000000000001
2017-02-21,10580.08,10573.98,10640.71,10564.07,6.0
2017-02-20,10573.98,10414.3,10584.51,10413.28,153.0
2017-02-17,10414.3,10471.69,10525.72,10405.47,-55.00000000000001
2017-02-16,10471.69,10443.68,10475.66,10421.0,27.0
2017-02-15,10443.68,10423.43,10494.01,10420.07,19.0
2017-02-14,10423.43,10451.53,10462.41,10395.91,-27.0
2017-02-13,10451.53,10383.54,10474.35,10383.54,65.0
2017-02-10,10383.54,10319.96,10409.09,10319.81,62.0
2017-02-09,10319.96,10280.73,10365.66,10268.97,38.0
2017-02-08,10280.73,10243.2,10282.75,10186.3,37.0
2017-02-07,10243.2,10271.53,10289.26,10219.44,-28.000000000000004
2017-02-06,10271.53,10253.79,10311.33,10244.23,17.0
2017-02-03,10253.79,10361.64,10384.75,10249.07,-104.0
2017-01-26,10361.64,10331.03,10399.16,10331.03,30.0
2017-01-25,10331.03,10309.98,10333.09,10279.13,20.0
2017-01-24,10309.98,10271.73,10328.34,10261.77,37.0
2017-01-23,10271.73,10273.21,10324.28,10247.84,-1.0
2017-01-20,10273.21,10220.52,10285.1,10214.13,52.0
2017-01-19,10220.52,10251.19,10279.52,10198.73,-30.0
2017-01-18,10251.19,10185.2,10278.1,10181.73,65.0
2017-01-17,10185.2,10205.33,10205.65,10148.85,-20.0
2017-01-16,10205.33,10102.11,10226.49,10011.03,102.0
2017-01-13,10102.11,10045.99,10135.45,10033.48,56.00000000000001
2017-01-12,10045.99,10059.97,10107.75,10037.1,-14.000000000000002
2017-01-11,10059.97,10095.79,10127.03,10051.98,-35.0
2017-01-10,10095.79,10120.27,10132.69,10089.53,-24.0
2017-01-09,10120.27,10083.43,10138.38,10074.44,37.0
2017-01-06,10083.43,10133.7,10149.65,10078.9,-50.0
2017-01-05,10133.7,10136.83,10152.23,10118.51,-3.0
2017-01-04,10136.83,10065.2,10147.63,10050.72,71.0
2017-01-03,10065.2,9970.3,10078.24,9970.3,-2372.0
2017-01-01,13195.72,13195.72,13195.72,13195.72,3235.0
2016-12-30,9970.3,9915.66,9974.21,9914.51,55.00000000000001
2016-12-29,9915.66,9921.46,9943.51,9876.33,-6.0
2016-12-28,9921.46,9966.98,9980.94,9890.51,-46.0
2016-12-27,9966.98,9994.29,10015.82,9965.06,-27.0
2016-12-26,9994.29,9929.06,9997.37,9815.17,66.0
2016-12-23,9929.06,9984.17,9985.93,9896.95,-55.00000000000001
2016-12-22,9984.17,10014.06,10014.06,9945.73,-30.0
2016-12-21,10014.06,9947.65,10036.28,9947.65,67.0
2016-12-20,9947.65,10020.54,10031.94,9878.43,-73.0
2016-12-19,10020.54,10075.19,10075.38,10008.12,-54.0
2016-12-16,10075.19,10096.5,10123.25,10049.5,-21.0
2016-12-15,10096.5,10326.81,10326.81,10061.56,-223.0
2016-12-14,10326.81,10369.66,10432.79,10323.32,-41.0
2016-12-13,10369.66,10442.81,10442.81,10311.53,-70.0
2016-12-12,10442.81,10551.92,10614.56,10355.21,-103.0
2016-12-09,10551.92,10391.49,10597.38,10366.87,154.0
2016-12-08,10391.49,10372.98,10427.14,10362.76,18.0
2016-12-07,10372.98,10356.81,10375.86,10305.13,16.0
2016-12-06,10356.81,10369.04,10405.02,10349.84,-12.0
2016-12-05,10369.04,10532.65,10532.65,10313.11,-155.0
2016-12-02,10532.65,10581.89,10584.49,10461.06,-47.0
2016-12-01,10581.89,10537.38,10651.96,10527.38,42.0
2016-11-30,10537.38,10653.9,10677.62,10502.58,-109.00000000000001
2016-11-29,10653.9,10508.31,10705.12,10467.72,139.0
2016-11-28,10508.31,10459.04,10605.76,10459.04,47.0
2016-11-25,10459.04,10339.77,10461.82,10305.26,114.99999999999999
2016-11-24,10339.77,10310.3,10400.07,10277.0,28.999999999999996
2016-11-23,10310.3,10240.61,10366.44,10240.61,68.0
2016-11-22,10240.61,10166.1,10257.52,10166.1,73.0
2016-11-21,10166.1,10046.6,10227.81,10037.76,119.0
2016-11-18,10046.6,10077.34,10110.05,10035.51,-31.0
2016-11-17,10077.34,10060.78,10080.63,10006.28,16.0
2016-11-16,10060.78,10074.05,10090.45,10037.95,-13.0
2016-11-15,10074.05,10092.05,10097.83,10050.83,-18.0
2016-11-14,10092.05,10058.52,10176.12,10033.16,33.0
2016-11-11,10058.52,9997.66,10087.65,9974.43,61.0
2016-11-10,9997.66,9891.89,10038.78,9891.89,107.0
2016-11-09,9891.89,9972.73,9973.4,9809.52,-81.0
2016-11-08,9972.73,9935.17,10019.3,9935.17,38.0
2016-11-07,9935.17,9920.65,9951.89,9897.47,15.0
2016-11-04,9920.65,9938.38,9982.0,9902.59,-18.0
2016-11-03,9938.38,9827.79,9976.51,9806.04,112.99999999999999
2016-11-02,9827.79,9911.61,9911.61,9819.75,-85.0
2016-11-01,9911.61,9851.94,9911.62,9835.16,61.0
2016-10-31,9851.94,9870.69,9871.58,9793.89,-19.0
2016-10-28,9870.69,9839.56,9932.91,9839.56,32.0
2016-10-27,9839.56,9865.21,9867.77,9810.15,-26.0
2016-10-26,9865.21,9921.01,9924.1,9857.69,-56.00000000000001
2016-10-25,9921.01,9940.57,9954.11,9893.55,-20.0
2016-10-24,9940.57,9830.77,10000.62,9826.01,112.00000000000001
2016-10-21,9830.77,9759.95,9849.16,9750.08,73.0
2016-10-20,9759.95,9748.03,9777.66,9739.4,12.0
2016-10-19,9748.03,9758.4,9785.99,9731.38,-11.0
2016-10-18,9758.4,9631.91,9763.9,9620.62,131.0
2016-10-17,9631.91,9703.09,9704.76,9615.51,-73.0
2016-10-14,9703.09,9677.0,9709.84,9653.9,27.0
2016-10-13,9677.0,9680.4,9699.64,9649.52,-4.0
2016-10-12,9680.4,9708.03,9708.53,9659.43,-28.000000000000004
2016-10-11,9708.03,9692.13,9723.91,9676.07,16.0
2016-10-10,9692.13,9598.73,9704.3,9598.73,97.0
2016-10-07,9598.73,9598.73,9598.73,9598.73,0.0
2016-10-03,9598.73,9598.73,9598.73,9598.73,0.0
2016-09-30,9598.73,9579.52,9621.57,9564.49,20.0
2016-09-29,9579.52,9534.09,9611.03,9534.09,48.0
2016-09-28,9534.09,9581.14,9584.41,9527.3,-49.0
2016-09-27,9581.14,9535.41,9581.65,9514.99,48.0
2016-09-26,9535.41,9659.31,9659.31,9533.74,-128.0
2016-09-23,9659.31,9678.62,9690.87,9654.14,-20.0
2016-09-22,9678.62,9610.3,9724.45,9610.3,71.0
2016-09-21,9610.3,9595.83,9630.69,9579.26,15.0
2016-09-20,9595.83,9621.73,9626.25,9582.19,-27.0
2016-09-19,9621.73,9557.45,9630.82,9556.4,67.0
2016-09-15,9557.45,9557.45,9557.45,9557.45,0.0
2016-09-14,9557.45,9644.09,9644.09,9542.39,-90.0
2016-09-13,9644.09,9669.61,9673.05,9616.56,-26.0
2016-09-12,9669.61,9811.74,9811.74,9585.63,-145.0
2016-09-09,9811.74,9844.64,9866.01,9808.84,-33.0
2016-09-08,9844.64,9846.1,9858.31,9822.43,-1.0
2016-09-07,9846.1,9835.3,9885.6,9822.65,11.0
2016-09-06,9835.3,9820.9,9879.73,9778.13,15.0
2016-09-05,9820.9,9804.58,9866.94,9799.38,17.0
2016-09-02,9804.58,9767.63,9813.22,9756.17,38.0
2016-09-01,9767.63,9811.09,9828.18,9763.27,-44.0
2016-08-31,9811.09,9771.55,9832.67,9757.89,40.0
2016-08-30,9771.55,9729.71,9796.35,9728.24,43.0
2016-08-29,9729.71,9743.45,9747.54,9682.37,-14.000000000000002
2016-08-26,9743.45,9761.43,9796.0,9728.27,-18.0
2016-08-25,9761.43,9798.07,9798.07,9685.45,-37.0
2016-08-24,9798.07,9844.26,9851.58,9777.0,-47.0
2016-08-23,9844.26,9814.47,9911.06,9803.67,30.0
2016-08-22,9814.47,9863.87,9877.54,9803.56,-50.0
2016-08-19,9863.87,9842.22,9883.87,9789.31,22.0
2016-08-18,9842.22,9891.17,9970.32,9802.78,-49.0
2016-08-17,9891.17,9892.85,9967.34,9849.52,-2.0
2016-08-16,9892.85,10027.96,10089.03,9873.1,-135.0
2016-08-15,10027.96,9763.97,10123.12,9763.97,270.0
2016-08-12,9763.97,9571.07,9764.24,9567.67,202.0
2016-08-11,9571.07,9520.12,9693.13,9510.18,54.0
2016-08-10,9520.12,9539.48,9556.22,9514.81,-20.0
2016-08-09,9539.48,9474.17,9545.78,9466.88,69.0
2016-08-08,9474.17,9434.57,9475.59,9384.94,42.0
2016-08-05,9434.57,9408.63,9480.97,9383.96,28.000000000000004
2016-08-04,9408.63,9424.85,9431.34,9357.77,-17.0
2016-08-03,9424.85,9436.41,9438.42,9381.29,-12.0
2016-08-02,9436.41,9437.47,9452.77,9395.0,-1.0
2016-08-01,9437.47,9457.03,9470.32,9391.0,-21.0
2016-07-29,9457.03,9470.55,9491.96,9440.32,-14.000000000000002
2016-07-28,9470.55,9516.33,9516.99,9442.19,-48.0
2016-07-27,9516.33,9542.21,9555.95,9321.99,-27.0
2016-07-26,9542.21,9447.09,9544.15,9430.93,101.0
2016-07-25,9447.09,9450.34,9487.9,9422.16,-3.0
2016-07-22,9450.34,9542.04,9543.89,9437.46,-96.0
2016-07-21,9542.04,9485.83,9575.48,9484.65,59.0
2016-07-20,9485.83,9526.56,9532.79,9473.06,-43.0
2016-07-19,9526.56,9591.97,9617.7,9478.33,-68.0
2016-07-18,9591.97,9594.54,9667.84,9570.78,-3.0
2016-07-15,9594.54,9572.7,9616.03,9562.21,23.0
2016-07-14,9572.7,9592.65,9596.01,9529.14,-21.0
2016-07-13,9592.65,9609.62,9699.99,9567.45,-18.0
2016-07-12,9609.62,9431.5,9614.5,9431.5,189.0
2016-07-11,9431.5,9400.07,9513.16,9393.27,33.0
2016-07-08,9400.07,9475.83,9475.83,9387.39,-80.0
2016-07-07,9475.83,9494.22,9497.5,9426.49,-19.0
2016-07-06,9494.22,9492.54,9509.41,9423.9,2.0
2016-07-05,9492.54,9485.8,9512.13,9464.86,7.000000000000001
2016-07-04,9485.8,9343.52,9518.88,9315.39,152.0
2016-07-01,9343.52,9316.31,9370.17,9313.93,28.999999999999996
2016-06-30,9316.31,9324.02,9352.33,9306.99,-8.0
2016-06-29,9324.02,9235.74,9330.74,9235.74,96.0
2016-06-28,9235.74,9210.57,9242.31,9160.26,27.0
2016-06-27,9210.57,9127.61,9211.47,9106.55,91.0
2016-06-24,9127.61,9253.28,9279.34,9026.43,-136.0
2016-06-23,9253.28,9302.17,9303.67,9222.34,-53.0
2016-06-22,9302.17,9248.71,9305.45,9227.31,57.99999999999999
2016-06-21,9248.71,9249.57,9356.8,9231.08,-1.0
2016-06-20,9249.57,9234.24,9279.06,9202.78,17.0
2016-06-17,9234.24,9427.49,9512.9,9234.24,-204.99999999999997
2016-06-16,9427.49,9478.21,9478.21,9417.07,-54.0
2016-06-15,9478.21,9438.67,9508.82,9349.43,42.0
2016-06-14,9438.67,9388.24,9456.12,9371.92,54.0
2016-06-13,9388.24,9573.97,9573.97,9384.91,-194.0
2016-06-08,9573.97,9599.31,9599.31,9540.81,-26.0
2016-06-07,9599.31,9594.7,9624.9,9580.52,5.0
2016-06-06,9594.7,9655.5,9656.03,9574.81,-63.0
2016-06-03,9655.5,9596.97,9672.06,9583.35,61.0
2016-06-02,9596.97,9610.53,9632.55,9570.63,-14.000000000000002
2016-06-01,9610.53,9670.95,9694.41,9608.69,-62.0
2016-05-31,9670.95,9426.3,9681.73,9426.15,260.0
2016-05-30,9426.3,9348.53,9428.95,9318.03,83.0
2016-05-27,9348.53,9353.94,9368.39,9328.55,-6.0
2016-05-26,9353.94,9337.34,9385.6,9304.24,18.0
2016-05-25,9337.34,9308.98,9380.72,9308.98,30.0
2016-05-24,9308.98,9368.72,9368.72,9293.72,-64.0
2016-05-23,9368.72,9374.01,9421.58,9352.43,-6.0
2016-05-20,9374.01,9339.91,9374.9,9305.42,37.0
2016-05-19,9339.91,9367.35,9382.56,9327.04,-28.999999999999996
2016-05-18,9367.35,9345.32,9380.47,9259.95,24.0
2016-05-17,9345.32,9370.86,9377.93,9318.32,-27.0
2016-05-16,9370.86,9348.82,9371.99,9305.71,24.0
2016-05-13,9348.82,9380.19,9398.84,9334.8,-33.0
2016-05-12,9380.19,9347.95,9397.35,9257.14,34.0
2016-05-11,9347.95,9314.77,9389.45,9305.6,36.0
2016-05-10,9314.77,9319.72,9367.14,9281.42,-5.0
2016-05-09,9319.72,9448.79,9448.79,9287.73,-137.0
2016-05-06,9448.79,9635.46,9637.97,9447.37,-194.0
2016-05-05,9635.46,9638.5,9645.97,9601.29,-3.0
2016-05-04,9638.5,9661.6,9666.35,9618.7,-24.0
2016-05-03,9661.6,9569.56,9698.56,9549.81,96.0
2016-04-29,9569.56,9594.77,9610.12,9559.92,-26.0
2016-04-28,9594.77,9607.68,9648.89,9551.5,-13.0
2016-04-27,9607.68,9647.94,9663.7,9600.29,-42.0
2016-04-26,9647.94,9617.12,9677.58,9584.89,32.0
2016-04-25,9617.12,9652.27,9652.4,9540.54,-36.0
2016-04-22,9652.27,9598.13,9669.97,9542.27,56.00000000000001
2016-04-21,9598.13,9607.36,9690.75,9514.21,-10.0
2016-04-20,9607.36,9657.35,9678.72,9370.63,-52.0
2016-04-19,9657.35,9637.56,9695.81,9627.32,21.0
2016-04-18,9637.56,9722.73,9722.73,9611.47,-88.0
2016-04-15,9722.73,9702.49,9757.67,9679.45,21.0
2016-04-14,9702.49,9673.83,9754.6,9655.93,30.0
2016-04-13,9673.83,9562.34,9777.75,9562.34,117.0
2016-04-12,9562.34,9580.45,9586.5,9527.88,-19.0
2016-04-11,9580.45,9485.94,9655.69,9485.94,100.0
2016-04-08,9485.94,9542.45,9542.45,9448.66,-59.0
2016-04-07,9542.45,9658.8,9695.38,9537.25,-120.0
2016-04-06,9658.8,9706.33,9706.33,9612.82,-49.0
2016-04-05,9706.33,9658.04,9733.41,9568.61,50.0
2016-04-01,9658.04,9614.12,9661.9,9484.72,46.0
2016-03-31,9614.12,9623.85,9671.25,9586.0,-10.0
2016-03-30,9623.85,9416.59,9635.16,9416.59,220.00000000000003
2016-03-29,9416.59,9476.58,9525.74,9393.03,-63.0
2016-03-28,9476.58,9581.59,9659.45,9452.21,-110.00000000000001
2016-03-25,9581.59,9537.5,9617.31,9530.15,46.0
2016-03-24,9537.5,9675.8,9675.8,9535.52,-143.0
2016-03-23,9675.8,9667.54,9724.26,9612.12,9.0
2016-03-22,9667.54,9743.3,9764.3,9643.33,-78.0
2016-03-21,9743.3,9531.39,9823.16,9531.39,222.00000000000003
2016-03-18,9531.39,9483.81,9624.56,9481.5,50.0
2016-03-17,9483.81,9492.54,9586.13,9408.64,-9.0
2016-03-16,9492.54,9348.03,9507.76,9295.74,155.0
2016-03-15,9348.03,9278.0,9366.78,9191.87,75.0
2016-03-14,9278.0,9236.49,9430.42,9236.49,45.0
2016-03-11,9236.49,9207.25,9239.03,9116.53,32.0
2016-03-10,9207.25,9387.79,9387.79,9203.48,-192.0
2016-03-09,9387.79,9406.78,9406.78,9175.2,-20.0
2016-03-08,9406.78,9382.38,9417.73,9107.15,26.0
2016-03-07,9382.38,9434.82,9481.65,9346.01,-56.00000000000001
2016-03-04,9434.82,9170.78,9458.43,9117.4,288.0
2016-03-03,9170.78,9146.56,9190.84,9084.46,26.0
2016-03-02,9146.56,8872.43,9159.52,8872.43,309.0
2016-03-01,8872.43,8756.88,8933.16,8709.33,132.0
2016-02-29,8756.88,8821.18,8821.82,8550.67,-73.0
2016-02-26,8821.18,8731.2,8864.83,8723.52,103.0
2016-02-25,8731.2,9153.77,9155.7,8697.4,-462.0
2016-02-24,9153.77,9096.06,9156.81,9026.7,63.0
2016-02-23,9096.06,9194.71,9194.71,9034.64,-107.0
2016-02-22,9194.71,8998.68,9237.47,8998.68,218.00000000000003
2016-02-19,8998.68,9016.81,9037.93,8958.13,-20.0
2016-02-18,9016.81,9048.34,9123.9,9007.26,-35.0
2016-02-17,9048.34,8993.09,9069.23,8966.75,61.0
2016-02-16,8993.09,8774.55,9011.99,8774.55,249.00000000000003
2016-02-15,8774.55,8851.03,8851.03,8628.05,-86.0
2016-02-05,8851.03,8872.83,8892.35,8822.2,-25.0
2016-02-04,8872.83,8779.94,8911.68,8779.94,106.0
2016-02-03,8779.94,8859.86,8859.86,8688.4,-90.0
2016-02-02,8859.86,8734.08,8901.5,8723.7,144.0
2016-02-01,8734.08,8887.48,8887.48,8655.96,-173.0
2016-01-29,8887.48,8643.35,8939.86,8639.03,282.0
2016-01-28,8643.35,8793.39,8825.69,8586.86,-171.0
2016-01-27,8793.39,8796.0,8885.54,8610.4,-3.0
2016-01-26,8796.0,9263.61,9263.61,8770.46,-505.0
2016-01-25,9263.61,9254.13,9302.21,9198.29,10.0
2016-01-22,9254.13,9174.4,9309.02,9106.72,87.0
2016-01-21,9174.4,9384.26,9475.93,9170.45,-224.00000000000003
2016-01-20,9384.26,9545.43,9545.43,9324.5,-169.0
2016-01-19,9545.43,9302.18,9574.18,9263.75,261.0
2016-01-18,9302.18,9314.24,9398.95,9179.94,-13.0
2016-01-15,9314.24,9573.67,9576.2,9266.94,-271.0
2016-01-14,9573.67,9465.21,9591.96,9250.05,114.99999999999999
2016-01-13,9465.21,9566.0,9669.15,9460.25,-105.0
2016-01-12,9566.0,9505.45,9640.87,9489.66,64.0
2016-01-11,9505.45,9906.67,9906.67,9503.75,-405.0
2016-01-08,9906.67,9750.36,10058.83,9648.7,160.0
2016-01-07,9750.36,10297.45,10297.45,9712.31,-531.0
2016-01-06,10297.45,10178.16,10314.27,10129.51,117.0
2016-01-05,10178.16,10101.04,10259.92,9903.94,76.0
2016-01-04,10101.04,10711.64,10711.64,10098.94,-570.0
2015-12-31,10711.64,10776.23,10780.67,10668.49,-60.0
2015-12-30,10776.23,10776.15,10781.7,10646.3,0.0
2015-12-29,10776.15,10683.51,10789.56,10653.15,87.0
2015-12-28,10683.51,10998.66,11042.15,10683.51,-287.0
2015-12-25,10998.66,10957.31,11012.24,10922.33,38.0
2015-12-24,10957.31,11036.81,11051.11,10853.94,-72.0
2015-12-23,11036.81,11001.04,11234.12,10989.47,33.0
2015-12-22,11001.04,11026.18,11040.84,10927.12,-23.0
2015-12-21,11026.18,10719.77,11082.52,10675.5,286.0
2015-12-18,10719.77,10621.09,10907.53,10595.41,93.0
2015-12-17,10621.09,10446.31,10681.28,10446.31,167.0
2015-12-16,10446.31,10488.25,10533.34,10424.47,-40.0
2015-12-15,10488.25,10592.76,10592.76,10445.38,-99.0
2015-12-14,10592.76,10304.99,10607.54,10191.45,279.0
2015-12-11,10304.99,10358.72,10360.65,10218.17,-52.0
2015-12-10,10358.72,10406.26,10566.71,10343.79,-46.0
2015-12-09,10406.26,10357.36,10456.29,10325.98,47.0
2015-12-08,10357.36,10496.05,10496.05,10319.96,-132.0
2015-12-07,10496.05,10514.53,10539.66,10420.14,-18.0
2015-12-04,10514.53,10778.29,10778.29,10509.01,-245.00000000000003
2015-12-03,10778.29,10724.75,10852.12,10580.52,50.0
2015-12-02,10724.75,10209.19,10750.63,10179.12,505.0
2015-12-01,10209.19,10148.1,10294.61,10053.64,60.0
2015-11-30,10148.1,10124.9,10199.35,9914.07,23.0
2015-11-27,10124.9,10628.97,10628.97,10063.75,-474.0
2015-11-26,10628.97,10676.33,10758.41,10626.53,-44.0
2015-11-25,10676.33,10636.36,10677.4,10559.42,38.0
2015-11-24,10636.36,10666.59,10666.59,10520.45,-28.000000000000004
2015-11-23,10666.59,10688.16,10776.75,10642.6,-20.0
2015-11-20,10688.16,10712.47,10763.8,10652.2,-23.0
2015-11-19,10712.47,10608.99,10712.47,10568.86,98.0
2015-11-18,10608.99,10648.75,10757.91,10579.28,-37.0
2015-11-17,10648.75,10622.73,10907.03,10622.73,24.0
2015-11-16,10622.73,10614.73,10622.73,10455.46,8.0
2015-11-13,10614.73,10745.12,10762.26,10601.97,-121.0
2015-11-12,10745.12,10886.92,10912.29,10699.38,-130.0
2015-11-11,10886.92,10968.44,10968.44,10750.86,-74.0
2015-11-10,10968.44,11024.94,11127.38,10867.55,-51.0
2015-11-09,11024.94,10850.5,11281.93,10849.89,161.0
2015-11-06,10850.5,10637.29,10882.03,10554.35,200.0
2015-11-05,10637.29,10326.31,10910.29,10291.21,301.0
2015-11-04,10326.31,9881.06,10339.69,9881.06,451.0
2015-11-03,9881.06,9924.42,9984.93,9855.4,-44.0
2015-11-02,9924.42,10048.23,10053.22,9922.94,-123.0
2015-10-30,10048.23,10020.88,10145.48,9975.72,27.0
2015-10-29,10020.88,10026.32,10087.13,9986.53,-5.0
2015-10-28,10026.32,10188.24,10188.24,10015.44,-159.0
2015-10-27,10188.24,10197.27,10206.27,9979.94,-9.0
2015-10-26,10197.27,10174.34,10333.67,10155.4,23.0
2015-10-23,10174.34,10107.49,10202.83,10069.48,66.0
2015-10-22,10107.49,10129.91,10131.15,9965.4,-22.0
2015-10-21,10129.91,10146.74,10300.34,9874.31,-17.0
2015-10-20,10146.74,10051.55,10149.35,9970.45,95.0
2015-10-19,10051.55,10072.61,10173.48,9986.34,-21.0
2015-10-16,10072.61,9978.19,10102.59,9978.19,95.0
2015-10-15,9978.19,9796.55,9978.29,9792.48,185.0
2015-10-14,9796.55,9878.54,9926.87,9791.55,-83.0
2015-10-13,9878.54,9945.4,9945.4,9829.18,-67.0
2015-10-12,9945.4,9646.1,10042.12,9645.73,310.0
2015-10-09,9646.1,9528.89,9674.03,9528.73,123.0
2015-10-08,9528.89,9329.07,9703.09,9329.07,214.0
2015-09-30,9329.07,9242.57,9392.45,9242.57,94.0
2015-09-29,9242.57,9427.7,9427.7,9182.81,-196.0
2015-09-28,9427.7,9477.7,9478.27,9328.96,-53.0
2015-09-25,9477.7,9523.04,9529.9,9350.94,-48.0
2015-09-24,9523.04,9486.77,9573.04,9450.36,38.0
2015-09-23,9486.77,9744.12,9744.12,9471.78,-264.0
2015-09-22,9744.12,9641.13,9837.22,9620.61,107.0
2015-09-21,9641.13,9570.67,9662.46,9476.88,74.0
2015-09-18,9570.67,9549.45,9682.01,9542.75,-139.0
2015-09-17,9705.86,9892.42,9977.15,9704.37,-189.0
2015-09-16,9892.42,9606.83,10038.0,9479.84,297.0
2015-09-15,9606.83,9821.24,9821.24,9488.8,-218.00000000000003
