날짜,cn_a50,cn_szse,cn_sha
2018-05-31,12343.42,10295.73,3095.47
2018-06-01,12274.66,10169.35,3075.14
2018-06-02,12274.66,10169.35,3075.14
2018-06-03,12274.66,10169.35,3075.14
2018-06-04,12530.97,10204.32,3091.19
2018-06-05,12614.73,10385.61,3114.21
2018-06-06,12542.38,10365.13,3115.18
2018-06-07,12554.01,10313.85,3109.5
2018-06-08,12371.03,10205.52,3067.15
2018-06-09,12371.03,10205.52,3067.15
2018-06-10,12371.03,10205.52,3067.15
2018-06-11,12433.08,10175.35,3052.78
2018-06-12,12592.09,10315.28,3079.8
2018-06-13,12514.39,10161.65,3049.8
2018-06-14,12485.06,10084.18,3044.16
2018-06-15,12482.79,9943.13,3021.9
2018-06-16,12482.79,9943.13,3021.9
2018-06-17,12482.79,9943.13,3021.9
2018-06-18,12482.79,9943.13,3021.9
2018-06-19,12161.89,9414.76,2907.82
2018-06-20,12195.81,9501.34,2915.73
2018-06-21,12103.08,9316.68,2875.81
2018-06-22,12102.48,9409.95,2889.76
2018-06-23,12102.48,9409.95,2889.76
2018-06-24,12102.48,9409.95,2889.76
2018-06-25,11884.76,9324.83,2859.34
2018-06-26,11737.14,9339.37,2844.51
2018-06-27,11440.42,9168.66,2813.18
2018-06-28,11310.48,9071.73,2786.9
2018-06-29,11585.03,9379.47,2847.42
2018-06-30,11585.03,9379.47,2847.42
2018-07-01,11585.03,9379.47,2847.42
2018-07-02,11135.08,9179.8,2775.56
2018-07-03,11118.74,9221.54,2786.89
2018-07-04,10980.68,9035.49,2759.13
2018-07-05,11011.6,8862.18,2733.88
2018-07-06,11146.71,8911.34,2747.23
2018-07-07,11146.71,8911.34,2747.23
2018-07-08,11146.71,8911.34,2747.23
2018-07-09,11493.86,9160.62,2815.11
2018-07-10,11483.47,9205.43,2827.63
2018-07-11,11302.47,9023.82,2777.77
2018-07-12,11507.56,9273.61,2837.66
2018-07-13,11514.19,9326.97,2831.18
2018-07-14,11514.19,9326.97,2831.18
2018-07-15,11514.19,9326.97,2831.18
2018-07-16,11382.77,9317.36,2814.04
2018-07-17,11266.37,9285.16,2798.13
2018-07-18,11200.19,9195.24,2787.26
2018-07-19,11260.11,9148.78,2772.55
2018-07-20,11553.2,9251.48,2829.27
2018-07-21,11553.2,9251.48,2829.27
2018-07-22,11553.2,9251.48,2829.27
2018-07-23,11673.46,9314.3,2859.54
2018-07-24,11856.56,9465.8,2905.56
2018-07-25,11843.75,9463.76,2903.65
2018-07-26,11699.01,9352.25,2882.23
2018-07-27,11676.03,9295.93,2873.59
2018-07-28,11676.03,9295.93,2873.59
2018-07-29,11676.03,9295.93,2873.59
2018-07-30,11730.78,9181.94,2869.05
2018-07-31,11746.76,9178.78,2876.4
2018-08-01,11471.77,9005.37,2824.53
2018-08-02,11198.84,8780.56,2768.02
2018-08-03,11055.51,8602.12,2740.44
2018-08-04,11055.51,8602.12,2740.44
2018-08-05,11055.51,8602.12,2740.44
2018-08-06,11019.84,8422.84,2705.16
2018-08-07,11351.49,8674.03,2779.37
2018-08-08,11172.89,8499.22,2744.07
2018-08-09,11462.46,8752.2,2794.38
2018-08-10,11460.92,8813.49,2795.31
2018-08-11,11460.92,8813.49,2795.31
2018-08-12,11460.92,8813.49,2795.31
2018-08-13,11342.54,8844.86,2785.87
2018-08-14,11283.49,8784.9,2780.96
2018-08-15,11005.23,8581.18,2723.26
2018-08-16,10985.59,8500.42,2705.19
2018-08-17,10854.31,8357.04,2668.97
2018-08-18,10854.31,8357.04,2668.97
2018-08-19,10854.31,8357.04,2668.97
2018-08-20,11033.05,8414.15,2698.47
2018-08-21,11247.87,8549.06,2733.83
2018-08-22,11219.76,8454.75,2714.61
2018-08-23,11240.33,8501.39,2724.62
2018-08-24,11282.06,8484.74,2729.43
2018-08-25,11282.06,8484.74,2729.43
2018-08-26,11282.06,8484.74,2729.43
2018-08-27,11549.68,8728.56,2780.9
2018-08-28,11502.63,8733.75,2777.98
2018-08-29,11456.68,8678.26,2769.29
2018-08-30,11329.92,8552.8,2737.74
2018-08-31,11304.44,8465.47,2725.25
2018-09-01,11304.44,8465.47,2725.25
2018-09-02,11304.44,8465.47,2725.25
2018-09-03,11264.98,8455.55,2720.73
2018-09-04,11435.41,8554.44,2750.58
2018-09-05,11150.65,8402.51,2704.34
2018-09-06,11008.23,8324.16,2691.59
2018-09-07,11089.41,8322.36,2702.3
2018-09-08,11089.41,8322.36,2702.3
2018-09-09,11089.41,8322.36,2702.3
2018-09-10,10992.96,8158.49,2669.48
2018-09-11,10941.09,8168.1,2664.8
2018-09-12,10843.34,8111.16,2656.11
2018-09-13,10989.36,8163.76,2686.58
2018-09-14,11056.57,8113.88,2681.64
2018-09-15,11056.57,8113.88,2681.64
2018-09-16,11056.57,8113.88,2681.64
2018-09-17,10958.36,7999.35,2651.79
2018-09-18,11184.11,8133.22,2699.95
2018-09-19,11339.41,8248.12,2730.85
2018-09-20,11336.18,8233.89,2729.24
2018-09-21,11755.58,8409.18,2797.48
2018-09-22,11755.58,8409.18,2797.48
2018-09-23,11755.58,8409.18,2797.48
2018-09-24,11755.58,8409.18,2797.48
2018-09-25,11608.44,8353.38,2781.14
2018-09-26,11763.24,8420.54,2806.81
2018-09-27,11734.93,8334.75,2791.77
2018-09-28,11873.28,8401.09,2821.35
2018-09-29,11873.28,8401.09,2821.35
2018-09-30,11873.28,8401.09,2821.35
2018-10-01,11873.28,8401.09,2821.35
2018-10-02,11873.28,8401.09,2821.35
2018-10-03,11873.28,8401.09,2821.35
2018-10-04,11873.28,8401.09,2821.35
2018-10-05,11873.28,8401.09,2821.35
2018-10-06,11873.28,8401.09,2821.35
2018-10-07,11873.28,8401.09,2821.35
2018-10-08,11302.58,8060.83,2716.51
2018-10-09,11320.23,8046.39,2721.01
2018-10-10,11298.99,8010.69,2725.84
2018-10-11,10853.7,7524.09,2583.46
2018-10-12,11121.25,7558.28,2606.91
2018-10-13,11121.25,7558.28,2606.91
2018-10-14,11121.25,7558.28,2606.91
2018-10-15,10989.82,7444.48,2568.1
2018-10-16,11013.23,7298.98,2546.33
2018-10-17,11081.47,7365.21,2561.61
2018-10-18,10819.68,7187.49,2486.42
2018-10-19,11185.56,7387.74,2550.47
2018-10-20,11185.56,7387.74,2550.47
2018-10-21,11185.56,7387.74,2550.47
2018-10-22,11595.03,7748.82,2654.88
2018-10-23,11239.46,7574.99,2594.83
2018-10-24,11298.93,7545.11,2603.3
2018-10-25,11337.34,7529.41,2603.8
2018-10-26,11276.26,7504.72,2598.85
2018-10-27,11276.26,7504.72,2598.85
2018-10-28,11276.26,7504.72,2598.85
2018-10-29,10836.34,7322.24,2542.1
2018-10-30,10925.78,7375.23,2568.05
2018-10-31,11086.38,7482.83,2602.78
2018-11-01,11155.27,7567.79,2606.24
2018-11-02,11542.51,7867.54,2676.48
2018-11-03,11542.51,7867.54,2676.48
2018-11-04,11542.51,7867.54,2676.48
2018-11-05,11396.01,7839.08,2665.43
2018-11-06,11320.56,7791.25,2659.36
2018-11-07,11253.2,7752.04,2641.34
2018-11-08,11277.67,7698.02,2635.63
2018-11-09,11020.7,7648.55,2598.87
2018-11-10,11020.7,7648.55,2598.87
2018-11-11,11020.7,7648.55,2598.87
2018-11-12,11074.73,7832.29,2630.52
2018-11-13,11169.84,7963.66,2654.88
2018-11-14,11021.54,7908.55,2632.24
2018-11-15,11135.18,8002.1,2668.17
2018-11-16,11157.5,8062.29,2679.11
2018-11-17,11157.5,8062.29,2679.11
2018-11-18,11157.5,8062.29,2679.11
2018-11-19,11304.79,8108.85,2703.51
2018-11-20,11082.2,7879.52,2645.85
2018-11-21,11099.54,7908.47,2651.51
2018-11-22,11044.41,7893.99,2645.43
2018-11-23,10878.46,7636.7,2579.48
2018-11-24,10878.46,7636.7,2579.48
2018-11-25,10878.46,7636.7,2579.48
2018-11-26,10902.17,7615.91,2575.81
2018-11-27,10848.48,7635.16,2574.68
2018-11-28,10989.38,7757.07,2601.74
2018-11-29,10885.08,7597.01,2567.44
2018-11-30,11001.01,7681.75,2588.19
2018-12-01,11001.01,7681.75,2588.19
2018-12-02,11001.01,7681.75,2588.19
2018-12-03,11290.71,7938.47,2654.8
2018-12-04,11288.61,7953.72,2665.96
2018-12-05,11219.56,7928.51,2649.81
2018-12-06,11001.7,7735.05,2605.18
2018-12-07,10991.05,7733.89,2605.89
2018-12-08,10991.05,7733.89,2605.89
2018-12-09,10991.05,7733.89,2605.89
2018-12-10,10869.08,7624.86,2584.58
2018-12-11,10917.85,7685.4,2594.09
2018-12-12,10972.64,7698.02,2602.15
2018-12-13,11154.25,7808.04,2634.05
2018-12-14,11006.93,7629.65,2593.74
2018-12-15,11006.93,7629.65,2593.74
2018-12-16,11006.93,7629.65,2593.74
2018-12-17,11008.28,7592.65,2597.97
2018-12-18,10870.86,7530.32,2576.65
2018-12-19,10745.69,7418.69,2549.56
2018-12-20,10594.72,7426.44,2536.27
2018-12-21,10446.1,7337.6,2516.25
2018-12-22,10446.1,7337.6,2516.25
2018-12-23,10446.1,7337.6,2516.25
2018-12-24,10439.95,7392.56,2527.01
2018-12-25,10392.72,7332.35,2504.82
2018-12-26,10325.4,7289.55,2498.29
2018-12-27,10298.39,7215.34,2483.09
2018-12-28,10387.55,7239.79,2493.9
2018-12-29,10387.55,7239.79,2493.9
2018-12-30,10387.55,7239.79,2493.9
2018-12-31,10387.55,7239.79,2493.9
2019-01-01,10387.55,7239.79,2493.9
2019-01-02,10251.55,7149.27,2465.29
2019-01-03,10281.72,7089.44,2464.36
2019-01-04,10485.65,7284.84,2514.87
2019-01-05,10485.65,7284.84,2514.87
2019-01-06,10485.65,7284.84,2514.87
2019-01-07,10480.62,7400.2,2533.09
2019-01-08,10447.42,7391.65,2526.46
2019-01-09,10594.45,7447.93,2544.34
2019-01-10,10599.65,7428.61,2535.1
2019-01-11,10700.29,7474.01,2553.83
2019-01-12,10700.29,7474.01,2553.83
2019-01-13,10700.29,7474.01,2553.83
2019-01-14,10595.62,7409.2,2535.77
2019-01-15,10825.84,7547.35,2570.34
2019-01-16,10854.49,7540.45,2570.42
2019-01-17,10802.58,7470.36,2559.64
2019-01-18,11029.99,7581.39,2596.01
2019-01-19,11029.99,7581.39,2596.01
2019-01-20,11029.99,7581.39,2596.01
2019-01-21,11094.28,7626.24,2610.51
2019-01-22,10948.74,7516.79,2579.7
2019-01-23,10938.54,7523.77,2581.0
2019-01-24,11018.51,7573.52,2591.69
2019-01-25,11168.29,7595.45,2601.72
2019-01-26,11168.29,7595.45,2601.72
2019-01-27,11168.29,7595.45,2601.72
2019-01-28,11167.0,7589.58,2596.98
2019-01-29,11272.27,7551.3,2594.25
2019-01-30,11194.69,7470.47,2575.58
2019-01-31,11426.68,7479.22,2584.57
2019-02-01,11496.77,7684.0,2618.23
2019-02-02,11496.77,7684.0,2618.23
2019-02-03,11496.77,7684.0,2618.23
2019-02-04,11496.77,7684.0,2618.23
2019-02-05,11496.77,7684.0,2618.23
2019-02-06,11496.77,7684.0,2618.23
2019-02-07,11496.77,7684.0,2618.23
2019-02-08,11496.77,7684.0,2618.23
2019-02-09,11496.77,7684.0,2618.23
2019-02-10,11496.77,7684.0,2618.23
2019-02-11,11640.82,7919.05,2653.9
2019-02-12,11649.51,8010.07,2671.89
2019-02-13,11848.0,8171.21,2721.07
2019-02-14,11847.81,8219.96,2719.7
2019-02-15,11562.03,8125.63,2682.39
2019-02-16,11562.03,8125.63,2682.39
2019-02-17,11562.03,8125.63,2682.39
2019-02-18,11864.75,8446.92,2754.36
2019-02-19,11844.47,8440.87,2755.65
2019-02-20,11896.06,8473.43,2761.22
2019-02-21,11832.19,8451.71,2751.8
2019-02-22,12009.64,8651.2,2804.23
2019-02-23,12009.64,8651.2,2804.23
2019-02-24,12009.64,8651.2,2804.23
2019-02-25,12735.12,9134.58,2961.28
2019-02-26,12451.37,9089.04,2941.52
2019-02-27,12525.09,9005.77,2953.82
2019-02-28,12515.41,9031.93,2940.95
2019-03-01,12879.6,9167.65,2994.01
2019-03-02,12879.6,9167.65,2994.01
2019-03-03,12879.6,9167.65,2994.01
2019-03-04,12976.06,9384.42,3027.58
2019-03-05,12960.37,9595.74,3054.25
2019-03-06,13005.02,9700.49,3102.1
2019-03-07,12738.28,9678.11,3106.42
2019-03-08,12298.11,9363.72,2969.86
2019-03-09,12298.11,9363.72,2969.86
2019-03-10,12298.11,9363.72,2969.86
2019-03-11,12414.46,9704.33,3026.99
2019-03-12,12450.12,9841.24,3060.31
2019-03-13,12471.26,9592.06,3026.95
2019-03-14,12510.0,9417.93,2990.68
2019-03-15,12651.86,9550.54,3021.75
2019-03-16,12651.86,9550.54,3021.75
2019-03-17,12651.86,9550.54,3021.75
2019-03-18,12996.48,9843.43,3096.42
2019-03-19,12903.6,9839.74,3090.97
2019-03-20,12924.56,9800.6,3090.64
2019-03-21,12862.07,9869.8,3101.45
2019-03-22,12835.38,9879.22,3104.15
2019-03-23,12835.38,9879.22,3104.15
2019-03-24,12835.38,9879.22,3104.15
2019-03-25,12460.16,9701.7,3043.03
2019-03-26,12441.19,9513.0,2997.1
2019-03-27,12623.23,9609.44,3022.72
2019-03-28,12598.19,9546.51,2994.94
2019-03-29,13094.88,9906.86,3090.76
2019-03-30,13094.88,9906.86,3090.76
2019-03-31,13094.88,9906.86,3090.76
2019-04-01,13353.45,10267.7,3170.36
2019-04-02,13325.67,10260.36,3176.82
2019-04-03,13447.63,10340.51,3216.3
2019-04-04,13610.36,10415.8,3246.57
2019-04-05,13610.36,10415.8,3246.57
2019-04-06,13610.36,10415.8,3246.57
2019-04-07,13610.36,10415.8,3246.57
2019-04-08,13649.02,10351.87,3244.81
2019-04-09,13760.21,10436.62,3239.66
2019-04-10,13835.67,10435.08,3241.93
2019-04-11,13570.37,10158.4,3189.96
2019-04-12,13520.09,10132.34,3188.63
2019-04-13,13520.09,10132.34,3188.63
2019-04-14,13520.09,10132.34,3188.63
2019-04-15,13572.26,10053.76,3177.79
2019-04-16,14026.56,10287.64,3253.6
2019-04-17,13987.39,10344.43,3263.12
2019-04-18,13940.17,10287.67,3250.2
2019-04-19,14169.02,10418.24,3270.8
2019-04-20,14169.02,10418.24,3270.8
2019-04-21,14169.02,10418.24,3270.8
2019-04-22,13785.6,10224.31,3215.04
2019-04-23,13834.84,10124.66,3198.59
2019-04-24,13813.44,10236.27,3201.61
2019-04-25,13590.52,9907.62,3123.83
2019-04-26,13413.76,9780.82,3086.4
2019-04-27,13413.76,9780.82,3086.4
2019-04-28,13413.76,9780.82,3086.4
2019-04-29,13659.62,9622.49,3062.5
2019-04-30,13662.98,9674.53,3078.34
2019-05-01,13662.98,9674.53,3078.34
2019-05-02,13662.98,9674.53,3078.34
2019-05-03,13662.98,9674.53,3078.34
2019-05-04,13662.98,9674.53,3078.34
2019-05-05,13662.98,9674.53,3078.34
2019-05-06,12985.2,8943.52,2906.46
2019-05-07,13051.85,9089.46,2926.39
2019-05-08,12823.4,9002.53,2893.76
2019-05-09,12549.95,8877.31,2850.95
2019-05-10,13006.13,9235.39,2939.21
2019-05-11,13006.13,9235.39,2939.21
2019-05-12,13006.13,9235.39,2939.21
2019-05-13,12797.68,9103.36,2903.71
2019-05-14,12722.12,9038.36,2883.61
2019-05-15,13040.83,9259.03,2938.68
2019-05-16,13065.73,9293.32,2955.71
2019-05-17,12817.62,9000.19,2882.3
2019-05-18,12817.62,9000.19,2882.3
2019-05-19,12817.62,9000.19,2882.3
2019-05-20,12726.14,8916.11,2870.6
2019-05-21,12831.82,9087.52,2905.97
2019-05-22,12761.45,9041.22,2891.7
2019-05-23,12537.47,8809.53,2852.52
2019-05-24,12635.06,8776.77,2852.99
2019-05-25,12635.06,8776.77,2852.99
2019-05-26,12635.06,8776.77,2852.99
2019-05-27,12716.78,8979.83,2892.38
2019-05-28,12854.29,9035.69,2909.91
2019-05-29,12861.7,9010.36,2914.7
2019-05-30,12794.15,8943.35,2905.81
2019-05-31,12722.47,8922.69,2898.7
2019-06-01,12722.47,8922.69,2898.7
2019-06-02,12722.47,8922.69,2898.7
2019-06-03,12776.4,8856.99,2890.08
2019-06-04,12664.62,8748.27,2862.28
2019-06-05,12691.81,8746.05,2861.42
2019-06-06,12622.15,8584.94,2827.8
2019-06-07,12622.15,8584.94,2827.8
2019-06-08,12622.15,8584.94,2827.8
2019-06-09,12622.15,8584.94,2827.8
2019-06-10,12825.65,8711.79,2852.13
2019-06-11,13147.55,9037.67,2925.72
2019-06-12,13058.69,8954.72,2909.38
2019-06-13,13027.14,8951.61,2910.74
2019-06-14,12975.72,8810.13,2881.97
2019-06-15,12975.72,8810.13,2881.97
2019-06-16,12975.72,8810.13,2881.97
2019-06-17,12990.04,8780.87,2887.62
2019-06-18,13054.51,8804.32,2890.16
2019-06-19,13219.2,8925.73,2917.8
2019-06-20,13669.97,9134.96,2987.12
2019-06-21,13608.1,9214.27,3001.98
2019-06-22,13608.1,9214.27,3001.98
2019-06-23,13608.1,9214.27,3001.98
2019-06-24,13666.74,9212.12,3008.15
2019-06-25,13470.68,9118.1,2982.07
2019-06-26,13443.26,9122.43,2976.28
2019-06-27,13614.99,9239.48,2996.79
2019-06-28,13589.98,9178.31,2978.88
2019-06-29,13589.98,9178.31,2978.88
2019-06-30,13589.98,9178.31,2978.88
2019-07-01,13983.4,9530.46,3044.9
2019-07-02,13981.27,9545.52,3043.94
2019-07-03,13821.89,9419.84,3015.26
2019-07-04,13785.02,9368.3,3005.25
2019-07-05,13864.53,9443.22,3011.06
2019-07-06,13864.53,9443.22,3011.06
2019-07-07,13864.53,9443.22,3011.06
2019-07-08,13579.6,9186.29,2933.36
2019-07-09,13495.55,9198.79,2928.23
2019-07-10,13491.68,9166.15,2915.3
2019-07-11,13512.33,9152.77,2917.76
2019-07-12,13606.9,9213.38,2930.55
2019-07-13,13606.9,9213.38,2930.55
2019-07-14,13606.9,9213.38,2930.55
2019-07-15,13587.97,9309.42,2942.19
2019-07-16,13485.88,9283.41,2937.62
2019-07-17,13447.55,9302.0,2931.69
2019-07-18,13373.4,9154.65,2901.18
2019-07-19,13544.76,9228.55,2924.2
2019-07-20,13544.76,9228.55,2924.2
2019-07-21,13544.76,9228.55,2924.2
2019-07-22,13524.79,9122.64,2886.97
2019-07-23,13493.06,9175.83,2899.94
2019-07-24,13584.43,9266.3,2923.28
2019-07-25,13720.62,9344.82,2937.36
2019-07-26,13746.34,9349.0,2944.54
2019-07-27,13746.34,9349.0,2944.54
2019-07-28,13746.34,9349.0,2944.54
2019-07-29,13727.72,9354.28,2941.01
2019-07-30,13788.83,9399.1,2952.34
2019-07-31,13631.6,9326.61,2932.51
2019-08-01,13491.74,9268.05,2908.77
2019-08-02,13305.25,9136.46,2867.84
2019-08-03,13305.25,9136.46,2867.84
2019-08-04,13305.25,9136.46,2867.84
2019-08-05,13049.15,8984.73,2821.5
2019-08-06,12955.54,8859.47,2777.56
2019-08-07,12886.97,8814.74,2768.68
2019-08-08,13075.75,8919.28,2794.55
2019-08-09,12987.74,8795.18,2774.75
2019-08-10,12987.74,8795.18,2774.75
2019-08-11,12987.74,8795.18,2774.75
2019-08-12,13238.6,8978.52,2814.99
2019-08-13,13102.16,8902.63,2797.26
2019-08-14,13152.46,8966.47,2808.91
2019-08-15,13187.08,9009.68,2815.8
2019-08-16,13231.08,9060.92,2823.82
2019-08-17,13231.08,9060.92,2823.82
2019-08-18,13231.08,9060.92,2823.82
2019-08-19,13449.48,9328.97,2883.1
2019-08-20,13452.37,9328.73,2880.0
2019-08-21,13446.84,9322.75,2880.33
2019-08-22,13495.38,9350.56,2883.44
2019-08-23,13657.52,9362.55,2897.43
2019-08-24,13657.52,9362.55,2897.43
2019-08-25,13657.52,9362.55,2897.43
2019-08-26,13392.25,9270.39,2863.57
2019-08-27,13513.3,9443.18,2902.19
2019-08-28,13456.25,9414.0,2893.76
2019-08-29,13391.65,9398.47,2890.92
2019-08-30,13494.06,9365.68,2886.24
2019-08-31,13494.06,9365.68,2886.24
2019-09-01,13494.06,9365.68,2886.24
2019-09-02,13603.22,9569.47,2924.11
2019-09-03,13603.04,9633.69,2930.15
2019-09-04,13733.58,9700.32,2957.41
2019-09-05,13841.69,9783.5,2985.86
2019-09-06,13952.54,9823.42,2999.6
2019-09-07,13952.54,9823.42,2999.6
2019-09-08,13952.54,9823.42,2999.6
2019-09-09,13948.31,10001.93,3024.74
2019-09-10,13890.26,9964.93,3021.2
2019-09-11,13786.74,9853.72,3008.81
2019-09-12,13979.67,9919.8,3031.24
2019-09-13,13979.67,9919.8,3031.24
2019-09-14,13979.67,9919.8,3031.24
2019-09-15,13979.67,9919.8,3031.24
2019-09-16,13889.99,9918.09,3030.75
2019-09-17,13699.21,9722.8,2978.12
2019-09-18,13809.6,9753.31,2985.66
2019-09-19,13806.65,9852.2,2999.28
2019-09-20,13850.17,9881.25,3006.45
2019-09-21,13850.17,9881.25,3006.45
2019-09-22,13850.17,9881.25,3006.45
2019-09-23,13696.6,9781.14,2977.08
2019-09-24,13742.52,9811.38,2985.34
2019-09-25,13702.33,9671.06,2955.43
2019-09-26,13712.56,9464.84,2929.09
2019-09-27,13705.82,9548.96,2932.17
2019-09-28,13705.82,9548.96,2932.17
2019-09-29,13705.82,9548.96,2932.17
2019-09-30,13564.3,9446.24,2905.19
2019-10-01,13564.3,9446.24,2905.19
2019-10-02,13564.3,9446.24,2905.19
2019-10-03,13564.3,9446.24,2905.19
2019-10-04,13564.3,9446.24,2905.19
2019-10-05,13564.3,9446.24,2905.19
2019-10-06,13564.3,9446.24,2905.19
2019-10-07,13564.3,9446.24,2905.19
2019-10-08,13715.01,9474.75,2913.57
2019-10-09,13719.58,9506.56,2924.86
2019-10-10,13764.51,9638.1,2947.71
2019-10-11,13963.07,9666.58,2973.66
2019-10-12,13963.07,9666.58,2973.66
2019-10-13,13963.07,9666.58,2973.66
2019-10-14,14096.2,9786.64,3007.88
2019-10-15,14109.26,9671.73,2991.05
2019-10-16,14060.22,9642.06,2978.71
2019-10-17,14098.5,9645.39,2977.33
2019-10-18,13882.51,9533.51,2938.14
2019-10-19,13882.51,9533.51,2938.14
2019-10-20,13882.51,9533.51,2938.14
2019-10-21,13962.76,9553.57,2939.62
2019-10-22,13976.66,9642.09,2954.38
2019-10-23,13888.39,9567.75,2941.62
2019-10-24,13897.89,9555.76,2940.92
2019-10-25,13921.79,9660.44,2954.93
2019-10-26,13921.79,9660.44,2954.93
2019-10-27,13921.79,9660.44,2954.93
2019-10-28,13955.49,9801.87,2980.05
2019-10-29,13951.79,9746.03,2954.18
2019-10-30,13877.68,9681.54,2939.32
2019-10-31,13888.86,9635.33,2929.06
2019-11-01,14164.56,9802.33,2958.2
2019-11-02,14164.56,9802.33,2958.2
2019-11-03,14164.56,9802.33,2958.2
2019-11-04,14257.67,9868.13,2975.49
2019-11-05,14330.91,9938.61,2991.56
2019-11-06,14296.11,9860.97,2978.6
2019-11-07,14289.3,9917.49,2978.71
2019-11-08,14219.66,9895.34,2964.18
2019-11-09,14219.66,9895.34,2964.18
2019-11-10,14219.66,9895.34,2964.18
2019-11-11,13992.13,9680.57,2909.97
2019-11-12,13984.63,9670.14,2914.82
2019-11-13,13964.7,9687.85,2905.24
2019-11-14,13950.66,9746.56,2909.87
2019-11-15,13906.17,9647.99,2891.34
2019-11-16,13906.17,9647.99,2891.34
2019-11-17,13906.17,9647.99,2891.34
2019-11-18,14013.37,9715.27,2909.2
2019-11-19,14099.47,9889.75,2933.99
2019-11-20,13952.7,9809.05,2911.05
2019-11-21,13853.52,9774.44,2903.64
2019-11-22,13704.5,9626.9,2885.29
2019-11-23,13704.5,9626.9,2885.29
2019-11-24,13704.5,9626.9,2885.29
2019-11-25,13844.06,9626.36,2906.17
2019-11-26,13845.33,9677.23,2907.06
2019-11-27,13813.44,9648.39,2903.19
2019-11-28,13761.05,9622.14,2889.69
2019-11-29,13588.23,9582.16,2871.98
2019-11-30,13588.23,9582.16,2871.98
2019-12-01,13588.23,9582.16,2871.98
2019-12-02,13608.59,9605.19,2875.81
2019-12-03,13672.19,9657.65,2884.7
2019-12-04,13665.64,9687.95,2878.12
2019-12-05,13743.61,9799.07,2899.47
2019-12-06,13830.16,9878.62,2912.01
2019-12-07,13830.16,9878.62,2912.01
2019-12-08,13830.16,9878.62,2912.01
2019-12-09,13793.08,9876.27,2914.48
2019-12-10,13789.46,9915.87,2917.32
2019-12-11,13836.18,9852.71,2924.42
2019-12-12,13789.86,9836.23,2915.7
2019-12-13,14093.58,10004.62,2967.68
2019-12-14,14093.58,10004.62,2967.68
2019-12-15,14093.58,10004.62,2967.68
2019-12-16,14058.39,10158.24,2984.39
2019-12-17,14236.04,10306.03,3022.42
2019-12-18,14225.59,10294.66,3017.04
2019-12-19,14211.45,10296.29,3017.07
2019-12-20,14189.57,10229.49,3004.94
2019-12-21,14189.57,10229.49,3004.94
2019-12-22,14189.57,10229.49,3004.94
2019-12-23,14051.04,10056.21,2962.75
2019-12-24,14085.12,10189.29,2982.68
2019-12-25,14018.95,10229.58,2981.88
2019-12-26,14139.42,10303.72,3007.35
2019-12-27,14173.74,10233.77,3005.04
2019-12-28,14173.74,10233.77,3005.04
2019-12-29,14173.74,10233.77,3005.04
2019-12-30,14371.25,10365.96,3040.02
2019-12-31,14383.81,10430.77,3050.12
2020-01-01,14383.81,10430.77,3050.12
2020-01-02,14531.65,10638.82,3085.2
2020-01-03,14460.45,10656.41,3083.79
2020-01-04,14460.45,10656.41,3083.79
2020-01-05,14460.45,10656.41,3083.79
2020-01-06,14340.98,10698.27,3083.41
2020-01-07,14452.43,10829.05,3104.8
2020-01-08,14315.57,10706.87,3066.89
2020-01-09,14476.88,10898.17,3094.88
2020-01-10,14469.96,10879.84,3092.29
2020-01-11,14469.96,10879.84,3092.29
2020-01-12,14469.96,10879.84,3092.29
2020-01-13,14606.62,11040.2,3115.57
2020-01-14,14550.49,10988.77,3106.82
2020-01-15,14454.84,10972.32,3090.04
2020-01-16,14375.81,10967.44,3074.08
2020-01-17,14393.72,10954.39,3075.5
2020-01-18,14393.72,10954.39,3075.5
2020-01-19,14393.72,10954.39,3075.5
2020-01-20,14447.36,11115.88,3095.79
2020-01-21,14165.76,10953.41,3052.14
2020-01-22,14204.27,11072.06,3060.75
2020-01-23,13791.36,10681.9,2976.53
2020-01-24,13791.36,10681.9,2976.53
2020-01-25,13791.36,10681.9,2976.53
2020-01-26,13791.36,10681.9,2976.53
2020-01-27,13791.36,10681.9,2976.53
2020-01-28,13791.36,10681.9,2976.53
2020-01-29,13791.36,10681.9,2976.53
2020-01-30,13791.36,10681.9,2976.53
2020-01-31,13791.36,10681.9,2976.53
2020-02-01,13791.36,10681.9,2976.53
2020-02-02,13791.36,10681.9,2976.53
2020-02-03,12815.75,9779.67,2746.61
2020-02-04,13187.05,10089.67,2783.29
2020-02-05,13301.97,10305.5,2818.09
2020-02-06,13481.92,10601.34,2866.51
2020-02-07,13426.71,10611.55,2875.96
2020-02-08,13426.71,10611.55,2875.96
2020-02-09,13426.71,10611.55,2875.96
2020-02-10,13420.83,10728.46,2890.49
2020-02-11,13603.43,10768.63,2901.67
2020-02-12,13638.49,10940.8,2926.9
2020-02-13,13547.16,10864.32,2906.07
2020-02-14,13646.93,10916.31,2917.01
2020-02-15,13646.93,10916.31,2917.01
2020-02-16,13646.93,10916.31,2917.01
2020-02-17,13859.23,11241.5,2983.62
2020-02-18,13712.13,11306.49,2984.97
2020-02-19,13750.45,11235.6,2975.4
2020-02-20,14009.4,11509.09,3030.15
2020-02-21,13945.34,11629.7,3039.67
2020-02-22,13945.34,11629.7,3039.67
2020-02-23,13945.34,11629.7,3039.67
2020-02-24,13762.04,11772.38,3031.23
