구분,고급휘발유,보통휘발유,자동차용경유,실내등유
2016년05월31일,1778.66,1420.46,1204.04,776.31
2016년06월01일,1780.62,1424.12,1208.59,777.94
2016년06월02일,1782.14,1425.85,1210.95,779.38
2016년06월03일,1783.01,1427.54,1213.04,780.38
2016년06월04일,1783.73,1429.27,1214.69,781.21
2016년06월05일,1783.62,1430.04,1215.32,781.93
2016년06월06일,1785.29,1430.79,1216.25,782.76
2016년06월07일,1785.92,1431.82,1218.19,783.50
2016년06월08일,1784.88,1433.14,1219.88,784.73
2016년06월09일,1784.21,1434.56,1221.61,785.56
2016년06월10일,1785.11,1435.99,1223.24,786.37
2016년06월11일,1784.29,1437.02,1224.36,786.83
2016년06월12일,1782.73,1437.52,1224.67,786.92
2016년06월13일,1784.31,1438.34,1226.12,787.68
2016년06월14일,1785.61,1439.75,1227.97,788.57
2016년06월15일,1786.35,1440.58,1228.80,789.30
2016년06월16일,1786.06,1441.06,1229.47,789.89
2016년06월17일,1785.04,1441.35,1229.96,790.81
2016년06월18일,1786.06,1441.47,1230.07,791.04
2016년06월19일,1787.85,1441.66,1229.98,791.46
2016년06월20일,1788.05,1441.74,1230.54,791.30
2016년06월21일,1785.87,1441.91,1230.52,791.84
2016년06월22일,1785.29,1442.11,1230.79,792.10
2016년06월23일,1785.05,1442.25,1231.15,792.10
2016년06월24일,1784.50,1442.36,1231.23,792.28
2016년06월25일,1783.90,1442.42,1231.34,792.02
2016년06월26일,1783.71,1442.37,1231.16,792.46
2016년06월27일,1784.78,1442.56,1231.78,792.70
2016년06월28일,1786.50,1442.54,1231.82,792.32
2016년06월29일,1786.59,1442.63,1232.03,792.05
2016년06월30일,1787.39,1442.66,1232.11,792.35
2016년07월01일,1787.00,1442.78,1232.32,792.30
2016년07월02일,1787.67,1442.69,1232.08,791.81
2016년07월03일,1786.81,1442.70,1231.96,791.28
2016년07월04일,1786.72,1442.58,1232.22,791.26
2016년07월05일,1785.06,1442.61,1232.20,791.31
2016년07월06일,1784.49,1442.32,1232.17,791.80
2016년07월07일,1783.62,1442.17,1232.05,791.84
2016년07월08일,1784.08,1441.92,1231.97,791.89
2016년07월09일,1784.98,1441.65,1231.63,792.37
2016년07월10일,1785.36,1441.53,1231.39,792.40
2016년07월11일,1785.37,1441.24,1231.47,792.62
2016년07월12일,1783.10,1440.68,1231.22,792.48
2016년07월13일,1782.01,1440.31,1230.99,793.09
2016년07월14일,1782.21,1439.83,1230.67,793.17
2016년07월15일,1783.40,1439.19,1230.30,793.10
2016년07월16일,1782.35,1438.53,1229.54,792.92
2016년07월17일,1781.84,1438.33,1229.25,793.01
2016년07월18일,1781.13,1437.68,1229.14,793.36
2016년07월19일,1775.51,1436.74,1228.32,793.88
2016년07월20일,1773.66,1435.79,1227.51,793.87
2016년07월21일,1773.87,1435.11,1227.01,793.83
2016년07월22일,1774.43,1434.37,1226.41,793.60
2016년07월23일,1774.37,1433.31,1225.62,793.02
2016년07월24일,1773.98,1432.93,1225.08,792.46
2016년07월25일,1770.82,1432.16,1224.72,792.51
2016년07월26일,1770.15,1431.05,1223.96,792.45
2016년07월27일,1768.47,1430.01,1223.04,791.87
2016년07월28일,1767.50,1429.05,1222.30,791.98
2016년07월29일,1769.15,1428.22,1221.66,791.81
2016년07월30일,1770.11,1427.40,1220.97,791.48
2016년07월31일,1770.40,1426.97,1220.28,791.15
2016년08월01일,1768.99,1425.70,1219.48,791.34
2016년08월02일,1764.30,1423.66,1217.70,790.76
2016년08월03일,1763.52,1422.19,1216.41,791.02
2016년08월04일,1763.39,1420.84,1215.29,790.14
2016년08월05일,1762.40,1419.47,1214.05,790.24
2016년08월06일,1762.43,1418.33,1212.89,789.92
2016년08월07일,1759.99,1417.72,1212.26,789.62
2016년08월08일,1759.58,1416.63,1211.56,789.36
2016년08월09일,1757.43,1414.73,1209.86,789.31
2016년08월10일,1757.07,1413.51,1208.77,789.16
2016년08월11일,1757.69,1412.32,1207.70,789.22
2016년08월12일,1758.78,1411.29,1206.75,789.05
2016년08월13일,1757.95,1410.28,1205.79,788.71
2016년08월14일,1758.43,1409.94,1205.36,788.62
2016년08월15일,1757.75,1409.44,1205.11,788.24
2016년08월16일,1756.85,1408.53,1204.49,788.04
2016년08월17일,1755.45,1407.67,1203.66,787.79
2016년08월18일,1754.44,1406.95,1203.18,787.13
2016년08월19일,1754.10,1406.60,1202.91,786.78
2016년08월20일,1753.65,1406.56,1202.61,785.94
2016년08월21일,1754.03,1406.50,1202.41,786.26
2016년08월22일,1754.38,1406.34,1202.61,786.12
2016년08월23일,1758.06,1406.87,1203.35,786.50
2016년08월24일,1759.40,1406.92,1203.36,786.30
2016년08월25일,1760.65,1406.92,1203.40,785.87
2016년08월26일,1761.25,1407.15,1203.45,785.43
2016년08월27일,1761.27,1407.43,1203.53,785.31
2016년08월28일,1761.15,1407.55,1203.26,784.92
2016년08월29일,1761.68,1407.76,1203.96,784.76
2016년08월30일,1763.27,1408.15,1204.15,785.00
2016년08월31일,1762.65,1408.54,1204.60,785.11
2016년09월01일,1761.44,1408.72,1204.69,785.56
2016년09월02일,1762.91,1408.60,1204.45,785.62
2016년09월03일,1764.24,1408.51,1204.24,785.72
2016년09월04일,1764.51,1408.46,1203.94,785.80
2016년09월05일,1762.94,1408.52,1204.27,786.02
2016년09월06일,1762.31,1408.30,1203.91,785.96
2016년09월07일,1762.77,1408.19,1203.76,785.32
2016년09월08일,1763.43,1408.12,1203.70,785.31
2016년09월09일,1762.44,1408.26,1203.61,785.70
2016년09월10일,1761.11,1408.38,1203.45,785.37
2016년09월11일,1760.55,1408.33,1203.18,785.46
2016년09월12일,1759.59,1408.60,1203.64,785.50
2016년09월13일,1759.27,1408.78,1203.68,785.34
2016년09월14일,1759.52,1408.92,1203.51,785.17
2016년09월15일,1759.73,1409.06,1203.55,784.94
2016년09월16일,1759.41,1409.00,1203.43,784.03
2016년09월17일,1759.49,1408.91,1203.36,783.86
2016년09월18일,1759.74,1408.81,1203.19,783.48
2016년09월19일,1759.15,1408.84,1203.50,783.52
2016년09월20일,1758.17,1408.52,1203.10,783.09
2016년09월21일,1760.33,1408.21,1202.83,783.25
2016년09월22일,1759.97,1407.97,1202.35,782.91
2016년09월23일,1759.42,1407.83,1202.22,782.94
2016년09월24일,1759.74,1407.49,1201.83,783.01
2016년09월25일,1759.26,1407.49,1201.52,782.67
2016년09월26일,1758.15,1407.36,1201.82,782.82
2016년09월27일,1759.81,1407.21,1201.45,782.89
2016년09월28일,1759.31,1406.94,1201.15,782.53
2016년09월29일,1758.28,1406.86,1201.05,782.11
2016년09월30일,1758.50,1406.79,1200.91,782.66
2016년10월01일,1758.68,1406.78,1200.72,783.44
2016년10월02일,1758.71,1406.77,1200.40,783.43
2016년10월03일,1758.06,1406.78,1200.57,783.51
2016년10월04일,1758.12,1406.71,1200.82,783.19
2016년10월05일,1757.47,1406.62,1200.52,783.08
2016년10월06일,1760.25,1406.82,1200.78,782.91
2016년10월07일,1760.33,1407.26,1201.31,782.72
2016년10월08일,1760.86,1407.80,1201.57,782.76
2016년10월09일,1760.37,1408.11,1201.75,783.00
2016년10월10일,1760.97,1408.67,1202.61,784.12
2016년10월11일,1763.73,1411.26,1205.67,785.16
2016년10월12일,1765.23,1412.68,1207.19,786.07
2016년10월13일,1766.28,1413.89,1208.51,787.18
2016년10월14일,1766.69,1414.86,1209.50,788.08
2016년10월15일,1766.56,1415.71,1210.19,788.76
2016년10월16일,1766.93,1416.26,1210.47,789.10
2016년10월17일,1767.25,1417.09,1211.74,789.77
2016년10월18일,1770.35,1418.95,1213.44,790.57
2016년10월19일,1770.92,1419.89,1214.69,791.35
2016년10월20일,1771.71,1420.88,1215.80,791.88
2016년10월21일,1773.61,1421.90,1216.78,792.54
2016년10월22일,1774.54,1422.82,1217.66,793.56
2016년10월23일,1775.50,1423.33,1217.98,793.69
2016년10월24일,1775.56,1424.17,1219.20,794.23
2016년10월25일,1776.19,1425.40,1220.43,794.45
2016년10월26일,1776.90,1426.18,1221.50,795.24
2016년10월27일,1776.77,1426.75,1222.08,795.60
2016년10월28일,1774.87,1427.18,1222.37,796.04
2016년10월29일,1774.30,1427.45,1222.68,797.00
2016년10월30일,1772.59,1427.64,1222.79,797.37
2016년10월31일,1772.95,1428.00,1223.48,798.27
2016년11월01일,1773.84,1428.72,1224.29,799.50
2016년11월02일,1775.24,1428.98,1224.76,800.42
2016년11월03일,1777.30,1429.12,1224.86,800.47
2016년11월04일,1777.28,1429.26,1224.96,801.00
2016년11월05일,1777.32,1429.27,1224.94,801.18
2016년11월06일,1777.93,1429.37,1224.70,801.29
2016년11월07일,1779.20,1429.45,1225.20,801.38
2016년11월08일,1773.07,1428.99,1224.63,800.97
2016년11월09일,1772.90,1428.81,1224.50,800.92
2016년11월10일,1773.76,1428.61,1224.44,800.92
2016년11월11일,1772.76,1428.44,1224.23,800.80
2016년11월12일,1771.14,1428.20,1223.90,800.81
2016년11월13일,1770.12,1428.15,1223.65,800.61
2016년11월14일,1770.41,1428.08,1223.89,800.57
2016년11월15일,1767.06,1427.23,1223.02,800.37
2016년11월16일,1765.77,1426.72,1222.71,800.36
2016년11월17일,1765.68,1426.43,1222.37,800.26
2016년11월18일,1766.73,1426.06,1222.02,799.96
2016년11월19일,1764.58,1425.64,1221.54,799.69
2016년11월20일,1763.07,1425.33,1220.99,799.53
2016년11월21일,1764.45,1424.99,1221.04,799.30
2016년11월22일,1765.63,1424.75,1220.73,799.25
2016년11월23일,1765.23,1424.62,1220.62,799.29
2016년11월24일,1766.14,1424.49,1220.48,799.20
2016년11월25일,1765.16,1424.51,1220.55,799.27
2016년11월26일,1764.18,1424.41,1220.26,799.36
2016년11월27일,1763.36,1424.44,1220.03,799.09
2016년11월28일,1763.76,1424.49,1220.43,799.19
2016년11월29일,1770.95,1425.31,1221.11,799.88
2016년11월30일,1772.76,1425.53,1221.21,799.86
2016년12월01일,1772.23,1425.98,1221.73,800.09
2016년12월02일,1774.87,1428.26,1224.00,800.59
2016년12월03일,1775.49,1429.71,1225.36,801.37
2016년12월04일,1775.25,1430.46,1225.87,801.83
2016년12월05일,1776.37,1431.78,1227.52,802.85
2016년12월06일,1778.86,1433.59,1229.35,804.13
2016년12월07일,1779.61,1435.25,1231.05,805.16
2016년12월08일,1782.93,1437.46,1233.16,806.02
2016년12월09일,1783.12,1439.12,1234.92,807.03
2016년12월10일,1783.86,1440.56,1236.00,808.17
2016년12월11일,1783.36,1441.54,1236.84,808.41
2016년12월12일,1783.38,1443.66,1239.16,809.91
2016년12월13일,1791.54,1448.27,1243.56,812.52
2016년12월14일,1795.14,1452.27,1247.64,815.97
2016년12월15일,1797.11,1455.06,1250.31,818.41
2016년12월16일,1798.95,1457.55,1252.84,821.02
2016년12월17일,1799.28,1459.79,1254.74,822.29
2016년12월18일,1799.75,1460.66,1255.30,822.89
2016년12월19일,1799.16,1462.22,1257.12,824.05
2016년12월20일,1802.03,1464.25,1259.14,825.65
2016년12월21일,1802.58,1466.00,1260.81,827.09
2016년12월22일,1803.08,1467.29,1262.02,828.18
2016년12월23일,1803.28,1468.86,1263.65,829.49
2016년12월24일,1803.80,1470.58,1265.23,830.77
2016년12월25일,1805.27,1471.47,1265.82,831.26
2016년12월26일,1807.00,1472.98,1267.69,832.62
2016년12월27일,1810.05,1475.47,1269.74,834.25
2016년12월28일,1812.70,1477.59,1271.73,836.01
2016년12월29일,1815.02,1479.72,1273.64,837.40
2016년12월30일,1814.85,1481.74,1275.73,839.22
2016년12월31일,1815.56,1483.70,1277.36,840.49
2017년01월01일,1816.37,1486.06,1279.34,841.71
2017년01월02일,1817.61,1487.92,1281.55,843.22
2017년01월03일,1825.89,1492.17,1285.44,845.33
2017년01월04일,1828.94,1495.37,1288.66,847.66
2017년01월05일,1831.73,1497.70,1290.76,849.51
2017년01월06일,1833.63,1499.65,1292.58,850.89
2017년01월07일,1834.21,1501.37,1294.04,852.04
2017년01월08일,1836.40,1502.44,1294.73,852.79
2017년01월09일,1837.71,1503.96,1296.50,853.95
2017년01월10일,1837.94,1505.91,1298.42,855.35
2017년01월11일,1839.70,1507.16,1299.82,856.37
2017년01월12일,1839.95,1508.20,1300.70,857.37
2017년01월13일,1840.45,1509.01,1301.58,858.32
2017년01월14일,1839.57,1509.85,1302.12,859.07
2017년01월15일,1840.84,1510.29,1302.39,859.29
2017년01월16일,1840.70,1511.05,1303.38,860.18
2017년01월17일,1842.05,1511.69,1303.96,860.99
2017년01월18일,1843.20,1512.30,1304.57,861.22
2017년01월19일,1842.13,1512.71,1304.91,861.61
2017년01월20일,1841.61,1513.06,1305.33,861.90
2017년01월21일,1842.05,1513.41,1305.47,862.17
2017년01월22일,1841.95,1513.65,1305.52,862.34
2017년01월23일,1841.88,1514.03,1306.04,862.85
2017년01월24일,1842.67,1514.43,1306.38,863.33
2017년01월25일,1842.60,1514.77,1306.65,863.36
2017년01월26일,1843.40,1515.40,1307.01,863.54
2017년01월27일,1843.15,1515.85,1307.38,863.51
2017년01월28일,1843.17,1516.05,1307.45,863.56
2017년01월29일,1843.53,1516.15,1307.57,863.35
2017년01월30일,1841.53,1516.26,1307.61,863.54
2017년01월31일,1840.61,1516.50,1307.99,863.74
2017년02월01일,1842.49,1516.70,1308.18,864.03
2017년02월02일,1843.99,1516.87,1308.23,864.28
2017년02월03일,1843.54,1516.95,1308.28,864.35
2017년02월04일,1844.90,1516.99,1308.09,864.17
2017년02월05일,1843.96,1516.99,1307.98,864.40
2017년02월06일,1844.67,1517.18,1308.39,864.57
2017년02월07일,1843.89,1517.29,1308.36,864.64
2017년02월08일,1842.91,1517.31,1308.42,864.55
2017년02월09일,1843.48,1517.20,1308.22,864.81
2017년02월10일,1843.40,1517.09,1308.21,864.84
2017년02월11일,1843.19,1517.05,1307.90,865.03
2017년02월12일,1841.54,1517.01,1307.75,865.01
2017년02월13일,1841.20,1517.02,1308.03,865.08
2017년02월14일,1839.79,1516.94,1307.85,864.93
2017년02월15일,1840.39,1516.79,1307.68,864.92
2017년02월16일,1842.18,1516.79,1307.67,864.91
2017년02월17일,1841.81,1516.69,1307.58,864.76
2017년02월18일,1842.86,1516.55,1307.24,864.76
2017년02월19일,1842.39,1516.55,1307.06,864.68
2017년02월20일,1842.62,1516.55,1307.26,864.70
2017년02월21일,1842.69,1516.54,1307.23,864.95
2017년02월22일,1842.88,1516.40,1306.97,864.82
2017년02월23일,1843.39,1516.29,1306.83,864.76
2017년02월24일,1842.84,1516.11,1306.76,864.64
2017년02월25일,1843.37,1515.75,1306.11,864.22
2017년02월26일,1842.47,1515.59,1305.81,864.10
2017년02월27일,1842.49,1515.58,1306.08,864.05
2017년02월28일,1843.32,1515.39,1305.87,864.03
2017년03월01일,1843.62,1515.14,1305.45,863.96
2017년03월02일,1842.81,1514.91,1305.23,864.09
2017년03월03일,1844.11,1514.75,1305.22,864.04
2017년03월04일,1845.45,1514.44,1304.67,863.89
2017년03월05일,1844.67,1514.28,1304.39,863.80
2017년03월06일,1842.43,1514.09,1304.55,863.91
2017년03월07일,1839.56,1513.59,1304.04,863.77
2017년03월08일,1840.77,1513.20,1303.59,863.76
2017년03월09일,1840.07,1512.76,1303.21,863.58
2017년03월10일,1839.62,1512.17,1302.80,863.60
2017년03월11일,1837.77,1511.66,1302.11,863.43
2017년03월12일,1838.24,1511.54,1301.83,862.99
2017년03월13일,1838.18,1511.22,1301.76,862.67
2017년03월14일,1837.07,1510.48,1301.02,862.50
2017년03월15일,1836.24,1509.70,1300.28,862.41
2017년03월16일,1835.92,1508.75,1299.25,862.41
2017년03월17일,1834.68,1507.81,1298.26,862.28
2017년03월18일,1835.00,1506.89,1297.22,862.26
2017년03월19일,1835.37,1506.49,1296.70,862.07
2017년03월20일,1833.02,1505.73,1296.27,861.79
2017년03월21일,1829.92,1504.17,1294.74,861.24
2017년03월22일,1827.83,1502.85,1293.51,860.61
2017년03월23일,1826.70,1501.53,1292.12,860.11
2017년03월24일,1826.27,1500.27,1290.88,859.82
2017년03월25일,1825.45,1499.10,1289.62,859.50
2017년03월26일,1825.37,1498.66,1289.00,859.20
2017년03월27일,1823.47,1497.82,1288.47,858.94
2017년03월28일,1821.94,1496.23,1286.82,858.50
2017년03월29일,1821.19,1494.77,1285.39,858.13
2017년03월30일,1820.06,1493.63,1284.19,857.74
2017년03월31일,1818.87,1492.80,1283.40,857.43
2017년04월01일,1818.06,1490.96,1281.44,856.98
2017년04월02일,1819.56,1490.48,1280.79,856.56
2017년04월03일,1817.59,1489.82,1280.48,856.45
2017년04월04일,1818.17,1488.87,1279.35,855.95
2017년04월05일,1818.02,1488.06,1278.42,855.48
2017년04월06일,1817.42,1487.51,1277.80,855.41
2017년04월07일,1815.74,1486.94,1277.33,854.91
2017년04월08일,1815.70,1486.51,1276.71,854.40
2017년04월09일,1817.37,1486.39,1276.41,854.36
2017년04월10일,1817.43,1486.30,1276.64,854.05
2017년04월11일,1820.13,1486.64,1276.81,853.86
2017년04월12일,1819.76,1486.70,1276.95,853.56
2017년04월13일,1819.05,1486.69,1276.91,853.40
2017년04월14일,1819.72,1486.73,1276.95,853.24
2017년04월15일,1820.81,1486.78,1276.90,852.95
2017년04월16일,1820.32,1486.80,1276.70,852.44
2017년04월17일,1819.20,1486.89,1277.00,852.33
2017년04월18일,1821.11,1487.60,1277.89,852.20
2017년04월19일,1821.92,1487.86,1278.28,851.61
2017년04월20일,1822.82,1487.91,1278.32,851.87
2017년04월21일,1823.41,1487.90,1278.26,851.69
2017년04월22일,1823.23,1487.73,1278.09,851.72
2017년04월23일,1822.99,1487.70,1277.82,851.81
2017년04월24일,1823.39,1487.78,1278.24,851.74
2017년04월25일,1823.03,1487.54,1277.99,851.67
2017년04월26일,1823.11,1487.35,1277.77,851.61
2017년04월27일,1822.88,1487.30,1277.64,851.52
2017년04월28일,1822.14,1487.09,1277.54,851.19
2017년04월29일,1822.41,1486.76,1277.07,851.02
2017년04월30일,1822.20,1486.67,1276.67,851.06
2017년05월01일,1821.37,1486.55,1276.74,850.97
2017년05월02일,1819.08,1486.12,1276.54,850.36
2017년05월03일,1818.38,1485.78,1276.11,849.85
2017년05월04일,1817.24,1485.76,1276.09,849.72
2017년05월05일,1817.08,1485.50,1275.74,849.34
2017년05월06일,1817.27,1485.32,1275.60,849.02
2017년05월07일,1817.61,1485.29,1275.43,848.52
2017년05월08일,1817.61,1485.13,1275.51,848.47
2017년05월09일,1815.69,1484.34,1274.56,848.01
2017년05월10일,1814.32,1483.94,1274.26,847.70
2017년05월11일,1813.29,1483.26,1273.58,847.38
2017년05월12일,1811.72,1482.50,1272.82,847.69
2017년05월13일,1811.66,1481.94,1272.20,847.30
2017년05월14일,1811.99,1481.67,1271.68,847.04
2017년05월15일,1812.04,1481.35,1271.72,846.76
2017년05월16일,1811.47,1480.75,1270.92,847.13
2017년05월17일,1811.38,1480.29,1270.49,847.00
2017년05월18일,1811.56,1479.88,1270.04,846.23
2017년05월19일,1810.82,1479.43,1269.61,845.91
2017년05월20일,1810.92,1478.91,1269.05,845.72
2017년05월21일,1811.35,1478.77,1268.73,845.55
2017년05월22일,1811.29,1478.60,1268.91,845.57
2017년05월23일,1812.00,1478.36,1268.54,845.46
2017년05월24일,1811.46,1478.11,1268.22,845.50
2017년05월25일,1811.65,1477.75,1267.95,845.21
2017년05월26일,1812.30,1477.55,1267.65,844.69
2017년05월27일,1812.06,1477.15,1267.18,844.57
2017년05월28일,1811.92,1477.00,1266.87,844.18
2017년05월29일,1811.68,1476.82,1267.01,843.93
2017년05월30일,1810.94,1476.53,1266.77,843.66
2017년05월31일,1811.22,1476.19,1266.49,843.51
2017년06월01일,1808.45,1475.24,1265.48,843.41
2017년06월02일,1809.03,1474.51,1264.69,843.13
2017년06월03일,1808.04,1473.86,1263.89,842.99
2017년06월04일,1808.69,1473.71,1263.45,842.67
2017년06월05일,1807.67,1473.30,1263.43,842.63
2017년06월06일,1806.80,1472.60,1262.44,842.68
2017년06월07일,1805.40,1472.05,1261.92,842.87
2017년06월08일,1806.35,1471.13,1261.12,842.47
2017년06월09일,1805.91,1470.03,1259.81,842.77
2017년06월10일,1804.22,1468.87,1258.45,842.53
2017년06월11일,1803.08,1468.37,1257.70,842.33
2017년06월12일,1802.34,1467.61,1257.18,842.29
2017년06월13일,1800.32,1466.07,1255.56,841.92
2017년06월14일,1800.63,1464.71,1254.23,841.64
2017년06월15일,1800.06,1463.29,1252.92,841.33
2017년06월16일,1798.50,1461.75,1251.31,840.90
2017년06월17일,1797.66,1460.28,1249.72,840.60
2017년06월18일,1797.96,1459.69,1248.92,840.38
2017년06월19일,1797.04,1458.78,1248.38,839.96
2017년06월20일,1796.22,1457.15,1246.83,839.80
2017년06월21일,1795.10,1455.31,1245.27,839.25
2017년06월22일,1794.76,1453.61,1243.62,838.67
2017년06월23일,1794.34,1452.03,1242.22,838.07
2017년06월24일,1793.33,1450.76,1240.87,837.86
2017년06월25일,1793.26,1450.14,1240.04,837.50
2017년06월26일,1792.27,1449.24,1239.39,837.51
2017년06월27일,1791.02,1447.56,1237.91,836.73
2017년06월28일,1789.14,1446.23,1236.74,836.06
2017년06월29일,1788.95,1444.98,1235.64,836.01
2017년06월30일,1788.52,1444.10,1234.86,835.48
2017년07월01일,1788.61,1442.37,1232.91,834.86
2017년07월02일,1789.02,1441.80,1232.16,834.23
2017년07월03일,1788.43,1441.16,1231.72,833.60
2017년07월04일,1788.48,1440.41,1230.93,833.51
2017년07월05일,1787.90,1439.67,1230.41,833.13
2017년07월06일,1788.82,1439.24,1230.08,832.49
2017년07월07일,1787.56,1438.93,1229.63,832.10
2017년07월08일,1787.92,1438.51,1229.10,831.60
2017년07월09일,1787.54,1438.33,1228.80,831.91
2017년07월10일,1787.55,1438.21,1229.02,831.88
2017년07월11일,1790.36,1438.76,1229.67,831.83
2017년07월12일,1790.83,1438.42,1229.40,831.41
2017년07월13일,1791.06,1438.22,1229.21,831.39
2017년07월14일,1791.28,1438.05,1229.32,831.30
2017년07월15일,1791.43,1437.96,1228.95,830.82
2017년07월16일,1791.06,1437.97,1228.83,830.80
2017년07월17일,1790.91,1438.00,1229.42,830.85
2017년07월18일,1788.87,1437.89,1229.20,830.79
2017년07월19일,1788.88,1437.75,1229.21,830.53
2017년07월20일,1788.38,1437.78,1229.31,830.62
2017년07월21일,1788.69,1437.68,1229.31,830.55
2017년07월22일,1788.63,1437.64,1229.10,830.56
2017년07월23일,1789.13,1437.58,1228.91,830.40
2017년07월24일,1789.37,1437.59,1229.35,830.29
2017년07월25일,1789.71,1437.70,1229.46,829.91
2017년07월26일,1789.17,1437.85,1229.65,830.07
2017년07월27일,1788.49,1438.02,1229.74,829.95
2017년07월28일,1788.52,1438.20,1230.08,829.67
2017년07월29일,1789.21,1438.31,1230.18,829.62
2017년07월30일,1789.94,1438.48,1230.21,829.62
2017년07월31일,1789.50,1438.87,1230.91,829.76
2017년08월01일,1789.87,1439.43,1231.63,829.40
2017년08월02일,1789.97,1439.82,1232.14,829.29
2017년08월03일,1791.11,1440.31,1232.91,829.39
2017년08월04일,1791.95,1440.98,1233.55,829.37
2017년08월05일,1792.38,1441.50,1234.17,829.23
2017년08월06일,1793.08,1441.89,1234.37,829.31
2017년08월07일,1792.46,1442.77,1235.69,829.32
2017년08월08일,1795.71,1444.78,1237.83,830.38
2017년08월09일,1798.43,1446.06,1239.10,831.00
2017년08월10일,1801.44,1447.55,1240.77,831.38
2017년08월11일,1801.69,1448.48,1241.79,832.06
2017년08월12일,1802.36,1449.53,1242.71,832.23
2017년08월13일,1802.24,1450.09,1243.08,832.49
2017년08월14일,1803.50,1450.81,1244.05,832.99
2017년08월15일,1806.86,1452.62,1245.59,832.80
2017년08월16일,1808.32,1453.26,1246.56,833.33
2017년08월17일,1810.47,1454.28,1247.56,833.48
2017년08월18일,1810.76,1455.01,1248.30,833.41
2017년08월19일,1810.15,1455.60,1248.92,833.61
2017년08월20일,1810.02,1455.99,1249.14,833.67
2017년08월21일,1809.69,1456.62,1249.90,833.58
2017년08월22일,1810.82,1457.27,1250.72,833.78
2017년08월23일,1811.12,1457.81,1251.24,833.30
2017년08월24일,1811.26,1458.37,1251.78,833.00
2017년08월25일,1810.85,1458.81,1252.13,832.67
2017년08월26일,1811.88,1459.66,1252.84,832.80
2017년08월27일,1811.97,1460.09,1253.06,832.74
2017년08월28일,1811.23,1460.66,1253.84,833.34
2017년08월29일,1811.86,1461.60,1254.68,833.69
2017년08월30일,1812.96,1462.30,1255.28,833.95
2017년08월31일,1813.23,1462.61,1255.71,833.95
2017년09월01일,1814.60,1463.76,1256.63,833.97
2017년09월02일,1814.13,1464.34,1256.87,834.17
2017년09월03일,1814.65,1464.73,1257.03,834.20
2017년09월04일,1813.56,1465.35,1257.79,834.20
2017년09월05일,1814.42,1466.28,1258.34,834.33
2017년09월06일,1814.35,1466.99,1258.77,834.44
2017년09월07일,1815.43,1467.98,1259.70,834.74
2017년09월08일,1815.99,1469.35,1261.03,835.09
2017년09월09일,1816.14,1470.74,1262.06,835.60
2017년09월10일,1816.46,1471.63,1262.61,835.80
2017년09월11일,1816.06,1472.94,1264.02,835.91
2017년09월12일,1820.25,1475.32,1266.83,836.69
2017년09월13일,1821.24,1477.01,1268.36,836.91
2017년09월14일,1822.70,1478.52,1269.71,837.67
2017년09월15일,1823.78,1480.04,1271.40,838.18
2017년09월16일,1824.40,1481.65,1272.82,838.65
2017년09월17일,1823.89,1482.53,1273.39,838.96
2017년09월18일,1825.35,1483.77,1274.84,839.33
2017년09월19일,1826.16,1485.17,1276.16,839.50
2017년09월20일,1826.06,1486.11,1277.17,839.52
2017년09월21일,1826.46,1487.25,1278.30,840.06
2017년09월22일,1827.73,1488.24,1279.34,840.37
2017년09월23일,1827.18,1489.15,1280.14,840.56
2017년09월24일,1828.88,1489.69,1280.42,840.66
2017년09월25일,1829.13,1490.52,1281.54,841.06
2017년09월26일,1827.40,1491.59,1282.56,841.32
2017년09월27일,1828.77,1492.61,1283.51,841.58
2017년09월28일,1828.46,1493.88,1284.76,841.35
2017년09월29일,1829.84,1495.49,1286.33,842.04
2017년09월30일,1830.76,1497.04,1287.99,842.99
2017년10월01일,1831.53,1498.61,1289.44,843.33
2017년10월02일,1832.86,1499.74,1290.64,843.87
2017년10월03일,1834.49,1500.86,1291.64,844.23
2017년10월04일,1835.28,1501.29,1292.07,844.60
2017년10월05일,1834.78,1501.73,1292.52,844.84
2017년10월06일,1833.33,1502.14,1292.86,845.60
2017년10월07일,1833.92,1502.37,1293.05,845.53
2017년10월08일,1834.50,1502.52,1293.17,845.37
2017년10월09일,1834.32,1502.79,1293.63,845.51
2017년10월10일,1833.25,1503.00,1293.86,845.35
2017년10월11일,1835.23,1503.39,1294.35,845.90
2017년10월12일,1835.65,1503.75,1294.79,846.21
2017년10월13일,1835.07,1504.14,1295.24,847.08
2017년10월14일,1835.41,1504.48,1295.57,847.65
2017년10월15일,1835.51,1504.73,1295.52,847.52
2017년10월16일,1835.43,1505.13,1296.30,847.62
2017년10월17일,1836.07,1505.46,1296.58,848.29
2017년10월18일,1836.06,1505.53,1296.72,848.85
2017년10월19일,1835.80,1505.79,1297.04,849.33
2017년10월20일,1835.65,1506.00,1297.28,849.78
2017년10월21일,1835.34,1506.18,1297.32,850.05
2017년10월22일,1835.63,1506.32,1297.29,850.17
2017년10월23일,1836.29,1506.44,1297.76,850.05
2017년10월24일,1837.36,1506.61,1298.06,850.36
2017년10월25일,1837.29,1506.74,1298.36,850.78
2017년10월26일,1837.00,1506.88,1298.45,851.01
2017년10월27일,1836.10,1507.00,1298.62,851.20
2017년10월28일,1836.49,1507.12,1298.64,851.63
2017년10월29일,1836.22,1507.24,1298.65,851.49
