구분,고급휘발유,보통휘발유,자동차용경유,실내등유
2023년02월03일,1856.46,1579.34,1643.39,1479.75
2023년02월04일,1856.02,1579.56,1641.23,1479.31
2023년02월05일,1856.20,1579.58,1639.92,1478.80
2023년02월06일,1857.37,1579.69,1638.06,1478.01
2023년02월07일,1856.03,1578.96,1633.74,1476.88
2023년02월08일,1854.22,1577.74,1628.41,1474.95
2023년02월09일,1853.36,1577.06,1623.81,1475.09
2023년02월10일,1853.17,1576.84,1620.20,1473.59
2023년02월11일,1851.52,1576.60,1617.10,1470.32
2023년02월12일,1851.44,1576.72,1615.58,1469.61
2023년02월13일,1852.59,1577.00,1613.09,1468.45
2023년02월14일,1853.77,1577.33,1608.89,1466.75
2023년02월15일,1853.60,1577.60,1605.31,1464.72
2023년02월16일,1853.04,1577.98,1601.79,1463.25
2023년02월17일,1851.89,1578.47,1598.09,1461.76
2023년02월18일,1850.72,1578.51,1594.00,1459.20
2023년02월19일,1850.83,1578.56,1592.13,1458.36
2023년02월20일,1851.71,1579.06,1589.12,1456.49
2023년02월21일,1851.38,1579.09,1584.87,1454.51
2023년02월22일,1851.08,1579.20,1581.07,1452.57
2023년02월23일,1851.28,1579.33,1577.10,1450.56
2023년02월24일,1850.69,1579.35,1573.11,1449.01
2023년02월25일,1849.53,1579.33,1569.92,1447.50
2023년02월26일,1849.05,1579.53,1568.22,1446.60
2023년02월27일,1850.49,1579.96,1566.21,1445.35
2023년02월28일,1850.07,1580.09,1563.29,1443.53
2023년03월01일,1849.56,1580.36,1558.86,1441.22
2023년03월02일,1850.18,1580.84,1556.43,1439.75
2023년03월03일,1850.16,1582.39,1552.27,1437.89
2023년03월04일,1850.06,1582.59,1552.13,1437.51
2023년03월05일,1850.76,1583.16,1551.21,1436.85
2023년03월06일,1851.78,1584.47,1550.65,1435.88
2023년03월07일,1851.79,1586.94,1549.96,1434.58
2023년03월08일,1853.53,1589.09,1549.57,1434.10
2023년03월09일,1854.25,1591.20,1548.95,1433.09
2023년03월10일,1854.22,1592.73,1548.40,1432.35
2023년03월11일,1854.33,1593.93,1547.61,1431.83
2023년03월12일,1854.83,1594.55,1547.14,1431.49
2023년03월13일,1856.14,1595.77,1547.39,1431.05
2023년03월14일,1857.62,1597.32,1546.70,1429.86
2023년03월15일,1858.23,1598.08,1545.59,1429.15
2023년03월16일,1857.85,1598.27,1544.07,1428.22
2023년03월17일,1857.72,1598.36,1542.55,1427.18
2023년03월18일,1856.96,1597.43,1539.92,1425.35
2023년03월19일,1856.97,1597.40,1538.75,1424.27
2023년03월20일,1858.09,1597.36,1537.61,1423.77
2023년03월21일,1858.12,1596.54,1534.79,1422.07
2023년03월22일,1857.37,1595.59,1531.64,1420.72
2023년03월23일,1856.74,1594.91,1528.85,1419.38
2023년03월24일,1857.37,1594.43,1527.06,1417.79
2023년03월25일,1856.01,1593.95,1525.16,1416.53
2023년03월26일,1856.13,1593.76,1524.14,1415.65
2023년03월27일,1857.16,1593.79,1523.17,1414.84
2023년03월28일,1857.00,1593.51,1521.51,1413.20
2023년03월29일,1856.87,1593.48,1520.39,1411.93
2023년03월30일,1856.99,1593.51,1519.61,1410.84
2023년03월31일,1858.05,1594.02,1519.08,1410.03
2023년04월01일,1857.20,1594.59,1518.39,1409.17
2023년04월02일,1857.23,1594.97,1517.94,1408.51
2023년04월03일,1859.28,1596.33,1518.65,1407.77
2023년04월04일,1861.43,1599.92,1520.42,1406.87
2023년04월05일,1865.80,1604.38,1522.59,1406.53
2023년04월06일,1870.28,1608.84,1524.51,1406.05
2023년04월07일,1874.59,1613.75,1526.74,1405.54
2023년04월08일,1876.54,1618.20,1528.41,1405.69
2023년04월09일,1877.36,1620.69,1529.23,1405.05
2023년04월10일,1882.00,1625.25,1531.87,1404.89
2023년04월11일,1886.58,1631.53,1534.54,1404.53
2023년04월12일,1890.00,1636.56,1536.79,1404.44
2023년04월13일,1891.96,1641.57,1538.99,1404.24
2023년04월14일,1895.79,1646.78,1541.45,1404.26
2023년04월15일,1897.53,1650.95,1542.82,1404.11
2023년04월16일,1898.42,1652.99,1543.61,1404.07
2023년04월17일,1901.99,1656.90,1545.81,1403.83
2023년04월18일,1906.72,1661.02,1547.22,1403.12
2023년04월19일,1909.23,1663.28,1547.54,1403.07
2023년04월20일,1910.67,1664.69,1547.22,1402.61
2023년04월21일,1911.64,1665.11,1546.47,1402.41
2023년04월22일,1910.89,1665.21,1545.18,1401.90
2023년04월23일,1911.13,1665.32,1544.66,1401.62
2023년04월24일,1912.22,1665.63,1544.10,1401.56
2023년04월25일,1912.25,1665.40,1542.47,1401.09
2023년04월26일,1911.70,1664.85,1540.75,1400.56
2023년04월27일,1911.51,1664.38,1538.79,1400.49
2023년04월28일,1911.04,1663.56,1536.21,1399.74
2023년04월29일,1909.43,1662.90,1534.15,1399.46
2023년04월30일,1909.40,1662.79,1533.53,1399.23
2023년05월01일,1909.57,1662.48,1532.25,1398.79
2023년05월02일,1909.70,1662.00,1530.74,1398.36
2023년05월03일,1908.13,1660.30,1527.07,1397.67
2023년05월04일,1907.20,1658.41,1523.50,1396.69
2023년05월05일,1904.10,1655.88,1518.52,1395.45
2023년05월06일,1904.21,1654.75,1516.28,1394.86
2023년05월07일,1903.80,1654.10,1514.91,1394.51
2023년05월08일,1903.94,1652.65,1511.95,1393.69
2023년05월09일,1900.48,1649.47,1506.13,1392.36
2023년05월10일,1899.07,1646.12,1500.50,1390.47
2023년05월11일,1897.57,1642.41,1494.38,1388.69
2023년05월12일,1895.17,1638.59,1488.00,1386.36
2023년05월13일,1893.15,1635.28,1482.61,1384.44
2023년05월14일,1892.56,1634.13,1480.29,1383.34
2023년05월15일,1892.06,1631.17,1475.17,1381.05
2023년05월16일,1888.36,1627.13,1468.11,1378.97
2023년05월17일,1886.64,1623.64,1462.36,1377.11
2023년05월18일,1884.96,1620.70,1457.55,1375.24
2023년05월19일,1882.09,1617.20,1452.05,1372.48
2023년05월20일,1879.02,1614.67,1448.03,1369.91
2023년05월21일,1878.45,1613.79,1446.11,1368.44
2023년05월22일,1878.89,1611.88,1443.05,1366.58
2023년05월23일,1877.29,1609.41,1438.80,1364.95
2023년05월24일,1876.28,1607.22,1435.21,1363.53
2023년05월25일,1875.06,1605.29,1431.79,1362.17
2023년05월26일,1873.98,1603.52,1429.02,1360.12
2023년05월27일,1871.05,1601.70,1425.82,1358.57
2023년05월28일,1870.69,1601.16,1424.71,1357.36
2023년05월29일,1871.36,1600.67,1423.87,1356.53
2023년05월30일,1870.89,1599.59,1422.28,1355.29
2023년05월31일,1870.44,1598.10,1420.03,1354.00
2023년06월01일,1868.23,1595.29,1415.52,1352.22
2023년06월02일,1866.43,1593.28,1412.71,1350.64
2023년06월03일,1863.11,1591.23,1409.89,1348.92
2023년06월04일,1862.51,1590.68,1408.66,1347.60
2023년06월05일,1863.98,1590.06,1407.99,1346.99
2023년06월06일,1863.69,1589.04,1406.22,1345.89
2023년06월07일,1863.64,1588.04,1404.82,1344.85
2023년06월08일,1862.36,1586.75,1402.80,1343.51
2023년06월09일,1861.50,1585.82,1401.31,1342.10
2023년06월10일,1859.83,1584.79,1399.69,1340.75
2023년06월11일,1859.65,1584.46,1398.96,1339.41
2023년06월12일,1860.52,1583.99,1398.40,1338.98
2023년06월13일,1859.77,1582.58,1396.52,1338.06
2023년06월14일,1858.71,1581.01,1394.46,1337.23
2023년06월15일,1857.58,1579.85,1392.98,1336.64
2023년06월16일,1856.03,1578.45,1391.28,1335.24
2023년06월17일,1854.54,1577.61,1389.86,1333.82
2023년06월18일,1854.29,1577.33,1389.19,1332.87
2023년06월19일,1854.82,1576.80,1388.98,1332.54
2023년06월20일,1854.03,1575.72,1387.72,1330.92
2023년06월21일,1853.32,1574.90,1386.45,1329.98
2023년06월22일,1852.82,1574.15,1385.70,1329.23
2023년06월23일,1852.44,1573.52,1385.12,1328.29
2023년06월24일,1850.87,1572.97,1384.07,1327.36
2023년06월25일,1850.44,1572.75,1383.65,1326.57
2023년06월26일,1851.83,1572.73,1383.50,1326.73
2023년06월27일,1851.24,1572.08,1382.90,1325.68
2023년06월28일,1851.12,1571.56,1382.11,1324.76
2023년06월29일,1850.96,1571.13,1381.56,1323.98
2023년06월30일,1850.34,1570.70,1381.17,1323.28
2023년07월01일,1848.55,1569.79,1379.99,1322.21
2023년07월02일,1848.49,1569.52,1379.44,1321.56
2023년07월03일,1848.96,1569.43,1379.61,1321.11
2023년07월04일,1848.94,1569.16,1379.09,1320.66
2023년07월05일,1848.45,1569.00,1378.91,1320.69
2023년07월06일,1848.21,1568.88,1378.61,1320.09
2023년07월07일,1848.15,1569.23,1379.07,1319.40
2023년07월08일,1847.42,1569.71,1379.47,1318.62
2023년07월09일,1847.51,1570.00,1379.53,1318.09
2023년07월10일,1848.73,1571.07,1380.74,1317.85
2023년07월11일,1849.17,1572.03,1381.71,1316.89
2023년07월12일,1849.98,1573.08,1383.34,1316.78
2023년07월13일,1850.48,1574.55,1384.80,1316.20
2023년07월14일,1851.43,1576.89,1387.20,1316.78
2023년07월15일,1851.13,1578.77,1389.39,1316.29
2023년07월16일,1851.60,1579.82,1390.35,1316.41
2023년07월17일,1853.20,1581.74,1392.71,1316.66
2023년07월18일,1855.38,1583.72,1394.77,1316.50
2023년07월19일,1857.15,1585.45,1396.95,1316.55
2023년07월20일,1857.63,1587.55,1399.58,1316.04
2023년07월21일,1858.51,1589.76,1402.10,1315.60
2023년07월22일,1859.11,1591.77,1403.99,1315.91
2023년07월23일,1859.79,1592.85,1404.85,1316.46
2023년07월24일,1862.55,1595.36,1407.77,1316.51
2023년07월25일,1865.83,1598.62,1411.16,1316.19
2023년07월26일,1868.13,1602.74,1415.32,1316.14
2023년07월27일,1869.90,1607.11,1419.93,1316.08
2023년07월28일,1874.45,1612.76,1425.59,1316.36
2023년07월29일,1880.02,1619.33,1431.45,1316.82
2023년07월30일,1881.78,1622.78,1434.38,1316.48
2023년07월31일,1884.53,1627.38,1439.18,1316.72
2023년08월01일,1894.91,1638.23,1450.36,1317.42
2023년08월02일,1901.36,1647.72,1460.58,1318.11
2023년08월03일,1910.23,1658.01,1472.50,1319.36
2023년08월04일,1916.38,1667.53,1484.58,1320.81
2023년08월05일,1921.81,1676.64,1496.74,1322.18
2023년08월06일,1924.63,1681.14,1502.55,1322.60
2023년08월07일,1928.81,1687.86,1512.45,1323.60
2023년08월08일,1933.80,1696.23,1527.48,1326.46
2023년08월09일,1938.53,1702.56,1539.41,1328.87
2023년08월10일,1941.98,1707.13,1548.16,1329.76
2023년08월11일,1948.06,1712.63,1559.17,1331.72
2023년08월12일,1952.02,1717.67,1568.97,1334.35
2023년08월13일,1954.01,1720.21,1573.66,1335.91
2023년08월14일,1958.53,1724.31,1581.61,1337.75
2023년08월15일,1961.76,1728.56,1589.29,1339.95
2023년08월16일,1964.01,1731.34,1595.50,1341.37
2023년08월17일,1968.27,1734.19,1601.41,1343.68
2023년08월18일,1969.97,1736.09,1606.03,1345.14
2023년08월19일,1970.05,1737.56,1609.58,1346.36
2023년08월20일,1970.61,1738.29,1611.37,1347.01
2023년08월21일,1972.85,1739.72,1614.83,1348.77
2023년08월22일,1974.17,1741.16,1618.29,1350.09
2023년08월23일,1975.94,1742.16,1621.28,1350.83
2023년08월24일,1976.08,1742.59,1622.94,1352.05
2023년08월25일,1977.38,1742.95,1624.63,1353.41
2023년08월26일,1977.47,1743.29,1625.98,1354.81
2023년08월27일,1977.62,1743.57,1626.59,1355.09
2023년08월28일,1979.15,1744.19,1628.23,1355.59
2023년08월29일,1980.14,1745.23,1630.41,1357.19
2023년08월30일,1980.62,1745.65,1631.95,1358.98
2023년08월31일,1981.43,1746.07,1632.95,1360.39
2023년09월01일,1983.51,1747.13,1635.25,1361.36
2023년09월02일,1982.11,1747.70,1636.43,1363.37
2023년09월03일,1982.61,1748.15,1637.07,1363.86
2023년09월04일,1984.10,1748.95,1638.62,1364.35
2023년09월05일,1985.22,1749.90,1640.25,1365.93
2023년09월06일,1986.25,1750.77,1642.31,1367.50
2023년09월07일,1987.17,1752.15,1644.66,1369.10
2023년09월08일,1988.03,1753.64,1646.94,1370.63
2023년09월09일,1987.87,1755.10,1648.81,1372.52
2023년09월10일,1988.33,1756.02,1649.90,1374.06
2023년09월11일,1989.93,1757.58,1652.38,1375.82
2023년09월12일,1992.69,1759.40,1655.12,1377.98
2023년09월13일,1994.20,1761.41,1658.12,1379.98
2023년09월14일,1995.85,1763.46,1660.96,1382.34
2023년09월15일,1997.74,1766.40,1664.78,1385.96
2023년09월16일,1999.12,1769.09,1668.01,1389.14
2023년09월17일,1998.95,1770.28,1669.35,1390.43
2023년09월18일,2001.77,1772.99,1672.87,1393.11
2023년09월19일,2006.11,1776.84,1677.59,1396.47
2023년09월20일,2008.05,1779.75,1680.89,1398.74
2023년09월21일,2009.56,1781.68,1683.28,1401.47
2023년09월22일,2012.13,1783.61,1685.66,1404.70
2023년09월23일,2012.62,1785.21,1687.48,1407.48
2023년09월24일,2013.32,1786.26,1688.56,1408.96
2023년09월25일,2015.21,1788.05,1690.88,1410.62
2023년09월26일,2016.40,1789.63,1692.69,1412.73
2023년09월27일,2018.36,1791.29,1694.80,1414.70
2023년09월28일,2018.89,1793.26,1696.81,1417.26
2023년09월29일,2019.34,1794.41,1697.71,1418.02
2023년09월30일,2018.69,1794.66,1698.02,1418.86
2023년10월01일,2019.24,1795.22,1698.67,1419.79
2023년10월02일,2019.97,1796.17,1699.64,1421.30
2023년10월03일,2019.17,1796.25,1699.92,1422.46
2023년10월04일,2020.34,1796.38,1701.16,1423.95
2023년10월05일,2019.95,1795.91,1701.32,1424.87
2023년10월06일,2018.64,1793.82,1700.21,1426.49
2023년10월07일,2017.15,1791.71,1698.57,1428.99
2023년10월08일,2017.10,1790.73,1697.65,1429.56
2023년10월09일,2017.36,1790.08,1697.40,1429.61
2023년10월10일,2017.34,1789.18,1696.84,1430.20
2023년10월11일,2015.47,1786.89,1695.51,1431.24
2023년10월12일,2014.28,1784.72,1694.19,1431.71
2023년10월13일,2012.81,1781.79,1692.61,1432.85
2023년10월14일,2010.72,1779.47,1691.18,1433.92
2023년10월15일,2010.41,1778.68,1690.63,1434.15
2023년10월16일,2010.83,1777.56,1690.58,1434.53
2023년10월17일,2008.78,1775.06,1689.39,1434.71
2023년10월18일,2008.04,1772.84,1688.47,1435.19
2023년10월19일,2007.13,1771.04,1687.55,1435.77
2023년10월20일,2006.07,1769.39,1686.94,1436.31
2023년10월21일,2004.41,1767.74,1686.19,1437.31
2023년10월22일,2004.29,1767.17,1685.83,1437.54
2023년10월23일,2004.51,1766.30,1685.87,1437.68
2023년10월24일,2003.42,1764.26,1684.84,1437.85
2023년10월25일,2001.93,1761.55,1683.72,1437.98
2023년10월26일,1999.93,1758.33,1682.13,1438.32
2023년10월27일,1997.03,1754.98,1680.56,1438.38
2023년10월28일,1994.53,1752.31,1679.05,1438.82
2023년10월29일,1994.26,1751.43,1678.57,1438.65
2023년10월30일,1994.60,1749.83,1678.22,1438.60
2023년10월31일,1992.51,1747.06,1676.81,1438.47
2023년11월01일,1990.57,1742.31,1674.06,1437.88
2023년11월02일,1987.93,1738.21,1671.90,1437.04
2023년11월03일,1984.63,1733.97,1669.63,1436.96
2023년11월04일,1981.67,1730.38,1667.34,1436.63
2023년11월05일,1980.80,1728.69,1666.35,1436.43
2023년11월06일,1980.49,1725.83,1665.02,1436.17
2023년11월07일,1977.02,1721.01,1662.30,1435.52
2023년11월08일,1973.14,1715.73,1659.13,1434.84
2023년11월09일,1969.14,1709.48,1654.42,1433.75
2023년11월10일,1963.87,1703.13,1649.54,1432.85
2023년11월11일,1960.96,1697.77,1644.71,1431.99
2023년11월12일,1959.89,1695.93,1642.90,1431.17
2023년11월13일,1958.93,1691.87,1639.77,1430.75
2023년11월14일,1954.23,1685.73,1634.11,1429.10
2023년11월15일,1950.74,1680.63,1629.52,1427.55
2023년11월16일,1946.37,1676.26,1625.31,1426.52
2023년11월17일,1943.10,1672.30,1620.97,1425.31
2023년11월18일,1940.07,1668.84,1617.47,1424.00
2023년11월19일,1939.18,1667.51,1615.80,1423.52
2023년11월20일,1938.82,1664.78,1613.14,1422.59
2023년11월21일,1934.95,1659.12,1606.50,1420.70
2023년11월22일,1932.75,1656.54,1604.08,1419.86
2023년11월23일,1929.23,1652.96,1599.59,1418.74
2023년11월24일,1926.52,1649.56,1595.82,1417.55
2023년11월25일,1923.00,1647.05,1592.69,1416.38
2023년11월26일,1922.67,1645.97,1590.93,1415.76
2023년11월27일,1922.48,1643.95,1588.73,1414.84
2023년11월28일,1919.75,1641.03,1584.98,1413.76
2023년11월29일,1916.51,1638.49,1581.53,1412.52
2023년11월30일,1914.72,1636.75,1578.74,1411.48
2023년12월01일,1912.35,1634.18,1575.30,1410.30
2023년12월02일,1909.92,1632.42,1572.74,1409.43
2023년12월03일,1909.46,1631.71,1571.37,1408.77
2023년12월04일,1908.65,1629.96,1568.98,1407.49
2023년12월05일,1904.61,1626.70,1564.05,1406.13
2023년12월06일,1901.83,1623.79,1559.64,1404.62
2023년12월07일,1898.97,1620.78,1554.89,1403.03
2023년12월08일,1895.31,1617.44,1550.00,1401.42
2023년12월09일,1892.38,1614.50,1545.93,1400.22
2023년12월10일,1891.79,1613.41,1544.09,1399.79
2023년12월11일,1891.09,1611.22,1540.52,1398.63
2023년12월12일,1886.68,1606.83,1534.59,1396.29
2023년12월13일,1882.50,1602.56,1529.15,1394.04
2023년12월14일,1880.17,1599.08,1524.42,1392.15
2023년12월15일,1877.09,1595.98,1520.04,1390.20
2023년12월16일,1874.27,1593.35,1516.46,1387.51
2023년12월17일,1873.89,1592.50,1515.14,1386.57
2023년12월18일,1873.62,1590.61,1512.61,1385.08
2023년12월19일,1871.34,1587.97,1508.88,1382.34
2023년12월20일,1869.57,1586.30,1506.42,1380.51
2023년12월21일,1869.01,1585.23,1504.71,1378.85
2023년12월22일,1867.96,1584.81,1503.91,1378.27
2023년12월23일,1866.11,1584.02,1502.55,1377.41
2023년12월24일,1865.77,1583.69,1501.79,1376.88
2023년12월25일,1866.63,1583.53,1501.33,1376.28
2023년12월26일,1866.41,1582.63,1500.25,1376.05
2023년12월27일,1865.52,1581.89,1499.03,1375.26
2023년12월28일,1864.72,1581.22,1498.23,1373.90
2023년12월29일,1864.05,1580.53,1497.25,1373.24
2023년12월30일,1862.62,1579.61,1495.66,1372.59
2023년12월31일,1862.17,1579.31,1495.21,1372.27
2024년01월01일,1862.82,1578.54,1493.91,1371.40
2024년01월02일,1862.40,1577.46,1492.73,1370.70
2024년01월03일,1861.02,1575.89,1490.43,1369.50
2024년01월04일,1859.51,1574.52,1488.53,1368.20
2024년01월05일,1858.96,1573.43,1487.12,1367.12
2024년01월06일,1856.82,1572.33,1485.60,1366.20
2024년01월07일,1856.56,1572.02,1484.93,1365.53
2024년01월08일,1857.02,1571.71,1484.69,1364.86
2024년01월09일,1855.84,1570.46,1482.92,1363.39
2024년01월10일,1854.85,1569.02,1481.13,1362.73
2024년01월11일,1853.08,1567.64,1479.42,1361.50
2024년01월12일,1851.73,1566.47,1477.97,1360.31
2024년01월13일,1850.03,1565.39,1476.52,1359.16
2024년01월14일,1850.05,1565.13,1475.79,1358.72
2024년01월15일,1850.41,1564.94,1475.69,1357.98
2024년01월16일,1850.24,1564.38,1474.92,1357.50
2024년01월17일,1849.68,1563.41,1473.81,1356.19
2024년01월18일,1849.51,1563.03,1473.13,1355.71
2024년01월19일,1848.98,1562.66,1472.88,1355.29
2024년01월20일,1847.45,1562.40,1472.23,1354.54
2024년01월21일,1847.70,1562.41,1471.83,1354.41
2024년01월22일,1848.98,1562.78,1472.33,1354.06
2024년01월23일,1849.34,1563.30,1472.73,1353.81
2024년01월24일,1849.69,1564.19,1473.44,1353.84
2024년01월25일,1850.30,1565.87,1474.84,1353.81
2024년01월26일,1851.02,1567.91,1476.59,1353.85
2024년01월27일,1851.88,1570.95,1479.00,1354.35
2024년01월28일,1852.66,1572.19,1479.93,1354.39
2024년01월29일,1855.41,1575.09,1482.78,1354.46
2024년01월30일,1859.17,1578.88,1485.69,1354.99
2024년01월31일,1863.69,1582.27,1488.71,1355.06
2024년02월01일,1868.35,1586.46,1492.46,1355.68
2024년02월02일,1869.89,1589.01,1494.65,1356.38
2024년02월03일,1869.94,1591.03,1496.17,1356.67
2024년02월04일,1870.61,1592.01,1496.80,1356.71
2024년02월05일,1873.32,1594.10,1498.80,1357.08
2024년02월06일,1874.17,1596.46,1501.49,1358.01
2024년02월07일,1874.35,1598.37,1503.02,1358.25
2024년02월08일,1875.38,1600.73,1504.95,1358.43
2024년02월09일,1876.35,1603.53,1507.24,1358.74
2024년02월10일,1876.29,1604.84,1508.21,1359.06
2024년02월11일,1875.98,1605.81,1508.97,1359.17
2024년02월12일,1876.51,1606.65,1509.79,1359.09
2024년02월13일,1877.78,1608.44,1511.70,1359.17
2024년02월14일,1880.08,1611.70,1514.78,1359.57
2024년02월15일,1881.77,1614.90,1517.99,1360.06
2024년02월16일,1883.33,1618.00,1521.15,1361.15
2024년02월17일,1885.15,1620.92,1523.81,1361.77
2024년02월18일,1886.27,1622.32,1524.81,1361.91
2024년02월19일,1888.85,1625.02,1527.80,1362.41
2024년02월20일,1890.45,1627.74,1530.36,1362.94
2024년02월21일,1891.52,1629.43,1531.75,1363.35
2024년02월22일,1892.59,1630.89,1533.00,1363.71
2024년02월23일,1895.09,1632.41,1534.43,1364.10
2024년02월24일,1894.80,1633.29,1535.15,1364.47
2024년02월25일,1894.98,1633.74,1535.47,1364.65
2024년02월26일,1896.25,1634.84,1536.69,1364.83
2024년02월27일,1896.56,1635.57,1537.39,1364.89
2024년02월28일,1896.84,1636.15,1537.92,1365.18
2024년02월29일,1897.09,1636.72,1538.27,1364.98
2024년03월01일,1897.28,1637.44,1538.71,1365.59
2024년03월02일,1896.23,1637.74,1538.85,1365.44
2024년03월03일,1896.22,1638.10,1539.03,1365.52
2024년03월04일,1897.99,1638.95,1540.04,1365.66
2024년03월05일,1898.33,1639.39,1540.41,1365.89
2024년03월06일,1898.43,1639.52,1540.52,1365.93
2024년03월07일,1898.77,1639.47,1540.55,1365.96
2024년03월08일,1898.25,1639.52,1540.40,1366.06
2024년03월09일,1896.83,1639.18,1540.00,1366.27
2024년03월10일,1897.33,1639.26,1539.86,1366.18
2024년03월11일,1898.36,1639.59,1540.23,1366.27
2024년03월12일,1898.16,1639.44,1539.94,1366.31
2024년03월13일,1898.03,1638.99,1539.49,1366.17
2024년03월14일,1897.44,1638.50,1539.10,1366.17
2024년03월15일,1896.97,1638.33,1538.84,1365.94
2024년03월16일,1896.05,1637.92,1538.40,1365.79
2024년03월17일,1895.73,1637.88,1538.09,1365.86
2024년03월18일,1896.92,1638.22,1538.60,1365.83
2024년03월19일,1896.96,1637.78,1537.93,1365.45
2024년03월20일,1897.35,1638.05,1538.10,1365.50
2024년03월21일,1897.59,1638.31,1538.15,1365.55
2024년03월22일,1897.59,1638.66,1538.30,1365.33
2024년03월23일,1896.24,1638.43,1537.77,1365.22
2024년03월24일,1896.50,1638.46,1537.60,1364.96
2024년03월25일,1897.94,1638.97,1538.26,1364.88
2024년03월26일,1899.24,1639.57,1538.26,1364.67
2024년03월27일,1899.44,1640.07,1538.43,1364.69
2024년03월28일,1899.93,1640.44,1538.28,1364.60
2024년03월29일,1901.68,1641.08,1538.45,1364.72
2024년03월30일,1901.12,1642.15,1538.70,1365.20
2024년03월31일,1901.43,1642.77,1538.86,1364.97
2024년04월01일,1903.87,1644.42,1539.66,1364.94
2024년04월02일,1904.92,1645.97,1540.12,1364.92
2024년04월03일,1907.33,1648.70,1540.52,1364.92
2024년04월04일,1911.05,1652.94,1541.82,1364.89
2024년04월05일,1916.27,1658.16,1543.91,1364.91
2024년04월06일,1918.00,1662.55,1545.69,1365.14
2024년04월07일,1919.18,1665.23,1546.75,1365.33
2024년04월08일,1922.75,1669.72,1549.48,1365.73
2024년04월09일,1924.77,1674.74,1552.18,1366.40
2024년04월10일,1926.32,1677.48,1553.70,1366.62
2024년04월11일,1927.24,1679.08,1554.39,1366.53
2024년04월12일,1928.46,1682.28,1556.11,1367.07
2024년04월13일,1929.76,1685.38,1557.37,1367.40
2024년04월14일,1930.78,1687.39,1558.27,1367.29
2024년04월15일,1933.90,1691.52,1560.77,1367.81
2024년04월16일,1938.80,1695.55,1562.85,1367.76
2024년04월17일,1942.53,1699.10,1564.39,1368.05
2024년04월18일,1944.93,1701.69,1565.48,1368.15
2024년04월19일,1946.96,1704.14,1566.31,1368.55
2024년04월20일,1948.57,1705.67,1566.46,1368.89
2024년04월21일,1949.46,1706.47,1566.61,1368.87
2024년04월22일,1950.18,1707.25,1566.71,1369.09
2024년04월23일,1950.47,1708.08,1566.58,1369.25
2024년04월24일,1950.60,1709.56,1566.85,1369.17
2024년04월25일,1952.42,1710.47,1566.90,1369.16
2024년04월26일,1953.17,1711.28,1566.87,1369.07
2024년04월27일,1952.80,1711.59,1566.52,1368.78
2024년04월28일,1953.09,1711.94,1566.42,1368.71
2024년04월29일,1954.01,1712.73,1566.79,1368.94
2024년04월30일,1954.18,1712.97,1566.61,1368.69
2024년05월01일,1955.16,1713.47,1565.91,1368.47
2024년05월02일,1955.01,1713.56,1565.53,1368.06
2024년05월03일,1955.01,1713.39,1564.75,1368.50
2024년05월04일,1950.70,1712.67,1563.41,1368.01
2024년05월05일,1950.68,1712.64,1562.77,1367.45
2024년05월06일,1951.42,1712.71,1562.47,1367.55
2024년05월07일,1953.20,1712.20,1561.64,1367.38
2024년05월08일,1951.91,1711.12,1559.69,1367.36
2024년05월09일,1951.58,1709.94,1557.31,1366.98
2024년05월10일,1950.46,1708.38,1555.02,1366.40
2024년05월11일,1946.78,1706.80,1552.59,1366.28
2024년05월12일,1946.47,1706.13,1551.45,1365.95
2024년05월13일,1949.24,1704.93,1549.40,1365.98
2024년05월14일,1948.07,1702.60,1546.05,1365.59
2024년05월15일,1947.35,1701.02,1543.62,1365.04
2024년05월16일,1945.82,1699.61,1541.71,1364.49
2024년05월17일,1944.90,1697.68,1539.03,1363.93
2024년05월18일,1940.76,1695.33,1535.89,1363.11
2024년05월19일,1940.47,1694.71,1534.76,1362.91
