,연도,월,그룹,계약구분,사용량(kWh),전기요금(원),평균판매단가(원/kWh)
6958,2020,9,강원도,보건업 및 사회복지 서비스업,17824366.0,2131174568.0,119.6
6959,2020,9,강원도,부동산업,48263500.0,6734656824.0,139.5
6960,2020,9,강원도,"사업시설 관리, 사업 지원 및 임대 서비스업",3364981.0,495227514.0,147.2
6961,2020,9,강원도,"수도, 하수 및 폐기물 처리, 원료 재생업",38855339.0,4360271114.0,112.2
6962,2020,9,강원도,숙박 및 음식점업,93594027.0,12065358240.0,128.9
6963,2020,9,강원도,"예술, 스포츠 및 여가관련 서비스업",22542215.0,3040755495.0,134.9
6964,2020,9,강원도,운수 및 창고업,22341679.0,2728200182.0,122.1
6965,2020,9,강원도,"전기, 가스, 증기 및 공기 조절 공급업",31228646.0,3750891176.0,120.1
6966,2020,9,강원도,"전문, 과학 및 기술 서비스업",4129894.0,581646553.0,140.8
6967,2020,9,강원도,정보통신업,41764462.0,4369766630.0,104.6
6968,2020,9,강원도,제조업,429219278.0,37798122344.0,88.1
6969,2020,9,강원도,"협회 및 단체, 수리 및 기타 개인 서비스업",14658387.0,2283619768.0,155.8
6970,2020,9,경상도,가구내고용활동및달리분류되지않은자가소비생산활동,193324.0,32771279.0,182.95000000000002
6971,2020,9,경상도,건설업,61454290.0,8925927075.0,145.45999999999998
6972,2020,9,경상도,"공공 행정, 국방 및 사회보장 행정",107829385.0,14593708968.0,134.84
6973,2020,9,경상도,광업,24345773.0,3142944616.0,136.11999999999998
6974,2020,9,경상도,교육 서비스업,179935400.0,19328760094.0,107.1
6975,2020,9,경상도,국제 및 외국기관,10098119.0,1108724464.0,117.5
6976,2020,9,경상도,금융 및 보험업,36507003.0,4886667034.0,135.6
6977,2020,9,경상도,"농업, 임업 및 어업",388105925.0,19284626486.0,51.279999999999994
6978,2020,9,경상도,도매 및 소매업,464349602.0,56150820540.0,120.82000000000001
6979,2020,9,경상도,보건업 및 사회복지 서비스업,154254582.0,17855001805.0,116.38
6980,2020,9,경상도,부동산업,581526436.0,77077576192.0,133.3
6981,2020,9,경상도,"사업시설 관리, 사업 지원 및 임대 서비스업",27417544.0,3849306895.0,139.42000000000002
6982,2020,9,경상도,"수도, 하수 및 폐기물 처리, 원료 재생업",279184759.0,29880338088.0,106.67999999999999
6983,2020,9,경상도,숙박 및 음식점업,410570289.0,51801282200.0,126.22
6984,2020,9,경상도,"예술, 스포츠 및 여가관련 서비스업",86387239.0,11681881210.0,134.66
6985,2020,9,경상도,운수 및 창고업,224362582.0,22323298176.0,123.5
6986,2020,9,경상도,"전기, 가스, 증기 및 공기 조절 공급업",348435759.0,33904569725.0,102.02000000000001
6987,2020,9,경상도,"전문, 과학 및 기술 서비스업",33295054.0,4167902894.0,125.4
6988,2020,9,경상도,정보통신업,129200799.0,14319120773.0,111.2
6989,2020,9,경상도,제조업,6870937613.0,649792124205.0,99.2
6990,2020,9,경상도,"협회 및 단체, 수리 및 기타 개인 서비스업",125958537.0,18101689370.0,143.88
6991,2020,9,서울,가구내고용활동및달리분류되지않은자가소비생산활동,70856.0,11000351.0,146.63333333333333
6992,2020,9,서울,건설업,149732161.0,20229521646.0,134.96666666666667
6993,2020,9,서울,"공공 행정, 국방 및 사회보장 행정",195846683.0,26168544325.0,135.16666666666666
6994,2020,9,서울,광업,24595819.0,3189856878.0,133.20000000000002
6995,2020,9,서울,교육 서비스업,261623368.0,27219424182.0,104.23333333333333
6996,2020,9,서울,국제 및 외국기관,63088179.0,6701022924.0,111.94999999999999
6997,2020,9,서울,금융 및 보험업,66834602.0,7903494226.0,118.43333333333334
6998,2020,9,서울,"농업, 임업 및 어업",235330236.0,11772720887.0,56.699999999999996
6999,2020,9,서울,도매 및 소매업,874046566.0,106264853013.0,121.83333333333333
7000,2020,9,서울,보건업 및 사회복지 서비스업,238271604.0,25988162536.0,109.8
7001,2020,9,서울,부동산업,2058667768.0,267679177899.0,129.46666666666667
7002,2020,9,서울,"사업시설 관리, 사업 지원 및 임대 서비스업",66415920.0,8747869851.0,135.1
7003,2020,9,서울,"수도, 하수 및 폐기물 처리, 원료 재생업",427178342.0,43470337479.0,103.8
7004,2020,9,서울,숙박 및 음식점업,488701085.0,61236521643.0,125.16666666666667
7005,2020,9,서울,"예술, 스포츠 및 여가관련 서비스업",120321431.0,15792162431.0,133.33333333333334
7006,2020,9,서울,운수 및 창고업,537556887.0,58673962472.0,106.63333333333333
7007,2020,9,서울,"전기, 가스, 증기 및 공기 조절 공급업",203168089.0,22782655278.0,115.53333333333335
7008,2020,9,서울,"전문, 과학 및 기술 서비스업",130927336.0,14608868313.0,112.06666666666666
7009,2020,9,서울,정보통신업,441280070.0,43420262867.0,101.23333333333333
7010,2020,9,서울,제조업,6267823576.0,623294461381.0,105.86666666666667
7011,2020,9,서울,"협회 및 단체, 수리 및 기타 개인 서비스업",148853313.0,22729524951.0,153.66666666666666
7012,2020,9,전라도,가구내고용활동및달리분류되지않은자가소비생산활동,121779.0,16932159.0,142.03333333333333
7013,2020,9,전라도,건설업,21265326.0,3198637147.0,150.53333333333333
7014,2020,9,전라도,"공공 행정, 국방 및 사회보장 행정",55320181.0,7535024496.0,135.23333333333332
7015,2020,9,전라도,광업,11587406.0,1705530389.0,151.9
7016,2020,9,전라도,교육 서비스업,79917214.0,8942128917.0,111.43333333333334
7017,2020,9,전라도,금융 및 보험업,15759650.0,2090831813.0,132.5
7018,2020,9,전라도,"농업, 임업 및 어업",440612092.0,20768459456.0,49.93333333333334
7019,2020,9,전라도,도매 및 소매업,180003680.0,21695742591.0,120.39999999999999
7020,2020,9,전라도,보건업 및 사회복지 서비스업,73783983.0,8752039786.0,118.43333333333334
7021,2020,9,전라도,부동산업,213183761.0,28945475494.0,135.86666666666667
7022,2020,9,전라도,"사업시설 관리, 사업 지원 및 임대 서비스업",16584794.0,2370156160.0,142.83333333333334
7023,2020,9,전라도,"수도, 하수 및 폐기물 처리, 원료 재생업",113780187.0,11976009263.0,106.56666666666666
7024,2020,9,전라도,숙박 및 음식점업,173339705.0,22085750144.0,127.03333333333335
7025,2020,9,전라도,"예술, 스포츠 및 여가관련 서비스업",37137816.0,5215333451.0,140.9
7026,2020,9,전라도,운수 및 창고업,112105351.0,9059799832.0,88.7
7027,2020,9,전라도,"전기, 가스, 증기 및 공기 조절 공급업",84075426.0,8958592054.0,123.2
7028,2020,9,전라도,"전문, 과학 및 기술 서비스업",19478608.0,2460994829.0,127.2
7029,2020,9,전라도,정보통신업,67823331.0,7482388030.0,110.66666666666667
7030,2020,9,전라도,제조업,2755912938.0,249297760465.0,94.8
7031,2020,9,전라도,"협회 및 단체, 수리 및 기타 개인 서비스업",49680870.0,7649354788.0,153.76666666666668
7032,2020,9,충청도,가구내고용활동및달리분류되지않은자가소비생산활동,6571.0,707708.0,104.10000000000001
7033,2020,9,충청도,건설업,41689429.0,5243878012.0,131.7
7034,2020,9,충청도,"공공 행정, 국방 및 사회보장 행정",75155477.0,9412038660.0,124.125
7035,2020,9,충청도,광업,25839647.0,3255384998.0,160.5
7036,2020,9,충청도,교육 서비스업,95091699.0,10463662038.0,110.2
7037,2020,9,충청도,금융 및 보험업,15346771.0,2107711078.0,139.225
7038,2020,9,충청도,"농업, 임업 및 어업",294099598.0,14379094822.0,51.2
7039,2020,9,충청도,도매 및 소매업,221153235.0,27350239768.0,122.65
7040,2020,9,충청도,보건업 및 사회복지 서비스업,59796427.0,7133890908.0,118.025
7041,2020,9,충청도,부동산업,265086163.0,36316602675.0,136.575
7042,2020,9,충청도,"사업시설 관리, 사업 지원 및 임대 서비스업",16018094.0,2191778937.0,137.1
7043,2020,9,충청도,"수도, 하수 및 폐기물 처리, 원료 재생업",149845735.0,15402284832.0,103.5
7044,2020,9,충청도,숙박 및 음식점업,171192496.0,22068598149.0,129.1
7045,2020,9,충청도,"예술, 스포츠 및 여가관련 서비스업",37712040.0,5234524428.0,139.225
7046,2020,9,충청도,운수 및 창고업,94650933.0,9632364288.0,107.3
7047,2020,9,충청도,"전기, 가스, 증기 및 공기 조절 공급업",57418760.0,7540629711.0,133.35
7048,2020,9,충청도,"전문, 과학 및 기술 서비스업",96568813.0,9666015275.0,113.45
7049,2020,9,충청도,정보통신업,68498632.0,7532502127.0,111.575
7050,2020,9,충청도,제조업,4976888322.0,454865278313.0,93.275
7051,2020,9,충청도,"협회 및 단체, 수리 및 기타 개인 서비스업",44510081.0,7049063379.0,156.425
7052,2020,10,강원도,가구내고용활동및달리분류되지않은자가소비생산활동,6311.0,1095192.0,173.5
7053,2020,10,강원도,건설업,10542043.0,1438096951.0,136.4
7054,2020,10,강원도,"공공 행정, 국방 및 사회보장 행정",41140570.0,4933038252.0,119.9
7055,2020,10,강원도,광업,37688781.0,3621271287.0,96.1
7056,2020,10,강원도,교육 서비스업,18690614.0,1935214361.0,103.5
7057,2020,10,강원도,금융 및 보험업,3704993.0,489992590.0,132.3
7058,2020,10,강원도,"농업, 임업 및 어업",59293212.0,3095423900.0,52.2
7059,2020,10,강원도,도매 및 소매업,49388048.0,5420475679.0,109.8
7060,2020,10,강원도,보건업 및 사회복지 서비스업,14642410.0,1616575385.0,110.4
7061,2020,10,강원도,부동산업,37831207.0,4903343706.0,129.6
7062,2020,10,강원도,"사업시설 관리, 사업 지원 및 임대 서비스업",2633200.0,373488905.0,141.8
7063,2020,10,강원도,"수도, 하수 및 폐기물 처리, 원료 재생업",37391446.0,3873289324.0,103.6
7064,2020,10,강원도,숙박 및 음식점업,77739505.0,9066677535.0,116.6
7065,2020,10,강원도,"예술, 스포츠 및 여가관련 서비스업",21161768.0,2713198565.0,128.2
7066,2020,10,강원도,운수 및 창고업,21084252.0,2520729118.0,119.6
7067,2020,10,강원도,"전기, 가스, 증기 및 공기 조절 공급업",30521649.0,3695543129.0,121.1
7068,2020,10,강원도,"전문, 과학 및 기술 서비스업",3569796.0,469536807.0,131.5
7069,2020,10,강원도,정보통신업,38385626.0,3513152962.0,91.5
7070,2020,10,강원도,제조업,455185243.0,37996519307.0,83.5
7071,2020,10,강원도,"협회 및 단체, 수리 및 기타 개인 서비스업",13581361.0,1899969656.0,139.9
7072,2020,10,경상도,가구내고용활동및달리분류되지않은자가소비생산활동,161153.0,26343486.0,176.775
7073,2020,10,경상도,건설업,51917674.0,7153892022.0,139.04000000000002
7074,2020,10,경상도,"공공 행정, 국방 및 사회보장 행정",79759487.0,10265456447.0,128.14000000000001
7075,2020,10,경상도,광업,24487375.0,2924336587.0,128.76
7076,2020,10,경상도,교육 서비스업,134370277.0,12657638716.0,94.14
7077,2020,10,경상도,국제 및 외국기관,7268657.0,847328469.0,124.43333333333332
7078,2020,10,경상도,금융 및 보험업,26156815.0,3417057140.0,132.14000000000001
7079,2020,10,경상도,"농업, 임업 및 어업",274276189.0,14880642021.0,57.08
7080,2020,10,경상도,도매 및 소매업,358337754.0,39508756866.0,110.14000000000001
7081,2020,10,경상도,보건업 및 사회복지 서비스업,114016244.0,12817874287.0,112.74000000000001
7082,2020,10,경상도,부동산업,422856189.0,53487701590.0,127.04
7083,2020,10,경상도,"사업시설 관리, 사업 지원 및 임대 서비스업",20017562.0,2772422398.0,137.26
7084,2020,10,경상도,"수도, 하수 및 폐기물 처리, 원료 재생업",270366601.0,26807669690.0,99.02000000000001
7085,2020,10,경상도,숙박 및 음식점업,293654666.0,34148168310.0,116.24000000000001
7086,2020,10,경상도,"예술, 스포츠 및 여가관련 서비스업",72216376.0,9254007393.0,127.61999999999998
7087,2020,10,경상도,운수 및 창고업,207107579.0,19705030004.0,98.4
7088,2020,10,경상도,"전기, 가스, 증기 및 공기 조절 공급업",289518787.0,28786260948.0,106.12
7089,2020,10,경상도,"전문, 과학 및 기술 서비스업",27331498.0,3335697488.0,122.5
7090,2020,10,경상도,정보통신업,118848751.0,11157747802.0,93.28
7091,2020,10,경상도,제조업,6696418856.0,608204559647.0,95.6
7092,2020,10,경상도,"협회 및 단체, 수리 및 기타 개인 서비스업",107514881.0,13979886673.0,130.34
7093,2020,10,서울,가구내고용활동및달리분류되지않은자가소비생산활동,57957.0,8560507.0,131.36666666666667
7094,2020,10,서울,건설업,123181086.0,15867763794.0,128.93333333333334
7095,2020,10,서울,"공공 행정, 국방 및 사회보장 행정",148808479.0,18735516232.0,127.56666666666666
7096,2020,10,서울,광업,24208506.0,2880944661.0,129.46666666666667
7097,2020,10,서울,교육 서비스업,203984454.0,20097494707.0,99.73333333333333
7098,2020,10,서울,국제 및 외국기관,47319906.0,5243572840.0,117.4
7099,2020,10,서울,금융 및 보험업,54146027.0,6189657502.0,114.10000000000001
7100,2020,10,서울,"농업, 임업 및 어업",180033629.0,9439690808.0,58.6
7101,2020,10,서울,도매 및 소매업,688750131.0,76975800208.0,111.43333333333334
7102,2020,10,서울,보건업 및 사회복지 서비스업,188088762.0,19852263645.0,106.60000000000001
7103,2020,10,서울,부동산업,1594395925.0,197582518089.0,123.06666666666666
7104,2020,10,서울,"사업시설 관리, 사업 지원 및 임대 서비스업",52181008.0,6627261335.0,130.13333333333333
7105,2020,10,서울,"수도, 하수 및 폐기물 처리, 원료 재생업",417714669.0,39833139289.0,97.06666666666668
7106,2020,10,서울,숙박 및 음식점업,359156404.0,41233178178.0,114.60000000000001
7107,2020,10,서울,"예술, 스포츠 및 여가관련 서비스업",105837404.0,13335856624.0,128.0666666666667
7108,2020,10,서울,운수 및 창고업,465449564.0,47196065451.0,99.76666666666667
7109,2020,10,서울,"전기, 가스, 증기 및 공기 조절 공급업",202366861.0,21334053093.0,110.2
7110,2020,10,서울,"전문, 과학 및 기술 서비스업",110009733.0,12030360940.0,110.26666666666667
7111,2020,10,서울,정보통신업,419506291.0,37575656950.0,90.56666666666666
7112,2020,10,서울,제조업,5782239224.0,551346139183.0,103.5
7113,2020,10,서울,"협회 및 단체, 수리 및 기타 개인 서비스업",120407344.0,17684756457.0,148.03333333333333
7114,2020,10,전라도,가구내고용활동및달리분류되지않은자가소비생산활동,97676.0,11930996.0,127.86666666666667
7115,2020,10,전라도,건설업,17204952.0,2535267014.0,146.13333333333333
7116,2020,10,전라도,"공공 행정, 국방 및 사회보장 행정",41241771.0,5548289817.0,133.16666666666666
7117,2020,10,전라도,광업,10529517.0,1480890992.0,144.29999999999998
7118,2020,10,전라도,교육 서비스업,58244112.0,5766040258.0,98.76666666666667
7119,2020,10,전라도,금융 및 보험업,11517312.0,1480173079.0,128.29999999999998
7120,2020,10,전라도,"농업, 임업 및 어업",353479391.0,17279827126.0,52.666666666666664
7121,2020,10,전라도,도매 및 소매업,141740697.0,15189919281.0,107.06666666666666
7122,2020,10,전라도,보건업 및 사회복지 서비스업,53182060.0,5999927168.0,112.7
7123,2020,10,전라도,부동산업,157825808.0,20055743937.0,127.2
7124,2020,10,전라도,"사업시설 관리, 사업 지원 및 임대 서비스업",12072569.0,1674756959.0,138.70000000000002
7125,2020,10,전라도,"수도, 하수 및 폐기물 처리, 원료 재생업",111603292.0,10973220309.0,100.3
7126,2020,10,전라도,숙박 및 음식점업,125887814.0,14459725302.0,114.46666666666665
7127,2020,10,전라도,"예술, 스포츠 및 여가관련 서비스업",30802971.0,4048569294.0,131.20000000000002
7128,2020,10,전라도,운수 및 창고업,93824796.0,7718971155.0,89.7
7129,2020,10,전라도,"전기, 가스, 증기 및 공기 조절 공급업",81750659.0,8797590609.0,133.56666666666666
7130,2020,10,전라도,"전문, 과학 및 기술 서비스업",15838268.0,1990544921.0,126.56666666666668
7131,2020,10,전라도,정보통신업,62395794.0,5746146615.0,92.16666666666667
7132,2020,10,전라도,제조업,2646037894.0,232798989546.0,91.63333333333333
7133,2020,10,전라도,"협회 및 단체, 수리 및 기타 개인 서비스업",41932833.0,5951144000.0,142.23333333333335
7134,2020,10,충청도,가구내고용활동및달리분류되지않은자가소비생산활동,5815.0,573809.0,94.7
7135,2020,10,충청도,건설업,37607829.0,4414172079.0,125.075
7136,2020,10,충청도,"공공 행정, 국방 및 사회보장 행정",59209901.0,7145387664.0,120.75
7137,2020,10,충청도,광업,25381234.0,3019733773.0,140.8
7138,2020,10,충청도,교육 서비스업,74180447.0,7545094443.0,105.875
7139,2020,10,충청도,금융 및 보험업,11199486.0,1469480034.0,132.4
7140,2020,10,충청도,"농업, 임업 및 어업",203945191.0,10757691674.0,55.0
7141,2020,10,충청도,도매 및 소매업,171715649.0,19139289637.0,110.6
7142,2020,10,충청도,보건업 및 사회복지 서비스업,44358230.0,5087188018.0,113.625
7143,2020,10,충청도,부동산업,197190577.0,25582023816.0,129.425
7144,2020,10,충청도,"사업시설 관리, 사업 지원 및 임대 서비스업",12598875.0,1655243839.0,133.075
7145,2020,10,충청도,"수도, 하수 및 폐기물 처리, 원료 재생업",147470589.0,14309670054.0,97.75
7146,2020,10,충청도,숙박 및 음식점업,124124788.0,14669575335.0,117.575
7147,2020,10,충청도,"예술, 스포츠 및 여가관련 서비스업",33225141.0,4333757329.0,130.175
7148,2020,10,충청도,운수 및 창고업,89826141.0,8611958500.0,101.4
7149,2020,10,충청도,"전기, 가스, 증기 및 공기 조절 공급업",72840363.0,9031643861.0,115.775
7150,2020,10,충청도,"전문, 과학 및 기술 서비스업",86236974.0,8455183425.0,112.325
7151,2020,10,충청도,정보통신업,63887956.0,5849328580.0,90.95
7152,2020,10,충청도,제조업,4450159783.0,397357117479.0,90.7
7153,2020,10,충청도,"협회 및 단체, 수리 및 기타 개인 서비스업",65086988.0,5518270371.0,118.19999999999999
7154,2020,11,강원도,가구내고용활동및달리분류되지않은자가소비생산활동,7109.0,1191725.0,167.6
7155,2020,11,강원도,건설업,13334472.0,1845862535.0,138.4
7156,2020,11,강원도,"공공 행정, 국방 및 사회보장 행정",48123677.0,6196244329.0,128.8
7157,2020,11,강원도,광업,40184524.0,4728196927.0,117.7
7158,2020,11,강원도,교육 서비스업,27710984.0,3046087038.0,109.9
7159,2020,11,강원도,금융 및 보험업,4216583.0,578760972.0,137.3
7160,2020,11,강원도,"농업, 임업 및 어업",69803088.0,3331473926.0,47.7
7161,2020,11,강원도,도매 및 소매업,50724939.0,6203601132.0,122.3
7162,2020,11,강원도,보건업 및 사회복지 서비스업,18433822.0,2105606570.0,114.2
7163,2020,11,강원도,부동산업,42434760.0,5817225986.0,137.1
7164,2020,11,강원도,"사업시설 관리, 사업 지원 및 임대 서비스업",3118858.0,447720045.0,143.6
7165,2020,11,강원도,"수도, 하수 및 폐기물 처리, 원료 재생업",38165267.0,4541024210.0,119.0
7166,2020,11,강원도,숙박 및 음식점업,90532960.0,11324699752.0,125.1
7167,2020,11,강원도,"예술, 스포츠 및 여가관련 서비스업",24905302.0,3478247659.0,139.7
7168,2020,11,강원도,운수 및 창고업,22624936.0,3070225401.0,135.7
7169,2020,11,강원도,"전기, 가스, 증기 및 공기 조절 공급업",17321145.0,3776075403.0,218.0
7170,2020,11,강원도,"전문, 과학 및 기술 서비스업",3963039.0,574157175.0,144.9
7171,2020,11,강원도,정보통신업,38600768.0,4182389399.0,108.3
7172,2020,11,강원도,제조업,458876840.0,48017435736.0,104.6
7173,2020,11,강원도,"협회 및 단체, 수리 및 기타 개인 서비스업",17088884.0,2350850387.0,137.6
7174,2020,11,경상도,가구내고용활동및달리분류되지않은자가소비생산활동,168823.0,28742494.0,180.7
7175,2020,11,경상도,건설업,58344306.0,8562440747.0,147.68
7176,2020,11,경상도,"공공 행정, 국방 및 사회보장 행정",86909474.0,11939100411.0,137.35999999999999
7177,2020,11,경상도,광업,29982292.0,4112537483.0,142.44
7178,2020,11,경상도,교육 서비스업,171217546.0,18567194181.0,108.82000000000001
7179,2020,11,경상도,국제 및 외국기관,4845106.0,561649353.0,117.96666666666665
7180,2020,11,경상도,금융 및 보험업,27882915.0,4042803014.0,145.78
7181,2020,11,경상도,"농업, 임업 및 어업",366513412.0,18279398942.0,54.339999999999996
7182,2020,11,경상도,도매 및 소매업,354258990.0,45142692645.0,127.44000000000001
7183,2020,11,경상도,보건업 및 사회복지 서비스업,133380917.0,16216391592.0,122.42
7184,2020,11,경상도,부동산업,439242717.0,61382099279.0,139.56
7185,2020,11,경상도,"사업시설 관리, 사업 지원 및 임대 서비스업",22091653.0,3253986376.0,147.8
7186,2020,11,경상도,"수도, 하수 및 폐기물 처리, 원료 재생업",276199298.0,32102437519.0,116.44000000000001
7187,2020,11,경상도,숙박 및 음식점업,306350898.0,39053710784.0,127.17999999999999
7188,2020,11,경상도,"예술, 스포츠 및 여가관련 서비스업",78877523.0,11342748561.0,142.12
7189,2020,11,경상도,운수 및 창고업,213330280.0,24138602510.0,118.54
7190,2020,11,경상도,"전기, 가스, 증기 및 공기 조절 공급업",263719675.0,32886184960.0,132.2
7191,2020,11,경상도,"전문, 과학 및 기술 서비스업",29098078.0,4050441773.0,139.92000000000002
7192,2020,11,경상도,정보통신업,120518491.0,13160565429.0,108.08
7193,2020,11,경상도,제조업,6970499974.0,776677180667.0,114.22
7194,2020,11,경상도,"협회 및 단체, 수리 및 기타 개인 서비스업",129684610.0,17162233212.0,132.6
7195,2020,11,서울,가구내고용활동및달리분류되지않은자가소비생산활동,74573.0,10543285.0,127.46666666666665
7196,2020,11,서울,건설업,143958134.0,19865866973.0,138.66666666666666
7197,2020,11,서울,"공공 행정, 국방 및 사회보장 행정",166995655.0,21882661868.0,132.0
7198,2020,11,서울,광업,33594907.0,4377798581.0,134.46666666666667
7199,2020,11,서울,교육 서비스업,286662293.0,31865426584.0,113.8
7200,2020,11,서울,국제 및 외국기관,46261198.0,5070927470.0,114.85
7201,2020,11,서울,금융 및 보험업,58181080.0,7834797255.0,134.1
7202,2020,11,서울,"농업, 임업 및 어업",253067117.0,11565496570.0,51.666666666666664
7203,2020,11,서울,도매 및 소매업,702658045.0,90205647906.0,127.86666666666667
7204,2020,11,서울,보건업 및 사회복지 서비스업,205433550.0,24866058623.0,121.8
7205,2020,11,서울,부동산업,1692608588.0,235090242303.0,138.20000000000002
7206,2020,11,서울,"사업시설 관리, 사업 지원 및 임대 서비스업",56935148.0,7980580309.0,141.4333333333333
7207,2020,11,서울,"수도, 하수 및 폐기물 처리, 원료 재생업",414085533.0,47613461222.0,115.60000000000001
7208,2020,11,서울,숙박 및 음식점업,376271981.0,47878317788.0,127.3
7209,2020,11,서울,"예술, 스포츠 및 여가관련 서비스업",127363886.0,17505656576.0,139.1
7210,2020,11,서울,운수 및 창고업,484018142.0,59557852256.0,122.2
7211,2020,11,서울,"전기, 가스, 증기 및 공기 조절 공급업",206601230.0,27347328509.0,131.96666666666667
7212,2020,11,서울,"전문, 과학 및 기술 서비스업",116606913.0,15124341514.0,130.20000000000002
7213,2020,11,서울,정보통신업,430068249.0,47565013397.0,110.66666666666667
7214,2020,11,서울,제조업,6138178101.0,708428034304.0,119.46666666666665
7215,2020,11,서울,"협회 및 단체, 수리 및 기타 개인 서비스업",149791457.0,22073233740.0,148.53333333333333
7216,2020,11,전라도,가구내고용활동및달리분류되지않은자가소비생산활동,105122.0,13361082.0,131.79999999999998
7217,2020,11,전라도,건설업,20946185.0,3119963611.0,147.4
7218,2020,11,전라도,"공공 행정, 국방 및 사회보장 행정",46009586.0,6490935734.0,141.46666666666667
7219,2020,11,전라도,광업,14411154.0,2162781398.0,150.96666666666667
7220,2020,11,전라도,교육 서비스업,77127089.0,8352337171.0,108.16666666666667
7221,2020,11,전라도,금융 및 보험업,12372019.0,1765782364.0,142.56666666666666
7222,2020,11,전라도,"농업, 임업 및 어업",468779991.0,20801180269.0,45.36666666666667
7223,2020,11,전라도,도매 및 소매업,137749121.0,16909611332.0,122.76666666666667
7224,2020,11,전라도,보건업 및 사회복지 서비스업,64182637.0,7598395679.0,118.8
7225,2020,11,전라도,부동산업,166179659.0,22853926068.0,137.63333333333333
7226,2020,11,전라도,"사업시설 관리, 사업 지원 및 임대 서비스업",13365582.0,1935487313.0,144.9
7227,2020,11,전라도,"수도, 하수 및 폐기물 처리, 원료 재생업",114431224.0,13053289802.0,115.7
7228,2020,11,전라도,숙박 및 음식점업,135918850.0,16816310569.0,123.5
7229,2020,11,전라도,"예술, 스포츠 및 여가관련 서비스업",36249172.0,5142189730.0,141.23333333333332
7230,2020,11,전라도,운수 및 창고업,92761353.0,8660866143.0,102.5
7231,2020,11,전라도,"전기, 가스, 증기 및 공기 조절 공급업",87819256.0,11237086633.0,140.53333333333333
7232,2020,11,전라도,"전문, 과학 및 기술 서비스업",17187701.0,2471088806.0,144.76666666666668
7233,2020,11,전라도,정보통신업,63435591.0,6673568479.0,105.10000000000001
7234,2020,11,전라도,제조업,2443664524.0,274915458206.0,113.89999999999999
7235,2020,11,전라도,"협회 및 단체, 수리 및 기타 개인 서비스업",52212171.0,7289942428.0,139.63333333333333
7236,2020,11,충청도,가구내고용활동및달리분류되지않은자가소비생산활동,8012.0,798619.0,95.15
7237,2020,11,충청도,건설업,41919213.0,5407128037.0,131.5
7238,2020,11,충청도,"공공 행정, 국방 및 사회보장 행정",65298379.0,8698958190.0,134.175
7239,2020,11,충청도,광업,39386172.0,5264422701.0,144.625
7240,2020,11,충청도,교육 서비스업,103672161.0,11238425779.0,107.15
7241,2020,11,충청도,금융 및 보험업,12427483.0,1761187014.0,141.875
7242,2020,11,충청도,"농업, 임업 및 어업",320451062.0,13864817563.0,46.325
7243,2020,11,충청도,도매 및 소매업,173013884.0,21772771510.0,125.7
7244,2020,11,충청도,보건업 및 사회복지 서비스업,56259751.0,6563361410.0,117.57499999999999
7245,2020,11,충청도,부동산업,212969084.0,29772743201.0,140.7
7246,2020,11,충청도,"사업시설 관리, 사업 지원 및 임대 서비스업",14007226.0,1966405207.0,141.725
7247,2020,11,충청도,"수도, 하수 및 폐기물 처리, 원료 재생업",149541105.0,17275728877.0,117.175
7248,2020,11,충청도,숙박 및 음식점업,135168584.0,17065529261.0,126.15
7249,2020,11,충청도,"예술, 스포츠 및 여가관련 서비스업",38223815.0,5395974466.0,140.35
7250,2020,11,충청도,운수 및 창고업,90637418.0,10722459158.0,123.89999999999999
7251,2020,11,충청도,"전기, 가스, 증기 및 공기 조절 공급업",74640746.0,10240610740.0,130.05
7252,2020,11,충청도,"전문, 과학 및 기술 서비스업",88097468.0,10681966990.0,131.8
7253,2020,11,충청도,정보통신업,66657794.0,7061114383.0,104.05
7254,2020,11,충청도,제조업,4652766106.0,520052895458.0,112.375
7255,2020,11,충청도,"협회 및 단체, 수리 및 기타 개인 서비스업",18163253.0,6748973352.0,84.675
7256,2020,12,강원도,가구내고용활동및달리분류되지않은자가소비생산활동,9091.0,1523032.0,167.5
7257,2020,12,강원도,건설업,16650690.0,2319485138.0,139.3
7258,2020,12,강원도,"공공 행정, 국방 및 사회보장 행정",61830276.0,8103645503.0,131.1
7259,2020,12,강원도,광업,41867836.0,4972359770.0,118.8
7260,2020,12,강원도,교육 서비스업,39270409.0,4060338151.0,103.4
7261,2020,12,강원도,금융 및 보험업,5277414.0,752096803.0,142.5
7262,2020,12,강원도,"농업, 임업 및 어업",56733588.0,3030131648.0,53.4
7263,2020,12,강원도,도매 및 소매업,55211873.0,7388592513.0,133.8
7264,2020,12,강원도,보건업 및 사회복지 서비스업,23318978.0,2697666404.0,115.7
7265,2020,12,강원도,부동산업,50868189.0,7292003540.0,143.4
7266,2020,12,강원도,"사업시설 관리, 사업 지원 및 임대 서비스업",3973091.0,571040707.0,143.7
7267,2020,12,강원도,"수도, 하수 및 폐기물 처리, 원료 재생업",40158197.0,5004972331.0,124.6
7268,2020,12,강원도,숙박 및 음식점업,107546500.0,13920003680.0,129.4
7269,2020,12,강원도,"예술, 스포츠 및 여가관련 서비스업",29684601.0,4051386178.0,136.5
7270,2020,12,강원도,운수 및 창고업,24330591.0,3382719023.0,139.0
