,연도,월,그룹,계약구분,사용량(kWh),전기요금(원),평균판매단가(원/kWh)
1136,2015,12,강원도,광업 ,34627704.0,4636602380.0,133.9
1137,2015,12,강원도,교육 서비스업,37650478.0,4176825325.0,110.9
1138,2015,12,강원도,금융 및 보험업 ,5062127.0,722570779.0,142.7
1139,2015,12,강원도,"농업, 임업 및 어업 ",43980059.0,2315893053.0,52.7
1140,2015,12,강원도,도매 및 소매업,53571564.0,7213214970.0,134.6
1141,2015,12,강원도,보건업 및 사회복지 서비스업,21182769.0,2469301543.0,116.6
1142,2015,12,강원도,부동산업 및 임대업 ,37394157.0,5305559513.0,141.9
1143,2015,12,강원도,"사업시설관리,사업지원서비스업",3624348.0,527403003.0,145.5
1144,2015,12,강원도,숙박 및 음식점업 ,97134006.0,12396242348.0,127.6
1145,2015,12,강원도,"예술,스포츠및여가관련서비스업",36448535.0,4731082591.0,129.8
1146,2015,12,강원도,운수업,19033186.0,2598328046.0,136.5
1147,2015,12,강원도,"전기, 가스, 증기 및 수도사업 ",41920553.0,5122612820.0,122.2
1148,2015,12,강원도,"전문, 과학 및 기술 서비스업 ",3299998.0,488954793.0,148.2
1149,2015,12,강원도,제조업 ,520928823.0,57584939634.0,110.5
1150,2015,12,강원도,"출판영상,방송통신정보서비스업",25616888.0,3126110582.0,122.0
1151,2015,12,강원도,하수폐기처리원료재생환경복원,22430802.0,2800904275.0,124.9
1152,2015,12,강원도,"협회단체,수리기타개인서비스업",21092964.0,2958144977.0,140.2
1153,2015,12,경상도,"가구내고용,미분류자가소비생산",215632.0,37666039.0,179.3
1154,2015,12,경상도,건설업 ,63107062.0,9013538366.0,143.7
1155,2015,12,경상도,"공공행정, 국방 및 사회보장 행정",95951980.0,13267586513.0,138.14000000000001
1156,2015,12,경상도,광업 ,33672440.0,4706996005.0,143.35999999999999
1157,2015,12,경상도,교육 서비스업,203687534.0,23479897528.0,116.46
1158,2015,12,경상도,국제 및 외국기관,8482628.0,1046124075.0,123.05
1159,2015,12,경상도,금융 및 보험업 ,35109477.0,5184934948.0,148.48
1160,2015,12,경상도,"농업, 임업 및 어업 ",342731834.0,17417828865.0,52.879999999999995
1161,2015,12,경상도,도매 및 소매업,388417788.0,53900761855.0,138.78
1162,2015,12,경상도,보건업 및 사회복지 서비스업,140748664.0,17686430655.0,126.96
1163,2015,12,경상도,부동산업 및 임대업 ,400303632.0,58638856685.0,146.7
1164,2015,12,경상도,"사업시설관리,사업지원서비스업",27453716.0,4155356173.0,151.68
1165,2015,12,경상도,숙박 및 음식점업 ,348534941.0,44814877980.0,130.14000000000001
1166,2015,12,경상도,"예술,스포츠및여가관련서비스업",83665263.0,12406359646.0,148.0
1167,2015,12,경상도,운수업,189185647.0,22291005306.0,122.47999999999999
1168,2015,12,경상도,"전기, 가스, 증기 및 수도사업 ",354999564.0,43431523511.0,129.02
1169,2015,12,경상도,"전문, 과학 및 기술 서비스업 ",29720609.0,4232243873.0,143.84
1170,2015,12,경상도,제조업 ,7323244039.0,843993875628.0,117.94000000000001
1171,2015,12,경상도,"출판영상,방송통신정보서비스업",96057947.0,12023109463.0,125.05999999999999
1172,2015,12,경상도,하수폐기처리원료재생환경복원,147110986.0,18113189299.0,122.67999999999999
1173,2015,12,경상도,"협회단체,수리기타개인서비스업",157808410.0,21797553350.0,138.46
1174,2015,12,서울,"가구내고용,미분류자가소비생산",120428.0,17159915.0,136.13333333333333
1175,2015,12,서울,건설업 ,136497694.0,18643552485.0,136.4
1176,2015,12,서울,"공공행정, 국방 및 사회보장 행정",186497939.0,24801505798.0,133.83333333333334
1177,2015,12,서울,광업 ,32671304.0,4461391177.0,135.96666666666667
1178,2015,12,서울,교육 서비스업,367317102.0,41896916408.0,113.8
1179,2015,12,서울,국제 및 외국기관,41172968.0,4941400091.0,120.1
1180,2015,12,서울,금융 및 보험업 ,75928456.0,10130893329.0,135.86666666666667
1181,2015,12,서울,"농업, 임업 및 어업 ",221502999.0,10795609949.0,49.666666666666664
1182,2015,12,서울,도매 및 소매업,827751617.0,113013762188.0,136.29999999999998
1183,2015,12,서울,보건업 및 사회복지 서비스업,199797761.0,25156231498.0,125.93333333333334
1184,2015,12,서울,부동산업 및 임대업 ,1693060882.0,239364531171.0,141.20000000000002
1185,2015,12,서울,"사업시설관리,사업지원서비스업",64016982.0,9150023189.0,144.70000000000002
1186,2015,12,서울,숙박 및 음식점업 ,439470275.0,59072452526.0,134.63333333333333
1187,2015,12,서울,"예술,스포츠및여가관련서비스업",150176669.0,20859369724.0,140.20000000000002
1188,2015,12,서울,운수업,427829468.0,54329128437.0,125.56666666666666
1189,2015,12,서울,"전기, 가스, 증기 및 수도사업 ",385532827.0,45038310159.0,121.8
1190,2015,12,서울,"전문, 과학 및 기술 서비스업 ",90600886.0,12086277339.0,135.26666666666668
1191,2015,12,서울,제조업 ,5606117149.0,663911693516.0,121.63333333333333
1192,2015,12,서울,"출판영상,방송통신정보서비스업",316984377.0,37933287079.0,121.33333333333333
1193,2015,12,서울,하수폐기처리원료재생환경복원,204760933.0,24339753560.0,118.86666666666667
1194,2015,12,서울,"협회단체,수리기타개인서비스업",206101538.0,29802749471.0,145.46666666666667
1195,2015,12,전라도,"가구내고용,미분류자가소비생산",161559.0,22730391.0,144.96666666666667
1196,2015,12,전라도,건설업 ,16762602.0,2543197931.0,151.43333333333334
1197,2015,12,전라도,"공공행정, 국방 및 사회보장 행정",45587972.0,6461322469.0,142.4
1198,2015,12,전라도,광업 ,12257144.0,1975571325.0,157.70000000000002
1199,2015,12,전라도,교육 서비스업,100161352.0,11511639435.0,115.2
1200,2015,12,전라도,금융 및 보험업 ,15383858.0,2222783646.0,144.63333333333333
1201,2015,12,전라도,"농업, 임업 및 어업 ",368006445.0,17120218199.0,47.833333333333336
1202,2015,12,전라도,도매 및 소매업,144550090.0,19770364316.0,136.70000000000002
1203,2015,12,전라도,보건업 및 사회복지 서비스업,69976768.0,8640034678.0,123.93333333333334
1204,2015,12,전라도,부동산업 및 임대업 ,149833153.0,21739308540.0,145.33333333333334
1205,2015,12,전라도,"사업시설관리,사업지원서비스업",14274818.0,2145611448.0,150.20000000000002
1206,2015,12,전라도,숙박 및 음식점업 ,147853491.0,19783876173.0,133.73333333333332
1207,2015,12,전라도,"예술,스포츠및여가관련서비스업",41045672.0,5909357318.0,143.63333333333333
1208,2015,12,전라도,운수업,73773657.0,7441709051.0,108.23333333333333
1209,2015,12,전라도,"전기, 가스, 증기 및 수도사업 ",89364611.0,11560619585.0,136.16666666666666
1210,2015,12,전라도,"전문, 과학 및 기술 서비스업 ",17522143.0,2450013148.0,140.43333333333334
1211,2015,12,전라도,제조업 ,3038287271.0,342650854532.0,117.13333333333333
1212,2015,12,전라도,"출판영상,방송통신정보서비스업",51439127.0,6393573864.0,124.5
1213,2015,12,전라도,하수폐기처리원료재생환경복원,68832167.0,8175059204.0,119.46666666666665
1214,2015,12,전라도,"협회단체,수리기타개인서비스업",66309365.0,9538529900.0,144.0
1215,2015,12,충청도,"가구내고용,미분류자가소비생산",11993.0,1447308.0,120.55000000000001
1216,2015,12,충청도,건설업 ,55222488.0,7384932706.0,142.25
1217,2015,12,충청도,"공공행정, 국방 및 사회보장 행정",67375988.0,9180147840.0,136.325
1218,2015,12,충청도,광업 ,38666901.0,5177177156.0,147.2
1219,2015,12,충청도,교육 서비스업,135505434.0,14897072572.0,109.725
1220,2015,12,충청도,국제 및 외국기관,19879.0,3026812.0,152.3
1221,2015,12,충청도,금융 및 보험업 ,15096179.0,2155370350.0,143.925
1222,2015,12,충청도,"농업, 임업 및 어업 ",201461652.0,10213250364.0,51.425
1223,2015,12,충청도,도매 및 소매업,185026307.0,25521151072.0,137.875
1224,2015,12,충청도,보건업 및 사회복지 서비스업,60582112.0,7343822290.0,120.85
1225,2015,12,충청도,부동산업 및 임대업 ,181281008.0,26376105814.0,148.075
1226,2015,12,충청도,"사업시설관리,사업지원서비스업",15635416.0,-5883133052.0,-119.72499999999998
1227,2015,12,충청도,숙박 및 음식점업 ,154424519.0,20811132869.0,135.025
1228,2015,12,충청도,"예술,스포츠및여가관련서비스업",37444642.0,5497990420.0,144.7
1229,2015,12,충청도,운수업,75268040.0,9649156846.0,131.3
1230,2015,12,충청도,"전기, 가스, 증기 및 수도사업 ",109477355.0,14507785639.0,126.425
1231,2015,12,충청도,"전문, 과학 및 기술 서비스업 ",69645913.0,8820013970.0,134.45
1232,2015,12,충청도,제조업 ,4537024225.0,509689911715.0,114.625
1233,2015,12,충청도,"출판영상,방송통신정보서비스업",55415111.0,6834285681.0,123.15
1234,2015,12,충청도,하수폐기처리원료재생환경복원,80610307.0,9549517045.0,120.95
1235,2015,12,충청도,"협회단체,수리기타개인서비스업",58395711.0,8556823707.0,146.375
1236,2016,1,강원도,"가구내고용,미분류자가소비생산",9678.0,1649592.0,170.4
1237,2016,1,강원도,건설업 ,19948829.0,2626393547.0,131.7
1238,2016,1,강원도,"공공행정, 국방 및 사회보장 행정",60232399.0,7470544754.0,124.0
1239,2016,1,강원도,광업 ,31071957.0,4200998177.0,135.2
1240,2016,1,강원도,교육 서비스업,37604251.0,3900401291.0,103.7
1241,2016,1,강원도,금융 및 보험업 ,6079583.0,821040559.0,135.0
1242,2016,1,강원도,"농업, 임업 및 어업 ",47213642.0,2418110992.0,51.2
1243,2016,1,강원도,도매 및 소매업,59521809.0,7752940820.0,130.3
1244,2016,1,강원도,보건업 및 사회복지 서비스업,24622770.0,2718710426.0,110.4
1245,2016,1,강원도,부동산업 및 임대업 ,44347060.0,5956195012.0,134.3
1246,2016,1,강원도,"사업시설관리,사업지원서비스업",4673954.0,646749885.0,138.4
1247,2016,1,강원도,숙박 및 음식점업 ,110330042.0,13619536629.0,123.4
1248,2016,1,강원도,"예술,스포츠및여가관련서비스업",38364231.0,4882258037.0,127.3
1249,2016,1,강원도,운수업,19474456.0,2578314566.0,132.4
1250,2016,1,강원도,"전기, 가스, 증기 및 수도사업 ",44825199.0,5665698649.0,126.4
1251,2016,1,강원도,"전문, 과학 및 기술 서비스업 ",3938935.0,551553153.0,140.0
1252,2016,1,강원도,제조업 ,478706457.0,52757647986.0,110.2
1253,2016,1,강원도,"출판영상,방송통신정보서비스업",26479301.0,3187776254.0,120.4
1254,2016,1,강원도,하수폐기처리원료재생환경복원,23330706.0,2825509436.0,121.1
1255,2016,1,강원도,"협회단체,수리기타개인서비스업",25480060.0,3364156992.0,132.0
1256,2016,1,경상도,"가구내고용,미분류자가소비생산",239209.0,39841869.0,172.775
1257,2016,1,경상도,건설업 ,71634610.0,9903172621.0,138.48
1258,2016,1,경상도,"공공행정, 국방 및 사회보장 행정",109888897.0,14443419913.0,131.52
1259,2016,1,경상도,광업 ,32265835.0,4505504103.0,142.66
1260,2016,1,경상도,교육 서비스업,205587581.0,22514324890.0,110.3
1261,2016,1,경상도,국제 및 외국기관,9193320.0,1095075339.0,117.525
1262,2016,1,경상도,금융 및 보험업 ,41208263.0,5776807861.0,140.76
1263,2016,1,경상도,"농업, 임업 및 어업 ",463649839.0,22290909499.0,49.94
1264,2016,1,경상도,도매 및 소매업,431485687.0,57813748743.0,134.1
1265,2016,1,경상도,보건업 및 사회복지 서비스업,166528976.0,19841464066.0,120.64000000000001
1266,2016,1,경상도,부동산업 및 임대업 ,472736744.0,65592116810.0,138.85999999999999
1267,2016,1,경상도,"사업시설관리,사업지원서비스업",32165105.0,4588196679.0,142.94
1268,2016,1,경상도,숙박 및 음식점업 ,409945044.0,52859669618.0,129.06
1269,2016,1,경상도,"예술,스포츠및여가관련서비스업",98378125.0,13702014537.0,139.04000000000002
1270,2016,1,경상도,운수업,213936435.0,24313387173.0,117.52000000000001
1271,2016,1,경상도,"전기, 가스, 증기 및 수도사업 ",367442426.0,44285950981.0,127.22
1272,2016,1,경상도,"전문, 과학 및 기술 서비스업 ",33502846.0,4566951590.0,137.48
1273,2016,1,경상도,제조업 ,7420217732.0,840827288885.0,116.14000000000001
1274,2016,1,경상도,"출판영상,방송통신정보서비스업",99073483.0,12232621044.0,123.4
1275,2016,1,경상도,하수폐기처리원료재생환경복원,151544368.0,18157345153.0,119.35999999999999
1276,2016,1,경상도,"협회단체,수리기타개인서비스업",187965173.0,24605246421.0,131.2
1277,2016,1,서울,"가구내고용,미분류자가소비생산",137034.0,18638815.0,130.5
1278,2016,1,서울,건설업 ,160581754.0,20949788965.0,130.23333333333332
1279,2016,1,서울,"공공행정, 국방 및 사회보장 행정",210833774.0,26748973049.0,127.56666666666668
1280,2016,1,서울,광업 ,31163927.0,4246877745.0,135.33333333333334
1281,2016,1,서울,교육 서비스업,377422600.0,40288979663.0,107.8
1282,2016,1,서울,국제 및 외국기관,42557612.0,4814572788.0,113.1
1283,2016,1,서울,금융 및 보험업 ,83583579.0,10794992245.0,131.0
1284,2016,1,서울,"농업, 임업 및 어업 ",248092425.0,12216315454.0,52.36666666666667
1285,2016,1,서울,도매 및 소매업,932609498.0,122598023351.0,131.43333333333334
1286,2016,1,서울,보건업 및 사회복지 서비스업,221835791.0,26889208791.0,121.26666666666667
1287,2016,1,서울,부동산업 및 임대업 ,1947134958.0,263426960010.0,135.0
1288,2016,1,서울,"사업시설관리,사업지원서비스업",74254377.0,10123082160.0,137.9333333333333
1289,2016,1,서울,숙박 및 음식점업 ,507005576.0,65360536955.0,128.96666666666667
1290,2016,1,서울,"예술,스포츠및여가관련서비스업",171412389.0,22729922073.0,133.23333333333332
1291,2016,1,서울,운수업,482821321.0,58252271888.0,119.56666666666666
1292,2016,1,서울,"전기, 가스, 증기 및 수도사업 ",408886010.0,49079232290.0,122.06666666666666
1293,2016,1,서울,"전문, 과학 및 기술 서비스업 ",99888776.0,12930221190.0,131.06666666666666
1294,2016,1,서울,제조업 ,5751451276.0,668902593012.0,119.26666666666665
1295,2016,1,서울,"출판영상,방송통신정보서비스업",324980174.0,38276964362.0,119.56666666666666
1296,2016,1,서울,하수폐기처리원료재생환경복원,211544030.0,24509265248.0,115.96666666666665
1297,2016,1,서울,"협회단체,수리기타개인서비스업",243895814.0,33353993768.0,137.23333333333335
1298,2016,1,전라도,"가구내고용,미분류자가소비생산",184503.0,24766004.0,136.4
1299,2016,1,전라도,건설업 ,19685482.0,2818336587.0,142.83333333333334
1300,2016,1,전라도,"공공행정, 국방 및 사회보장 행정",52576803.0,7042829151.0,135.20000000000002
1301,2016,1,전라도,광업 ,11802728.0,1905095787.0,156.33333333333334
1302,2016,1,전라도,교육 서비스업,100953210.0,10963360310.0,108.86666666666667
1303,2016,1,전라도,금융 및 보험업 ,17833189.0,2459152605.0,138.1
1304,2016,1,전라도,"농업, 임업 및 어업 ",394306892.0,18906341777.0,48.13333333333333
1305,2016,1,전라도,도매 및 소매업,159315723.0,21117146058.0,132.5
1306,2016,1,전라도,보건업 및 사회복지 서비스업,82669046.0,9670219856.0,117.53333333333335
1307,2016,1,전라도,부동산업 및 임대업 ,175879625.0,24198250864.0,137.73333333333332
1308,2016,1,전라도,"사업시설관리,사업지원서비스업",16682207.0,2369822769.0,141.96666666666667
1309,2016,1,전라도,숙박 및 음식점업 ,173260969.0,22155742595.0,127.89999999999999
1310,2016,1,전라도,"예술,스포츠및여가관련서비스업",48464751.0,6580995611.0,135.6
1311,2016,1,전라도,운수업,75482083.0,7292357894.0,103.7
1312,2016,1,전라도,"전기, 가스, 증기 및 수도사업 ",96370723.0,12375867423.0,134.5
1313,2016,1,전라도,"전문, 과학 및 기술 서비스업 ",19811068.0,2648503900.0,134.23333333333335
1314,2016,1,전라도,제조업 ,3195282658.0,340729738544.0,110.96666666666665
1315,2016,1,전라도,"출판영상,방송통신정보서비스업",53273931.0,6510596404.0,122.43333333333334
1316,2016,1,전라도,하수폐기처리원료재생환경복원,70190640.0,8107940879.0,116.23333333333333
1317,2016,1,전라도,"협회단체,수리기타개인서비스업",79581407.0,10760873195.0,135.4333333333333
1318,2016,1,충청도,"가구내고용,미분류자가소비생산",12988.0,1535072.0,118.3
1319,2016,1,충청도,건설업 ,76277515.0,9515344837.0,133.0
1320,2016,1,충청도,"공공행정, 국방 및 사회보장 행정",74443611.0,9706904956.0,130.75
1321,2016,1,충청도,광업 ,36668141.0,4919086045.0,155.675
1322,2016,1,충청도,교육 서비스업,139716997.0,14425460882.0,102.85
1323,2016,1,충청도,국제 및 외국기관,23684.0,3253392.0,137.4
1324,2016,1,충청도,금융 및 보험업 ,17492276.0,2381541821.0,136.675
1325,2016,1,충청도,"농업, 임업 및 어업 ",242140592.0,11860134478.0,49.425
1326,2016,1,충청도,도매 및 소매업,205490113.0,27377720410.0,133.275
1327,2016,1,충청도,보건업 및 사회복지 서비스업,71625215.0,8219198244.0,114.25
1328,2016,1,충청도,부동산업 및 임대업 ,213019664.0,29379439529.0,139.725
1329,2016,1,충청도,"사업시설관리,사업지원서비스업",17858324.0,2483310650.0,139.4
1330,2016,1,충청도,숙박 및 음식점업 ,177073619.0,22902255725.0,129.75
1331,2016,1,충청도,"예술,스포츠및여가관련서비스업",43286008.0,5999497628.0,137.875
1332,2016,1,충청도,운수업,78527399.0,9641759919.0,126.85000000000001
1333,2016,1,충청도,"전기, 가스, 증기 및 수도사업 ",105239966.0,14191734119.0,126.25
1334,2016,1,충청도,"전문, 과학 및 기술 서비스업 ",73580721.0,9107841925.0,129.45
1335,2016,1,충청도,제조업 ,4558438171.0,506700038029.0,113.125
1336,2016,1,충청도,"출판영상,방송통신정보서비스업",57198065.0,6914246482.0,121.125
1337,2016,1,충청도,하수폐기처리원료재생환경복원,82099040.0,9497836458.0,118.375
1338,2016,1,충청도,"협회단체,수리기타개인서비스업",70650275.0,9674583423.0,136.9
1339,2016,2,강원도,"가구내고용,미분류자가소비생산",10656.0,1740024.0,163.3
1340,2016,2,강원도,건설업 ,20438213.0,2658844386.0,130.1
1341,2016,2,강원도,"공공행정, 국방 및 사회보장 행정",61611707.0,7611209338.0,123.5
1342,2016,2,강원도,광업 ,27554077.0,3814011321.0,138.4
1343,2016,2,강원도,교육 서비스업,38474615.0,4110515768.0,106.8
1344,2016,2,강원도,금융 및 보험업 ,6648323.0,878860383.0,132.2
1345,2016,2,강원도,"농업, 임업 및 어업 ",49076894.0,2487539259.0,50.7
1346,2016,2,강원도,도매 및 소매업,61498834.0,7936708755.0,129.1
1347,2016,2,강원도,보건업 및 사회복지 서비스업,26046723.0,2825872484.0,108.5
1348,2016,2,강원도,부동산업 및 임대업 ,46526540.0,6174469550.0,132.7
1349,2016,2,강원도,"사업시설관리,사업지원서비스업",4846871.0,658331815.0,135.8
1350,2016,2,강원도,숙박 및 음식점업 ,105977630.0,13206684808.0,124.6
1351,2016,2,강원도,"예술,스포츠및여가관련서비스업",33863075.0,4408262136.0,130.2
1352,2016,2,강원도,운수업,18948087.0,2525451177.0,133.3
1353,2016,2,강원도,"전기, 가스, 증기 및 수도사업 ",47154750.0,5931729389.0,125.8
1354,2016,2,강원도,"전문, 과학 및 기술 서비스업 ",4181464.0,571566989.0,136.7
1355,2016,2,강원도,제조업 ,424504149.0,47057502616.0,110.9
1356,2016,2,강원도,"출판영상,방송통신정보서비스업",25993068.0,3120717246.0,120.1
1357,2016,2,강원도,하수폐기처리원료재생환경복원,22747026.0,2746750450.0,120.8
1358,2016,2,강원도,"협회단체,수리기타개인서비스업",27079449.0,3521221285.0,130.0
1359,2016,2,경상도,"가구내고용,미분류자가소비생산",254519.0,41273107.0,167.55
1360,2016,2,경상도,건설업 ,73178213.0,10004547383.0,137.14000000000001
1361,2016,2,경상도,"공공행정, 국방 및 사회보장 행정",115528020.0,15031712795.0,130.64000000000001
1362,2016,2,경상도,광업 ,29245242.0,4191472702.0,144.74
1363,2016,2,경상도,교육 서비스업,211058371.0,23437412700.0,111.97999999999999
1364,2016,2,경상도,국제 및 외국기관,10049333.0,1155869847.0,114.025
1365,2016,2,경상도,금융 및 보험업 ,43407556.0,6018982749.0,139.06
1366,2016,2,경상도,"농업, 임업 및 어업 ",490827682.0,23474375714.0,49.68
1367,2016,2,경상도,도매 및 소매업,436906252.0,58206883159.0,133.4
1368,2016,2,경상도,보건업 및 사회복지 서비스업,174985774.0,20475296922.0,118.52000000000001
1369,2016,2,경상도,부동산업 및 임대업 ,494498653.0,67821307367.0,137.2
1370,2016,2,경상도,"사업시설관리,사업지원서비스업",32975420.0,4652111618.0,141.57999999999998
1371,2016,2,경상도,숙박 및 음식점업 ,420642715.0,53868190867.0,128.1
1372,2016,2,경상도,"예술,스포츠및여가관련서비스업",101453249.0,13962904123.0,137.22
1373,2016,2,경상도,운수업,197769959.0,22878682661.0,118.9
1374,2016,2,경상도,"전기, 가스, 증기 및 수도사업 ",340977354.0,41677809313.0,128.52
1375,2016,2,경상도,"전문, 과학 및 기술 서비스업 ",32658661.0,4459992393.0,137.94
1376,2016,2,경상도,제조업 ,6845686060.0,783072870312.0,117.4
1377,2016,2,경상도,"출판영상,방송통신정보서비스업",98035912.0,12114324023.0,123.44000000000001
1378,2016,2,경상도,하수폐기처리원료재생환경복원,147110271.0,17685134902.0,119.94000000000001
1379,2016,2,경상도,"협회단체,수리기타개인서비스업",197003634.0,25573325285.0,130.14000000000001
1380,2016,2,서울,"가구내고용,미분류자가소비생산",142654.0,19232352.0,129.76666666666668
1381,2016,2,서울,건설업 ,165367049.0,21413619688.0,129.79999999999998
1382,2016,2,서울,"공공행정, 국방 및 사회보장 행정",218069944.0,27624805073.0,127.96666666666665
1383,2016,2,서울,광업 ,27401259.0,3824322331.0,136.2
1384,2016,2,서울,교육 서비스업,388444875.0,41944850485.0,108.5
1385,2016,2,서울,국제 및 외국기관,45557621.0,4982675156.0,110.2
1386,2016,2,서울,금융 및 보험업 ,82226872.0,10623839519.0,130.66666666666666
1387,2016,2,서울,"농업, 임업 및 어업 ",263903576.0,12849107008.0,51.833333333333336
1388,2016,2,서울,도매 및 소매업,941043622.0,123195481468.0,131.13333333333333
1389,2016,2,서울,보건업 및 사회복지 서비스업,222407134.0,26687765233.0,120.16666666666667
1390,2016,2,서울,부동산업 및 임대업 ,1972431993.0,265599599247.0,134.29999999999998
1391,2016,2,서울,"사업시설관리,사업지원서비스업",75227763.0,10201039336.0,137.0
1392,2016,2,서울,숙박 및 음식점업 ,516329530.0,66225621602.0,128.33333333333334
1393,2016,2,서울,"예술,스포츠및여가관련서비스업",173687578.0,22822283178.0,132.20000000000002
1394,2016,2,서울,운수업,472494214.0,56768863476.0,119.2
1395,2016,2,서울,"전기, 가스, 증기 및 수도사업 ",377663927.0,46634919383.0,129.66666666666666
1396,2016,2,서울,"전문, 과학 및 기술 서비스업 ",94756380.0,12358733981.0,131.56666666666666
1397,2016,2,서울,제조업 ,5452373957.0,636971006430.0,119.93333333333334
1398,2016,2,서울,"출판영상,방송통신정보서비스업",311524378.0,36730315100.0,119.73333333333333
1399,2016,2,서울,하수폐기처리원료재생환경복원,200158899.0,23273267239.0,116.76666666666667
1400,2016,2,서울,"협회단체,수리기타개인서비스업",255244822.0,34510408005.0,135.66666666666666
1401,2016,2,전라도,"가구내고용,미분류자가소비생산",197841.0,25990661.0,133.26666666666665
1402,2016,2,전라도,건설업 ,20259246.0,2861718371.0,140.96666666666667
1403,2016,2,전라도,"공공행정, 국방 및 사회보장 행정",55956102.0,7377494163.0,133.06666666666666
1404,2016,2,전라도,광업 ,9778058.0,1666557870.0,160.46666666666667
1405,2016,2,전라도,교육 서비스업,100869325.0,11282722394.0,112.36666666666667
1406,2016,2,전라도,금융 및 보험업 ,18813138.0,2561917884.0,136.43333333333334
1407,2016,2,전라도,"농업, 임업 및 어업 ",414531266.0,19732596721.0,47.53333333333333
1408,2016,2,전라도,도매 및 소매업,162691863.0,21394115050.0,131.4333333333333
1409,2016,2,전라도,보건업 및 사회복지 서비스업,88932969.0,10203927546.0,115.39999999999999
1410,2016,2,전라도,부동산업 및 임대업 ,186520424.0,25335244877.0,135.96666666666667
1411,2016,2,전라도,"사업시설관리,사업지원서비스업",17765202.0,2476719660.0,139.29999999999998
1412,2016,2,전라도,숙박 및 음식점업 ,178037370.0,22577979652.0,126.8
1413,2016,2,전라도,"예술,스포츠및여가관련서비스업",49356778.0,6664443026.0,134.5666666666667
1414,2016,2,전라도,운수업,71520535.0,7250390801.0,106.96666666666665
1415,2016,2,전라도,"전기, 가스, 증기 및 수도사업 ",94685125.0,12056754769.0,133.4
1416,2016,2,전라도,"전문, 과학 및 기술 서비스업 ",18877606.0,2548122847.0,135.13333333333333
1417,2016,2,전라도,제조업 ,2884046213.0,315518645904.0,113.89999999999999
1418,2016,2,전라도,"출판영상,방송통신정보서비스업",52747307.0,6459693389.0,122.66666666666667
1419,2016,2,전라도,하수폐기처리원료재생환경복원,67935367.0,7821300506.0,115.86666666666667
1420,2016,2,전라도,"협회단체,수리기타개인서비스업",83996607.0,11232384643.0,134.0
1421,2016,2,충청도,"가구내고용,미분류자가소비생산",13227.0,1555922.0,117.75
1422,2016,2,충청도,건설업 ,73881199.0,9269134659.0,131.675
1423,2016,2,충청도,"공공행정, 국방 및 사회보장 행정",76792493.0,9932627741.0,129.95
1424,2016,2,충청도,광업 ,32028479.0,4426749479.0,159.8
1425,2016,2,충청도,교육 서비스업,141626247.0,14866593138.0,104.475
1426,2016,2,충청도,국제 및 외국기관,27542.0,3508047.0,127.4
1427,2016,2,충청도,금융 및 보험업 ,18777642.0,2521784675.0,134.675
1428,2016,2,충청도,"농업, 임업 및 어업 ",256479880.0,12432712448.0,48.925
1429,2016,2,충청도,도매 및 소매업,211288543.0,27930569170.0,132.375
1430,2016,2,충청도,보건업 및 사회복지 서비스업,77054921.0,8696085246.0,112.3
1431,2016,2,충청도,부동산업 및 임대업 ,225829125.0,30823248633.0,138.075
1432,2016,2,충청도,"사업시설관리,사업지원서비스업",18460650.0,2543516032.0,138.825
1433,2016,2,충청도,숙박 및 음식점업 ,180458780.0,23209988437.0,129.1
1434,2016,2,충청도,"예술,스포츠및여가관련서비스업",45330951.0,6181934248.0,136.075
1435,2016,2,충청도,운수업,76030086.0,9379311592.0,126.375
1436,2016,2,충청도,"전기, 가스, 증기 및 수도사업 ",124963218.0,15306525326.0,120.325
1437,2016,2,충청도,"전문, 과학 및 기술 서비스업 ",68065328.0,8481395371.0,130.575
1438,2016,2,충청도,제조업 ,4231757183.0,472510000749.0,114.05
1439,2016,2,충청도,"출판영상,방송통신정보서비스업",56401527.0,6819211572.0,120.925
1440,2016,2,충청도,하수폐기처리원료재생환경복원,79238964.0,9154781670.0,117.9
1441,2016,2,충청도,"협회단체,수리기타개인서비스업",74551201.0,10067637184.0,134.725
1442,2016,3,강원도,"가구내고용,미분류자가소비생산",9318.0,1546303.0,165.9
1443,2016,3,강원도,건설업 ,18000015.0,2165555812.0,120.3
1444,2016,3,강원도,"공공행정, 국방 및 사회보장 행정",52610533.0,5915919903.0,112.4
1445,2016,3,강원도,광업 ,31780527.0,3572350562.0,112.4
1446,2016,3,강원도,교육 서비스업,36769004.0,3667620074.0,99.7
1447,2016,3,강원도,금융 및 보험업 ,5511723.0,702086063.0,127.4
1448,2016,3,강원도,"농업, 임업 및 어업 ",45025872.0,2299114322.0,51.1
1449,2016,3,강원도,도매 및 소매업,53180680.0,6484960027.0,121.9
1450,2016,3,강원도,보건업 및 사회복지 서비스업,21972690.0,2234365279.0,101.7
1451,2016,3,강원도,부동산업 및 임대업 ,38688528.0,4926077395.0,127.3
1452,2016,3,강원도,"사업시설관리,사업지원서비스업",3586386.0,476648399.0,132.9
1453,2016,3,강원도,숙박 및 음식점업 ,87846643.0,10419244475.0,118.6
1454,2016,3,강원도,"예술,스포츠및여가관련서비스업",25934961.0,3245980579.0,125.2
1455,2016,3,강원도,운수업,17946133.0,2162522217.0,120.5
