,air_conditioners_1,air_conditioners_2,alternating_current_motors,aluminum_alloy,aluminum_oxide,aluminum_products,beer,bullet_trains,cars,caustic_soda,cement,cement_equipment,chemical_fertilizers_manufactured,chemical_fiber,chemical_medicine,chemical_pesticides,cloth,cold_rolled_steel_plate,color_television_sets,copper_products,corrugated_steel_bar,crude_iron_ore,crude_steel,electrical_instrument,electrolyzed_aluminum,electronic_computers,elevators_escalators_and_lifts,engines,equipment_for_feed_production,equipment_for_mobile_communication_base_stations,equipment_for_packaging,equipment_for_prevention_and_control_of_atmospheric_pollution,ethylene,excavators,feed,ferroalloy,fresh_and_frozen_meat,home_refrigerators,home_washing_machines,industrial_boilers,insulating_glass,integrated_circuits,laminated_glass,large_tractors,lead,liquior,lithium_ion_batteries,machine_made_paper_and_paperboards,medium_tractors,medium_wide_steel_belt,metal_containers,metal_cutting_tools,metal_forming_machine_tools,metal_smelting_equipment,micro_computer_equipment,milk_products,mobile_telephones,motor_vehicles,optic_cable,optoelectronic_devices,phosphate_ore,photovoltaic_cells,pig_iron,plain_glass,plastic_products,portable_electric_devices,power_generation_equipment,primary_plastic,railway_locomotives,refined_copper,refined_edible_vegetable_oil,refined_sugar,rolled_steel,salt,silk_and_woven_fabric,small_tractors,soda_ash,soft_drinks,steel_ships_for_civil_use,sulfuric_acid,suv,synthetic_detergents,synthetic_fiber,synthetic_rubber,ten_kinds_of_nonferrous_metals,tires,tobaccos,toughened_glass,traditional_chinese_medicine,trucks,welded_steel_pipe,wine,wire_rod,xerox_and_hectograph_printing_equipment,yarn,zinc
Jul 2016,171.4,1326.5,2317.5,63.6,504.4,478.2,507.9,207.0,89.4,267.7,21410.2,76997.4,601.2,426.5,26.7,31.0,61.0,310.5,1294.0,175.8,1747.4,11574.3,6680.7,1786.7,265.9,2318.0,5.5,15954.7,30323.0,2552.8,8647.0,36822.0,146.1,8215.0,2430.3,309.6,284.0,794.9,584.0,39349.9,859.5,113.8,715.5,5969.0,36.9,96.5,64008.3,1009.7,36237.0,1059.6,931.8,6.1,2.7,44625.3,1975.9,255.6,17924.9,197.8,3075.9,731.9,1139.3,570.1,5780.7,6377.1,670.0,2032.5,1142.2,681.0,114.0,72.2,510.2,11.0,9593.6,547.6,5462.4,10.0,207.6,1726.0,291.0,714.3,58.9,101.2,391.1,47.3,438.6,8286.4,1920.0,4450.8,29.0,19.8,604.1,8.1,1195.6,58.7,358.1,50.6
Jun 2016,182.2,1656.9,2462.9,72.9,505.7,526.8,480.7,374.0,92.1,282.1,22277.6,92017.0,612.4,466.3,30.8,33.5,63.5,341.8,1349.8,202.0,1795.0,12106.4,6946.9,1867.7,268.6,2712.0,6.2,17172.4,30873.0,2785.5,9021.0,44891.0,139.0,8278.0,2576.9,328.1,312.9,901.7,639.4,41493.2,933.8,117.2,698.7,3977.0,36.9,116.0,59872.7,1044.0,46812.0,1043.9,1069.7,6.8,2.8,42398.6,2384.6,299.8,18733.9,211.3,2717.4,720.5,1210.9,754.1,5974.4,6527.5,727.1,2140.0,1593.3,682.3,204.0,68.6,610.2,16.4,10071.5,826.6,5943.5,10.2,218.9,1794.4,439.7,731.5,61.7,118.7,432.4,48.0,442.5,8838.4,1949.3,4434.8,33.2,22.5,640.9,10.2,1314.7,59.9,371.6,54.1
May 2016,166.9,1432.3,2372.7,61.6,495.4,493.3,425.1,253.0,90.3,280.3,22660.5,81258.4,625.0,431.4,29.4,32.0,59.5,328.7,1272.3,179.7,1768.3,10754.1,7050.4,1720.6,267.5,2620.8,5.8,16995.3,32574.0,3378.2,8998.0,30057.0,150.3,10211.0,2385.0,310.6,283.8,855.2,585.4,36900.3,1104.7,110.1,707.3,4433.0,34.7,105.5,54274.8,1031.5,40498.0,1072.9,890.8,6.1,2.7,40979.9,2281.6,242.9,15832.4,208.7,2883.3,692.6,1136.1,698.1,6064.9,6596.3,651.3,2053.4,1491.9,685.8,96.0,68.0,523.1,22.4,9946.1,583.5,5490.1,10.5,212.9,1441.0,300.4,732.9,60.4,113.5,400.2,47.6,436.4,8675.4,1843.4,4200.0,29.2,24.3,627.2,8.1,1321.0,60.0,343.5,53.3
Apr 2016,188.4,1582.9,2140.8,61.8,486.5,479.9,357.8,263.0,93.7,276.0,21626.3,87675.2,617.0,429.6,29.4,32.0,58.8,312.3,1423.4,167.6,1739.6,10256.7,6942.1,1602.0,256.9,2445.1,4.6,18650.7,39164.0,3364.1,8472.0,25066.0,146.8,11513.0,2221.3,297.3,272.0,873.3,607.1,36977.6,845.6,103.4,719.0,7478.0,34.1,101.8,49771.9,1028.0,52980.0,1036.7,689.1,6.7,2.6,41415.5,2091.9,233.4,15460.3,220.2,2636.6,556.1,1111.8,587.0,5842.0,6234.9,636.6,2117.3,792.4,665.9,85.0,69.4,506.9,58.3,9667.6,393.1,5423.0,11.2,219.6,1488.6,317.9,728.7,64.4,105.5,397.1,42.2,424.5,8172.8,1706.7,4195.3,28.4,27.5,601.8,7.6,1269.2,60.2,336.0,50.4
Mar 2016,209.0,1639.1,2316.4,58.9,478.7,478.9,384.3,422.0,109.2,285.5,20138.6,83047.1,688.8,424.8,29.5,32.9,59.1,316.7,1579.0,170.8,1771.9,9815.8,7065.3,1602.1,261.8,2933.8,4.8,21317.4,56873.0,3551.6,7818.0,22902.0,161.5,10740.0,2270.0,303.9,281.9,867.1,727.0,38858.0,847.8,104.8,739.6,7916.0,34.8,119.0,44364.6,1060.0,79283.0,1106.2,1112.4,6.7,2.5,49725.3,2513.7,236.4,15051.6,255.4,2456.8,489.8,1254.6,649.5,6019.9,6471.9,642.6,2293.3,1206.3,688.5,121.0,70.4,577.3,276.2,9922.5,351.1,5539.0,13.2,208.7,1743.9,391.7,744.7,72.0,122.6,391.3,41.1,431.1,8208.6,1812.4,4388.8,30.6,31.7,640.5,10.1,1241.9,46.1,338.5,50.2
Feb 2016,157.7,1052.2,1769.6,48.2,450.8,402.0,315.8,243.5,88.0,240.4,11937.4,56944.6,566.4,350.9,25.2,29.0,46.1,254.9,1125.0,120.7,1396.6,8093.8,6053.4,1004.0,227.4,2188.5,2.2,16388.2,57418.0,3020.6,5649.0,17704.5,161.8,7179.0,1922.7,252.8,272.4,592.4,559.8,33883.6,857.9,80.3,607.8,4738.0,30.6,108.2,53963.8,865.6,41861.0,1013.0,428.7,5.0,1.6,34095.9,1843.4,211.8,14487.4,206.3,1790.9,349.8,939.1,453.4,5269.6,6011.4,508.2,1948.5,756.8,622.5,45.0,64.2,472.8,266.2,8114.0,242.6,4646.7,10.2,203.8,1232.6,332.8,700.9,61.6,116.1,319.6,39.2,380.6,6009.2,2218.6,3064.1,25.4,20.4,466.8,8.2,954.7,56.0,284.6,47.2
Jan 2016,157.7,1052.2,1769.6,48.2,450.8,402.0,315.8,243.5,88.0,240.4,11937.4,56944.6,566.4,350.9,25.2,29.0,46.1,254.9,1125.0,120.7,1396.6,8093.8,6053.4,1004.0,227.4,2188.5,2.2,16388.2,57418.0,3020.6,5649.0,17704.5,161.8,7179.0,1922.7,252.8,272.4,592.4,559.8,33883.6,857.9,80.3,607.8,4738.0,30.6,108.2,53963.8,865.6,41861.0,1013.0,428.7,5.0,1.6,34095.9,1843.4,211.8,14487.4,206.3,1790.9,349.8,939.1,453.4,5269.6,6011.4,508.2,1948.5,756.8,622.5,45.0,64.2,472.8,266.2,8114.0,242.6,4646.7,10.2,203.8,1232.6,332.8,700.9,61.6,116.1,319.6,39.2,380.6,6009.2,2218.6,3064.1,25.4,20.4,466.8,8.2,954.7,56.0,284.6,47.2
Dec 2015,216.5,1286.4,2443.0,61.9,500.2,495.2,250.3,390.0,121.4,252.8,19797.5,62176.8,649.8,445.3,29.6,35.8,66.0,359.9,1666.6,192.4,1755.8,11967.2,6437.2,1759.0,253.1,3396.0,4.8,19626.7,43582.0,3111.0,10184.0,30925.0,154.0,7271.0,2643.3,307.9,349.8,653.0,662.9,44258.6,1327.6,112.7,746.8,4148.0,31.4,137.9,59120.5,1026.1,46882.0,976.2,895.0,6.3,2.4,72988.6,2941.4,251.1,20247.2,263.3,3509.6,550.7,1238.1,593.8,5333.1,5698.9,739.8,2104.7,1032.7,702.0,343.0,77.2,705.0,344.6,9528.1,341.6,6402.4,12.1,223.1,1376.4,531.5,759.5,74.8,126.1,412.4,44.4,423.0,7604.9,1913.6,4297.8,33.2,24.8,649.1,12.9,1210.4,62.5,387.2,48.6
Nov 2015,178.5,1072.1,2459.4,58.1,479.8,474.0,265.6,350.0,119.7,259.6,20494.3,59178.9,662.8,465.1,26.4,34.3,64.6,343.0,1565.0,185.7,1727.0,11753.3,6331.7,1623.4,268.3,3386.8,4.9,19609.5,46356.0,3802.0,9387.0,32861.0,146.1,6675.0,2535.0,316.2,347.7,660.8,637.5,41893.8,1106.6,101.8,740.5,2798.0,34.1,128.5,56313.1,1034.0,46139.0,974.5,700.7,5.8,2.6,61988.5,2941.8,241.5,19049.0,255.0,3642.4,523.2,1312.0,586.7,5367.1,6069.2,686.3,1959.8,1117.3,674.9,273.0,74.0,651.9,101.6,9396.2,502.7,5683.4,12.8,219.0,1296.8,349.8,756.5,68.9,118.0,430.2,42.2,443.9,7741.0,2439.3,4237.5,30.4,23.9,634.8,11.5,1168.9,57.9,378.0,53.7
Oct 2015,179.4,1005.6,2287.8,57.2,473.2,457.3,311.1,248.0,103.2,253.5,22498.9,60551.1,650.6,445.3,28.1,30.2,62.7,295.4,1430.8,178.0,1776.6,12534.8,6612.4,1416.8,267.7,3313.0,4.5,17202.0,46914.0,3003.0,8254.0,29488.0,156.6,5708.0,2565.4,303.9,339.3,630.5,612.5,41459.9,1157.1,93.9,741.7,4025.0,32.4,116.9,50189.5,999.3,48956.0,1041.7,726.4,5.6,2.6,47514.9,2907.0,246.6,17578.1,219.4,3217.6,454.2,1275.6,548.6,5631.2,5873.6,677.0,1839.0,1017.8,681.7,180.0,69.5,623.2,28.8,9426.9,817.5,5283.6,12.4,219.6,1258.1,407.5,756.1,58.9,112.0,411.6,43.9,435.5,7549.4,2160.3,4067.0,26.5,21.9,644.4,11.8,1190.4,59.5,363.1,52.7
Sep 2015,183.5,1072.4,2329.3,55.2,474.2,461.8,401.5,336.0,86.9,241.8,21764.0,58240.2,654.7,431.1,29.5,29.6,62.4,310.8,1792.2,169.4,1782.4,13156.4,6611.8,1569.1,271.6,3414.3,4.7,15924.6,42014.0,2914.2,9289.0,27836.0,154.6,6557.0,2576.8,331.1,330.1,693.8,741.3,41097.5,1142.2,98.8,713.7,8748.0,31.4,122.2,52074.7,1013.9,54687.0,995.8,851.1,6.0,2.5,58713.3,2972.1,254.4,16262.0,195.1,3269.2,508.0,1188.2,517.6,5659.3,6059.8,676.3,2001.2,1152.8,680.4,134.0,67.9,597.6,10.3,9468.6,483.6,5299.9,11.8,213.8,1515.4,419.7,772.1,53.8,113.4,397.5,43.9,437.5,7758.0,2546.3,3947.8,27.0,21.3,655.8,12.3,1238.8,56.7,359.8,53.6
Aug 2015,161.4,1053.1,2308.9,47.3,487.6,453.6,509.6,416.0,72.9,240.8,21499.4,71845.8,711.9,391.2,28.9,30.0,59.3,320.8,1537.3,156.2,1752.1,12381.4,6694.4,1429.1,274.8,2694.5,4.7,14038.8,38121.0,2472.1,9161.0,28872.0,151.0,5584.0,2442.0,328.0,306.7,719.1,611.1,39091.7,1147.4,95.2,740.2,10625.0,31.7,93.6,49077.2,988.7,42501.0,1032.8,873.8,6.1,2.4,48613.1,2341.9,236.9,13757.5,162.8,3163.4,514.3,1188.6,464.3,5760.6,5722.4,643.0,2165.9,761.9,655.7,124.0,66.3,523.7,14.2,9449.1,455.8,5055.2,10.4,213.7,1711.3,360.2,790.0,46.5,103.8,359.6,42.6,440.6,8140.2,2096.9,3691.7,23.3,18.1,613.9,9.8,1268.7,63.9,341.6,53.0
Jul 2015,161.6,1213.6,2527.6,47.9,465.2,444.2,523.9,352.0,70.8,246.0,21192.6,74007.7,635.8,388.7,30.7,30.6,60.9,305.8,1210.4,157.3,1651.5,12619.0,6583.6,1423.5,272.1,2422.8,4.4,13355.9,34288.0,1969.4,9250.0,29110.0,145.6,6308.0,2381.7,311.5,305.7,776.8,558.2,37641.8,1023.3,97.2,708.3,9396.0,32.1,94.7,45799.0,985.7,36616.0,1001.5,974.3,6.0,2.5,51824.8,2042.9,227.8,14205.5,156.2,3122.6,523.3,1251.8,441.2,5732.5,5925.8,663.9,2172.9,847.3,626.6,96.0,66.4,530.8,9.8,9230.2,557.2,5035.6,10.4,215.9,1701.5,362.6,728.2,42.4,97.4,359.0,40.1,435.7,8116.6,2048.3,3615.2,29.5,17.1,595.2,8.4,1223.0,63.3,341.3,50.6
Jun 2015,188.5,1660.4,2621.8,53.4,480.8,472.2,514.9,428.0,92.5,254.2,21775.6,82690.3,661.8,419.9,29.0,30.7,64.4,337.8,1211.7,173.4,1742.4,12848.1,6894.6,1662.2,275.6,3113.7,4.9,16322.6,30433.0,2029.2,8743.0,34426.0,142.9,6698.0,2436.2,343.4,327.4,948.1,585.3,41527.5,1183.2,95.8,727.8,7235.0,38.2,113.6,46863.1,1032.7,48857.0,1045.5,1135.9,6.7,2.7,64296.6,2702.4,248.8,13901.4,194.9,3008.9,500.2,1351.8,482.4,5903.9,6735.7,684.6,2210.3,1166.0,665.3,211.0,69.3,610.2,16.6,9842.7,848.3,5553.8,11.0,211.6,1721.3,477.1,758.8,49.3,110.7,389.2,44.4,453.7,8493.9,2075.9,3586.1,30.1,20.7,605.0,9.6,1291.1,61.7,356.3,55.8
May 2015,186.9,1676.9,2427.7,53.8,465.4,444.2,483.9,143.0,91.7,257.5,22043.6,76280.7,638.5,412.6,27.5,29.0,59.1,344.7,1180.0,162.7,1764.7,11766.2,6995.3,1310.5,266.6,2760.7,4.2,16066.0,37791.0,2294.5,9196.0,29751.0,129.4,9243.0,2204.4,312.5,305.7,956.8,531.4,33898.1,1046.6,92.5,723.9,9014.0,35.7,101.3,43243.0,1006.2,51034.0,1041.9,1145.9,6.6,2.6,47814.5,2403.5,228.6,12762.2,198.4,2995.1,479.8,1150.4,408.1,6096.2,7210.0,617.9,2162.4,904.1,608.4,166.0,65.2,508.7,32.3,9847.9,669.0,5063.8,11.4,210.3,1555.8,370.2,717.3,47.0,102.3,380.6,42.5,433.7,8426.3,1972.1,3452.3,26.9,23.0,568.5,7.1,1333.5,61.4,330.6,53.1
Apr 2015,214.2,1798.0,2378.6,53.4,477.9,428.0,399.9,128.0,96.6,251.0,20865.1,77531.4,631.5,400.4,24.8,29.6,58.2,346.0,1401.1,164.0,1725.6,10409.5,6891.0,1159.4,258.6,2831.9,3.9,17202.7,37698.0,2727.7,7793.0,27845.0,123.0,10793.0,2065.2,285.4,280.0,949.9,616.2,38738.9,824.0,89.4,711.9,9518.0,33.2,98.9,43444.9,1010.4,71755.0,993.3,1239.2,7.0,2.4,48903.1,2381.8,213.9,12799.2,209.6,2950.9,476.8,1099.0,404.3,5948.6,6142.2,597.9,2193.4,992.0,602.0,108.0,60.7,453.7,79.0,9641.2,400.8,5958.6,11.9,217.3,1539.5,435.6,746.7,47.0,106.2,367.3,43.3,416.8,8153.3,1920.7,3500.8,29.9,26.5,585.2,7.4,1334.7,62.5,320.9,52.2
Mar 2015,195.5,1720.9,2413.1,50.5,480.3,415.7,395.7,153.0,115.0,258.4,16138.5,65396.6,635.3,392.2,25.0,31.1,58.1,326.1,1293.1,152.4,1704.4,10510.1,6948.3,1201.4,256.1,2788.7,3.7,19548.5,57814.0,2384.1,7255.0,25341.0,145.9,11426.0,2147.6,288.6,308.5,810.5,666.9,41029.0,591.4,84.9,676.5,8777.0,34.0,108.2,36840.2,976.3,78672.0,1064.4,1209.9,6.6,2.3,62193.7,2387.5,213.3,13079.9,245.1,2482.0,364.4,1210.4,434.7,6024.7,6633.5,590.6,2337.8,1663.2,612.6,178.0,63.5,534.2,289.0,9750.5,368.2,5755.1,14.5,214.4,1545.3,459.2,749.9,45.6,111.9,360.2,44.2,415.3,8437.2,1928.4,3359.8,28.1,30.9,558.7,8.3,1310.3,57.6,315.3,49.0
Feb 2015,124.0,900.3,1663.2,38.6,412.3,311.7,282.3,168.0,83.2,237.2,9616.5,54498.2,552.8,304.4,21.0,26.6,42.2,218.6,714.9,97.4,1420.7,8240.2,6172.0,747.7,227.9,2205.5,1.1,13907.5,53208.0,1852.7,4725.0,22348.0,142.3,6748.0,1711.5,248.9,244.7,532.7,395.2,24623.2,764.8,61.1,566.5,3937.0,31.4,95.6,26916.9,734.8,36636.0,955.1,617.3,4.8,1.6,42119.6,1995.4,193.8,10173.8,176.6,1847.0,206.9,822.9,313.6,5513.6,6186.2,414.3,1655.3,827.1,540.0,80.0,58.4,377.5,262.3,7797.6,280.6,3986.6,9.5,214.8,1009.1,287.7,718.4,31.4,106.4,276.0,42.7,376.0,5478.4,1333.4,2406.1,23.8,23.3,334.0,7.1,992.0,60.1,247.6,46.8
Jan 2015,177.2,1195.1000000000001,2211.7,49.1,438.59999999999997,381.2,372.59999999999997,231.0,120.89999999999999,257.0,16749.2,56878.8,511.60000000000014,385.4,23.5,31.199999999999996,52.0,273.20000000000005,1260.0,130.9,1651.6000000000001,9313.3,6880.6,1161.5,236.4,2827.3,2.4,19566.5,71106.0,2211.8,8304.0,28586.0,152.2,10469.0,2023.9,276.5,299.00000000000006,722.3,648.3,29261.600000000002,876.5,80.9,695.7,4714.0,34.1,104.30000000000001,40641.99999999999,962.8,47197.0,1076.8000000000002,1087.2,7.3999999999999995,2.0,46399.700000000004,2553.6,215.5,14023.400000000001,245.50000000000003,2458.2,389.80000000000007,945.4,358.69999999999993,6356.199999999999,6484.000000000001,538.5,2253.3999999999996,1037.0,614.9000000000001,83.0,61.199999999999996,487.4,301.09999999999997,9009.300000000001,325.1,5468.9,12.8,222.5,1302.5,373.00000000000006,715.4,44.00000000000001,108.4,352.5,47.2,393.5,7939.1,3456.7000000000003,3183.7000000000003,27.599999999999998,31.599999999999998,455.5,9.299999999999999,1150.8000000000002,68.20000000000002,299.19999999999993,49.8
