,air_conditioners_1,air_conditioners_2,alternating_current_motors,aluminum_alloy,aluminum_oxide,aluminum_products,beer,bullet_trains,cars,caustic_soda,cement,cement_equipment,chemical_fertilizers_manufactured,chemical_fiber,chemical_medicine,chemical_pesticides,cloth,cold_rolled_steel_plate,color_television_sets,copper_products,corrugated_steel_bar,crude_iron_ore,crude_steel,electrical_instrument,electrolyzed_aluminum,electronic_computers,elevators_escalators_and_lifts,engines,equipment_for_feed_production,equipment_for_mobile_communication_base_stations,equipment_for_packaging,equipment_for_prevention_and_control_of_atmospheric_pollution,ethylene,excavators,feed,ferroalloy,fresh_and_frozen_meat,home_refrigerators,home_washing_machines,industrial_boilers,insulating_glass,integrated_circuits,laminated_glass,large_tractors,lead,liquior,lithium_ion_batteries,machine_made_paper_and_paperboards,medium_tractors,medium_wide_steel_belt,metal_containers,metal_cutting_tools,metal_forming_machine_tools,metal_smelting_equipment,micro_computer_equipment,milk_products,mobile_telephones,motor_vehicles,optic_cable,optoelectronic_devices,phosphate_ore,photovoltaic_cells,pig_iron,plain_glass,plastic_products,portable_electric_devices,power_generation_equipment,primary_plastic,railway_locomotives,refined_copper,refined_edible_vegetable_oil,refined_sugar,rolled_steel,salt,silk_and_woven_fabric,small_tractors,soda_ash,soft_drinks,steel_ships_for_civil_use,sulfuric_acid,suv,synthetic_detergents,synthetic_fiber,synthetic_rubber,ten_kinds_of_nonferrous_metals,tires,tobaccos,toughened_glass,traditional_chinese_medicine,trucks,welded_steel_pipe,wine,wire_rod,xerox_and_hectograph_printing_equipment,yarn,zinc
Jan 2019,128.9,1394.2,1751.2,60.8,600.4,325.8,269.5,166.5,72.9,306.4,10590.3,27364.2,417.1,394.6,24.7,15.1,32.8,212.2,1413.2,105.5,1691.0,5927.2,7479.0,1424.4,284.4,2101.1,3.4,20095.6,24145.5,4278.0,5497.0,47122.5,165.6,24767.0,1722.4,244.9,227.6,549.5,543.0,18421.7,737.8,114.8,631.3,3104.5,46.2,70.0,84755.8,846.4,19176.0,1196.6,464.6,4.1,1.6,43290.0,1890.8,218.1,11813.1,186.0,1807.2,793.2,646.8,670.9,6329.5,7111.0,478.5,2094.4,558.3,708.7,78.5,67.0,383.2,294.8,8572.8,328.8,3177.8,2.4,207.6,1083.6,300.0,690.4,61.5,69.8,355.2,46.8,451.4,5560.9,2484.6,3521.7,21.3,28.4,291.5,5.7,1143.2,44.3,201.0,42.6
Dec 2018,162.2,1832.0,2306.0,69.7,620.9,444.5,208.9,458.0,103.0,299.4,18394.0,59580.2,455.3,464.0,24.6,20.7,47.6,262.1,2112.1,161.3,1907.7,6842.2,7612.1,2366.2,305.1,3011.0,7.2,22202.5,20091.0,5269.1,10251.0,25808.0,160.2,28822.0,2250.3,291.6,260.3,618.8,696.3,38245.4,950.1,144.0,807.6,2958.0,56.1,91.5,137470.9,1043.0,20801.0,1307.6,679.0,3.8,2.1,63751.5,2768.6,232.8,16843.4,252.6,2827.2,1642.3,904.3,1042.4,6320.1,7569.8,612.3,2157.4,808.6,760.1,287.0,83.9,533.5,361.7,9365.0,447.3,5098.1,2.5,234.4,1139.7,217.7,826.9,77.6,83.0,421.2,49.6,507.6,7231.6,1344.7,4430.2,26.7,35.9,398.2,9.6,1210.2,50.9,266.6,50.9
Nov 2018,150.7,1519.8,2283.7,72.0,622.3,410.6,189.1,309.0,104.2,283.9,20520.6,57048.7,480.0,445.0,24.2,20.1,48.2,257.5,2026.1,156.3,1857.1,6889.3,7762.1,1966.5,282.0,3264.8,6.8,22648.7,17892.0,4987.7,10427.0,23720.0,145.3,25232.0,2177.9,265.7,228.5,707.0,635.6,25589.9,905.0,152.8,757.1,1888.0,48.4,86.8,118980.1,979.7,16350.0,1213.4,681.5,3.8,1.9,67199.1,2979.9,212.4,17404.3,258.2,2347.2,1534.2,824.8,949.7,6372.6,7150.3,540.0,2192.6,872.6,715.4,237.0,76.8,500.9,136.5,9423.6,455.4,4670.7,3.0,223.4,962.1,234.9,763.1,85.4,82.9,398.4,50.8,471.3,7262.0,2228.1,4049.5,23.3,33.8,446.2,7.5,1315.5,47.5,272.8,52.0
Oct 2018,126.5,1356.8,2217.2,67.9,565.1,394.4,224.1,258.0,97.9,289.8,22043.2,50000.6,497.9,432.0,25.5,17.9,46.7,256.7,2078.3,138.8,1912.5,6882.2,8255.2,1811.1,271.5,3094.1,6.4,20766.7,16212.0,4726.8,8924.0,22617.0,160.8,21405.0,2303.4,254.0,226.9,685.4,662.0,26940.3,889.8,130.1,726.6,2151.0,46.0,77.2,114474.3,963.6,14271.0,1298.8,634.1,3.7,1.9,50409.8,2824.3,221.5,15448.5,237.0,2363.2,1035.8,784.3,831.4,6773.6,7361.9,519.3,1876.1,859.5,735.0,87.0,73.6,559.0,37.3,9802.4,748.0,4382.1,3.0,226.8,1079.3,291.9,745.0,81.4,83.0,386.3,52.9,452.2,7281.3,1824.6,3891.2,22.2,29.4,458.1,6.3,1331.2,46.2,284.0,50.1
Sep 2018,133.9,1608.3,2338.1,63.9,581.1,400.4,323.8,232.0,102.8,280.2,20780.6,47667.2,496.5,415.6,25.4,16.2,46.9,256.9,2033.8,151.8,1828.0,6692.7,8084.5,1916.1,278.5,3523.9,7.2,22337.4,19149.0,4478.3,9162.0,20795.0,161.0,19655.0,2257.5,264.8,231.1,721.0,652.1,27246.4,879.9,145.5,730.3,2682.0,44.7,82.2,122376.0,989.9,20698.0,1290.2,966.8,4.3,2.0,63084.5,3072.5,236.0,15771.1,242.6,2305.2,1023.1,912.0,816.2,6637.7,7267.1,541.3,2330.2,1162.5,721.8,140.0,76.4,510.5,14.6,9675.0,478.9,4434.4,3.8,220.0,1482.9,272.4,722.0,80.9,91.0,368.3,47.8,456.3,7369.0,2104.1,4310.1,23.3,29.2,452.0,5.8,1292.9,44.2,286.8,45.6
Aug 2018,132.2,1475.3,2390.8,64.1,559.4,437.6,440.7,197.0,88.3,274.7,20018.1,45236.7,453.0,442.4,22.8,18.3,45.5,251.0,1883.8,148.3,1806.8,6465.9,8032.6,1813.1,283.7,3377.6,7.8,19239.5,28018.0,4951.9,8580.0,23676.0,158.0,17524.0,2248.4,255.9,229.0,693.5,641.5,29189.1,861.8,146.8,741.4,4106.0,41.3,60.8,119460.5,1005.6,18574.0,1334.8,1137.9,4.2,2.0,64980.9,2762.3,235.8,14860.3,203.2,2628.7,1052.9,950.0,726.4,6665.5,7281.4,529.8,2469.2,845.6,706.4,127.0,74.9,474.0,6.3,9637.6,382.7,4425.5,3.5,208.9,1627.2,300.1,721.7,65.6,82.6,397.1,43.9,453.5,7386.8,2032.9,4097.3,21.2,26.5,434.2,4.9,1286.5,47.9,277.2,43.1
Jul 2018,134.4,1718.8,2522.6,70.6,580.6,413.8,460.6,83.0,90.4,259.4,19618.1,46553.4,458.7,451.1,24.6,17.1,44.9,251.0,1518.5,148.6,1742.9,6476.0,8124.1,1890.4,292.5,2892.6,6.8,20743.4,34379.0,4813.5,8200.0,29632.0,158.4,20958.0,2116.3,259.5,242.2,651.6,532.4,27358.2,834.4,150.9,724.9,3098.0,41.0,62.1,132129.6,999.3,14574.0,1342.8,1123.4,4.3,2.1,78786.3,2346.7,236.0,13518.4,206.4,2847.0,1047.7,955.3,741.2,6751.5,7293.0,538.0,2458.5,679.0,701.6,54.0,73.2,422.3,15.8,9569.1,526.0,4385.7,3.3,201.8,1609.4,255.8,691.2,64.1,78.8,402.5,45.3,462.4,7612.6,1930.7,4159.8,23.4,27.8,425.5,5.4,1284.1,52.6,288.6,43.9
Jun 2018,128.3,2079.8,2550.4,68.8,586.4,446.9,446.2,300.0,100.2,266.5,20009.5,50704.6,509.1,470.7,26.0,20.7,48.2,260.2,1415.3,157.2,1745.4,6550.2,8019.6,1898.1,283.3,3235.7,6.8,21755.7,33722.0,3037.2,8555.0,36842.0,146.4,24601.0,2159.2,243.0,271.9,713.0,538.5,33909.8,867.1,157.0,784.4,1733.0,40.2,83.6,116212.2,1013.5,15155.0,1320.2,1026.4,4.7,2.3,63575.6,2635.1,236.3,14109.3,233.9,2814.7,1046.1,987.0,847.2,6587.9,7395.1,590.8,2483.3,1319.7,679.5,221.0,77.6,447.3,15.1,9551.1,762.8,4595.0,4.7,205.4,1747.7,309.8,695.3,73.9,84.5,423.6,43.2,461.5,7738.0,1844.8,4129.2,27.6,30.9,446.8,5.6,1206.5,52.4,310.6,47.5
May 2018,162.2,2134.4,2377.7,68.3,600.8,434.4,397.1,211.0,103.9,284.4,21520.5,47670.9,499.8,438.4,25.7,21.9,49.7,293.9,1555.8,148.0,1774.4,6725.3,8112.7,2044.1,278.6,3002.5,6.7,24019.0,33583.0,2721.8,8443.0,33747.0,141.0,25618.0,2034.6,250.0,268.4,757.8,562.4,29446.1,831.4,156.2,742.0,1959.0,41.3,78.1,101685.8,1049.7,20726.0,1372.2,1086.4,5.2,2.5,52269.4,2518.9,225.0,13957.6,238.8,2767.8,1047.7,929.7,929.0,6688.6,7137.4,569.4,2244.4,1286.7,697.5,97.0,76.7,419.6,26.6,9707.0,611.2,4332.2,4.6,207.6,1495.4,255.1,677.4,72.7,84.2,396.3,46.8,455.3,7727.7,1893.5,4066.6,27.8,33.0,455.0,5.2,1213.1,49.7,294.5,45.7
Apr 2018,184.4,2143.2,2299.7,67.3,579.8,449.3,336.2,153.0,100.2,290.5,21072.2,46757.4,527.0,424.1,27.5,23.5,51.6,276.1,1584.9,153.2,1655.7,6746.8,7669.8,1889.3,277.1,2444.5,5.8,23296.2,38364.0,2296.1,9225.0,28414.0,152.2,25822.0,2044.6,271.9,340.5,752.6,618.3,29689.7,800.0,143.8,720.4,3175.0,38.1,78.6,100543.4,1068.2,24789.0,1281.8,1111.9,5.6,2.4,49099.9,2002.3,216.2,14366.7,245.0,3287.5,972.8,930.6,830.1,6310.6,7099.5,571.2,2262.9,555.2,707.2,63.0,77.8,442.0,79.9,9226.5,436.8,4446.9,4.4,207.8,1456.0,259.0,690.0,81.2,83.0,381.4,46.4,453.9,7746.0,1743.9,3897.0,26.5,35.3,462.0,5.7,1136.9,49.8,288.9,48.1
Mar 2018,171.3,2019.0,2224.8,63.8,562.9,465.0,336.2,211.0,103.7,296.1,15442.7,62463.2,498.9,403.9,29.5,24.4,51.5,291.4,1703.7,157.9,1691.1,6688.5,7398.0,1875.3,277.5,3254.6,5.6,25330.3,45586.0,2421.0,7090.0,29361.0,160.0,27302.0,2202.8,286.4,379.8,726.0,658.2,27160.8,796.5,149.6,735.4,7014.0,42.3,89.7,98873.2,1088.8,34470.0,1195.1,1158.8,5.0,2.8,51191.9,2813.9,208.9,15243.6,270.2,2868.2,1025.8,890.9,816.7,6045.5,6875.1,558.3,2393.7,1029.9,751.4,63.0,75.3,490.5,317.2,8976.5,364.2,4289.1,4.5,214.0,1531.2,239.2,711.2,95.0,117.0,361.6,49.8,455.4,7965.7,1820.2,4014.2,27.5,38.9,442.3,6.1,1121.7,46.0,295.8,46.9
Feb 2018,127.2,1401.2,1796.2,57.2,512.6,439.4,283.8,148.0,89.4,287.2,11128.2,48134.8,400.3,357.8,25.1,23.0,43.8,199.0,1358.2,121.0,1570.4,6173.2,6840.8,1328.4,266.6,2233.8,3.0,20820.8,36795.0,2071.8,5527.5,32068.5,140.6,17141.5,1854.6,257.4,379.6,591.4,550.3,24827.6,721.0,133.4,628.8,4441.0,42.2,97.0,71532.0,902.6,24914.0,1124.8,707.1,4.4,2.2,39044.9,1840.2,215.1,13165.8,220.9,2234.6,857.0,793.6,611.7,5665.6,6486.0,697.6,2075.4,643.4,660.0,47.5,74.0,411.6,285.9,7951.4,289.3,3731.1,3.8,216.2,1203.6,426.2,689.2,79.0,89.4,322.7,52.2,442.8,6380.0,2295.4,3360.6,25.2,26.6,267.8,11.2,1036.1,68.0,266.0,47.8
Jan 2018,127.2,1401.2,1796.2,57.2,512.6,439.4,283.8,148.0,89.4,287.2,11128.2,48134.8,400.3,357.8,25.1,23.0,43.8,199.0,1358.2,121.0,1570.4,6173.2,6840.8,1328.4,266.6,2233.8,3.0,20820.8,36795.0,2071.8,5527.5,32068.5,140.6,17141.5,1854.6,257.4,379.6,591.4,550.3,24827.6,721.0,133.4,628.8,4441.0,42.2,97.0,71532.0,902.6,24914.0,1124.8,707.1,4.4,2.2,39044.9,1840.2,215.1,13165.8,220.9,2234.6,857.0,793.6,611.7,5665.6,6486.0,697.6,2075.4,643.4,660.0,47.5,74.0,411.6,285.9,7951.4,289.3,3731.1,3.8,216.2,1203.6,426.2,689.2,79.0,89.4,322.7,52.2,442.8,6380.0,2295.4,3360.6,25.2,26.6,267.8,11.2,1036.1,68.0,266.0,47.8
Dec 2017,184.2,1574.2,2542.2,70.5,526.1,515.5,254.2,344.0,125.3,299.4,19144.1,68010.0,475.1,448.0,30.8,26.3,67.9,278.4,1881.9,165.5,1734.6,10922.4,6704.7,2295.8,271.4,3382.3,6.3,26318.9,39063.0,1822.5,10048.0,40342.0,160.3,23010.0,2567.3,293.3,322.3,660.4,713.6,43926.1,1089.9,150.3,989.1,5089.0,42.4,127.1,117894.7,1067.8,37363.0,1059.6,1006.0,5.8,2.9,71399.7,2803.9,254.5,18630.9,305.4,2995.6,1130.5,1288.0,931.7,5472.3,6062.2,706.7,2236.3,1191.0,752.2,271.0,86.5,629.2,356.9,8778.9,442.4,5802.0,9.3,232.9,1341.0,334.9,795.9,105.9,125.8,411.5,52.8,472.4,7763.2,1785.9,4995.0,36.4,32.7,445.2,16.1,1103.8,73.5,377.6,57.6
Nov 2017,172.3,1460.1,2696.5,72.0,486.2,529.3,235.8,276.0,126.8,284.6,22051.3,68644.4,524.1,442.7,29.7,27.4,63.4,297.2,1800.3,181.7,1686.1,10965.8,6615.1,2170.7,235.0,3662.7,6.2,27138.6,37854.0,2127.3,8608.0,28810.0,154.8,19868.0,2646.9,307.4,308.2,782.2,682.7,40630.7,952.8,136.2,974.5,2542.0,42.4,120.4,109137.1,1055.3,25426.0,1061.1,1133.1,6.3,2.9,66447.5,2937.6,252.0,18982.5,310.7,3290.5,982.4,1031.2,871.6,5488.3,6092.7,709.5,2321.4,946.2,728.5,178.0,78.6,597.7,131.4,8685.2,574.9,5693.5,11.4,241.8,1230.4,291.8,774.1,109.3,123.9,405.4,60.3,432.4,7933.4,2265.3,5500.9,32.3,32.5,494.9,10.1,1057.6,68.6,381.5,60.3
Oct 2017,150.5,1347.3,2550.8,69.5,541.6,541.6,292.5,302.0,104.8,278.9,21989.6,80699.7,542.7,450.3,29.0,30.2,63.9,267.9,1749.0,174.6,1792.0,12007.4,7236.2,1868.4,254.6,3361.2,5.7,23647.4,36456.0,1919.6,7634.0,33842.0,160.5,16092.0,2751.9,304.1,318.8,813.2,658.3,42270.3,1042.0,134.3,890.9,2521.0,41.6,118.7,104668.6,1089.9,44073.0,1177.8,1142.1,6.7,2.9,52407.8,2696.0,266.4,18042.3,260.1,3086.7,975.9,855.6,776.9,6001.5,6423.5,700.4,2353.7,1033.4,731.3,120.0,78.1,573.0,32.9,9178.5,739.9,5478.5,10.8,239.5,1320.7,286.1,760.0,88.7,118.8,411.5,57.3,445.9,7950.7,1856.8,5401.5,30.6,29.9,493.4,9.1,1186.1,66.5,379.8,57.7
Sep 2017,159.6,1525.4,2609.5,71.6,604.9,543.3,408.4,264.0,119.0,282.9,22139.7,82825.4,564.7,441.0,27.9,29.4,63.2,291.3,1756.7,180.8,1826.5,11912.6,7182.7,2118.6,260.6,3737.8,6.4,24873.5,40233.0,2005.2,9626.0,41399.0,156.9,15238.0,2796.3,316.7,314.6,846.6,718.7,42098.2,1161.9,139.6,917.1,3965.0,42.7,125.0,111398.9,1094.5,51909.0,1113.2,1197.7,6.8,2.9,40767.0,3096.6,287.4,19000.2,291.8,3225.7,1017.9,1374.5,907.2,5959.9,6323.9,726.8,2594.5,1184.0,764.3,116.0,77.4,607.8,21.4,9356.4,497.0,5493.3,10.0,227.9,1751.4,352.9,779.5,92.8,115.6,401.4,50.4,444.1,8174.5,2319.8,5503.8,31.9,36.4,583.0,9.8,1195.7,67.7,373.7,53.7
Aug 2017,169.6,1462.8,2661.9,71.5,586.4,555.5,505.2,198.0,89.2,270.7,21184.8,82706.3,568.5,435.0,26.4,28.9,62.0,307.3,1545.7,180.1,1859.4,11549.1,7459.4,1946.8,264.0,3434.2,6.4,20621.9,43164.0,2511.8,10049.0,40713.0,159.9,14111.0,2605.7,291.6,295.7,858.0,630.4,42762.0,1041.1,151.7,807.6,6071.0,40.1,101.1,94284.5,1050.0,38335.0,1233.6,1352.9,6.8,2.6,54032.4,2961.9,265.4,16284.1,213.4,3392.8,1012.4,1371.3,812.4,6260.8,6525.8,710.0,2562.7,774.4,733.2,152.0,74.9,575.5,18.8,9676.3,454.2,5357.9,9.1,216.2,1903.3,298.8,774.2,70.4,105.2,394.8,48.4,442.0,8205.2,2000.7,5306.3,30.2,24.7,598.1,8.9,1170.8,70.6,365.0,49.4
Jul 2017,171.2,1665.4,2580.5,72.1,602.8,558.4,515.5,170.0,86.6,280.6,21283.4,82910.4,549.1,448.5,30.5,30.5,63.1,320.9,1273.5,177.3,1865.3,11466.4,7402.1,1842.7,268.6,2977.9,6.1,19945.7,40561.0,2493.2,10005.0,45757.0,148.3,14651.0,2520.0,294.0,288.9,851.1,598.0,40624.6,1079.4,133.3,809.0,3528.0,43.2,100.4,93567.6,1057.3,35651.0,1178.2,1156.1,6.3,2.8,49854.1,2504.9,258.7,16356.8,207.3,2881.1,1072.3,1258.5,771.2,6207.4,6661.6,689.5,2417.4,895.4,714.0,121.0,73.3,524.6,15.3,9667.0,568.5,5375.2,7.4,221.7,1902.1,390.5,732.3,66.6,101.9,410.1,50.8,447.2,8279.6,1858.9,5206.7,31.1,24.4,601.8,7.7,1180.1,72.6,371.7,47.6
Jun 2017,188.5,1917.5,2658.6,79.1,631.5,588.4,509.2,398.0,90.5,288.7,22080.9,103198.4,601.3,478.3,34.9,35.4,66.3,348.3,1311.2,198.8,1885.1,12469.3,7323.1,2016.3,293.1,3358.2,6.8,20282.1,39012.0,2815.6,9851.0,50951.0,135.2,14730.0,2658.1,312.9,313.1,871.3,635.1,41321.6,1112.4,145.0,805.0,2759.0,43.7,127.3,105986.9,1122.9,47185.0,1159.4,1175.5,7.4,3.1,53654.6,2896.9,290.1,17303.4,225.0,3355.5,1072.6,1447.4,987.1,6167.8,7077.8,748.1,2491.9,1614.6,736.1,180.0,76.8,656.2,19.9,9756.9,866.8,5801.2,9.5,229.7,2024.8,365.3,814.6,71.8,125.7,439.7,52.9,485.2,8964.3,1947.1,5316.2,36.2,26.7,616.4,8.7,1210.2,73.3,388.1,54.4
May 2017,166.8,1870.6,2638.4,72.8,644.3,548.3,430.5,73.0,85.5,294.2,22845.8,97105.3,591.1,444.6,30.4,32.5,62.9,352.4,1201.1,185.8,1824.1,10748.1,7225.9,1727.3,282.5,2829.5,6.6,21107.9,41096.0,2823.1,9064.0,47882.0,148.1,16675.0,2493.6,289.4,314.4,848.5,586.7,37509.1,1024.9,136.2,771.9,2795.0,40.6,110.2,86001.8,1096.3,39478.0,1174.6,850.6,7.0,3.0,41280.0,2402.3,253.0,14929.4,218.2,3206.8,980.9,1332.5,836.8,6173.3,7305.5,674.6,2353.9,1167.9,711.4,122.0,72.7,573.7,32.1,9578.2,670.7,5736.0,9.4,215.5,1651.1,363.4,743.1,70.1,114.3,407.6,49.7,457.7,8703.3,1703.8,4959.5,31.9,27.5,557.9,7.3,1190.9,64.4,357.8,48.1
Apr 2017,172.1,1950.2,2434.6,71.6,640.3,517.6,355.4,173.0,86.0,308.9,22112.8,104195.3,569.0,435.5,31.7,33.3,60.2,315.8,1273.9,177.7,1779.2,10337.2,7277.7,1705.2,276.6,2598.8,5.9,20549.2,45508.0,2307.7,8753.0,36538.0,149.6,18676.0,2341.7,293.1,292.6,834.4,627.4,36371.4,959.2,129.4,775.5,3780.0,41.2,107.0,73510.7,1095.4,43129.0,1180.0,753.5,7.2,2.7,49156.0,2265.4,233.8,15214.9,220.9,3109.4,982.9,1229.4,832.5,6257.7,6832.1,647.2,2303.4,1157.3,708.4,107.0,72.4,554.9,69.7,9489.8,430.9,5681.9,10.2,224.8,1570.2,353.1,749.1,71.7,112.1,399.4,45.4,451.0,8186.5,1631.2,4703.0,31.8,30.2,559.3,6.7,1199.2,62.1,344.5,47.4
Mar 2017,195.9,1887.5,2530.4,73.8,631.2,530.8,360.9,214.0,105.7,310.3,20162.4,117184.9,605.2,441.5,31.7,33.0,60.6,320.7,1465.1,193.6,1672.4,11361.0,7199.5,1753.5,270.7,3220.8,6.0,23796.5,45299.0,2220.5,9163.0,39653.0,158.8,19292.0,2451.5,305.3,304.4,924.1,754.3,37052.8,843.1,136.3,810.0,8286.0,44.7,121.4,75665.9,1112.5,67569.0,1251.3,1411.6,6.9,2.8,46446.2,2818.6,246.9,17379.6,269.5,2929.2,981.6,1392.3,855.5,6199.9,6989.1,671.0,2565.9,1166.0,752.0,152.0,76.4,585.5,248.9,9676.4,379.6,5759.5,12.0,217.4,1807.0,491.4,776.8,89.4,118.0,402.1,46.4,457.3,8536.0,1871.9,4481.7,35.0,35.3,583.5,8.4,1172.1,74.8,352.0,50.4
Feb 2017,174.2,1225.6,1863.6,60.9,587.2,424.4,304.8,102.0,94.2,281.5,12004.0,64381.3,524.0,378.0,25.6,28.4,47.8,262.2,1065.2,137.0,1401.2,9207.9,6438.4,1015.8,274.2,2133.7,2.9,21089.4,41180.0,2158.2,6788.5,25024.5,151.5,11190.5,2129.8,257.8,304.2,672.0,585.7,27490.4,719.4,100.4,694.0,4594.5,41.8,110.6,57242.8,955.8,43454.0,1171.5,727.2,8.4,2.3,32742.2,1856.4,295.8,15302.6,229.5,2317.6,725.0,1131.4,575.4,5677.2,6469.7,577.6,2096.4,718.6,689.8,60.5,68.6,576.6,272.4,8327.6,320.2,4698.1,9.5,224.2,1372.4,544.2,736.4,77.6,117.6,340.5,43.9,445.8,7061.8,2102.3,3908.1,30.6,25.4,449.2,8.3,976.4,66.8,303.7,49.1
Jan 2017,174.2,1225.6,1863.6,60.9,587.2,424.4,304.8,102.0,94.2,281.5,12004.0,64381.3,524.0,378.0,25.6,28.4,47.8,262.2,1065.2,137.0,1401.2,9207.9,6438.4,1015.8,274.2,2133.7,2.9,21089.4,41180.0,2158.2,6788.5,25024.5,151.5,11190.5,2129.8,257.8,304.2,672.0,585.7,27490.4,719.4,100.4,694.0,4594.5,41.8,110.6,57242.8,955.8,43454.0,1171.5,727.2,8.4,2.3,32742.2,1856.4,295.8,15302.6,229.5,2317.6,725.0,1131.4,575.4,5677.2,6469.7,577.6,2096.4,718.6,689.8,60.5,68.6,576.6,272.4,8327.6,320.2,4698.1,9.5,224.2,1372.4,544.2,736.4,77.6,117.6,340.5,43.9,445.8,7061.8,2102.3,3908.1,30.6,25.4,449.2,8.3,976.4,66.8,303.7,49.1
Dec 2016,210.5,1462.2,2618.3,70.6,561.4,513.8,274.2,326.0,124.2,298.1,19978.9,66982.6,580.3,451.1,28.4,32.9,69.6,357.5,1751.3,199.9,1647.8,11938.6,6721.9,1811.2,289.1,3202.9,5.9,23281.9,38778.0,2308.5,10476.0,52465.0,152.4,11920.0,2704.4,296.9,360.5,711.5,717.5,48430.1,1014.5,140.4,879.8,3246.0,41.4,145.1,84414.3,1111.6,49308.0,1182.4,935.9,6.8,2.9,60281.6,2798.7,279.8,24641.7,298.2,3278.7,997.8,1429.4,800.7,5746.9,6362.9,731.3,2302.4,1413.4,741.4,197.0,75.6,727.3,341.0,9571.1,384.0,6667.8,12.7,231.0,1452.1,400.4,798.0,101.4,125.6,414.8,47.9,473.0,8602.2,2010.6,4982.3,36.3,30.6,538.1,13.3,1100.8,57.1,380.8,53.5
Nov 2016,199.7,1195.0,2601.7,65.5,587.5,510.9,252.9,304.0,128.1,291.9,21350.8,65060.5,593.9,434.3,27.9,32.9,66.5,340.0,1642.7,195.2,1723.0,11667.9,6629.0,2025.9,280.0,3346.7,6.0,23766.9,37963.0,3001.9,9593.0,60483.0,145.3,10774.0,2712.9,313.3,351.1,769.7,761.8,44544.8,854.0,125.2,866.4,2602.0,36.2,135.2,83960.5,1081.7,38924.0,1091.4,954.0,7.1,2.9,52384.6,2963.7,269.8,23583.1,300.0,2952.0,928.7,1391.5,653.7,5722.8,6345.9,704.7,2182.6,1427.0,725.7,120.0,72.0,675.4,117.7,9540.4,526.0,6041.1,12.6,230.9,1360.5,369.8,762.5,100.8,112.7,399.2,46.8,458.5,8192.6,2154.9,4950.6,32.8,29.3,624.5,12.3,1159.8,53.6,404.2,56.2
Oct 2016,178.5,1161.3,2463.2,63.8,536.7,498.6,300.6,302.0,102.7,285.9,22783.3,54985.3,614.2,423.5,28.0,30.0,65.6,321.7,1561.7,181.7,1798.9,11928.9,6850.8,1631.6,272.7,3142.2,5.3,18868.9,33855.0,2200.7,9222.0,45098.0,146.6,9286.0,2636.3,305.1,334.4,742.9,633.6,43109.6,861.2,119.5,818.7,2980.0,39.0,117.8,78935.6,1070.1,42820.0,1171.6,927.5,6.9,2.7,48715.1,2811.8,265.4,22385.2,240.9,2764.1,852.0,1334.1,567.9,5875.9,6449.5,671.8,2040.1,1107.9,722.9,89.0,73.7,636.6,32.4,9767.9,739.4,5437.6,12.5,225.5,1337.0,304.4,760.2,77.4,110.6,388.3,49.6,454.8,7831.9,1916.9,4793.9,29.6,23.9,628.1,10.2,1183.8,56.7,389.4,55.5
Sep 2016,175.4,1235.1,2480.4,63.7,518.3,506.2,409.6,291.0,113.0,264.7,22392.7,72287.4,611.5,389.0,27.2,30.5,61.7,326.4,1703.0,180.8,1717.0,11892.7,6817.0,1733.7,275.1,3317.4,5.6,19742.0,32365.0,2667.2,9337.0,36158.0,132.3,8795.0,2723.2,313.9,321.6,804.5,670.6,42189.5,896.1,116.3,784.3,7236.0,35.8,123.6,79818.7,1018.6,55164.0,1103.7,845.1,7.3,2.8,47375.8,2941.8,270.7,19878.1,257.6,3032.8,813.7,1348.0,544.4,5931.7,6297.0,683.7,2183.1,1529.5,665.0,104.0,72.5,615.1,12.5,9809.3,477.3,5384.8,12.2,216.8,1627.3,401.9,730.5,82.7,112.3,355.2,50.7,452.0,8151.9,2101.8,4772.8,30.5,25.1,635.2,12.5,1261.8,56.2,375.4,55.1
Aug 2016,163.9,1206.1,2379.8,59.4,506.1,495.3,517.2,241.0,90.1,258.5,21771.9,74164.6,608.1,398.4,26.4,29.7,60.0,312.5,1585.7,171.9,1745.8,11506.9,6857.1,1741.2,271.3,2680.6,5.9,16774.6,31515.0,2263.5,9071.0,32479.0,138.7,7518.0,2543.5,294.6,295.9,754.3,627.6,40301.0,888.4,114.9,736.4,7416.0,35.1,97.4,73717.9,988.0,40749.0,1150.0,835.4,7.1,2.9,40919.0,2317.8,255.1,18129.8,204.0,3007.8,786.0,1259.4,569.6,6019.3,6200.9,652.3,2132.4,899.2,663.9,63.0,74.3,549.7,6.6,9790.6,463.3,5343.9,10.1,207.9,1793.4,340.9,715.4,62.5,102.1,364.1,47.7,445.2,8011.3,1983.7,4528.3,28.6,22.2,639.9,9.9,1227.0,60.6,355.8,51.7
