지점,지점명,일시,습도,16 방위 풍향,풍속,강수량,현지기압,해면기압,변화량 기압,이슬점 온도,기온,최고 기온,최저 기온
44292,울란바토르,2017-01-01 00:00,82.1,24,2,.5,868.6,1034.7,1.7,-20.4,-18.1,,-18.4
44292,울란바토르,2017-01-01 03:00,80.8,24,2,,870.7,1036.6,2.1,-19.8,-17.3,,
44292,울란바토르,2017-01-01 06:00,74,22,2,,870.2,1034.3,.2,-18.4,-14.8,,
44292,울란바토르,2017-01-01 09:00,81,26,2,,870.8,1035.7,.6,-18.4,-15.9,,
44292,울란바토르,2017-01-01 12:00,83.8,7,1,,871.4,1036.7,.6,-18.3,-16.2,-13.5,
44292,울란바토르,2017-01-01 15:00,82.2,7,3,,870,1035.8,1.4,-20,-17.7,,
44292,울란바토르,2017-01-01 18:00,81.8,8,1,,869,1036.8,1,-22.7,-20.4,,
44292,울란바토르,2017-01-01 21:00,72.7,7,2,,867.2,1035.1,1.8,-25,-21.4,,
44292,울란바토르,2017-01-02 00:00,78,9,3,,865.7,1034,1.5,-24.8,-22,,-22.2
44292,울란바토르,2017-01-02 03:00,75,9,2,,865.3,1031.9,.4,-23,-19.7,,
44292,울란바토르,2017-01-02 06:00,64,0,0,,863.3,1027.5,2,-22,-16.8,,
44292,울란바토르,2017-01-02 09:00,68.8,23,1,,863.6,1027.5,.3,-20.8,-16.4,,
44292,울란바토르,2017-01-02 12:00,77.2,0,0,,864.4,1030.1,.8,-21.7,-18.7,-14.8,
44292,울란바토르,2017-01-02 15:00,79,0,0,,864.6,1031.1,.2,-22.5,-19.8,,
44292,울란바토르,2017-01-02 18:00,79,0,0,,865.4,1032.4,.8,-22.9,-20.2,,
44292,울란바토르,2017-01-02 21:00,78.8,0,0,,866.2,1034,.8,-23.9,-21.2,,
44292,울란바토르,2017-01-03 00:00,77.7,0,0,,867,1033.9,.8,-22.6,-19.7,,-21.6
44292,울란바토르,2017-01-03 03:00,75,0,0,,868.4,1033.2,1.4,-19.7,-16.3,,
44292,울란바토르,2017-01-03 06:00,57,0,0,,867.5,1028.9,.9,-18.5,-11.7,,
44292,울란바토르,2017-01-03 09:00,59,0,0,,867.4,1028.8,.1,-18.1,-11.7,,
44292,울란바토르,2017-01-03 12:00,71,7,1,,868,1031.3,.6,-18.4,-14.3,-9.9,
44292,울란바토르,2017-01-03 15:00,73.7,8,1,,868.2,1032.9,.2,-19.9,-16.3,,
44292,울란바토르,2017-01-03 18:00,74.7,8,2,,868.5,1034.3,.3,-21.1,-17.7,,
44292,울란바토르,2017-01-03 21:00,77,0,0,,868.8,1036,.3,-22.6,-19.6,,
44292,울란바토르,2017-01-04 00:00,79.1,8,1,,869.5,1036.6,.7,-22,-19.3,,-20.3
44292,울란바토르,2017-01-04 03:00,63,11,2,,870.4,1034.1,.9,-19.8,-14.3,,
44292,울란바토르,2017-01-04 06:00,57.1,11,3,,869.3,1030.8,1.1,-18.1,-11.3,,
44292,울란바토르,2017-01-04 09:00,71.8,0,0,-99.8,869.7,1034.8,.3,-20.3,-16.4,-9.7,-99.8
44292,울란바토르,2017-01-04 12:00,71.8,0,0,,869.7,1034.8,.3,-20.3,-16.4,-9.7,
44292,울란바토르,2017-01-04 15:00,76.1,0,0,,869.9,1035.7,.2,-20.6,-17.4,,
44292,울란바토르,2017-01-04 18:00,71.2,10,1,,869.4,1034.4,.5,-20.4,-16.4,,
44292,울란바토르,2017-01-04 21:00,71.8,7,1,,869.1,1036.2,.3,-23.2,-19.4,,
44292,울란바토르,2017-01-05 00:00,75.1,0,0,,869.7,1036.8,.6,-22.6,-19.3,,-19.6
44292,울란바토르,2017-01-05 03:00,68.2,8,2,,870.9,1036.1,1.2,-20.8,-16.3,,
44292,울란바토르,2017-01-05 06:00,57.9,12,1,,870,1032.1,.9,-18.6,-12,,
44292,울란바토르,2017-01-05 09:00,70.2,26,2,,871.5,1036.1,1.5,-19.4,-15.2,,
44292,울란바토르,2017-01-05 12:00,76.8,0,0,,873.4,1039.6,1.9,-20.1,-17,-11.5,
44292,울란바토르,2017-01-05 15:00,79.1,0,0,,874.6,1042.6,1.2,-21.9,-19.2,,
