지점,지점명,일시,습도,16 방위 풍향,풍속,강수량,현지기압,해면기압,변화량 기압,이슬점 온도,기온,최고 기온,최저 기온
44292,울란바토르,2015-01-01 00:00,77.2,0,0,,872.5,1042.5,.9,-25.4,-22.5,,-22.7
44292,울란바토르,2015-01-01 03:00,68.7,0,0,,874.6,1042.7,2.1,-23.6,-19.3,,
44292,울란바토르,2015-01-01 06:00,47.9,0,0,,873.5,1035.4,1.1,-19.7,-10.8,,
44292,울란바토르,2015-01-01 09:00,53.8,0,0,,874.7,1037.3,1.2,-18.9,-11.4,,
44292,울란바토르,2015-01-01 12:00,57.1,30,1,,874.5,1038.3,.2,-19.9,-13.2,-9.8,
44292,울란바토르,2015-01-01 15:00,76.3,0,0,,873.5,1039.2,1,-19.4,-16.2,,
44292,울란바토르,2015-01-01 18:00,76,0,0,,872,1038.4,1.5,-20.9,-17.7,,
44292,울란바토르,2015-01-01 21:00,71.8,9,2,,868.8,1033.8,3.2,-20.5,-16.6,,
44292,울란바토르,2015-01-02 00:00,72.3,9,3,,866,1030.9,2.8,-20.9,-17.1,,-18.3
44292,울란바토르,2015-01-02 03:00,59,0,0,,863.9,1025.8,2.1,-19.7,-13.4,,
44292,울란바토르,2015-01-02 06:00,55.1,0,0,,860.6,1019.8,3.3,-17.5,-10.2,,
44292,울란바토르,2015-01-02 09:00,56.9,0,0,,859.5,1018.5,1.1,-17.2,-10.3,,
44292,울란바토르,2015-01-02 12:00,71,0,0,,859.1,1020.1,.4,-18.3,-14.2,-7.5,
44292,울란바토르,2015-01-02 15:00,71.8,0,0,,858.7,1021.8,.4,-20.5,-16.6,,
44292,울란바토르,2015-01-02 18:00,74.8,0,0,,858.5,1022.1,.2,-20.8,-17.4,,
44292,울란바토르,2015-01-02 21:00,77.8,0,0,,859.2,1024.2,.7,-22.1,-19.2,,
44292,울란바토르,2015-01-03 00:00,79.2,0,0,,860.3,1025.5,1.1,-21.8,-19.1,,-19.7
44292,울란바토르,2015-01-03 03:00,62.1,0,0,,861.9,1023.6,1.6,-19.3,-13.6,,
44292,울란바토르,2015-01-03 06:00,49,0,0,,861,1019.1,.9,-17.2,-8.4,,
44292,울란바토르,2015-01-03 09:00,58.1,0,0,,861.5,1020.3,.5,-16.1,-9.4,,
44292,울란바토르,2015-01-03 12:00,68.8,10,1,,861.3,1021.1,.2,-15.6,-11,-5.4,
44292,울란바토르,2015-01-03 15:00,71,7,1,,860.5,1020.4,.8,-15.6,-11.4,,
44292,울란바토르,2015-01-03 18:00,66.2,10,1,,857.6,1016.1,2.9,-15.1,-10,,
44292,울란바토르,2015-01-03 21:00,69.1,0,0,,855.9,1013.7,1.7,-14.1,-9.5,,
44292,울란바토르,2015-01-04 00:00,70.1,0,0,,856.8,1015.3,.9,-14.7,-10.3,,-12.5
44292,울란바토르,2015-01-04 03:00,77.9,32,4,,858.9,1015.8,2.1,-10.4,-7.2,,
44292,울란바토르,2015-01-04 06:00,73.3,30,4,,860.7,1019.2,1.8,-13.1,-9.2,,
44292,울란바토르,2015-01-04 09:00,69.8,32,3,,864.6,1025.4,3.9,-16,-11.6,,
44292,울란바토르,2015-01-04 12:00,77.2,29,2,0,868.7,1032.3,4.1,-17.7,-14.6,-5.8,
44292,울란바토르,2015-01-04 15:00,71.1,31,2,,871.2,1036.9,2.5,-20.9,-16.9,,
44292,울란바토르,2015-01-04 18:00,75.1,0,0,,873.6,1041.3,2.4,-22.3,-19,,
44292,울란바토르,2015-01-04 21:00,76.9,0,0,,874.4,1043.3,.8,-23.5,-20.5,,
44292,울란바토르,2015-01-05 00:00,81.8,0,0,.2,875.2,1044,.8,-22.4,-20.1,,-20.8
44292,울란바토르,2015-01-05 03:00,84.1,26,1,,874.9,1043.1,.3,-21.4,-19.4,,
44292,울란바토르,2015-01-05 06:00,73.8,24,3,,872.8,1038.2,2.1,-19.6,-16,,
44292,울란바토르,2015-01-05 09:00,61.2,0,0,,872.5,1037.1,.3,-20.8,-15,,
44292,울란바토르,2015-01-05 12:00,67.2,0,0,0,873.1,1039.8,.6,-22.4,-17.8,-14.9,
44292,울란바토르,2015-01-05 15:00,73.7,0,0,,873.3,1041.2,.2,-22.9,-19.4,,
44292,울란바토르,2015-01-05 18:00,74.9,0,0,,873.7,1042.2,.4,-23.4,-20.1,,
44292,울란바토르,2015-01-05 21:00,67,6,1,,873.5,1041.1,.2,-23.5,-18.9,,
44292,울란바토르,2015-01-06 00:00,71,0,0,,873.2,1041.6,.3,-24,-20.1,,-20.7
44292,울란바토르,2015-01-06 03:00,55,8,4,,872.8,1037.8,.4,-22.4,-15.4,,
44292,울란바토르,2015-01-06 06:00,44.1,9,3,,870.6,1031.7,2.2,-20.2,-10.3,,
44292,울란바토르,2015-01-06 09:00,50.1,8,2,,870.4,1031.6,.2,-19,-10.6,,
44292,울란바토르,2015-01-06 12:00,59.7,0,0,,870.2,1032.8,.2,-18.9,-12.7,-9.5,
44292,울란바토르,2015-01-06 15:00,64.2,9,3,,869.9,1033.3,.3,-19.3,-14,,
44292,울란바토르,2015-01-06 18:00,61.2,0,0,,869.8,1034.1,.1,-21,-15.2,,
44292,울란바토르,2015-01-06 21:00,65.8,0,0,,870,1035.3,.2,-21.6,-16.7,,
44292,울란바토르,2015-01-07 00:00,69,10,1,,871.1,1037.5,1.1,-22.2,-17.9,,-18.5
44292,울란바토르,2015-01-07 03:00,61.9,0,0,,872,1037.7,.9,-22.2,-16.6,,
44292,울란바토르,2015-01-07 06:00,52.3,0,0,,871.7,1034.1,.3,-19.7,-11.9,,
44292,울란바토르,2015-01-07 09:00,51.8,0,0,,872.9,1035.6,1.2,-20,-12.1,,
44292,울란바토르,2015-01-07 12:00,68.7,0,0,,873.9,1039.8,1,-21,-16.6,-11.4,
44292,울란바토르,2015-01-07 15:00,73.3,0,0,,874.7,1042.2,.8,-22.1,-18.5,,
44292,울란바토르,2015-01-07 18:00,78.2,0,0,,876.8,1044.9,2.1,-23.2,-20.4,,
44292,울란바토르,2015-01-07 21:00,76.8,0,0,,876.3,1045.9,.5,-23.9,-20.9,,
44292,울란바토르,2015-01-08 00:00,76.7,0,0,,877.1,1047.3,.8,-24.6,-21.6,,-22.1
44292,울란바토르,2015-01-08 03:00,68.9,0,0,,878.2,1046.2,1.1,-22.6,-18.3,,
44292,울란바토르,2015-01-08 06:00,55.9,0,0,,877.1,1041.9,1.1,-20.9,-14,,
44292,울란바토르,2015-01-08 09:00,59,0,0,,877.4,1042,.3,-19.9,-13.6,,
44292,울란바토르,2015-01-08 12:00,72.8,0,0,,877.7,1045.1,.3,-21.3,-17.6,-12.9,
44292,울란바토르,2015-01-08 15:00,75.2,0,0,,876.8,1044.6,.9,-21.6,-18.3,,
44292,울란바토르,2015-01-08 18:00,75.8,0,0,,875.7,1043.6,1.1,-21.9,-18.7,,
44292,울란바토르,2015-01-08 21:00,78.9,0,0,,874.1,1043.2,1.6,-23.5,-20.8,,
44292,울란바토르,2015-01-09 00:00,76.8,0,0,,873.2,1042.1,.9,-23.8,-20.8,,-21.4
44292,울란바토르,2015-01-09 03:00,66.9,0,0,,872.7,1038.6,.5,-21.5,-16.8,,
44292,울란바토르,2015-01-09 06:00,55.8,0,0,,871,1032.5,1.7,-17.9,-10.8,,
44292,울란바토르,2015-01-09 09:00,59.2,0,0,,870.6,1032.1,.4,-17.4,-11,,
44292,울란바토르,2015-01-09 12:00,69.7,0,0,,870.6,1034.7,0,-19,-14.7,-9.6,
44292,울란바토르,2015-01-09 15:00,73.9,0,0,,870.3,1034.8,.3,-19,-15.4,,
44292,울란바토르,2015-01-09 18:00,76.8,0,0,,870.3,1035,0,-20.2,-17.1,,
44292,울란바토르,2015-01-09 21:00,77.9,0,0,,870.1,1036.6,.2,-21.2,-18.3,,
44292,울란바토르,2015-01-10 00:00,77.7,7,2,,870.7,1038,.6,-22.2,-19.3,,-19.3
44292,울란바토르,2015-01-10 03:00,60.8,5,2,,872,1034.9,1.3,-18.6,-12.6,,
44292,울란바토르,2015-01-10 06:00,48.1,0,0,,871.7,1031.2,.3,-16.7,-7.6,,
44292,울란바토르,2015-01-10 09:00,49.1,0,0,,872.4,1031.4,.7,-15.6,-6.7,,
44292,울란바토르,2015-01-10 12:00,60,0,0,,873,1034.3,.6,-16.3,-10,-5,
44292,울란바토르,2015-01-10 15:00,63.9,8,3,,873.3,1036.7,.3,-18.4,-13,,
44292,울란바토르,2015-01-10 18:00,61.9,8,3,,873.2,1037.5,.1,-20,-14.3,,
44292,울란바토르,2015-01-10 21:00,65.1,7,3,,872.9,1037.5,.3,-19.9,-14.8,,
44292,울란바토르,2015-01-11 00:00,67.2,0,0,,872.9,1037.8,0,-20,-15.3,,-15.6
44292,울란바토르,2015-01-11 03:00,48,9,3,,873,1034.5,.1,-19.2,-10.3,,
44292,울란바토르,2015-01-11 06:00,42.1,0,0,,871.7,1030.2,1.3,-16.9,-6.1,,
44292,울란바토르,2015-01-11 09:00,49,0,0,,871.9,1031,.2,-15.9,-7,,
44292,울란바토르,2015-01-11 12:00,65.9,0,0,,872.9,1035.1,1,-16.4,-11.3,-4,
44292,울란바토르,2015-01-11 15:00,71.7,0,0,,873.3,1037.3,.4,-17.8,-13.8,,
44292,울란바토르,2015-01-11 18:00,75,0,0,,873.6,1039.1,.3,-19.4,-16,,
44292,울란바토르,2015-01-11 21:00,73.7,0,0,,873.8,1039.6,.2,-19.9,-16.3,,
44292,울란바토르,2015-01-12 00:00,76.6,0,0,,875.1,1042.4,1.3,-21.3,-18.2,,-18.2
44292,울란바토르,2015-01-12 03:00,68.2,0,0,,876.9,1043.1,1.8,-20.6,-16.1,,
44292,울란바토르,2015-01-12 06:00,64.2,0,0,,876,1039,.9,-17.1,-11.7,,
44292,울란바토르,2015-01-12 09:00,62.9,0,0,,876.3,1038.6,.3,-16.3,-10.6,,
44292,울란바토르,2015-01-12 12:00,74,0,0,,877.2,1042.5,.9,-18.3,-14.7,-9.7,
44292,울란바토르,2015-01-12 15:00,82.3,0,0,,877.6,1044.3,.4,-18.9,-16.6,,
44292,울란바토르,2015-01-12 18:00,80.8,0,0,,877.2,1044.6,.4,-20.1,-17.6,,
44292,울란바토르,2015-01-12 21:00,80,0,0,,876.8,1044.7,.4,-21.1,-18.5,,
44292,울란바토르,2015-01-13 00:00,81.3,0,0,,877.1,1045.4,.3,-21.3,-18.9,,-19.3
44292,울란바토르,2015-01-13 03:00,70.1,14,2,,877.4,1043.4,.3,-19.8,-15.6,,
44292,울란바토르,2015-01-13 06:00,59,14,2,,875.8,1037.5,1.6,-16.3,-9.8,,
44292,울란바토르,2015-01-13 09:00,60.1,0,0,,875.5,1036.8,.3,-15.6,-9.3,,
44292,울란바토르,2015-01-13 12:00,73.2,0,0,,876,1039.7,.5,-16.5,-12.7,-8.1,
44292,울란바토르,2015-01-13 15:00,79.2,8,2,,876.3,1041.3,.3,-17.3,-14.5,,
44292,울란바토르,2015-01-13 18:00,78.9,8,2,,875.8,1042.2,.5,-19.5,-16.7,,
44292,울란바토르,2015-01-13 21:00,80.3,7,2,,875.4,1041.4,.4,-18.8,-16.2,,
44292,울란바토르,2015-01-14 00:00,80.8,16,1,,875.1,1042.1,.3,-20.2,-17.7,,-17.8
44292,울란바토르,2015-01-14 03:00,70.7,12,2,,875.7,1041.4,.6,-19.7,-15.6,,
44292,울란바토르,2015-01-14 06:00,67,21,2,,874.2,1036.7,1.5,-16.4,-11.5,,
44292,울란바토르,2015-01-14 09:00,74.2,31,2,,874.2,1036.1,0,-14.2,-10.5,,
44292,울란바토르,2015-01-14 12:00,78.1,24,2,,874.9,1038.7,.7,-16.1,-13.1,-9.7,
44292,울란바토르,2015-01-14 15:00,74.7,30,2,,874.9,1039.6,0,-17.9,-14.4,,
44292,울란바토르,2015-01-14 18:00,75.2,32,1,,874.8,1040.1,.1,-18.7,-15.3,,
44292,울란바토르,2015-01-14 21:00,79,21,1,,874.5,1040,.3,-18.5,-15.7,,
44292,울란바토르,2015-01-15 00:00,81.3,0,0,0,874.8,1042.6,.3,-21.3,-18.9,,-19
44292,울란바토르,2015-01-15 03:00,79.7,22,2,,875.4,1041.1,.6,-18.4,-15.7,,
44292,울란바토르,2015-01-15 06:00,71,22,3,,874.2,1036.7,1.2,-15.7,-11.5,,
44292,울란바토르,2015-01-15 09:00,69.9,25,2,,875.1,1037.7,.9,-15.8,-11.4,,
44292,울란바토르,2015-01-15 12:00,83.1,0,0,,876.6,1042.6,1.5,-18,-15.8,-11.1,
44292,울란바토르,2015-01-15 15:00,84.3,36,2,,877.6,1045,1,-19.6,-17.6,,
44292,울란바토르,2015-01-15 18:00,81.9,3,1,,877.9,1047,.3,-22.1,-19.8,,
44292,울란바토르,2015-01-15 21:00,81,3,1,,878.8,1048.6,.9,-23.1,-20.7,,
44292,울란바토르,2015-01-16 00:00,78.3,7,4,,878.2,1047.6,.6,-23,-20.2,,-21.4
44292,울란바토르,2015-01-16 03:00,72.2,8,4,,878,1045.4,.2,-21.2,-17.4,,
44292,울란바토르,2015-01-16 06:00,57.9,9,3,,875.7,1039,2.3,-18.8,-12.2,,
44292,울란바토르,2015-01-16 09:00,61.1,7,3,,873.7,1036.1,2,-17.4,-11.4,,
44292,울란바토르,2015-01-16 12:00,70.2,8,2,,872.2,1035.1,1.5,-16.8,-12.5,-10.2,
44292,울란바토르,2015-01-16 15:00,61.8,6,2,,869.6,1030.7,2.6,-16.5,-10.6,,
44292,울란바토르,2015-01-16 18:00,69.9,2,4,,867.1,1028.1,2.5,-15.5,-11.1,,
44292,울란바토르,2015-01-16 21:00,73.7,5,4,,865.6,1027.7,1.5,-16.8,-13.1,,
44292,울란바토르,2015-01-17 00:00,77.2,14,2,,866.2,1029.6,.6,-18,-14.9,,-14.9
44292,울란바토르,2015-01-17 03:00,79.4,21,2,,867.2,1029.9,1,-16.5,-13.7,,
44292,울란바토르,2015-01-17 06:00,81,23,3,,866.4,1027.4,.8,-13.9,-11.3,,
44292,울란바토르,2015-01-17 09:00,68,29,5,,867.9,1031.4,1.5,-19.2,-14.6,,
44292,울란바토르,2015-01-17 12:00,76.2,0,0,0,869.6,1034.9,1.7,-19.9,-16.7,-10.7,
44292,울란바토르,2015-01-17 15:00,83.7,24,1,,869.4,1034.8,.2,-19,-16.9,,
44292,울란바토르,2015-01-17 18:00,88.2,30,1,,869.4,1034,0,-17.3,-15.8,,
44292,울란바토르,2015-01-17 21:00,88.2,25,2,,869.1,1033.9,.3,-17.6,-16.1,,
44292,울란바토르,2015-01-18 00:00,87.9,0,0,.5,868.9,1035.4,.2,-20.1,-18.6,,-18.6
44292,울란바토르,2015-01-18 03:00,89.1,25,2,,868.4,1032,.5,-16,-14.6,,
44292,울란바토르,2015-01-18 06:00,80.3,30,2,,866.7,1028.3,1.7,-14.9,-12.2,,
44292,울란바토르,2015-01-18 09:00,67.8,0,0,,865.4,1025.4,1.3,-15,-10.2,,
44292,울란바토르,2015-01-18 12:00,76.3,0,0,0,864.7,1026.3,.7,-16,-12.7,-9.1,
44292,울란바토르,2015-01-18 15:00,75.3,0,0,,863.5,1026.3,1.2,-18.2,-14.8,,
44292,울란바토르,2015-01-18 18:00,80.1,0,0,,863.6,1028.2,.1,-20,-17.4,,
44292,울란바토르,2015-01-18 21:00,78.7,0,0,,863.6,1028.4,0,-20.5,-17.7,,
44292,울란바토르,2015-01-19 00:00,82,0,0,-99.8,864.6,1030.5,1,-21.3,-19,-99.8,-19.5
44292,울란바토르,2015-01-19 03:00,69.1,0,0,,865.7,1028.9,1.1,-19.2,-14.8,,
44292,울란바토르,2015-01-19 06:00,61.2,0,0,,865.4,1026.1,.3,-17.2,-11.2,,
44292,울란바토르,2015-01-19 09:00,61.9,0,0,,866.2,1026.5,.8,-16.2,-10.3,,
44292,울란바토르,2015-01-19 12:00,73.1,0,0,,868.3,1030.8,2.1,-16.8,-13,-9.5,
44292,울란바토르,2015-01-19 15:00,79.1,0,0,,869.8,1034.2,1.5,-18.2,-15.4,,
44292,울란바토르,2015-01-19 18:00,81.4,0,0,,870.8,1037.5,1,-20.8,-18.4,,
44292,울란바토르,2015-01-19 21:00,81.1,0,0,,871.7,1039.7,.9,-22.4,-20,,
