date, pm25, pm10, o3, no2, so2, co
2023/10/3, 35, 17, 32, 3, 1, 4
2023/10/4, 31, 17, 29, 5, 1, 3
2023/10/5, 33, 21, 32, 6, 1, 4
2023/10/6, 32, 19, 36, 6, , 5
2023/10/7, 36, 22, 28, 8, 1, 5
2023/10/8, 43, 30, 27, 11, 3, 5
2023/10/9, 55, 43, 29, 12, 6, 5
2023/10/10, 74, 33, 28, 13, 2, 5
2023/10/11, 62, 25, 28, 13, 2, 5
2023/10/12, 50, 31, 31, 13, 2, 4
2023/10/13, 60, 32, 34, 12, 2, 5
2023/10/14, 55, 32, 38, 13, 2, 5
2023/10/15, 64, 53, 24, 15, 9, 9
2023/10/16, 92, 42, 17, 12, 2, 7
2023/10/17, 82, 19, 36, 4, 1, 3
2023/10/18, 47, 26, 39, 5, 2, 3
2023/10/19, 48, 37, 33, 13, 1, 6
2023/10/20, 68, 37, 36, 13, 2, 5
2023/10/21, 73, 41, 33, 14, 3, 5
2023/10/22, 78, 51, 48, 15, 3, 7
2023/10/23, 96, 52, 39, 16, 4, 9
2023/10/24, 97, 44, 21, 14, 2, 6
2023/10/25, 82, 40, 16, 16, 5, 7
2023/10/26, 75, 35, 28, 12, 2, 6
2023/10/27, 64, 36, 25, 13, 3, 5
2023/10/28, 68, 49, 23, 14, 9, 6
2023/10/29, 89, 48, 18, 14, 6, 8
2023/10/30, 101, 46, 28, 14, 3, 6
2023/10/31, 89, 46, 13, 15, 3, 9
2023/11/1, 92, 45, 25, 15, 3, 8
2023/11/2, 85, 32, 36, 7, 3, 3
2023/11/3, 55, 30, 31, 6, 2, 3
2023/11/4, 52, 36, 34, 3, 1, 3
2023/11/5, 61, 40, 33, 9, 1, 3
2023/11/6, 53, 45, 23, 17, 4, 6
2023/11/7, 68, 43, 29, 16, 5, 8
2023/11/8, 74, 48, 28, 15, 7, 9
2023/11/9, 85, , , , , 
2023/11/13, 60, 29, , 11, 2, 5
2023/11/14, 49, 54, , 6, 1, 3
2023/11/15, 72, 46, , 17, 2, 3
2023/11/16, 70, 58, , 21, 3, 6
2023/11/17, 91, 57, , 20, 3, 5
2023/11/18, 95, 66, , 22, 4, 8
2023/11/19, 131, 63, , 18, 6, 9
2023/11/20, 141, 60, , 20, 3, 11
2023/11/21, 126, 51, , 18, 5, 6
2023/11/22, 97, 64, , 19, 3, 6
2023/11/23, 110, 70, , 23, 9, 9
