date, pm25, pm10, o3, no2, so2, co
2023/10/5, 62, 16, 24, 7, 3, 4
2023/10/6, 47, 14, 35, 10, 4, 5
2023/10/7, 35, 40, 28, 16, 4, 6
2023/10/8, 78, 26, 24, 10, 3, 5
2023/10/9, 69, 27, 29, 10, 3, 4
2023/10/10, 63, 42, 21, 12, 4, 5
2023/10/11, 96, 30, 26, 10, 3, 4
2023/10/12, 76, 23, 23, 11, 3, 4
2023/10/13, 60, 26, 39, 12, 3, 4
2023/10/14, 64, 57, 47, 19, 6, 6
2023/10/15, 121, 54, 35, 13, 4, 6
2023/10/16, 125, 56, 40, 13, 3, 8
2023/10/17, 133, 53, 27, 11, 3, 6
2023/10/18, 135, 13, 26, 12, 2, 3
2023/10/19, 31, 36, 37, 17, 3, 3
2023/10/20, 64, 57, 42, 21, 4, 4
2023/10/21, 107, 79, 46, 19, 4, 5
2023/10/22, 130, 80, 52, 20, 5, 6
2023/10/23, 156, 88, 26, 23, 4, 7
2023/10/24, 170, 80, 17, 19, 4, 7
2023/10/25, 164, 39, 35, 13, 3, 4
2023/10/26, 96, 19, 35, 11, 3, 2
2023/10/27, 51, 36, 39, 16, 5, 4
2023/10/28, 79, 37, 44, 15, 4, 4
2023/10/29, 87, 51, 43, 17, 5, 5
2023/10/30, 117, 65, 43, 19, 5, 6
2023/10/31, 151, 65, 47, 16, 6, 6
2023/11/1, 155, 72, 26, 16, 5, 6
2023/11/2, 162, 74, 19, 16, 5, 7
2023/11/3, 164, 31, 38, 11, 4, 4
2023/11/4, 71, 48, 46, 15, 5, 4
2023/11/5, 91, 54, 31, 18, 5, 5
2023/11/6, 114, 63, 39, 20, 4, 6
2023/11/7, 147, 70, 39, 16, 4, 6
2023/11/8, 158, 81, 50, 16, 6, 7
2023/11/9, 169, , , , , 
2023/11/13, 71, 32, , 12, 3, 4
2023/11/14, 79, 36, , 15, 3, 5
2023/11/15, 92, 55, , 19, 4, 4
2023/11/16, 90, 68, , 20, 5, 5
2023/11/17, 119, 74, , 20, 5, 6
2023/11/18, 155, 70, , 18, 5, 6
2023/11/19, 154, 78, , 19, 5, 7
2023/11/20, 165, 81, , 14, 5, 6
2023/11/21, 164, 43, , 13, 4, 6
2023/11/22, 107, 68, , 19, 5, 8
2023/11/23, 154, 86, , 18, 4, 8
2023/11/24, 172, 99, , 14, 4, 8
2023/11/25, 189, 45, , 15, 4, 5
2023/11/26, 102, 64, , 16, 4, 5
2023/11/27, 147, 68, , 16, 5, 6
2023/11/28, 156, 65, , 15, 5, 5
2023/11/29, 141, 56, , 15, 4, 4
2023/11/30, 126, 33, , 13, 5, 4
2023/12/1, 78, 43, , 14, 3, 4
2023/12/2, 95, 60, , 13, 4, 5
2023/12/3, 144, 57, , 14, 4, 5
2023/12/4, 142, 69, , 20, 5, 6
2023/12/5, 159, 63, , 18, 4, 7
2023/12/6, 149, 74, , 19, 5, 7
2023/12/7, 163, 83, , 23, 4, 7
2023/12/8, 173, 80, , 19, 4, 7
2023/12/9, 168, 94, , 19, 4, 8
2023/12/10, 182, 77, , 16, 4, 7
2023/12/11, 159, 37, , 14, 4, 6
2023/12/12, 85, 59, , 14, 4, 6
2023/12/13, 131, 81, , 19, 5, 8
2023/12/14, 168, 45, , 13, 4, 5
2023/12/15, 85, 56, , 9, 4, 2
2023/12/16, 65, 65, , 9, 5, 4
2023/12/17, 94, 80, , 13, 5, 4
2023/12/18, 149, 74, , 15, 5, 5
2023/12/19, 152, 67, , 17, 5, 7
2023/12/20, 155, 67, , 17, 5, 5
2023/12/21, 158, 76, , 17, 6, 6
2023/12/22, 165, 81, , 17, 5, 6
2023/12/23, 172, 70, , 17, 5, 6
2023/12/24, 156, 87, , 22, 5, 6
2023/12/25, 175, 82, , 16, 5, 5
2023/12/26, 174, 91, , 23, 4, 8
2023/12/27, 182, 114, , 25, 4, 9
2023/12/28, 207, 115, , 21, 4, 9
2023/12/29, 215, 97, , 20, 4, 10
2023/12/30, 187, 119, , 18, 4, 10
2023/12/31, 222, 128, , 16, 3, 11
2023/7/1, 89, 54, 52, 11, 6, 6
2023/7/2, 122, 38, 37, 8, 3, 5
2023/7/3, 93, 18, 60, 10, 4, 4
2023/7/4, 32, 44, 83, 16, 5, 5
