지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
21229,2018-12-01 00:00,8.4,281,11.3,1022.1,45,12.2,17.4,1.7,1.1,.8,6.4,35
21229,2018-12-01 01:00,4.7,294,7.3,1021.8,42,11.5,17.4,1.7,1.1,.8,7.1,30
21229,2018-12-01 02:00,9.8,302,13.4,1021.8,48,12,17.4,1.8,1.2,.8,6.4,341
21229,2018-12-01 03:00,10.4,300,12.6,1022,50,11.4,17.3,2.1,1.2,.9,4.3,309
21229,2018-12-01 04:00,9.5,307,13.9,1022,51,11.5,16.8,2,1.2,.8,6.4,349
21229,2018-12-01 05:00,10.2,315,13.7,1022.4,54,11.3,16.3,2,1.3,.9,5.3,320
21229,2018-12-01 06:00,11.6,319,14.5,1022.5,57,11.1,16.1,2.2,1.3,.9,5.3,327
21229,2018-12-01 07:00,13.3,326,16.7,1023.4,59,11.9,16,2.5,1.5,1.1,4.9,326
21229,2018-12-01 08:00,13.1,351,17,1024.1,62,10.9,16.1,2.9,1.9,1.4,6.4,337
21229,2018-12-01 09:00,10.2,0,13.7,1025.2,57,10.5,17,2.6,1.6,1.1,6.4,319
21229,2018-12-01 10:00,7.2,6,10.3,1026.3,55,10.2,17.5,2.5,1.5,1,6.4,343
21229,2018-12-01 11:00,6.4,19,9.2,1026.7,52,10.1,17.6,2.4,1.4,1,7.1,321
21229,2018-12-01 12:00,4.7,5,6.8,1026.9,48,9.9,17.7,2.4,1.2,.9,7.1,318
21229,2018-12-01 13:00,4.1,20,7.2,1026.7,53,10.3,17.7,2.2,1.2,.9,7.1,333
21229,2018-12-01 14:00,4.1,75,6.5,1026.6,61,10.1,17.8,1.6,.9,.7,7.1,333
21229,2018-12-01 15:00,3.1,70,5.4,1026.8,60,10.2,17.9,1.9,1,.7,7.1,329
21229,2018-12-01 16:00,3,105,4.9,1027.2,60,10.2,17.9,2,1,.7,5.8,356
21229,2018-12-01 17:00,4.4,112,6.7,1027.3,60,10.4,17.8,1.6,1,.7,5.3,40
21229,2018-12-01 18:00,5.4,120,7.4,1027.6,62,10.3,17.8,1.8,1.1,.8,5.3,30
21229,2018-12-01 19:00,6.3,107,8.4,1027.9,63,10.7,17.7,2.1,1.3,.9,6.4,23
21229,2018-12-01 20:00,7,101,10.3,1028,64,10.4,17.6,2.8,1.6,1.2,5.8,18
21229,2018-12-01 21:00,7,115,9.2,1028.3,65,11,17.5,3.1,1.8,1.3,8,15
21229,2018-12-01 22:00,7.7,117,10.3,1028.1,65,10.8,17.4,2.7,1.5,1.1,8,19
21229,2018-12-01 23:00,7.2,129,9.6,1028.1,63,11.1,17.5,2.7,1.7,1.2,8,25
21229,2018-12-02 00:00,6.4,136,8.5,1027.9,64,11.5,17.6,2.4,1.7,1.2,7.1,30
21229,2018-12-02 01:00,6.9,138,9,1027.3,63,11.4,17.7,2.3,1.3,.9,8,32
21229,2018-12-02 02:00,7.3,145,9.7,1027,65,11.8,17.7,2.4,1.2,.9,7.1,40
21229,2018-12-02 03:00,7,142,9.2,1026.9,66,11.6,17.7,2,1.2,.8,7.1,22
21229,2018-12-02 04:00,7,142,9.7,,66,11.9,17.6,2,1.3,.9,8,10
21229,2018-12-02 05:00,7.2,144,10.4,1025.7,67,11.9,17.6,2,1.2,.9,7.1,358
21229,2018-12-02 06:00,6.5,144,8.7,1026,67,11.7,17.6,2.3,1.3,.9,7.1,9
21229,2018-12-02 07:00,6.7,151,8.9,1026.8,68,12.2,17.5,1.8,1.2,.8,6.4,0
21229,2018-12-02 08:00,8.2,137,10.4,1026.4,70,12.4,17.5,1.9,1.1,.8,6.4,15
21229,2018-12-02 09:00,7.6,144,10.1,1026.7,69,12.8,17.5,1.6,1.1,.8,5.8,346
21229,2018-12-02 10:00,7,152,8.9,1027,70,12.9,17.5,1.7,1.1,.8,6.4,360
21229,2018-12-02 11:00,8.4,143,10.7,1026.7,71,13.4,17.5,1.7,1.1,.8,5.8,354
21229,2018-12-02 12:00,8.5,138,12,1025.4,72,13.4,17.5,1.9,1.1,.8,4.6,128
21229,2018-12-02 13:00,8.2,155,10.3,1024.7,72,13.6,17.5,2.2,1.3,.9,5.3,115
21229,2018-12-02 14:00,8.6,162,10.4,1024.2,73,14.2,17.5,1.6,1,.7,5.3,150
21229,2018-12-02 15:00,8.6,168,10.6,1023.5,73,14.6,17.5,1.9,1.2,.9,4.9,133
21229,2018-12-02 16:00,8.5,171,10.1,1023.3,74,14.7,17.5,1.8,1.1,.8,5.3,161
21229,2018-12-02 17:00,8,153,10.2,1023,76,15,17.5,1.9,1.2,.8,4.9,144
21229,2018-12-02 18:00,9,153,10.8,1023,76,15,17.5,1.8,1.2,.8,4.6,158
21229,2018-12-02 19:00,9.5,170,12.7,1023.5,75,15.7,17.4,2,1.1,.8,4.9,168
21229,2018-12-02 20:00,8.4,180,10.2,1023.4,70,15.5,17.2,1.8,1.1,.8,4.6,149
21229,2018-12-02 21:00,7.1,190,8.7,1023.4,69,16,17.1,2.3,1.2,.8,5.3,188
21229,2018-12-02 22:00,7.1,193,9.5,1023.1,72,15.8,16.9,1.7,1.1,.8,4.9,152
21229,2018-12-02 23:00,6.1,204,7.3,1022.9,68,15.9,16.6,1.6,1.1,.8,5.3,186
21229,2018-12-03 00:00,4.2,200,5.7,1022.5,73,16.2,16.4,1.5,1,.7,4.9,125
21229,2018-12-03 01:00,6,199,7.4,1022.3,73,15.9,16.4,1.5,.8,.6,4.6,138
21229,2018-12-03 02:00,5.9,200,7.1,1021.8,71,16.4,17.5,1.4,1,.7,4.9,159
21229,2018-12-03 03:00,5.7,193,7.2,1021.4,76,16.4,17.7,1.3,.8,.5,4.3,146
21229,2018-12-03 04:00,5.6,180,6.7,1020.7,80,16.8,17.7,1.3,.8,.5,4.6,159
21229,2018-12-03 05:00,6.2,170,7.4,1019.8,80,16.8,17.8,1.1,.7,.5,4.3,153
21229,2018-12-03 06:00,6.1,168,7.9,1019.5,80,16.7,17.8,1.5,.8,.6,4,129
21229,2018-12-03 07:00,6.2,186,7.8,,85,17,17.9,1.4,.7,.5,4.3,149
21229,2018-12-03 08:00,7.7,171,9.2,,89,17.1,17.9,1.4,.8,.5,4,143
21229,2018-12-03 09:00,9.2,163,11.1,1019.1,90,17.2,17.9,1.6,1,.7,4,140
21229,2018-12-03 10:00,9.3,168,11.3,1018.8,87,17.3,17.9,1.6,1,.7,4.6,165
21229,2018-12-03 11:00,8.6,172,10.2,1018.2,88,17.5,18,1.9,1.2,.9,4.6,193
21229,2018-12-03 12:00,9.3,172,11.6,1016.5,88,17.1,18,2.1,1.3,.9,4.6,172
21229,2018-12-03 13:00,8.5,171,10.4,1015.3,90,17,18,2.6,1.6,1.1,5.8,177
21229,2018-12-03 14:00,8.5,179,11.2,1014.2,91,17.4,18,2.3,1.5,1,4.9,170
21229,2018-12-03 15:00,7.3,181,9.1,1014.1,91,17.7,18,2.3,1.5,1.1,4.9,195
21229,2018-12-03 16:00,7.6,205,9.8,1013.2,92,18.3,18,2.2,1.3,1,5.3,131
21229,2018-12-03 17:00,10.3,210,12.9,1012.3,89,18.5,18,2.6,1.6,1.1,5.8,139
21229,2018-12-03 18:00,11.4,215,14.3,1012.3,90,18.8,18,2.9,1.7,1.2,5.8,140
21229,2018-12-03 19:00,10.8,219,13.3,1013.1,90,18.5,18,2.8,1.6,1.1,5.8,153
21229,2018-12-03 20:00,8.1,224,10.2,1013.9,93,18.6,18,2.3,1.6,1.1,5.3,166
21229,2018-12-03 21:00,6.2,233,7.9,1014.4,88,18.4,18,2.4,1.6,1.1,5.8,158
21229,2018-12-03 22:00,7.9,243,9.9,1014.4,85,18.9,18,2.4,1.4,1,5.3,180
21229,2018-12-03 23:00,8.2,256,10.3,1014,86,18.3,17.9,2.7,1.5,1.1,6.4,195
21229,2018-12-04 00:00,5.7,266,7.2,1014.5,84,18,17.9,2.3,1.4,1,6.4,193
21229,2018-12-04 01:00,5,336,6.4,1014.3,85,17.3,17.9,1.9,1.2,.9,5.8,194
21229,2018-12-04 02:00,4.4,1,5.8,1014,89,16.3,17.8,2.1,1.3,.9,6.4,201
