지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
21229,2016-08-01 00:00,1,185,1.4,1011.3,95,27.9,26.9,.4,.2,.1,2.7,179
21229,2016-08-01 01:00,2.3,299,2.8,1011,94,27.2,26.9,.4,.2,.1,4.9,87
21229,2016-08-01 02:00,.1,209,1,1010.4,94,27.2,26.9,.3,.2,.1,3.6,216
21229,2016-08-01 03:00,1.3,195,1.6,1010.1,94,27.6,26.9,.3,.2,.1,4.9,63
21229,2016-08-01 04:00,1.7,162,2.1,1009.8,92,27.1,26.9,.3,.2,.1,4.9,319
21229,2016-08-01 05:00,2.2,151,2.5,1009.9,93,27.7,26.9,.3,.2,.1,4,335
21229,2016-08-01 06:00,2.8,143,3.1,1010.1,93,27.6,26.9,.3,.2,.1,4.6,291
21229,2016-08-01 07:00,2.8,151,3.4,1010.4,91,27.6,26.8,.3,.2,.1,5.3,100
21229,2016-08-01 08:00,3.4,182,3.9,1010.4,93,27.7,26.8,.2,.2,.1,4,209
21229,2016-08-01 09:00,3.3,189,4.1,1010.5,93,27.6,26.8,.3,.2,.2,3.6,191
21229,2016-08-01 10:00,4.3,170,5,1010.5,93,27.7,26.9,.4,.2,.2,3.4,166
21229,2016-08-01 11:00,4.5,182,5.3,1010.4,93,27.8,27,.5,.3,.2,2.2,350
21229,2016-08-01 12:00,3.4,191,4.4,1010.3,92,27.9,27.1,.5,.3,.2,2.5,14
21229,2016-08-01 13:00,3.4,174,4.2,1010.1,92,27.9,27.1,.6,.4,.3,2.5,2
21229,2016-08-01 14:00,1.8,152,2.5,1010.2,93,27.9,27,.5,.3,.2,2.4,6
21229,2016-08-01 15:00,3.8,70,5.3,1010,95,25.8,26.9,.4,.2,.2,2.8,245
21229,2016-08-01 16:00,4.2,105,5,1009.5,89,26.2,26.9,.6,.3,.2,2.4,6
21229,2016-08-01 17:00,3.8,119,4.6,1009.1,89,26,27,.7,.4,.3,3.2,310
21229,2016-08-01 18:00,1.3,145,2,1008.7,87,26.4,27,.5,.3,.2,2.7,300
21229,2016-08-01 19:00,2.4,167,3.1,1008.5,83,26.9,26.9,.4,.2,.2,3,273
21229,2016-08-01 20:00,2,198,2.6,1008.8,85,26.3,26.8,.4,.2,.2,2.7,210
21229,2016-08-01 21:00,2.9,179,3.7,1009.2,89,26.9,26.7,.4,.2,.1,2.6,92
