지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
21229,2017-04-01 00:00,5.6,90,7.6,1019.2,59,8.9,11,2.3,1.4,1,5.3,49
21229,2017-04-01 01:00,5,108,6.6,1018.8,58,8.8,10.9,2.2,1.3,.9,9.1,320
21229,2017-04-01 02:00,4.6,105,6.4,1018.5,57,8.7,10.8,2.4,1.4,1,8,330
21229,2017-04-01 03:00,4.3,86,5.7,1017.8,55,8.6,10.7,2.1,1.4,1,8,323
21229,2017-04-01 04:00,4.6,105,6.1,1017.4,55,8.6,10.6,2.1,1.3,.9,8,339
21229,2017-04-01 05:00,4.2,106,5.9,1017.3,55,8.5,10.6,2.1,1.1,.8,8,2
21229,2017-04-01 06:00,3.8,115,5.8,1017.1,59,8.4,10.4,2,1.2,.9,8,351
21229,2017-04-01 07:00,4.2,115,5.8,1016.7,56,8.4,10.4,1.6,1,.7,8,349
21229,2017-04-01 08:00,4.4,118,5.9,1016.9,54,8.6,10.5,1.7,1,.7,8,355
21229,2017-04-01 09:00,4.1,126,5.5,1016.9,56,8.7,10.6,1.7,1,.7,8,342
21229,2017-04-01 10:00,4.2,120,5.8,1017.2,54,8.8,10.7,1.7,1,.7,7.1,8
21229,2017-04-01 11:00,4.2,129,5.6,1017.2,54,8.7,10.8,1.8,1.1,.8,8,352
21229,2017-04-01 12:00,4.5,122,6.8,1016.6,55,8.9,10.9,1.9,1.1,.8,8,336
21229,2017-04-01 13:00,4.4,137,5.9,1016.1,54,8.9,11,1.7,1,.7,8,338
21229,2017-04-01 14:00,4.6,145,6,1015.6,57,8.8,11,1.7,1.1,.8,8,326
21229,2017-04-01 15:00,4.4,143,6.2,1015.3,54,8.9,10.9,1.4,1,.7,8,296
21229,2017-04-01 16:00,4.1,142,5.3,1015.1,54,9.1,10.8,1.7,1.1,.8,7.1,267
21229,2017-04-01 17:00,4,155,5.8,1014.9,56,9,10.7,1.5,1,.7,8,256
21229,2017-04-01 18:00,3.7,144,4.9,1015,55,8.9,10.7,1.7,1,.7,7.1,326
21229,2017-04-01 19:00,4.4,104,7.1,1014.9,56,9,10.9,1.5,.9,.6,7.1,288
21229,2017-04-01 20:00,4.2,141,6.6,1015.6,54,9,10.9,1.5,1,.7,5.8,17
21229,2017-04-01 21:00,4.5,140,5.6,1015.9,54,8.9,10.9,1.5,.9,.6,6.4,9
21229,2017-04-01 22:00,5.4,140,6.9,1015.9,55,8.9,11,1.5,.9,.7,7.1,360
21229,2017-04-01 23:00,5.4,131,8,1015.9,56,9,11,1.7,.9,.6,7.1,10
21229,2017-04-02 00:00,5.1,130,6.9,1016,57,9,11,1.4,.9,.6,7.1,360
21229,2017-04-02 01:00,4.5,156,6.3,1016.1,56,8.9,11,1.7,.9,.6,7.1,332
